,OFCmed_L,Olfactory_L,Thal_LP_L,Supp_Motor_Area_R,Precuneus_L,Temporal_Mid_L,Cerebellum_3_R,Cerebellum_10_R,Fusiform_L,OFCpost_L,Frontal_Inf_Oper_L,Thal_VL_R,Vermis_4_5,Thal_Re_L,Caudate_R,Vermis_8,Thal_PuA_L,Vermis_3,ACC_sup_L,Cerebellum_8_L,Vermis_9,Vermis_6,OFCant_L,Vermis_7,ACC_pre_R,Postcentral_R,Parietal_Inf_L,Cingulate_Post_R,Cuneus_R,Thal_VPL_R,Frontal_Inf_Orb_2_R,OFClat_R,Temporal_Pole_Mid_L,Parietal_Inf_R,Thal_PuI_R,Heschl_R,Thal_IL_L,Paracentral_Lobule_L,Thal_AV_R,ParaHippocampal_R,ACC_pre_L,Pallidum_R,Occipital_Mid_R,OFClat_L,Caudate_L,ACC_sub_L,Precentral_R,Cerebellum_Crus2_L,Thal_MDl_L,Cerebellum_Crus1_L,Insula_L,Cerebellum_Crus1_R,Frontal_Inf_Orb_2_L,Cingulate_Mid_R,Occipital_Inf_L,Amygdala_R,Amygdala_L,Frontal_Sup_Medial_R,Cerebellum_10_L,Thal_LGN_L,Thal_PuM_L,Frontal_Med_Orb_L,Parietal_Sup_R,Hippocampus_L,Thal_LGN_R,Temporal_Pole_Sup_L,Thal_VA_R,OFCpost_R,Red_N_L,Vermis_10,Cerebellum_6_L,Thal_VA_L,ACC_sup_R,Temporal_Inf_R,Red_N_R,OFCmed_R,Temporal_Sup_R,Thal_AV_L,Olfactory_R,Thal_IL_R,Thal_PuA_R,Vermis_1_2,SN_pc_R,Lingual_L,Putamen_L,Supp_Motor_Area_L,Cerebellum_4_5_L,Cerebellum_9_R,N_Acc_L,Insula_R,Cerebellum_4_5_R,Parietal_Sup_L,Cerebellum_8_R,SN_pc_L,Heschl_L,Cuneus_L,Temporal_Pole_Mid_R,Thal_PuL_L,Rectus_R,VTA_R,Pallidum_L,Temporal_Pole_Sup_R,Raphe_D,Frontal_Inf_Tri_L,Occipital_Mid_L
OFCmed_L,1.0,-0.1467729372555076,-0.3225497859953659,-0.027905370141148505,0.06920151662800866,-0.20194162545996266,-0.07522268043314022,0.26529975013458595,0.26429245922303707,0.6220173829582211,-0.10077604928915732,-0.16858847778304567,0.15107474106269408,-0.11258020338449815,0.5331661643168241,-0.01299822533206628,-0.0392090723295023,0.4145068358054565,-0.11322197039523921,-0.19367414535288807,0.0790104796174858,0.044950577263259,0.837697503454425,-0.34977289219674595,0.42840787610230346,0.10319336289893793,-0.07879569112410745,0.13123938202632054,-0.22260219071053403,-0.4494657036312076,0.5178451522567201,0.27858795891579524,-0.4410457828579823,-0.016028748138745726,0.3643554672002458,-0.009855200031646989,-0.21017355189016854,0.061714436373471515,0.15289896563192942,0.5315561188742244,0.6357017713923921,0.5661383522335842,-0.3387196811715891,0.43177246465282687,0.36718572911143077,0.6023935160973921,0.08643532480418635,-0.47841267620883027,-0.13091740732987894,-0.35519514288761794,0.12154165321649905,-0.34419386082429626,0.4337884519542421,0.3002528400266913,-0.45023136995951635,0.5853715592385141,0.3916366383826678,0.35802387337490144,0.46227565442426,0.018744418857135778,-0.2810316728773804,0.6942670699411684,0.0015655303855653952,0.484666798590079,0.37889659967128875,0.038261932189178643,0.46292320789075975,0.6334370245618253,0.10546549362750307,-0.0022031470222263366,-0.22638206092279126,0.6953290049581405,-0.09364706862186314,-0.022974320350280377,0.03897324305696765,0.7308640413556216,-0.05815796884110414,0.4179718469873379,-0.3992808187874368,-0.04210476591162541,0.43871270528350864,-0.35128699796431023,-0.12482026738744421,-0.3036676304044664,0.4556727766152125,0.036498230636242364,0.4256399319954702,-0.30754573782049055,0.28050240014941896,0.13159650001064316,0.22120806160638445,-0.02414347480694312,-0.2615497157459567,0.0659696036860567,0.0339731748261011,-0.11553398595128336,-0.355832236894404,-0.2514839604167864,0.6705613110359193,-0.1998860299919687,0.39463685610437615,-0.19927825838206042,0.24111890145136147,0.16572882206769968,-0.31206428290403737
Olfactory_L,-0.1467729372555076,1.0,0.3893552471029054,0.40183561412508606,0.3970286373459679,0.38546464713217465,0.5644786688082762,0.3819269282626089,0.4065726073986002,0.219408370555175,0.6123528547463405,0.501931709748482,0.47246373725551855,-0.12427211991570533,0.3213360107817615,-0.005666503524930291,0.3557949506288823,0.230117417821514,0.4175499819735559,-0.005139024866874483,-0.0588996615838862,0.3292964595172849,-0.1343465085983935,0.00019231856602854519,0.5308691044280307,0.30961138818896783,0.4867739280802921,0.48994022609690463,0.41406023876728426,0.4274103043587414,0.20046780224194918,0.3016335340840121,-0.13293904307251347,0.34983376728942805,0.18680274025065047,0.4209106677249623,0.034784185696282145,0.3822203484640537,0.16583229711328912,0.2923060459445697,0.10285792662746494,0.09682490788637621,0.37916054937910676,0.14197422885648278,0.414781494965474,0.2910269918952891,0.3254029161301126,0.013603390190373939,0.11984759291467056,0.03099726521288453,0.4834733576902564,-0.08388517005087276,0.2681905172576486,0.395103425394366,0.08424198017086072,0.24290580343344723,0.47230699215752114,0.5450373826649892,0.17627882418354476,0.41005574235094516,0.34323324453528,-0.03831876111783337,0.27023108374460375,0.4274524834513905,0.2070334996932266,-0.17507380872834327,-0.0013263269630291688,0.2281895064684785,0.3854182122571276,0.12480959482196623,0.29264389146152975,-0.11905833601897928,0.6203387736335233,-0.07457856257131208,0.28269467133976733,-0.03737117675742178,0.46499699788156373,-0.027449336398960168,0.5878022839028587,0.32805047735986775,-0.22288651027727743,0.2827442907010431,0.42167344742687374,0.474872893460747,0.29279794892775896,0.41973661555945124,0.4054502372422495,0.1344012993348234,0.4916361325722973,0.5827827305659505,0.3392432852300388,0.479115474832192,0.03899710901600603,0.5127022451490565,0.47308932614626653,0.529807530812079,-0.016238227285702733,0.6658586640064714,0.17000622259247306,0.2457974165693813,0.3446024736837311,0.044115457771771525,0.3727695715478235,0.4330460291899417,0.4603483951042849
Thal_LP_L,-0.3225497859953659,0.3893552471029054,1.0,0.5015638129442747,0.7408801538588291,-0.09402880296188985,0.14432822200726156,-0.15444629283123779,0.04901815675683886,0.08241656618324106,0.15162238023124036,0.32779299730601813,0.2882645252616267,0.29992463906948685,0.2563784353189516,-0.4449058152840919,0.3782007186228113,0.030099679027339173,0.21712427100958004,-0.41745131676914704,-0.2608810732843323,0.09925891838859553,-0.22850896864028686,-0.17598355373935784,0.14957479651005093,0.7384773505264489,0.6053905343975521,0.5521421561212444,0.6332111756070214,0.1989488249463407,0.07411797482347847,0.3756574205804864,-0.0792473029162713,0.8317939300586924,-0.10734853238226072,0.46249573135687627,0.19207917640305008,0.6977205188930983,-0.13162737200576016,-0.030065681026454794,-0.20760608608424413,0.08545065742483617,0.8522804595731032,0.03802192975326346,-0.13772829276245055,0.02798618348121584,0.6744072568585244,-0.13591244242583017,0.2805128396996245,-0.292981652031079,0.29377040030008417,-0.32125902969321335,0.03143496886855865,0.4477278726908821,-0.06746197214109029,-0.0653014327477004,0.17690764770299486,0.3625176515162011,-0.21841710816136123,0.4598248548204345,0.9053192044570573,-0.20169235681696632,0.7984805496935952,0.11631132875087971,-0.2937908086209394,-0.17822458970918797,0.08020957344345313,0.16392536600695287,0.5567108108505765,0.2833516432787982,-0.03843906695031072,-0.6330439083637418,0.3292965338682101,-0.16340085851177036,0.39977195275045424,-0.08521300065208684,0.7015761750328066,-0.5201283594075563,0.452491246304605,0.4318554411964147,-0.21613361498731987,0.256821073311334,0.4998120541588313,0.5754471283509137,0.04531642980974961,0.5533023961116011,0.21770720910337593,-0.15345288130525267,-0.09682843993590616,0.33522951842794835,0.20783971883429367,0.7447520671551741,-0.1569093234347744,-0.11384699356710257,0.6664054154915792,0.7357451366990274,-0.1515425224492114,0.6329360643061351,0.018594255930817316,0.29852667849152237,0.04043529373051883,-0.2012989933351033,-0.054678825631733825,0.15483823606633196,0.47114803623946794
Supp_Motor_Area_R,-0.027905370141148505,0.40183561412508606,0.5015638129442747,1.0,0.8066613444050694,0.06734917563014552,0.5000724345144095,0.1670461825147341,0.4480263886986548,0.35474067992357844,0.6343737920036108,0.12746810385491864,0.7241701862307256,0.15803809806802815,0.5616761149935056,-0.23466779142360455,0.026796363449177588,0.4608248119679954,0.49944676102785,-0.35875979629955956,0.1931889947101419,0.5740598519891511,0.15848325684841869,-0.3043222915092885,0.42498383783511495,0.8201543002421775,0.7925562649932217,0.5554250920351762,0.7466373859247201,-0.0761524162365126,0.42668591564393477,0.4869191610557175,-0.65429167284278,0.7430932257681018,0.3041206522245192,0.36724518523004546,-0.11531736108526468,0.8617532580824727,0.04488618733337882,0.31958028678691364,0.3269895707682385,0.5718810693417418,0.4512817283559388,0.6006617034434409,0.10168682316267569,0.3326097570343391,0.8649960355630394,-0.4838550392139208,-0.13673884590545077,-0.4681435426832586,0.44342863402615734,-0.5527966134591838,0.3863160343978019,0.8322747955852895,-0.3555427463841557,0.20436460641530516,0.5970185873520787,0.6458337437740806,0.30550241520189064,0.28520218034024375,0.3081734935903842,-0.14049849461511937,0.6118805066718007,0.4843279713399925,0.2105648903368556,-0.6047925578953456,0.29033009091825424,0.25721676402601257,0.8444687093161313,0.5234014724696736,-0.05311283141242526,0.04653863346928137,0.5762240660776634,-0.2080849593487798,0.7877757835936272,0.061303827371991575,0.5981763677480426,-0.14004551691711084,0.2425147674092956,0.6514835943879242,0.11604286666349278,-0.15037850354998375,0.2461558349593868,0.3337884380408694,0.599310260770022,0.9680074760655071,0.7321183036364075,-0.2926462150697521,0.17807403816798065,0.5475238417300731,0.7294111218285236,0.7441232134831118,-0.23352527700375544,0.10905505091870621,0.7892989222225754,0.6560551815619399,-0.5196004549918632,0.5524849641439776,0.3659642361750201,0.4738123877904487,0.6313970529440285,-0.4504312367758918,0.17292095461450052,0.7821738521778578,0.3150235988328962
Precuneus_L,0.06920151662800866,0.3970286373459679,0.7408801538588291,0.8066613444050694,1.0,-0.15714646518947628,0.28045407198312494,0.09093620130530561,0.26233798914686385,0.30339513370216964,0.3475514446188742,0.08310693399933972,0.5881346896520987,0.25500042196329925,0.5948078120984195,-0.5075385394959,0.06556184183223226,0.4881706247837937,0.27906334236785685,-0.6212096243292249,-0.007918675204371808,0.2960800840038457,0.16060660848498257,-0.47737885067835595,0.4291528384396579,0.891811044325897,0.8314710425478073,0.7242932909181259,0.7101238579624997,-0.1526863058569526,0.360053934997593,0.4890745739936471,-0.6104036317463984,0.9274448197311554,0.27666263013717357,0.3763601526063051,-0.07430559107922938,0.9653706765860224,-0.1107006219967577,0.28694955940769984,0.22745056852747675,0.5809081432763156,0.6533150696038126,0.44076243756715083,0.048182910088390006,0.3955529450548085,0.8622183372457204,-0.5975851139534359,-0.06414080344713499,-0.6631781847681637,0.26695993557682496,-0.6985770197770806,0.2823742482978834,0.7831478509594862,-0.44328140182370823,0.21188261883196863,0.6015819444613137,0.7218209453053601,0.15947907605730915,0.3958160686527204,0.6002892642546064,0.11767467602923792,0.8517892668514461,0.40789792841371875,0.03046577042364607,-0.5027929262599519,0.35135594932727343,0.40659470866717545,0.8723042715140001,0.5359845817635212,-0.2962180711578442,-0.11167076949796739,0.35319589952838915,-0.297070625420371,0.7908770522255563,0.29534052794263244,0.6651054577542932,-0.3580054763122373,0.248527444271474,0.6823120690715685,0.02850131055126324,-0.1338642114467871,0.3517447163157646,0.3606716101947555,0.43053193844569443,0.869163286439666,0.6546656032141196,-0.41589119956099674,0.18565247170310845,0.4407624057180155,0.5320012937803801,0.9269920979491006,-0.35801028159061965,-0.08108408147926718,0.8088574544328626,0.8140482308617558,-0.5858433585810068,0.5765299269774775,0.4342100964725358,0.352017650405553,0.4894748839484616,-0.5159018641709618,0.07858919052068257,0.4779891825859238,0.38962974984774507
Temporal_Mid_L,-0.20194162545996266,0.38546464713217465,-0.09402880296188985,0.06734917563014552,-0.15714646518947628,1.0,0.3867525714887244,0.17943282224989981,0.6486639215851715,0.12378180149897859,0.38575313025526153,0.6750460152235224,0.18585915326838798,0.07534801951808444,-0.021295220767368776,0.4786591753800608,0.1827833188550303,-0.1664879576422558,0.16442617372639176,0.7531592864814447,0.20522771176419655,0.38152114584757324,-0.1013957768591266,0.5358186630226582,0.1612666342852253,-0.16611492811017445,0.005777695918636646,0.12449629839397797,0.3715193320123286,0.7441049723513348,-0.11204347187225264,-0.018340896674738632,0.21186218129366935,-0.13828819620755234,-0.205653893722436,0.3660050131531112,0.38080946124995835,-0.1578518646148743,0.5561469410977523,0.16004757086182797,-0.20189656538298462,-0.2972416316960995,0.17797598667880873,0.11773491516618638,0.5594816154116163,-0.09867849950320194,-0.14741266146767262,0.5665335837413923,0.40323837022813686,0.675915559466934,0.312528015544134,0.5214809012341627,0.051441130509939745,0.10855409737416759,0.5160885416160765,0.05877392925504822,0.11383001869690687,0.15310191477535537,0.16384254206554336,0.14101292648097688,-0.014748161820273387,-0.28052325971764064,-0.2373629346421755,0.2508513667959711,0.358918827744132,0.30610288887937137,-0.06866692735330732,0.09435043172573755,-0.13567098013594786,-0.03991735686389107,0.7762640062562822,-0.018019615015939645,0.3194706097311978,0.3057527102742438,-0.028473743649762795,-0.16154120359499027,0.19234693960148033,0.3638573080003217,0.28885505476333345,0.2851694676234355,-0.3306136379291203,0.33451231569169004,-0.11168305915577338,0.4992483441705814,0.12795651939164376,0.02694894320225857,-0.040178114908305626,0.6882092286867078,0.49529019656762024,0.2783645461174853,0.10644988167853249,-0.09249866043488925,0.6035330875346225,0.5379531254714468,-0.05714297856026239,0.2618452364446878,0.449992097186353,0.25302036066019173,-0.08797726207511793,0.2522881963539765,0.08114657215633585,0.5289637035695479,0.14852516441605818,0.19789194022113787,0.48480728456639993
Cerebellum_3_R,-0.07522268043314022,0.5644786688082762,0.14432822200726156,0.5000724345144095,0.28045407198312494,0.3867525714887244,1.0,0.5065946863094583,0.43561468847421647,0.2924745978845754,0.5561876749247627,0.3075636340613456,0.6911277981018474,-0.18878586604667727,0.3574523378971185,0.30322673082522683,0.2329103690080437,0.4418575143646405,0.41697959611069546,0.18474127659091222,0.37546207999285963,0.6539637051965077,0.10826562640734527,0.2583883558244926,0.32480621022205036,0.19471603545142654,0.44279181704616755,0.4214664037427778,0.5212183695807124,0.2868591028164575,0.38496583253028877,0.30597010820122084,-0.10751441496361816,0.15233936273019683,0.308476090461688,0.37257732709011304,-0.029323076439817176,0.3468396939861102,0.15910511242851266,0.3823022634104976,0.24318603891605695,0.13916288069526836,0.24086286557643669,0.32490723295968343,0.3576146459389584,0.19933604959847853,0.2870649291657878,0.08708194446255334,0.0653265524322791,0.14770953491367914,0.633832062214047,0.08385582467208905,0.3481168802242869,0.39381071130398226,0.15231833920501775,0.3064613617256941,0.48245109860640006,0.4593126075116621,0.3796504571542008,0.24745718859043997,0.08048858754440513,-0.11744376000246239,0.03841890922814395,0.42639244243091673,0.23161759170579102,-0.19573498655407207,-0.017097508670761312,0.12539403359702578,0.41341300075965143,0.4057490663132688,0.4202971265874041,0.08382617039546354,0.5141861092674304,0.22385972026022427,0.43514403767653076,-0.17475475006569235,0.5003022723390926,0.08456365817465576,0.4984312337365487,0.4144590367247036,0.011752735687694405,0.4144726846131065,0.27119900256900986,0.4849255070298039,0.4297530573624958,0.46585218126001887,0.46134436886456637,0.3100557115357138,0.2568842069044205,0.5360886263886252,0.6649380303924297,0.2530074202079217,0.27696314478738865,0.4448979835417216,0.3995704307775649,0.3324061506049133,0.13614644841409113,0.40786361923424036,0.13459768699961747,0.10890544780460289,0.4288194817466124,0.23723304826652192,0.3539591185826042,0.5518012464278369,0.31995903429869244
Cerebellum_10_R,0.26529975013458595,0.3819269282626089,-0.15444629283123779,0.1670461825147341,0.09093620130530561,0.17943282224989981,0.5065946863094583,1.0,0.24937089076107455,0.25227730879787097,0.40640575291184206,0.22133735465471188,0.5697168246376296,-0.0761607661293897,0.40967707983393353,0.2746717121007948,0.2693401011993812,0.5167161952437644,0.5470478856884456,-0.002727697424464879,0.31480923304843106,0.4033061681891592,0.3857786947904167,-0.03566766292015652,0.5382354523408912,-0.051293051881662964,0.22759901562584528,0.3704336642091556,0.06170441234040983,0.12469440729099343,0.20583545110819537,0.35009691256388015,-0.23284260161299697,-0.1249604232922685,0.5139388864377649,0.12922393545324112,-0.025050037727103826,0.1078718970495147,0.11690939602575727,0.6197523932066897,0.46137568043447064,0.19500799510367745,-0.1443264955916311,0.2671251128466723,0.5323133245781929,0.423793539188796,0.1040227008290034,-0.17249021182485486,0.0028781167160859557,-0.06267324359748962,0.4028717626344873,-0.048264164837481235,0.19511637385349043,0.18276270963470667,-0.014481958254420526,0.41137406932977943,0.534340265679838,0.4939121856071919,0.6254980919864152,0.24031623741284963,-0.23190644252098963,0.23076595142797787,-0.17777922521876366,0.5292775603806684,0.3246838637781069,-0.2336486785091475,0.2461253918557633,0.2850573507422316,0.19678779203096433,0.3369952661959381,0.11107377729942783,0.37119848112539117,0.5436400971202271,0.126045822666042,0.29338927292251044,0.12333735058835557,0.29571956194362703,0.4165035938332572,0.2663201858628661,0.19317006888575086,0.17243438845542333,0.004648976562229719,0.1656039260304144,-0.03447288190378236,0.5054016905060946,0.194781733391906,0.4803499515647363,0.05825649651157967,0.2782113356738125,0.34319338535721955,0.4364676314020152,0.09311694363205121,-0.05255994075278452,0.30612281331623653,0.143826755782482,0.028401695899148212,-0.004413932755017241,0.16230688679787078,0.3306141910100661,0.08364309315252075,0.45535480712124876,0.18693358937296112,0.27144686452181255,0.2924110209370941,0.03209765939098926
Fusiform_L,0.26429245922303707,0.4065726073986002,0.04901815675683886,0.4480263886986548,0.26233798914686385,0.6486639215851715,0.43561468847421647,0.24937089076107455,1.0,0.47785729156882245,0.5291133928655849,0.5707658872565402,0.5330737813849848,0.19863416658884026,0.6072509174374914,0.2879541105902649,0.22127641270740464,0.21222670120926498,0.2989879892891879,0.35686976992257974,0.2767443594861977,0.6495760481912258,0.3406909717400701,0.17249331323477254,0.5881374440331356,0.3502070389773408,0.260663222864905,0.4195074423594646,0.45915675626782754,0.32542254903916507,0.2860798956461039,0.42227067011030933,-0.2719610664324515,0.24418797057043312,0.16619171775162264,0.5269827715055885,0.3185198017494088,0.2541574602662219,0.616512841820042,0.5991890274975553,0.34553388239290445,0.33133653146063813,0.19243196858668377,0.49133946981654697,0.7361471580307191,0.47160932949607487,0.32155494463675394,0.022302041323520216,0.3593982500955152,0.15717488618873315,0.4913042093218171,0.019616393015014957,0.2993703105776834,0.6546249542207849,0.0036695472317927864,0.3080655338402735,0.47337475311026966,0.5373325649304674,0.4892297835113321,0.3380716307426142,0.09305869906591409,0.08845832198443151,0.1129382216530365,0.7519076017695865,0.6670352332677966,0.10919355642277649,0.4284189511695302,0.5245558334995446,0.27641318231276024,0.19550657571396796,0.5905447270193067,0.35681768276423736,0.4643393274352261,0.25400720460611376,0.2950700582433486,0.27481972590793907,0.40937226318801667,0.4858550647280521,0.12258689948438557,0.5147651554120223,0.10049775552466263,-0.02628831425405652,0.07838447286238158,0.5190588038562427,0.6217162599810933,0.4381020392849601,0.5579905391784803,0.2572899600197644,0.6214453175082949,0.5266532278080756,0.5702007493462756,0.22175970873535292,0.2822726565586725,0.4853744818887279,0.2955179772821223,0.450484257901236,-0.0573650847541818,0.33160843431910797,0.31240950171047027,0.42584603338274135,0.5505002722298968,0.10951806644227996,0.34396339076464105,0.6134939239001689,0.36341057047953756
OFCpost_L,0.6220173829582211,0.219408370555175,0.08241656618324106,0.35474067992357844,0.30339513370216964,0.12378180149897859,0.2924745978845754,0.25227730879787097,0.47785729156882245,1.0,0.25409679712045147,0.2300913048888272,0.42535262836819066,-0.15342785359733344,0.560270828029464,0.03010592636707029,0.2008520476274907,0.35932928018983856,0.1581623167018466,-0.08546549035823156,0.05679881243194761,0.2791612230841041,0.6084025217943568,-0.15300109458418604,0.46764212797398386,0.3709731647639467,0.2410452104753912,0.3404821110163921,0.25951550922691213,-0.07408130362580458,0.7257015134926674,0.4870108632291333,-0.36447159676004054,0.2588243732851157,0.2806794224000691,0.41198422761523795,-0.12303315598847386,0.3159782958369367,0.362501417892616,0.4818811523026496,0.46201163802802614,0.471369118626582,0.0413321212887772,0.7027835451812858,0.3598627076142581,0.4265363340597134,0.37221107131871145,-0.24426754508157125,0.06964793533319384,-0.17590283995894962,0.5449420960381863,-0.22722717034739595,0.7368530290173244,0.557638462747872,-0.21925029712966906,0.6044909541220637,0.5060203637829296,0.47457700463559666,0.3871639786865361,0.1414144698786494,0.048351225626737694,0.30699408600395234,0.19540940986470362,0.5997720926285549,0.40244827685750706,-0.10603609946630961,0.38839781024014225,0.6842825629567386,0.39642805312807344,0.11410051763005354,0.09159005336078817,0.376503353070271,0.30675107191647566,0.03145074749052406,0.24155657692238428,0.4640264794116836,0.3315132114123054,0.2642702603997111,-0.05016349557184946,0.23028473507141087,0.23184161593898647,0.025270642294374125,-0.056241284849039244,0.14371642894904074,0.5236900971191086,0.37019417840889496,0.5247831059028606,-0.10657201208413325,0.3143122930818358,0.5518663396426705,0.4246377063124383,0.24652207629225584,-0.047278331382096875,0.2859515410019861,0.4301884370544397,0.25184553049851915,-0.21757922313778044,0.14242901492995722,0.6955312603915771,0.1216344697585651,0.47758921175510394,-0.09060274205797285,0.281154122295865,0.4420046074306412,0.06079439061837066
