,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_R,1.0,0.16670682070025364,0.1537042821773993,0.4027897476733849,-0.11700070035782828
Thal_MDl_L,0.16670682070025364,1.0,0.15733459867685468,0.40812423210203785,-0.18743079628727635
OFCpost_R,0.1537042821773993,0.15733459867685468,1.0,0.35880055448218606,0.5222464423571525
Temporal_Sup_R,0.4027897476733849,0.40812423210203785,0.35880055448218606,1.0,0.3510638997550242
OFClat_L,-0.11700070035782828,-0.18743079628727635,0.5222464423571525,0.3510638997550242,1.0
