,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_L,Thal_LP_L,Red_N_R,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,ACC_pre_R,Olfactory_L,Thal_MGN_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_PuI_L,Temporal_Mid_L,Thal_VA_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_Crus1_L,Thal_LGN_L,Hippocampus_L,Thal_MDm_L,Thal_MGN_R,Cuneus_R,Thal_PuL_R,OFCmed_R,Vermis_10,ACC_sub_R,ACC_sup_R,Calcarine_L
SN_pc_R,1.0,0.16670682070025364,0.1537042821773993,0.4027897476733849,-0.11700070035782828,0.15269297632534884,0.30059623537746544,-0.04267095680837542,-0.062135083491094194,0.17608866163142992,-0.1727917987076109,-0.18021501111779237,-0.16524996688498408,0.3337752739334733,-0.14126232113903645,-0.00831916276650514,-0.019334291361038102,0.33105443678270613,0.3331727093819914,0.17877643077034602,0.09389948874615678,0.015500960799519646,0.31956400236409804,0.2614369925916801,-0.08577178387125425,0.26802530942323805,0.1656039260304144,0.38944079778503926,0.3517447163157646,0.3392620314372803,0.17102998374278486,0.4722007080385806,0.29899954334109385,0.1191308630605593,0.30573480405491166,-0.043090618238389396,-0.17441436341351943,-0.18076995920211814,0.20376746665508602,0.27639967508459934,0.2866777700581767,0.01808777654988187,-0.26271969292605574,0.2337325913266815,0.2244278198328297,0.3957993882528109,-0.26077532863237957,0.08693047653639514,0.3856161921634775,0.22527116704661343,0.19424618313915817,0.2468781669153699,0.07815773062506329,-0.11639668866885794,0.1655161063194352,-0.05011010575641969,0.07979600049145981,0.26209676181548197,0.37586912233491243,-0.09867882899505784,0.3737385590047669,0.3080633462398872,0.4998120541588313,0.18079810158656398,-0.1073644185836076,0.2878937136587142,0.07838447286238158,0.23762615044899335,0.42167344742687374,0.09090541110602554,0.24709471151011517,-0.12482026738744421,-0.2647340221407676,-0.11168305915577338,0.07710270569777833,0.24490030635467092,-0.008711451736692771,0.3898855336924151,-0.11998577447663807,0.4190146956465502,0.274953850448676,0.3134163439125266,0.1289564220094215,0.23798291876127772,-0.27502746565465624,-0.08579820040617478,0.16443875597105984,0.21292858764127306,0.3181518323473865,0.36172933780243666
Thal_MDl_L,0.16670682070025364,1.0,0.15733459867685468,0.40812423210203785,-0.18743079628727635,0.5018296569241429,0.3202110370351207,0.5307765593734299,0.583402684590506,-0.18152880140407054,0.42051824116726105,0.2044065650524658,0.08914199414153787,-0.12054568825852713,0.16026989410564876,0.07165856555942124,0.09864304571826434,-0.0741775843440408,0.31278634870430166,-0.38183288398841336,0.22483545162489066,-0.17345879524816674,0.3034480116073998,-0.05581043862032117,0.53377677053424,0.017792397395138076,0.0028781167160859557,-0.09512121769260566,-0.06414080344713499,0.16820605391859594,0.13597792661328195,0.006535951054708617,0.25110150085152916,-0.054378414268055515,-0.13510550989695833,0.27421436773478625,0.5145853377037718,0.5132408560997325,-0.10363074469103553,-0.03958446416478173,-0.056116099343320916,0.2269911263066889,0.30147407735878157,0.37614059104513997,0.082664428134412,0.26529879427649694,-0.2742961069987098,0.41507093580030097,0.0561846864136951,0.8039080298567238,0.5078228291878258,0.1742128409968249,0.25041640710248575,-0.10441184767740729,-0.1545133872489366,-0.22200056349442213,0.5922042301385831,0.10949251489327272,0.032403520718391,0.5759627709424289,0.5111700682243746,-0.22535740502638474,0.2805128396996245,-0.17581586943848693,-0.25704872542308826,-0.05154249615178277,0.3593982500955152,0.1276754901474177,0.11984759291467056,0.27672250682207555,0.011927720917506518,-0.13091740732987894,0.51285316389247,0.40323837022813686,0.2653157233430071,0.05677167077141609,0.4829241482023897,-0.13976605688322308,0.43293548636780965,0.31969692423342905,0.23045027618088576,0.6826230691550381,0.06253470139970126,0.16903890729930068,-0.2325583550985824,-0.19135658332022054,0.08686124542512963,0.23156997874691326,0.07213806239195317,0.44794142986686863
OFCpost_R,0.1537042821773993,0.15733459867685468,1.0,0.35880055448218606,0.5222464423571525,0.38654097519761954,0.36098857516513316,-0.3364997519431275,0.0783372649209133,0.38951707664108653,-0.057454106865142074,0.36743126614234195,0.4349711683267272,0.22253403573240388,0.06554673429503152,0.5277383413668676,0.26117529105092957,0.1814667019583129,0.23283932733698326,0.10661645170310745,0.13467007229658262,0.43548456687029735,0.34219150316409097,0.2899368616180336,-0.23202589278023222,0.6751746347973494,0.2850573507422316,0.34901977269731843,0.40659470866717545,0.3452420376164654,0.2863531641390734,0.21154491561787125,0.2791928620917011,0.7174929753536948,0.3624354318071404,0.14664176938458912,-0.2947849601945243,0.3356495944748406,0.5816225842530225,0.4476779885837172,0.38793563103968276,0.481095134503065,0.16621648012266127,-0.13691202593827195,0.1752475935990344,0.2703233048799527,0.3852463771940618,0.5278634289657737,0.3224530793096634,0.06643746139223461,-0.09302133460356142,0.44593660523613465,0.059143877952141925,0.4985324212635929,0.5609412434747066,0.6522116108573371,-0.11965833624416959,0.3296244033388738,0.38220444166661055,-0.10866522444628149,0.2072287084703413,0.5919996188516117,0.16392536600695287,0.28818215722056156,0.6112446778925407,0.34793197419256083,0.5245558334995446,0.5964288240694087,0.2281895064684785,0.10464413109354767,0.6032570650576272,0.6334370245618253,-0.04609096791743838,0.09435043172573755,0.6250529956545628,0.3428284949879536,-0.08729796631219569,0.38798552705147227,-0.2727973760097379,0.3877518775059343,0.6722961550192456,0.09998703379403591,0.42453486152235714,0.19775588899436283,0.2628378955160063,0.7125911342323158,0.18472043432733154,0.47764989311204126,0.2660050090885913,0.21381252714845722
Temporal_Sup_R,0.4027897476733849,0.40812423210203785,0.35880055448218606,1.0,0.3510638997550242,0.6932014007350229,0.7054757744914666,-0.15810314357656005,0.18521739512387922,0.3161442612312667,0.00758611943498922,-0.10641492832706616,0.13792703025952366,0.5203211063416044,0.18373974965021114,0.26322391245798044,0.38550336499484156,0.4382757647333915,0.2796921127305684,0.2713987792525372,0.11829256435636466,0.39034098225783365,0.6500953620961591,0.47176300145523686,0.04128892431215035,0.5792239246634555,0.29571956194362703,0.5630496961838659,0.6651054577542932,0.6782747242731594,0.47910545391408893,0.44228997220926697,0.6948156573710419,0.4088048982774188,0.643070552367967,0.2284508411771968,-0.15709609259085117,0.1338399359797144,0.432441473339708,0.7161390528881135,0.621024663715126,0.15099062786140713,-0.1015528914396217,0.21787323981311157,0.5827304009476364,0.6186226541569031,-0.19296061795102737,0.28472353931074895,0.6385098253554958,0.2901858152742403,0.17251609783661756,0.6891173486117255,0.33864487329364656,0.015106176826312148,0.31547078655206534,0.24731067856945588,0.21955690719098725,0.5811367604371742,0.6660706054088807,0.05329309619813767,0.602542994867077,0.3728464129256126,0.7015761750328066,0.5893947710357195,0.2763595390355606,0.562104651526574,0.40937226318801667,0.47236518155861323,0.46499699788156373,0.15452851333277828,0.670764892681998,-0.05815796884110414,0.01465825686408607,0.19234693960148033,0.40664462286777275,0.5273822172678385,0.05329799040965904,0.6355371782799928,-0.17714898579065821,0.6104513484695973,0.5355140595225346,0.5931678049562357,0.49532584690745146,0.6328348981327818,-0.03895211343742303,0.04815119841338985,0.5115237981747832,0.5222990085682812,0.5652256924644484,0.7155537104359511
OFClat_L,-0.11700070035782828,-0.18743079628727635,0.5222464423571525,0.3510638997550242,1.0,0.27674750755530797,0.2521529097166972,-0.5338648253768747,-0.0051236923684901455,0.3912458275558582,-0.009080394951552665,0.2502885264012571,0.5122607201922615,0.40408814884485794,0.332350355703243,0.26050356329537133,0.5861509341757449,0.3760242433813484,-0.05694382129183059,0.45212129545362395,-0.02116785237209944,0.7451128782293708,0.4902352868291005,0.4207532471304654,-0.2819527592078138,0.5440756576459029,0.2671251128466723,0.3519123657516087,0.44076243756715083,0.39202773511508565,0.4499683423779825,0.13019436325137762,0.20170461606549575,0.7472092834652344,0.6061375280207122,0.021981623113657076,-0.41379866152712413,0.25575416837825915,0.4894377778157213,0.6668916471023143,0.538986522098671,0.3649749618516556,0.1846345013467595,-0.2466370153407561,0.552147450814601,0.11703413032507949,0.4734912291714175,0.27764422660420696,0.3191397541255541,-0.23898737159147737,-0.2388162706704355,0.46918976493336634,0.302642469023563,0.2883996758449836,0.5878157251453547,0.7406563333401391,-0.22845310720349707,0.42535820933138,0.4652230977417848,-0.22388778891101474,0.020303501111337958,0.5137163464532298,0.03802192975326346,0.5382201773367179,0.7170465355576875,0.5530255698516441,0.49133946981654697,0.45387304320107796,0.14197422885648278,-0.12098258478969912,0.5254272750859392,0.43177246465282687,-0.0619246273836972,0.11773491516618638,0.3944390543761924,0.3169825443303075,-0.33459403093526324,0.4939596510146994,-0.401197514941374,0.11691640661229033,0.6088727805364756,-0.20738994553249193,0.4864862456408807,0.34251393181859563,0.4540164654131948,0.5069887124660534,0.36760419846683123,0.357517739830396,0.3739094589940256,0.12608345072632843
Heschl_R,0.15269297632534884,0.5018296569241429,0.38654097519761954,0.6932014007350229,0.27674750755530797,1.0,0.5465278506905688,0.010876538511945907,0.3179941831096725,0.19987274268103747,0.07361326101357449,0.09125202027917007,0.3781165091221612,0.24023383086461209,0.0023990861556918374,0.27656898524104634,0.3980793807059975,0.24780554157114096,0.20185287685782424,0.11766559396573825,0.2912351458560058,0.3101196242141029,0.5170378005953106,0.36625345161716805,0.09980898694740303,0.3798174013352835,0.12922393545324112,0.32072504172675287,0.3763601526063051,0.41436664188431366,0.2749727143970153,0.36224127948554247,0.5335863055455101,0.28319868121396763,0.38172427819155574,0.38363345895803297,0.06895032309326395,0.43604635174143025,0.3267483001616974,0.4357506605664302,0.4329116971558399,0.2735805675730498,0.18006706259167476,0.1784999225593298,0.3322912752671097,0.4723597352642513,-0.1012594361887529,0.35436619779020156,0.39544883307228307,0.38697696497959383,0.3111059595932542,0.5596348155816632,0.39449021964898295,0.11871860889216873,0.2602199302556844,0.14751089344828308,0.2629126036290517,0.41838831243427016,0.4028241601561219,0.19088706215861964,0.5332474501765997,0.199610188460098,0.46249573135687627,0.2615301070054566,0.202800820848738,0.37203269433484565,0.5269827715055885,0.45819261049902704,0.4209106677249623,0.06247263014778977,0.48787900261133865,-0.009855200031646989,0.23591628064940282,0.3660050131531112,0.4140468550672789,0.4306925391788685,0.23417613218513336,0.3392386987666005,0.07763516664026254,0.4419903704289292,0.527796143963027,0.5100724987724301,0.4501632313163347,0.4760582741165695,-0.05033397062176883,0.06013092334733423,0.10873618719810882,0.5011243788556246,0.46955385559125257,0.5607529715451792
Cuneus_L,0.30059623537746544,0.3202110370351207,0.36098857516513316,0.7054757744914666,0.2521529097166972,0.5465278506905688,1.0,-0.23127628714636161,0.013857288131595459,0.3420850852751854,-0.20094009342529565,-0.30651476729971644,0.08146587996460138,0.692813483298252,0.09313378723399554,0.17675406658340104,0.36736771926505657,0.18146337691397427,0.3171089488389726,0.17297430005427322,0.17215795380347593,0.15748646120675244,0.3258476063005935,0.6357886722228656,-0.06405967610226435,0.4903947281551256,0.028401695899148212,0.7522810186670852,0.8140482308617558,0.8074781396515912,0.307349263895176,0.5712100816590454,0.9146270280652546,0.4010441415933589,0.7049043473557038,0.1742241758678722,-0.2614861391403127,0.13006275619363258,0.47942515153711884,0.591459108326691,0.5366467978150291,-0.007219810897086506,-0.0009595989944308166,0.14624262254781092,0.346939631744693,0.8959081038536318,-0.30370345772800744,0.22754905043068524,0.8039360842127272,0.30471668760030257,0.24694043473781457,0.6458433000774426,0.4127042813462878,0.035024051811386625,0.31230848270171163,0.12271848597277801,0.10079050983450101,0.683885355295689,0.7245545038179617,-0.07335447741964693,0.6144948315721027,0.3756177759911805,0.7357451366990274,0.6000756129427423,0.24274280745324342,0.4685197595219303,0.450484257901236,0.3680237139339877,0.529807530812079,-0.08121178088543471,0.6228930311378849,-0.11553398595128336,-0.10143902678446358,0.2618452364446878,0.2592135042020993,0.4520985256026943,-0.18373648065556808,0.7511865575889896,-0.2252999329671402,0.43108409410090187,0.37830256672557455,0.6530331706056477,0.38398899979794987,0.7930200322183123,-0.25645240499841204,0.07959287017818419,0.4503309032208478,0.2512629006230881,0.3394368519801781,0.8014062567159236
Occipital_Inf_R,-0.04267095680837542,0.5307765593734299,-0.3364997519431275,-0.15810314357656005,-0.5338648253768747,0.010876538511945907,-0.23127628714636161,1.0,0.5072858581572111,-0.6006773214552372,0.5359778842198517,0.06577552355139316,-0.20828042489958223,-0.45987483824970427,0.06435999035904895,-0.17080473119042666,-0.18022174824787762,-0.25924423212179015,-0.02440743998875524,-0.3998376918001356,-0.04801241420980342,-0.3761294653401996,0.017354758474472785,-0.3820301061816208,0.8367969293836929,-0.45454478381640656,-0.21670018671119504,-0.5981752989547253,-0.6077538617617098,-0.4164479138494549,-0.08399210083286976,-0.21065476151534104,-0.24964034839642543,-0.6121344257139036,-0.619595058827392,0.216161632763118,0.8945751349582725,0.1736838386483205,-0.5042805713696998,-0.5765441561072647,-0.45465587545552855,-0.06867557827120974,0.2625132594331908,0.6257486095312146,-0.3127435940455296,-0.15083705017797266,-0.35672493668204014,0.058174642447358975,-0.49973094908769927,0.49314102001779464,0.4983665009491475,-0.3519931733123534,-0.16934006082903177,-0.42401299198754183,-0.5599939801885061,-0.5985350324571651,0.759868753693404,-0.28035572769604206,-0.5633796937200994,0.7745225576230949,0.3242992321184262,-0.6198643867578942,-0.1603607156797476,-0.5309934177727011,-0.6004585783579496,-0.5919355852362462,-0.08579522642232137,-0.4039435726820026,-0.11614673151893509,0.21974748888395812,-0.5283248640400758,-0.36788263490960116,0.511214589449026,0.3505349751928266,-0.3214048925083314,-0.16618824007727143,0.7283272207786576,-0.6199688367029543,0.830600804587503,-0.07657221412827513,-0.3308888748922844,0.33382209074130337,-0.3809852707527949,-0.21947781669819016,-0.24090371414833903,-0.4792306404214485,-0.162102324796946,-0.2322538812428635,-0.24688394916272113,0.15654479523961057
Temporal_Inf_R,-0.062135083491094194,0.583402684590506,0.0783372649209133,0.18521739512387922,-0.0051236923684901455,0.3179941831096725,0.013857288131595459,0.5072858581572111,1.0,-0.28915946042215057,0.717200952027693,0.3076768513538633,0.3124388909986293,-0.2924625709924559,0.5983690315580604,0.014807862959001893,0.10827091286172343,-0.0517210206817592,0.1225327569160572,-0.26111001824919433,0.11233145589511048,0.02889862137426322,0.20375210558893805,-0.2735315268479979,0.6556365938329949,-0.04501110197438038,0.126045822666042,-0.4107507733164893,-0.297070625420371,-0.14252851074342068,0.1721329462684592,-0.33574492990757915,-0.13721318627237167,-0.023937662380327473,-0.19376929182040772,0.25689982290272756,0.6741468573663966,0.4050305770915587,-0.08429453779010698,-0.11776467476648335,-0.11982231773508613,0.27211072273957027,0.3418327693980223,0.2967021937204824,0.04563002492037724,-0.14084532104027622,0.04443916151415047,0.31087215403192126,-0.3483413371381922,0.5752142273183517,0.20611083927591642,0.023800859140244057,0.014509100170053801,-0.09042385976712151,-0.0647356551325509,-0.14812808099196445,0.6644627176413567,0.001831021205514971,-0.27629442331821563,0.681716921792453,0.1971297934659856,-0.27991978291667463,-0.16340085851177036,-0.14454199857885244,-0.12014356198934603,-0.12334214842658213,0.25400720460611376,-0.011401010079756595,-0.07457856257131208,0.41442186317126894,-0.06805375083832117,-0.022974320350280377,0.45668615265038365,0.3057527102742438,0.21257891696229647,-0.09241184949733638,0.5433432780618617,-0.28669996940478265,0.4457995821324914,0.07931444388492086,0.1835410633910712,0.20849323039230808,0.03193948502150572,-0.050124320081178966,0.18532834699453113,-0.07807346786660843,0.2043714820908999,0.189132403109601,-0.06434490738798487,0.14988367212563916
SN_pr_R,0.17608866163142992,-0.18152880140407054,0.38951707664108653,0.3161442612312667,0.3912458275558582,0.19987274268103747,0.3420850852751854,-0.6006773214552372,-0.28915946042215057,1.0,-0.22909016683118877,0.08005166877056938,0.2866170005024634,0.46659723480943205,0.011802229595756783,0.5689856459123327,0.38415595027087923,0.24603530076820132,-0.035383984100356265,0.4238744272163,0.5799056129105864,0.42383932279553044,0.23210211148620932,0.4026359907194387,-0.4419423665278521,0.49104488593447176,0.2936841416110957,0.5133547357775909,0.5704524132082952,0.5448368332669304,0.37404400817930067,0.3245584141009137,0.27332163692880523,0.621200305629177,0.6234918309820675,0.2413996830719223,-0.6184934473761753,0.06821345488907077,0.6669632899365383,0.636274692674304,0.5493452686775294,0.305580187004765,-0.07433993801417539,-0.3150752380028763,0.43096622781494054,0.23929232397378222,0.36683198998642114,0.2140280925414042,0.5061588676940789,-0.2491703477982011,-0.3237326354405211,0.45649480992692654,0.22568525060725975,0.5138762354569466,0.62891150300503,0.34201760135323456,-0.33329116267425096,0.27165783214814715,0.604050543540606,-0.4256687575851081,0.02287527311689072,0.5652758370591113,0.18715075425464,0.49932256101381023,0.45877683213940523,0.5404446375034359,0.35152499917403635,0.54843044661013,0.36207235674340094,-0.009504540238862672,0.6084005647554533,0.42875621423547067,-0.32953092795887395,-0.18756026961183073,0.41494130175325084,0.3078321123806263,-0.4969785699392435,0.5759181697278741,-0.546351251685404,0.19411537940692009,0.529619327992888,-0.14098152467200703,0.41875298277456474,0.2886473551471409,0.1950629552747624,0.26120210782549313,0.28668967899522146,0.22818462328008413,0.37444570599973737,0.19461175161379796
