,Frontal_Sup_2_L,Parietal_Inf_R,Occipital_Inf_R,Thal_VA_R,Temporal_Inf_L,N_Acc_L,Frontal_Inf_Orb_2_R,Cerebellum_8_R,Thal_VPL_R,Paracentral_Lobule_R,Occipital_Inf_L,Thal_MGN_L,Thal_MGN_R,Cerebellum_Crus2_R,SN_pc_R,Temporal_Mid_L,Thal_PuL_L,Cerebellum_7b_R,Cerebellum_8_L,ACC_sup_R,Insula_R,Temporal_Sup_L,OFClat_L,Parietal_Inf_L,Cerebellum_10_L,Cerebellum_Crus2_L,Frontal_Inf_Tri_R,Cerebellum_10_R,Thal_LP_R,Pallidum_R,Precentral_L,Frontal_Inf_Orb_2_L,OFCpost_L,Frontal_Inf_Oper_R,Thal_PuM_R,Temporal_Pole_Sup_L,SupraMarginal_L,Cingulate_Post_L,OFCant_R,Vermis_6,Cingulate_Mid_R,SN_pr_R,Temporal_Pole_Mid_R,ACC_pre_R,Angular_L,Thal_PuI_R,Paracentral_Lobule_L,Thal_MDm_L,Precentral_R,Thal_MDl_L,SN_pr_L,Rectus_R,Vermis_7,Supp_Motor_Area_R,Cerebellum_9_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Thal_PuA_R,Occipital_Sup_L,Olfactory_L,Cerebellum_Crus1_R,Postcentral_L,Postcentral_R,Hippocampus_L,Putamen_R
Frontal_Sup_2_L,1.0,-0.33763773962736554,-0.022329090760907794,0.5041212371579746,0.4176601242957719,0.30170573940524875,0.5796286858356107,0.43239062262982836,0.45621206168883005,-0.2010530346759977,-0.020324390007340494,0.620121964072098,0.4212070304403207,0.1262918374191244,0.4630960003404566,0.2351400620931363,0.39401718383224943,-0.22436607876150835,0.706515834287949,0.8723910109503511,0.5941805913506059,0.5545649149145262,0.663124038359536,-0.019993082399455367,0.5157296978865553,0.07769403099587682,0.6835498522079118,0.3693991270269032,0.02294739931779153,0.5868941055224679,0.557582553747527,0.6575980100495401,0.5911028266657329,0.7172923722907728,0.5423956493235278,0.5056911844599288,0.1801422910136075,0.5437245065757665,0.4805198166894496,0.1452031494528138,0.657968936822591,0.6593864129206163,0.5412670801776397,0.8544706785753631,-0.0764778888542638,0.2697874247707405,-0.21472097804665963,0.6065641289082588,0.17597344804804266,0.4411768296728456,0.5460875270326474,0.5003570970862663,0.07550554999638377,0.2410659162489688,0.28574692898693077,0.4545192267995506,0.7493110334517343,0.4993413108142234,0.005909723197280304,0.5631324697509988,0.15476345391085133,0.19928177190347868,-0.06461419637528845,0.5859466061667448,0.8292427868996091
Parietal_Inf_R,-0.33763773962736554,1.0,0.056959458265551946,-0.14985247504012592,-0.36323599700585374,-0.0096407632102893,-0.46273432849434704,0.2743428041858692,-0.07000781912101356,0.6747666024479555,0.05882630514869994,-0.10801915606952567,0.03849812798967924,-0.22565907373036573,-0.44918723533811494,-0.29050164392936684,-0.1277898138384818,0.33770033228569707,-0.37649864493701657,-0.4427563183364215,-0.5672539675525082,-0.5067452133206732,-0.5031296308980163,0.6471491642410667,-0.6003787051684882,-0.0001510385238271496,-0.2700709000373064,-0.7131740866432472,0.0769086968107168,-0.3733779493766273,0.2324995576335817,-0.5424879510054289,-0.4833653914548086,-0.3753536510618811,-0.20492130117680918,-0.625374094800861,0.36995394305659074,0.14556890751882445,-0.23558435040435616,-0.06379791941818724,-0.11305349739353733,-0.37135299194798793,-0.6144703158089653,-0.4954864426285343,0.4951063538981015,0.035591878122235764,0.7766657723853541,-0.07221286483824273,0.575136077207387,-0.13927983646921357,-0.22913050531832121,-0.6923619352534476,0.15748410343997385,0.4039433666311056,-0.4175408462502569,0.05499651812898913,-0.22920660503855694,0.0032685314773535723,0.06779134927067972,-0.4729909032136341,0.232725786880924,0.5047241645418908,0.6727217265480164,-0.5394409882142839,-0.5012234728467935
Occipital_Inf_R,-0.022329090760907794,0.056959458265551946,1.0,-0.22745663204566238,0.27570604141945304,0.015887324749568263,-0.2884808884034415,-0.23362479109181236,-0.34846355563643866,-0.0773249852621846,0.9050396262768288,0.18905831777380971,-0.0932205245352653,0.14095847186447444,-0.2277985139948486,0.5115813874676195,0.25805169199067307,-0.06348374615711494,-0.0714418536728478,-0.2296296432014325,-0.30748055170491895,0.21212396621833318,-0.09994143594190338,0.20813035696920051,-0.10240865321002696,0.24064369784581016,-0.4832978733223098,-0.06437045619196874,-0.09088477081513344,-0.26079526796299896,0.0663452015174746,0.0679131872527442,-0.10986984936094804,-0.44685607782209935,-0.30627463384712283,-0.02209075978290707,0.22970867359846261,-0.03129452081894308,-0.20940261970005747,0.40332242523931355,-0.27379675028991374,-0.17806408691670367,-0.16918168751628307,-0.1869034662073884,0.5803204483064184,-0.26290008781005053,-0.028500015588635692,-0.07434541608947756,-0.32150514119296625,0.13409347023710017,-0.10242185963669057,-0.1260961391894194,-0.0908795276743262,-0.20709699950403257,-0.07532240658405658,0.12963219290922806,0.19103209207002933,-0.2518734384692399,0.9150340260050761,-0.09965258425545802,0.550328456513511,0.20793434611843026,-0.31932254107523017,0.0571043793953273,-0.25469450649724323
Thal_VA_R,0.5041212371579746,-0.14985247504012592,-0.22745663204566238,1.0,0.13664900218909082,0.6723090501385831,0.30782556638709074,0.31444434651070247,0.6826374168153984,0.07093232790071281,-0.19439188824994955,0.4158065151560199,0.6071525560549205,0.031724774092707526,0.2683715487319374,0.13039662917578335,0.23115369935833968,-0.13064387835868688,0.32305527229311226,0.5883806889317482,0.37857582901924464,0.2835766110968428,0.2001810605735496,0.1816833501174816,0.0933279331347056,0.08851334646208348,0.6651406917334205,-0.0232406925399223,0.26927999303140027,0.7234801425436191,0.5617398112534386,0.33344762321398874,0.15694761042856434,0.7450773051106787,0.7109751066230738,0.23102183925101163,0.36144126734865684,0.5940984492333566,0.17611015620494888,-0.10566851437828771,0.655452456323106,0.33869867996992253,0.007672326649931198,0.5578946645679561,0.0486562511631195,0.37901359170854226,0.07556762287008706,0.5314473973377343,0.3859516502370888,0.36745660061584307,0.6770661073321916,0.10975817822379502,0.03210717146821163,0.450310431551169,0.32783376491212624,0.43711273980789084,0.6651336205258398,0.5742840798730384,-0.21204131342122087,0.15325575491537027,-0.023630272266050578,0.3779857296999508,0.273115500124634,0.19061666724405188,0.6337442100868431
Temporal_Inf_L,0.4176601242957719,-0.36323599700585374,0.27570604141945304,0.13664900218909082,1.0,0.18149878863263608,0.206951488424799,-0.06857447210803565,0.22985437836746755,-0.1144217702228713,0.30781850804698335,0.30515481851734105,-0.013804713525959933,0.05278815911131259,0.27250860522781367,0.36566872037086895,0.23295316945456884,-0.08011474807080773,0.3032673765352441,0.268055319710068,0.36393576111242104,0.4208802285383574,0.44143193253904417,-0.0774921384704464,0.3098142593117567,0.14242209914508577,0.16982089057554314,0.34071603092768127,0.11711199531658019,0.17106823382133587,0.18854226951340514,0.5389668170955865,0.3503027035152924,0.15270460887407075,0.24527229904667608,0.3791296078282187,0.054711697268316616,0.030185523560246307,0.11969571064623907,0.23583995761468723,0.1801118821993463,0.22276180752933034,0.43073152888360283,0.33423643757554494,0.007040629854260004,-0.029465685181512997,-0.24633328593621193,0.3318612202050824,-0.21575111038519035,0.4683397489953664,0.178924304478621,0.3644665451573002,0.10097608166197572,-0.022463555613489544,0.10538597450556325,0.34915701787902387,0.42215415009249097,-0.007022319770091119,0.3008700909144664,0.16866134984634112,0.1615795486228241,0.003705301015308243,-0.30447859889051215,0.5206357309337345,0.3347565267364231
N_Acc_L,0.30170573940524875,-0.0096407632102893,0.015887324749568263,0.6723090501385831,0.18149878863263608,1.0,0.16688583434186532,0.2709980118745611,0.448275792036437,0.12409364215271146,0.01938282474463293,0.30125574287130125,0.5694904906036737,0.0884937740280749,0.23738578928240775,0.19063978223705033,0.11196474506232552,0.07469093119919219,0.1722346683168864,0.30717744098042576,0.1569965868822388,0.19037028264538491,-0.04726571879687152,0.2610758684162936,-0.07161957155112784,0.14147044252520727,0.4088449251496601,-0.11790230326311407,0.524174063756609,0.458029995992,0.45635910896538445,0.35508953539427157,-0.060057511215199075,0.4414752213761297,0.5619402104958098,-0.019667975529541103,0.3940458144125844,0.49268588326790397,-0.09613889751667089,-0.12232391091830654,0.3921494928631949,0.009072775746708723,-0.1634272233340205,0.36292203074939167,0.24272888366212012,0.09368585713071988,0.12029086874539949,0.4397625956273965,0.2587123351954587,0.3461220376034069,0.3760442950431376,-0.06212330908363779,0.09715153775645087,0.2617661714556017,0.21751487123090404,0.3295311447360833,0.5591808337747322,0.3602105640829385,0.04672867542761252,-0.0986275929444451,0.12451953920182222,0.4054366485226322,0.16461955611722803,0.05214103027926973,0.3919187797877667
Frontal_Inf_Orb_2_R,0.5796286858356107,-0.46273432849434704,-0.2884808884034415,0.30782556638709074,0.206951488424799,0.16688583434186532,1.0,0.25457836363339076,0.19903858993932907,-0.39898720605244464,-0.3485965298130656,0.21323666525867027,0.2188840986437421,0.0720890595344739,0.5028973380640145,0.19662066841722523,0.264142950228924,-0.3129144984816258,0.5686716902484216,0.6352306047812292,0.7945535113674738,0.4167877125508818,0.4510525830226337,-0.26791062904381524,0.4582346496327328,0.018323545234143007,0.5516185744433506,0.42247506360472437,0.005894730175279772,0.5339030009083303,0.06727680683106496,0.7419590865054357,0.5043031344500459,0.6690204175610165,0.20434537565445718,0.5052511057274034,-0.05563301789405077,0.20730626589899567,0.43932993319374253,-0.03606382535483412,0.36963319830840025,0.5498045839734659,0.5268098216661881,0.6215134121732804,-0.3209497903284253,0.19230801847340692,-0.462175465742662,0.3088485706083321,-0.07074849991503154,0.09244476651043888,0.2032361024463347,0.5889871113498248,0.10054937242535458,-0.05377008953246088,0.40344611515281337,0.24437038506499903,0.2765010090956351,0.27555860072930755,-0.32869792469339976,0.7381580058898974,-0.17235454859814192,-0.17455047464997298,-0.23347970016305272,0.382445115648561,0.6142669565143521
Cerebellum_8_R,0.43239062262982836,0.2743428041858692,-0.23362479109181236,0.31444434651070247,-0.06857447210803565,0.2709980118745611,0.25457836363339076,1.0,0.4018995970826271,0.3859668599995811,-0.3007287095643977,0.20484235838729814,0.37751847024514507,-0.09137571417889519,0.03576916996131559,-0.24989140356492057,0.0739691841490311,0.2713964307439356,0.4642647182442036,0.2817138393450593,0.13653105301170745,0.0021625314905257312,0.052726547639595965,0.33477103251536805,0.15095986901447025,-0.1565722398984613,0.4414645592078063,-0.09332307839747345,0.032408467462054794,0.3279415491866543,0.5216436859925883,0.02729559955852347,0.06689418119319367,0.35871093017282807,0.37121531794198426,-0.2543256899240197,0.28252358293371604,0.515963996969619,0.3418057938889795,-0.11226457956195207,0.48259547896649,0.2822147280239391,-0.0621804976283231,0.28015062842110233,0.02171736311022339,0.3583919594414802,0.3471309416256661,0.44108275516283957,0.5633516738602786,0.12211763564459753,0.1913710086937836,-0.012810306676950822,0.0008080979307210317,0.5530759331399793,-0.21284529787314352,0.278052594195384,0.2660456052058499,0.3957888640947057,-0.2368691413437036,0.08718742514206726,0.16064046386284825,0.43794972505979457,0.4575666181378788,0.16111532702371326,0.3565688405029224
Thal_VPL_R,0.45621206168883005,-0.07000781912101356,-0.34846355563643866,0.6826374168153984,0.22985437836746755,0.448275792036437,0.19903858993932907,0.4018995970826271,1.0,0.3006180172996408,-0.2972863803119019,0.4028101030563737,0.4666831873493016,-0.220086295517631,0.21138718431547188,-0.05290718097938748,0.1709784335097333,0.04637163631668395,0.3257277933826253,0.4464903808826032,0.4093429876460649,0.1895934561886579,0.2823597303621125,0.25514874515593877,0.10080023490592353,0.05188726447037192,0.7430659865207045,-0.00903717765412819,0.3946878781096492,0.46206967407574634,0.6287515771488097,0.26097597909188847,0.1341433479149209,0.657258704926745,0.8086876839807738,0.11622327844727322,0.3449661835527437,0.6305804525751099,0.1207628331496744,0.019659577220167184,0.743057362727579,0.3419289394372164,0.07026706691047191,0.42685219582964823,-0.04378746287728472,0.5089183838388153,0.22964290851301727,0.7057349122543013,0.5387508165360791,0.5928691386450311,0.42797977687008926,-0.026241225892847282,-0.02220369083744944,0.5723304215334025,0.11174071028480513,0.3647764813048318,0.593121229229427,0.6169449306932623,-0.33335704869562666,-0.06665428379406518,-0.08411482067560029,0.43113654009403085,0.4375027747591952,0.27457684031754426,0.5809864643016784
Paracentral_Lobule_R,-0.2010530346759977,0.6747666024479555,-0.0773249852621846,0.07093232790071281,-0.1144217702228713,0.12409364215271146,-0.39898720605244464,0.3859668599995811,0.3006180172996408,1.0,-0.10550425208794245,-0.00938055469262108,0.10215571199479735,-0.25121529638341933,-0.26264864703445945,-0.26753282946940626,-0.010390981924605596,0.29387208340386356,-0.22701287350431057,-0.3293772496915236,-0.3659369543490235,-0.40029950266078357,-0.442899590483809,0.6976154255257463,-0.5155744486415011,-0.07831947260148453,-0.011298016033912594,-0.6284552327101499,0.18852291446539896,-0.2254321190830438,0.500386884114617,-0.5242657893692928,-0.4646876916590755,-0.14228296184097414,0.13547169821410107,-0.5650942514345187,0.4542083810604982,0.34439715662067294,-0.11813428080746813,-0.06834051420239079,0.24459007734680988,-0.26702104330870263,-0.5981673990124737,-0.37321704297025843,0.38869098421369735,0.2912808467283201,0.8581536156411516,0.20788104919120748,0.7320780232020035,0.11244003825312714,-0.1109338417803169,-0.6855080903604314,0.013123318716749972,0.7493383799448939,-0.3556994683761686,0.13593216654368054,-0.003671799751906927,0.1863769846290729,-0.06607285954188948,-0.5808949572883122,0.08775577496772095,0.6598662017748264,0.810662144200441,-0.35451426474414316,-0.31989843156899367
