,Frontal_Sup_2_L,Parietal_Inf_R,Occipital_Inf_R,Thal_VA_R,Temporal_Inf_L,N_Acc_L,Frontal_Inf_Orb_2_R,Cerebellum_8_R,Thal_VPL_R,Paracentral_Lobule_R,Occipital_Inf_L,Thal_MGN_L,Thal_MGN_R,Cerebellum_Crus2_R,SN_pc_R,Temporal_Mid_L,Thal_PuL_L,Cerebellum_7b_R,Cerebellum_8_L,ACC_sup_R,Insula_R,Temporal_Sup_L,OFClat_L,Parietal_Inf_L,Cerebellum_10_L,Cerebellum_Crus2_L,Frontal_Inf_Tri_R,Cerebellum_10_R,Thal_LP_R,Pallidum_R,Precentral_L,Frontal_Inf_Orb_2_L,OFCpost_L,Frontal_Inf_Oper_R,Thal_PuM_R,Temporal_Pole_Sup_L,SupraMarginal_L,Cingulate_Post_L,OFCant_R,Vermis_6,Cingulate_Mid_R,SN_pr_R,Temporal_Pole_Mid_R,ACC_pre_R,Angular_L,Thal_PuI_R,Paracentral_Lobule_L,Thal_MDm_L,Precentral_R,Thal_MDl_L,SN_pr_L,Rectus_R,Vermis_7,Supp_Motor_Area_R,Cerebellum_9_L,Cerebellum_6_L,Frontal_Inf_Oper_L,Thal_PuA_R,Occipital_Sup_L,Olfactory_L,Cerebellum_Crus1_R,Postcentral_L,Postcentral_R,Hippocampus_L,Putamen_R
Occipital_Inf_L,-0.020324390007340494,0.05882630514869994,0.9050396262768288,-0.19439188824994955,0.30781850804698335,0.01938282474463293,-0.3485965298130656,-0.3007287095643977,-0.2972863803119019,-0.10550425208794245,1.0,0.23948819773459218,-0.08621615902589101,0.13593436146541552,-0.2344929781941016,0.4258570377620328,0.2144990737817183,-0.08743069409289737,-0.1359567967160494,-0.24089466011841398,-0.369644889298497,0.22755235250510475,-0.02743111763143561,0.15814448549657303,-0.032303132819507974,0.14989597452141312,-0.5051910801083398,-0.0447171845995502,-0.06921798699885279,-0.2193058937399821,0.028780012011438424,0.10768713868928717,-0.0703735383915782,-0.5061152405224655,-0.25888280220662724,-0.03962251928510175,0.1510031257417889,-0.09456568300521802,-0.16403570530358186,0.4030742364096956,-0.3017183028936488,-0.16314798801826536,-0.09457860808127619,-0.21113872371532907,0.5413122791697201,-0.29053322706530693,-0.02441375142630883,-0.03788005356719755,-0.34316060545635707,0.15928910321088494,-0.03257726868711185,-0.08420131330071873,-0.1248258561705751,-0.22894194133702786,-0.15983574598844474,0.08658058036372923,0.18877136636605568,-0.27328540128026707,0.9388091072601144,-0.12396439874769827,0.5675100308079615,0.1699267681042647,-0.34553044304120495,0.13688685772725384,-0.24367787105012353
Thal_MGN_L,0.620121964072098,-0.10801915606952567,0.18905831777380971,0.4158065151560199,0.30515481851734105,0.30125574287130125,0.21323666525867027,0.20484235838729814,0.4028101030563737,-0.00938055469262108,0.23948819773459218,1.0,0.34264855108409914,0.15386128358516246,0.2387621401632691,0.32614283244335,0.3722487937481978,-0.25237346777856384,0.4975533140073294,0.49426289272255836,0.2823415949136844,0.5088475750797564,0.41680655775930614,0.20560375746378287,0.24884515444361638,0.24439451994428904,0.3407694994484186,0.10538694892125257,0.05545527838845229,0.3475848112951682,0.5942651418179647,0.3935696942684101,0.34451698947605325,0.40293165149245447,0.45674679767081916,0.33454445707348984,0.3897558787424294,0.5286630839418917,0.2936143831057448,0.21907054894218414,0.5280214280130836,0.5049200746963327,0.24605552418284765,0.439774895808057,0.21962249489942307,0.4181618153436619,0.015975453035587978,0.5605631137034638,0.24774642247477163,0.4618094729567522,0.495440776780285,0.13248813258556577,-0.050294716317636746,0.31952860615991246,0.2677148372569148,0.4080209611322948,0.6809888179524689,0.48645595131165026,0.2591335530918318,0.2902218257954916,0.20210122521213228,0.4126626568124178,0.06915079535158293,0.4310981630890289,0.4945008900657906
Thal_MGN_R,0.4212070304403207,0.03849812798967924,-0.0932205245352653,0.6071525560549205,-0.013804713525959933,0.5694904906036737,0.2188840986437421,0.37751847024514507,0.4666831873493016,0.10215571199479735,-0.08621615902589101,0.34264855108409914,1.0,-0.00031023545026981017,0.12698397362277428,0.06598636752579888,0.1268144969449736,-0.06684884636408202,0.24949691385899858,0.33686531904152556,0.1266399148673774,0.1334719951365439,-0.01787724042303755,0.29453848250870746,0.002296315989680008,0.0400984748263151,0.42314824633840326,-0.13812614474487186,0.16085824143104563,0.6993330178550491,0.48671745064298216,0.21889778529468526,0.02825473410016565,0.49545561176441005,0.4891022602955235,-0.05533080450426204,0.337175778249782,0.5785467732269121,0.11439356711743091,-0.11158365730361491,0.44059450667288597,0.22818214866477837,-0.14187245226897569,0.36386019820508847,0.17964558878153433,0.33663550012312715,0.2281895681167814,0.30852364978126484,0.4160970929153409,0.11034255956519118,0.43577809141733365,0.03896297453036074,0.09857225489400438,0.3954266054598561,0.11890848106593305,0.43479697158031033,0.4626765223159505,0.47106054831298366,-0.046168310915584126,0.0466162657427387,0.15731151615023053,0.41713344843183253,0.2859322672529691,0.08350847155637785,0.3987346044624854
Cerebellum_Crus2_R,0.1262918374191244,-0.22565907373036573,0.14095847186447444,0.031724774092707526,0.05278815911131259,0.0884937740280749,0.0720890595344739,-0.09137571417889519,-0.220086295517631,-0.25121529638341933,0.13593436146541552,0.15386128358516246,-0.00031023545026981017,1.0,0.09291821389344747,0.22248685144474678,0.03733892633555391,-0.12538617581942138,0.16974911737526152,0.1312645922311492,0.11635853588997284,0.2011100360026831,0.0886805347752731,-0.233371046422767,0.1826294293736337,-0.11989720412291432,-0.05498568846546698,0.2510560075906673,-0.20359676223259374,0.07765870093485927,-0.09577335484092284,0.10397528405355339,0.22036460978369124,0.02507591420072771,-0.02640826486970031,0.18136014832604974,-0.1131149919914079,-0.11919237756766647,0.034416006644655786,-0.07349560489761493,-0.10994485627591898,0.10355507452231359,0.17102196089943286,0.10340864474905787,-0.05684851650370796,-0.060551055103258034,-0.23944385257336032,-0.030295130656378084,-0.2618450329451096,-0.12491569459548149,0.12840720707670678,0.2474262788352228,0.032091471461640354,-0.17487822337078182,0.23377598655873574,-0.13900206827561323,0.08177813715388473,0.008552124139933295,0.14556453708110484,0.22959301999978682,0.005835579252305341,-0.16830494549877428,-0.2935650762102645,0.1378112324061934,0.10098663535174265
SN_pc_R,0.4630960003404566,-0.44918723533811494,-0.2277985139948486,0.2683715487319374,0.27250860522781367,0.23738578928240775,0.5028973380640145,0.03576916996131559,0.21138718431547188,-0.26264864703445945,-0.2344929781941016,0.2387621401632691,0.12698397362277428,0.09291821389344747,1.0,0.2407961099086526,0.16024381890449163,-0.29034888463308034,0.4660450517350212,0.47625859003753296,0.5363288026646083,0.5061167485733234,0.2702837374774098,-0.2757524622522871,0.4497426708941445,0.0323476317850968,0.46535398530852273,0.4998460915845382,0.2765894048886392,0.3784947943737344,0.07767763773367571,0.5619523725074801,0.33216354095647727,0.5104282971564673,0.2759770369357467,0.38223492684892685,-0.04583929274808643,0.19236889501916626,0.13080118221912426,-0.027998347250667327,0.38999277315048086,0.49292963876057233,0.46996178275986933,0.5682045664184331,-0.2875142274724647,0.14145531370660422,-0.44001604549252354,0.33113121024890324,-0.1315275963440114,0.4127808093470985,0.28333571393448886,0.39087398442543014,-0.051618490975240815,-0.00961311769386381,0.35000852055846843,0.11459589952113992,0.36301865895790125,0.10630463463858031,-0.20702620156129148,0.4338875813087618,-0.15745461424635854,-0.10562190540230318,-0.25549705393710537,0.4294144087182573,0.5487998041091103
Temporal_Mid_L,0.2351400620931363,-0.29050164392936684,0.5115813874676195,0.13039662917578335,0.36566872037086895,0.19063978223705033,0.19662066841722523,-0.24989140356492057,-0.05290718097938748,-0.26753282946940626,0.4258570377620328,0.32614283244335,0.06598636752579888,0.22248685144474678,0.2407961099086526,1.0,0.6104979716505844,-0.24559921092907772,0.31103759109505835,0.24156365626338636,0.3446925180758252,0.7216140122401277,0.18645369994625555,0.0354787993532173,0.23687177756888178,0.3313019746970547,-0.09002200439457725,0.24748220398110482,-0.04017929737573974,-0.007726633171110266,0.08843530636789398,0.4456463158907579,0.23223595774426506,0.10487193532984787,-0.027063533664769775,0.499820785763043,0.3947500163688138,0.16851622131425578,-0.20674034293046778,0.41264977662704894,0.11487687059746593,0.2780392102848513,0.1424425722308695,0.19204684087072907,0.4228464052946491,0.01906047686626477,-0.37322678062098197,0.001205698962032034,-0.3378073651208874,0.3423536606677924,0.3376421018039566,0.11365902729696574,-0.01437735969261184,-0.17318649078959783,0.6234729557458895,0.262485696621864,0.4701823581219628,-0.047468044281323216,0.4468920145067033,0.28327040266708464,0.12013771630959842,0.16223368507074415,-0.4109121702393161,0.20183891021073927,0.11840142439500961
Thal_PuL_L,0.39401718383224943,-0.1277898138384818,0.25805169199067307,0.23115369935833968,0.23295316945456884,0.11196474506232552,0.264142950228924,0.0739691841490311,0.1709784335097333,-0.010390981924605596,0.2144990737817183,0.3722487937481978,0.1268144969449736,0.03733892633555391,0.16024381890449163,0.6104979716505844,1.0,-0.2058515924067175,0.3200236641401433,0.36328244096558987,0.31004895289858336,0.5475909236956252,0.16249988867248275,0.28238686552639525,0.15762612834060427,0.2731771045075774,0.12491907028412287,0.04542552999716683,-0.054063483462670425,0.06929556217827519,0.34423215479085456,0.3287004638106042,0.1146469122714446,0.23798726974401635,0.1538015927420454,0.310266631050139,0.5066926354268051,0.4164863533410051,0.07309283877235807,0.3834517828690179,0.43158872062254866,0.34537883937185176,0.03718477001048049,0.29840792665940835,0.43106978029963694,0.1840699913558172,-0.07503935344027872,0.167159253844122,0.05741192078991735,0.36028460803295176,0.4333371234602641,-0.043816458382813055,-0.10858103590435521,0.1486146134787225,0.4298211976433492,0.3666857516859812,0.500572249850937,0.1983800825712161,0.23862208976487048,0.19362489535521324,0.1143684948152947,0.40051094841525225,-0.06485395364811222,0.139777005399385,0.20656459465404425
Cerebellum_7b_R,-0.22436607876150835,0.33770033228569707,-0.06348374615711494,-0.13064387835868688,-0.08011474807080773,0.07469093119919219,-0.3129144984816258,0.2713964307439356,0.04637163631668395,0.29387208340386356,-0.08743069409289737,-0.25237346777856384,-0.06684884636408202,-0.12538617581942138,-0.29034888463308034,-0.24559921092907772,-0.2058515924067175,1.0,-0.09855360347303978,-0.26072059871822373,-0.21178945183846581,-0.33728265187612916,-0.1063967831114909,0.10973046372726761,-0.1790587421291139,-0.24291760475741928,-0.006174678156293979,-0.1738315071135119,0.17902170864060304,-0.208223496796331,0.019458523945476192,-0.32789104515055656,-0.14432680205896917,-0.17527514251974965,0.056622258465929956,-0.34714016736747483,-0.005530318985213362,-0.04615636879572767,-0.1800425620219329,-0.05824769099448656,-0.10122789804769651,-0.33603061925789807,-0.22530295192598745,-0.292853931494534,-0.010971149063123237,-0.021953036891707155,0.2927681345314672,-0.035751783215450444,0.18397302545771582,-0.07306035264149717,-0.25215049345220164,-0.19463450046676767,-0.041597508048679586,0.11027692162567312,-0.2090447552666854,-0.17714145222214658,-0.15672711011059626,-0.11804373178468783,-0.06640279451004137,-0.4321614994828035,0.06677805002577425,0.06055367388883969,0.2678905091662821,-0.11360484203385195,-0.1558722289021971
Cerebellum_8_L,0.706515834287949,-0.37649864493701657,-0.0714418536728478,0.32305527229311226,0.3032673765352441,0.1722346683168864,0.5686716902484216,0.4642647182442036,0.3257277933826253,-0.22701287350431057,-0.1359567967160494,0.4975533140073294,0.24949691385899858,0.16974911737526152,0.4660450517350212,0.31103759109505835,0.3200236641401433,-0.09855360347303978,1.0,0.6127415537713415,0.6626668537758141,0.6283313028204742,0.5980006797571931,-0.15387873828876436,0.6181973566042768,0.0771437411963791,0.5267736204473858,0.49619278521645427,-0.11368715755763102,0.47214431174489246,0.3623652767656678,0.513423520644667,0.6336525392785209,0.5761217464006394,0.41972431980688196,0.5023328464303192,0.11174731314993402,0.4038021938714855,0.43798869299964716,0.17612422151185647,0.5402644340382198,0.6979346462572456,0.5422896456065245,0.5990862196135655,-0.20571619958263804,0.48702570960077574,-0.3032337808018869,0.47106831400681204,0.06066269622706452,0.3646018221549118,0.41110135786135715,0.5046257591499155,-0.0547773076236378,0.21997645413085157,0.4480381098404239,0.28604488454095944,0.5249361899461263,0.367765530014426,-0.07148728633571655,0.59590412979114,0.004931889749149245,0.07876836881668778,-0.11797992908054038,0.63383471121745,0.6959641004455495
ACC_sup_R,0.8723910109503511,-0.4427563183364215,-0.2296296432014325,0.5883806889317482,0.268055319710068,0.30717744098042576,0.6352306047812292,0.2817138393450593,0.4464903808826032,-0.3293772496915236,-0.24089466011841398,0.49426289272255836,0.33686531904152556,0.1312645922311492,0.47625859003753296,0.24156365626338636,0.36328244096558987,-0.26072059871822373,0.6127415537713415,1.0,0.6722992904801621,0.49147540958413277,0.6619250823471997,-0.14441157099921753,0.4289709432696469,0.1389956553134648,0.7523258588062645,0.3397538870991334,0.03128454834945545,0.5824928045070461,0.40536111422071064,0.6298922397734412,0.5468747397538051,0.8290686060328536,0.5185122152554165,0.6194142391245909,0.11155823725503487,0.44596513089482465,0.41271125173568296,-0.0048430710359005655,0.6515211442897018,0.5872055535271289,0.5145959072415026,0.9284752639760264,-0.1912656915241395,0.21983303505029891,-0.3433635639392724,0.5124041391423118,0.11204289393688677,0.3497733505506841,0.600262080956612,0.4883277564699271,0.18550644598855198,0.11872444652517851,0.48172381920212876,0.38882741967767315,0.6766187261367708,0.5073439377744389,-0.22049917530715368,0.6040347447997007,-0.06768750331501289,0.04978110315419463,-0.08209675459191129,0.39358909340172593,0.854771705563605
