,Temporal_Mid_L,Thal_AV_L,Occipital_Sup_R,Cerebellum_7b_L,Thal_IL_L,Supp_Motor_Area_L,Parietal_Inf_L,OFClat_R,Thal_PuL_R,Thal_VL_R,Parietal_Sup_R,Paracentral_Lobule_L,Supp_Motor_Area_R,Cerebellum_3_R,Red_N_R,SN_pc_R,Thal_PuA_R,Heschl_L,Thal_MDl_R,Vermis_10,Calcarine_L,Olfactory_L,Temporal_Pole_Sup_R,Occipital_Mid_R,SupraMarginal_L,Thal_LGN_R,Thal_PuI_L,Cerebellum_Crus1_L,ACC_sub_L,Occipital_Mid_L,Rectus_R,Frontal_Sup_Medial_L,Frontal_Med_Orb_R,Temporal_Inf_L,Heschl_R,SN_pr_L,N_Acc_L,Thal_PuL_L,Cerebellum_6_L,Thal_MGN_L,Rectus_L,Vermis_4_5,Occipital_Sup_L,Cerebellum_6_R,Temporal_Pole_Mid_L,Putamen_L,SN_pc_L,Lingual_R,Temporal_Mid_R,Putamen_R,Cuneus_R,Cerebellum_Crus2_L,Cingulate_Mid_L,VTA_L,OFCmed_L,Precuneus_L,Frontal_Inf_Oper_R,Thal_PuM_R,Thal_IL_R,SupraMarginal_R,Cingulate_Post_L,Cerebellum_10_L,OFCpost_L,Angular_R,Pallidum_R,Amygdala_R,Insula_L,ACC_sup_L,ParaHippocampal_L,Thal_PuM_L,Frontal_Inf_Orb_2_R,Vermis_7,Thal_LP_R,Temporal_Pole_Sup_L,VTA_R,Thal_Re_L,Thal_VPL_R,Hippocampus_L,Cerebellum_Crus2_R,ACC_pre_R,OFCant_R,Caudate_L,Rolandic_Oper_L,Rolandic_Oper_R,Caudate_R,OFCpost_R,Thal_LGN_L,Parietal_Sup_L,Cerebellum_4_5_R,Cingulate_Mid_R,Vermis_1_2,Thal_AV_R,Cerebellum_10_R,Amygdala_L,Frontal_Sup_2_R,Fusiform_L,Thal_MDm_L,Vermis_3,Thal_MDl_L,Fusiform_R
Temporal_Mid_L,1.0,0.2048499640240412,0.3685735333014595,0.5579346301009299,0.6110977596623253,0.45459424748309735,0.49187585327476213,0.3183170545802295,0.7216749391443461,0.48538770053482705,0.29610256132398977,0.473929955707978,0.42721102411118633,0.22135113508584,0.45872080417608724,0.208632967955071,0.6178314311740897,0.39191121423947456,0.4916034321860036,0.39793891971308193,0.6077686908390716,0.17202805328150964,0.1423931092340542,0.28910715958422983,0.5679735466702063,0.3134205766815705,-0.04162392223916178,0.6783276529038396,0.23164650201703108,0.6119223933702543,-0.020883650178241064,0.3864028055134673,-0.05763202907537738,0.6107498371612584,0.11253700266419639,0.45404390315839593,0.5617759161120064,0.3120170833384609,0.6368774324160498,-0.09153922724494483,0.04000413121239576,0.49705120386761775,0.5709004301720092,0.413493491361755,0.24661536189660482,0.3421586374964604,0.2992263838301024,0.5023954835187867,0.05904357416305306,0.2772754816094201,0.5008877688960846,0.17428706842631642,0.3216157129601072,0.1548335963313609,0.3031787048356669,0.4257021140598669,0.28741791695664826,0.6007959703281475,0.26434189782238554,0.3951669103005295,0.4571157288060942,0.21452102609892204,0.5756764637178466,0.4125863579797254,-0.0723927881251929,0.0075934882444793645,0.3809140730839676,0.47286641357793646,0.19022254528870666,0.2609275004856152,0.11069741166700808,0.3590208500009992,0.5311773189168807,0.6501187289962838,0.5435584422364489,0.2256159933952518,0.30808345931809167,0.44893275490306905,-0.02280485842523822,0.17302694585637646,0.1781342409520169,0.3269236154914062,0.43702437177252246,0.267506001318269,0.13323397585375923,0.20750492371588264,0.32534436260639576,0.2702305855251867,0.4194922552890246,0.4652456753890923,0.29705208252600557,0.26830405388552664,0.3485196556817948,0.15136300375484885,0.34191780140118355,0.574643461576016,0.5624107670274509,0.47965030343969944,-0.0709765146957998,0.19255072416858543
Thal_AV_L,0.2048499640240412,1.0,-0.205604186254098,0.5711874109467867,0.32306422825225506,0.5375705392052206,-0.19804424544434787,0.06203251092896371,-0.017913125382003268,0.3649412706300215,-0.4414455731542027,0.37341893961917805,0.37302303872708015,0.2207012185973531,0.2523462479007681,0.12637383015492365,-0.19956183388226348,0.3117008427563101,0.09527299322045682,0.1412748914574977,-0.046217267450739466,0.4861703864572608,0.1377676706136051,-0.5614822428394546,-0.014673552773511712,-0.21784533771045458,0.583751481654816,0.25775257457976397,-0.10049305461825601,-0.29956562772325745,0.23109279862173598,0.6494334349329322,0.6299337215131965,0.4886953093909163,0.7236476199061118,0.5663672961163525,0.027076495908755962,0.5107629954094359,0.1409740263740231,0.6932217908491144,0.36257422309058507,0.41799595717582144,-0.2588577102749182,0.34037312854713064,0.12278597647864437,0.41628805086935255,0.668069528714658,-0.08523876704795831,-0.13656904787427848,0.5130088871546689,-0.23884522274730885,0.43960629158544007,-0.029081474084632727,0.18107224204259012,-0.0028248072618396887,-0.23436481031888848,0.44665107927964265,0.3658078221651893,0.20531209773477,0.12787040684136758,0.24096186957769936,0.36072433629916273,-0.05163430843967787,-0.24868507288250394,0.6534468510884957,0.5840438685188131,0.37918114493413463,0.5254318462897615,0.6121332393848351,0.6661243593715703,0.4085334707904443,0.06833831737742281,0.5544648920640042,0.40410238475033533,0.3308509339974025,-0.15033807219107473,0.7007721520052674,0.5786021416731957,0.08715227852165543,0.6031069338598611,0.25108333086555545,0.6494580367852287,0.484718883757197,0.22464823618768592,0.6476353897915248,0.691202556716136,-0.13272111776796983,-0.46042358940930256,0.08544459574162064,0.33139899436045817,0.45802989783709736,0.5719391362342074,0.32367402529292755,0.7126607752580779,0.6635008092630741,0.4377301049433559,0.2903799524174138,0.44446805110488286,0.6258893857682342,0.11194198126530443
Occipital_Sup_R,0.3685735333014595,-0.205604186254098,1.0,0.10848577743203795,0.5710594192159796,0.4218502635564053,0.7567192725582546,0.45465131969783,0.6945131498620876,0.32485767027611706,0.6764527387998809,0.5655374719384602,0.6129428888637488,0.3493865328972702,0.3782644559339339,0.411373281209555,0.5625112685224227,0.22964927157297085,-0.1310291243563659,0.5289317809335167,0.8190064308564505,-0.19433982439807557,0.38682610855105865,0.8109557595741584,0.5667148492904018,0.2656803915443159,-0.20032785262739664,0.3688171568719113,0.04125929856703196,0.5587979199402161,-0.22044410548794985,0.15322673762781608,-0.3434615798584265,0.25600152631636536,0.05924019018427597,-0.06393543856185058,0.6003891209701862,0.2399460306370772,0.5325307107249244,-0.1715680094411761,-0.2758155967397076,0.44657025990681315,0.6758293078531388,0.4993312987000383,-0.05267094130580171,0.33832041934283746,-0.08593202087623583,0.739549382160544,0.6988082378721777,0.20533965586006128,0.7692110264651438,0.12243668567330397,0.7486372301781485,0.4490541050277345,0.026307324496334328,0.827677663257119,0.3237787580629916,0.36873659097427497,0.5707736575170965,0.8111215299150022,0.3855226232690071,0.36038413537525527,0.6804346272956199,0.8228941550272528,-0.10224344701280426,-0.06045753236910807,0.13102077585185448,0.4628601884151628,0.0017524411696773978,0.10600350910651045,0.11483985465378999,0.4391018860415164,0.35015003944574236,0.2129510814046977,0.3405424324646511,0.10775435472578347,0.18457704593179194,0.2177951162011277,0.20514276028406328,-0.006313704316283366,-0.24634773714787106,0.1509018217090771,0.32431790266879523,0.2688708796663706,0.1040461045587179,-0.02567285661371196,0.05638708315613958,0.7941957815739044,0.6228445190259164,0.45352942086389547,0.18622927702870312,0.38981270550458585,0.39216073286084546,-0.2959197263692948,0.21508207534459006,0.3668655163475883,0.44870719312441576,0.36862156730802276,-0.3620718270274391,0.5701152238341389
Cerebellum_7b_L,0.5579346301009299,0.5711874109467867,0.10848577743203795,1.0,0.5368775455371673,0.5501418397880267,0.11163234047900242,0.3013874414056371,0.31032841419583157,0.4869878797697246,-0.2896651278571318,0.47869599288137293,0.4878396480023371,0.3518605938220177,0.5376273551277335,0.3376931433672063,0.06689843202002516,0.4909293112943728,0.2036800156393382,0.49004969028183204,0.44163765869170835,0.43849168671054206,0.4235778503520489,-0.17854029929225007,0.26919592165257095,-0.043429913246640375,0.3405046427264939,0.7793507573201307,0.10429183067860974,0.05358016596327158,0.10447178751011188,0.5595960431660489,0.44416216648542023,0.5712962732568406,0.5115816574621536,0.5627560574600095,0.3482841661510762,0.3660806560744888,0.6552429696923072,0.3318202544993523,0.20406501498145557,0.5899253487489461,0.0023675734838443097,0.6955372694479618,0.00016408690104741135,0.436891784658671,0.5148924274559825,0.3709946101108719,0.2041509589409824,0.4257754730901124,0.02340050414695144,0.5328344219803312,0.05738623578432355,0.3614487259432084,0.18432876240886525,-0.017097828320402603,0.4522953952885273,0.41116515478250043,0.1613757601910733,0.3302816000119725,0.2738874447521899,0.39501401746034237,0.30827281620950975,-0.057776299571300364,0.3500122289889515,0.4673962669543661,0.3904310366600616,0.541616617063188,0.45934004875791157,0.5046124055475336,0.4422067637055606,0.5691217677881139,0.6013343955464507,0.6473526543162001,0.612305184736972,-0.10009312081338993,0.6105375926933604,0.47602043479517064,0.15002056002894534,0.4701315853234371,0.2227805680909904,0.5596133624431056,0.44634826191622173,0.3922150855892476,0.5190078670407304,0.7029088508742779,0.017540345750762142,-0.18733419811480004,0.39679471625798357,0.40572723424453155,0.46415645255031257,0.5399798197517203,0.3607261548272693,0.36965403953261233,0.6229777083356162,0.66313743153027,0.38861829956273775,0.5789189755043154,0.34671005472081906,0.3763258273284255
Thal_IL_L,0.6110977596623253,0.32306422825225506,0.5710594192159796,0.5368775455371673,1.0,0.6598336175619576,0.5965545889466332,0.5447327729440126,0.6801002947844427,0.6801297207745928,0.23823202298534463,0.7742429571877455,0.7433725623596085,0.5307872487134829,0.5554255920660397,0.44028988443369516,0.4827654003517246,0.5459739858232217,0.20468618483242962,0.6799862710897727,0.7463831071856999,0.21283976169456362,0.47145553625014985,0.2549575492004949,0.5578937732724772,0.21476609161641932,0.23493975114073437,0.6011874329958969,0.1646111273863033,0.36650260667441126,0.09567475198821872,0.6342996895053707,0.06505212920586788,0.5470579123360106,0.4584262649589594,0.45358458375208205,0.6379517749499959,0.5803247317602962,0.6841027559940238,0.16802547377058194,0.16556955881874513,0.7958195436020918,0.4593249100769241,0.6808027319676127,0.10048147636371343,0.603140831499799,0.28737665627153713,0.6868676336239852,0.4536864921806863,0.6161477947230404,0.5604594096735619,0.30323281808478336,0.5751460379974054,0.4767881319392993,0.2598755065309869,0.5251044088116573,0.510484475071379,0.725827309803837,0.5708295758152401,0.6688687559730383,0.6135398364628035,0.5348633871160979,0.63128008653177,0.4899586427077348,0.3038915919775999,0.28415155191944136,0.4315907529595582,0.7119216499990374,0.39679073989235475,0.5697509165769616,0.344254374519835,0.5343719936953787,0.6724368182145477,0.5548142675174194,0.5495171026721272,0.1766840085039456,0.5932448116789961,0.587947231670642,0.2783523010302987,0.44959089371649363,0.1672821679325609,0.5467458817077572,0.6395023788226795,0.4482110714066251,0.5539824970467819,0.45313764206014506,0.19003906058294667,0.3762922830100829,0.7182777290740243,0.6865420842319282,0.5021606918607779,0.5211878702833784,0.5871531522079361,0.17002159493366126,0.618486906627932,0.6373485378841934,0.738381097156031,0.6535052805700647,0.1250589902611941,0.6116970440414566
Supp_Motor_Area_L,0.45459424748309735,0.5375705392052206,0.4218502635564053,0.5501418397880267,0.6598336175619576,1.0,0.2718125533284314,0.4576874222811069,0.5099977740394995,0.6365501817195186,0.1417709790436989,0.8401017154670046,0.8606287609365079,0.5922962660116213,0.4731328429371464,0.31125037909291764,0.26662134527671594,0.5494664141019608,0.21024717562168171,0.4986635727248105,0.469090817003728,0.4707775263357476,0.25719747927038317,0.013170355764401067,0.3297590168146666,0.21348978839898286,0.5076294455186262,0.36251324714369104,0.13326532760716728,0.10034060868354626,0.2106325594614353,0.76548306629378,0.38730575466265343,0.6940689997049581,0.6500140381365759,0.5881724848064489,0.5017946042794807,0.6656354966339374,0.44797410435662377,0.4989647049712618,0.21870113362118482,0.7664748312494856,0.1456417808228148,0.5402842501519673,0.1254458282374286,0.6559088428311299,0.513195524935827,0.5042009476835114,0.20570269416745424,0.729904953977532,0.30549549344432014,0.39451176215423356,0.5133381249286463,0.34009093318042605,0.16650523945160015,0.40640940689490407,0.7542100290527564,0.5727191106911291,0.5810079463645875,0.6482355231452345,0.4533489083671825,0.6759223556783228,0.42248213107365384,0.27609056969522267,0.5656482465920715,0.46468534337752415,0.5404333121391146,0.8592873805125099,0.7146732120176045,0.6917023367162226,0.5529201763185007,0.22761058919008278,0.6892260783930697,0.41084575665376494,0.486905694955426,0.1347526674383102,0.7353254745140752,0.8099743610637824,0.004639888758718715,0.6442331682130111,0.21128366939028503,0.7510255587156279,0.7034709348952909,0.5850293671979779,0.695775402101808,0.5535893977787124,0.15429931167909786,0.0794809801794507,0.6074298685559567,0.6587053661503531,0.6891929752762899,0.59552571105029,0.7493166395933732,0.5437234556838784,0.8985191139876071,0.7186869307530023,0.6537687559844231,0.7140544453424639,0.3397304498931328,0.5354647952186872
Parietal_Inf_L,0.49187585327476213,-0.19804424544434787,0.7567192725582546,0.11163234047900242,0.5965545889466332,0.2718125533284314,1.0,0.5012255006734215,0.7951024592455336,0.46699576505414125,0.6748070422798875,0.5887660518396746,0.5874723456863046,0.3919114181280403,0.3652378208435809,0.34321074252890177,0.656506893742274,0.30986951016656306,0.12506328271849546,0.5865556023677106,0.7422827615231097,-0.14482573246688327,0.36677102149201485,0.6836412903191216,0.7584878231516865,0.29233384864139356,-0.1447916284497226,0.3406625164513928,0.159193057629408,0.6935408425874431,-0.0892462046219907,0.2511842537622999,-0.34242819053958057,0.23091118662849414,-0.03692873486857978,0.03102412346901578,0.6328734420040558,0.3725660505398466,0.5228881995301347,-0.2530178345581531,-0.09536747267599736,0.5091241933434213,0.776363080870898,0.4380177646011653,-0.006585706180437265,0.2204339214156228,-0.10940014457245838,0.7025748984037689,0.5524937352121866,0.27740479273927676,0.8149945252655395,0.012722260767975562,0.766587524983588,0.3436626046473147,0.16786379794538367,0.8098056763765175,0.1586158238674384,0.4741772122825819,0.4529144187525873,0.732014563702717,0.5971108550302753,0.3429816030130593,0.6211246788718581,0.8280153223836887,-0.15212463889891736,-0.08026232661856464,0.03703964510441618,0.4546465061576899,0.021232097982450793,0.18308158876814304,0.06435227037624976,0.3577598776308244,0.34499713056319037,0.16831762921564966,0.35397517399549544,0.2803907273078512,0.1877978352080688,0.22274069632057994,0.34446643272500727,0.09003976192065265,-0.009965586436710852,0.14672426923385182,0.3678873122916225,0.18874566382950797,0.1622042255728801,-0.022215624333208443,0.21897922634318542,0.8874491092823287,0.6351301065204379,0.6572699163815647,0.22825748199884982,0.24408919589443287,0.4276331376226214,-0.2894082121198835,0.17404488434405377,0.2909235814876865,0.5853255296438545,0.41767135908638064,-0.2567957686578291,0.5222577781575173
OFClat_R,0.3183170545802295,0.06203251092896371,0.45465131969783,0.3013874414056371,0.5447327729440126,0.4576874222811069,0.5012255006734215,1.0,0.5888096251086335,0.6939344941871137,0.3399947001024598,0.6149326383923235,0.5781464871593603,0.5538800949907912,0.6317815382533756,0.2928523390442694,0.44189603923703774,0.33807811727115594,0.3748891579934724,0.5321666567728702,0.5198580041823635,0.0782455427880369,0.2832261071447128,0.32526557472692325,0.3055212673295462,0.26992907723204934,0.2114250020518023,0.3091934355053062,0.4760978397186863,0.2832259019535613,0.34027458200213045,0.3431914355116743,0.03981212026666879,0.390569486695247,0.07631802959860853,0.2911662815095799,0.589356175440007,0.28748946119016977,0.4750405513155412,0.014783946202251331,0.19908946032350405,0.5512022045354655,0.2980894297446718,0.4464900163281936,0.003714268636883369,0.23998774630260472,-0.21004377189082724,0.7144526857330699,0.3737831773260234,0.41745389838449776,0.35890175851561434,0.07504472258440908,0.461959708660989,0.2001656274679872,0.4320719689158553,0.49434573824003747,0.18863249338521032,0.4873803546821943,0.17113458079172988,0.43547371952360053,0.4004436170476808,0.3620607542241996,0.5731820633442123,0.3385427610536032,0.1544568817965588,0.53751739804442,0.09941648398874882,0.4988072371579084,0.24695749683090423,0.3896566716431297,0.42553116074298547,0.31462351608430367,0.3751852390800816,0.2092315066654253,0.3194138994018271,0.3587666861800531,0.4532399538421165,0.41972187512272335,0.16368155358110936,0.3475033243398929,0.32977411446352056,0.39365795433100637,0.18952649718972134,0.24664480430540126,0.3702346158979757,0.2950380824638369,0.3881139366990365,0.4105668266164162,0.5723519292121334,0.48005102556504553,0.3298564382495482,0.34288979002835573,0.49668148870552725,0.13387127223697526,0.3934591264943234,0.4486320681027857,0.6216081812693,0.37265550906812916,0.07187050389812685,0.5841757155177498
Thal_PuL_R,0.7216749391443461,-0.017913125382003268,0.6945131498620876,0.31032841419583157,0.6801002947844427,0.5099977740394995,0.7951024592455336,0.5888096251086335,1.0,0.6521187190687545,0.5689328461842384,0.7029513028886952,0.6744729491086724,0.45483706500081716,0.5534713809793345,0.4112052136317375,0.7488831498403858,0.35203143503703144,0.35026024488327834,0.5309218421482441,0.7845041511944404,0.054686266278791036,0.2889269263469331,0.6147960126299153,0.6946552474418028,0.3808767137247335,0.02812337400570037,0.4740856468292824,0.27537822976685167,0.718335925607476,-0.0023215877069022416,0.3862648966810328,-0.23126139507480203,0.4917528406211918,0.03705258927361291,0.26168878474286594,0.7410482199377226,0.48822757567031955,0.6307959863141068,-0.12544541328163336,-0.031381144468280026,0.5798846688135711,0.7075772590760679,0.5034433113592355,0.15437017546106999,0.2909034453270295,0.04262068958863292,0.7865848998813914,0.3827365587264343,0.37193083064802934,0.7446806178085046,0.13753825944772108,0.7042757294898282,0.28199754689032197,0.2670616138490435,0.7105956051524744,0.3007449384686948,0.6088584814876198,0.47699560516383294,0.6726625723009695,0.5454693521537408,0.3879999856728323,0.7109790915262596,0.6827545876633578,-0.08096884748652265,0.03335108365294572,0.1935570766124567,0.630755515931597,0.19633645556591575,0.36218060910902666,0.20826875601160522,0.3728422213668712,0.5826144573002966,0.38444988504427774,0.5411240795640717,0.32182368667435207,0.3891256667542148,0.4818916517995417,0.10870696003248854,0.22702510458574576,0.08082820593780338,0.33543670332976094,0.43752247673357564,0.26599738998919603,0.24345363307673865,0.097561261580157,0.3278167702231343,0.647342812958128,0.6490104587594813,0.6662688373293024,0.34357954220434206,0.36202588652155226,0.5084738058898316,-0.05653661037773687,0.36963920838660114,0.5180248979810067,0.7289276319076936,0.5825313606714236,-0.1676081627189761,0.5153883576515667
Thal_VL_R,0.48538770053482705,0.3649412706300215,0.32485767027611706,0.4869878797697246,0.6801297207745928,0.6365501817195186,0.46699576505414125,0.6939344941871137,0.6521187190687545,1.0,0.15368214907699287,0.7877361237305133,0.6977131000520791,0.7322276914266933,0.7000200795772501,0.36902487944331275,0.36091682999658814,0.5706950190305926,0.5717558408242743,0.6308161398561071,0.5320474604488807,0.39499483193284324,0.29207849703452615,0.10288048334627145,0.3977164165980248,0.3463261723547113,0.5782459855109345,0.3704613243448738,0.49630014939623723,0.25277949531171934,0.4983894059155546,0.6654207209737235,0.2578318673821311,0.5270948678727444,0.36984835818377043,0.6047572996605355,0.5748022503897795,0.5499671548118814,0.5256723575759275,0.2906183252275569,0.44890096818854786,0.8002062418715472,0.21808824250857853,0.5555155876389336,0.12077825018405969,0.4035631024819347,0.119323581025308,0.6593152814332928,0.3090969382566793,0.6968428722325307,0.35848813588320955,0.15580767324538297,0.44823007234652734,0.18269423111834948,0.5420630247046428,0.44078896525963085,0.3261910819865074,0.6748155816583598,0.2687242877493089,0.5097143450332116,0.5371748654244144,0.5591981763382232,0.4758752682922861,0.26507135790033887,0.39824197933547295,0.49383805070407477,0.32827535518752904,0.6923924896648156,0.5334950106746241,0.7386585405259061,0.5101042989517423,0.3527698211912623,0.6253301711905188,0.3223790746749606,0.4379540609165955,0.43951087765523583,0.7237132616390568,0.7199426773452507,0.2603483386629195,0.6683532176650205,0.5126156715326207,0.6382379573500696,0.5223581777904925,0.4065387126821085,0.6923667065274918,0.5145028184398399,0.5340346488602086,0.21703836620742278,0.6888109811792251,0.7233234259330243,0.6206226968585105,0.3954554401002649,0.6698511350107915,0.37651654281915486,0.6551325164787025,0.6028421816843833,0.8011193013002224,0.6987485194603413,0.4471850248972111,0.6281943720746566
