,Pallidum_L,Occipital_Sup_R,Vermis_10,Supp_Motor_Area_R,Parietal_Sup_R,Vermis_3,Temporal_Sup_R,SN_pr_R,Thal_LGN_R,VTA_L,Frontal_Sup_Medial_L,Cerebellum_9_L,Thal_VPL_L,Thal_PuM_L,Temporal_Sup_L,Hippocampus_R,Frontal_Med_Orb_L,N_Acc_R,SupraMarginal_R,SupraMarginal_L,Lingual_L,Temporal_Mid_L,Cerebellum_10_R,Temporal_Pole_Sup_R,Thal_LGN_L,Rolandic_Oper_R,Vermis_8,Cingulate_Post_R,Fusiform_R,Cerebellum_Crus2_L,Frontal_Med_Orb_R,Precentral_R,Occipital_Mid_L,SN_pc_L,Cerebellum_6_R,Thal_PuA_L,Frontal_Inf_Tri_R,Temporal_Pole_Mid_R,Vermis_6,Temporal_Mid_R
Frontal_Sup_Medial_L,0.5642130447776176,0.14307552543539606,0.04111688552522011,0.4968597189571898,0.1582685546691985,0.1578208768348778,0.6414850154003424,0.0945033060923877,0.106933708407193,0.007675627201850012,1.0,-0.09365885227288494,0.31336114858447633,0.30908173725173915,0.4451257702834528,0.3572137944943231,-0.03495878116891535,0.030650956630751458,0.5448584757891771,0.173382907332119,0.06214857825169671,0.05933998647390362,0.06912260779366707,0.48874919627560565,0.2728165372038402,0.5631583257971412,0.12597254389255086,0.47102658622193166,0.3795397557807606,-0.1394793393196706,-0.06463013618623459,0.38454834688280803,-0.09098716008644833,0.27423333841528796,0.09796372059582112,0.26888789657161,0.6180454718355194,-0.017601700137499045,0.12688303031906453,0.3954683423442782
Cerebellum_9_L,-0.30175176430001527,0.23278420119569726,0.5032545261793961,-0.31706513819646603,-0.24344919232572068,0.5773515973107463,0.08479098129675502,-0.0646140924594599,0.14093601055033325,-0.13286285347329854,-0.09365885227288494,1.0,-0.5855641769131321,-0.26742138403576754,0.4794859950401408,-0.6253163872912615,0.09410170997390059,0.07754715498576281,0.2854844918303334,0.14312050737884052,0.8268441325365593,0.8010356277208494,0.5097267743725575,-0.18200942669386955,-0.6923183803834824,-0.02070857693757599,0.007134660442125129,0.23553286952143343,0.3916654774828894,0.8638499911869021,-0.33128931319844074,0.3576681411398762,0.8572980678546953,-0.1981160266566881,0.8586375581904165,-0.26346032333826674,-0.3790315787624959,0.7878404232999048,0.7288026626352447,0.2703553407771978
Thal_VPL_L,0.6775490042961133,-0.19264442795851358,-0.3154878660609284,0.5081985531026981,-0.0225754425537492,-0.2737378394061191,0.32037309505521533,0.34755163303829,0.06306045172476082,0.25558016299872854,0.31336114858447633,-0.5855641769131321,1.0,0.6300094289000544,0.020306601091523213,0.7675411512747794,-0.26228440528904706,0.1048953014295689,-0.07460733326022763,-0.03458423791613642,-0.6016334974274506,-0.4954291300541267,-0.10417454406524981,0.4698896041969741,0.8375044225212716,0.3555488304823829,0.29218494392414257,0.09839976531965375,0.0031301451578152435,-0.5859430704093361,0.40368684335775235,-0.065449024471528,-0.654490273962197,0.20526129065935653,-0.43347192707678195,0.732421684283896,0.6443172642298259,-0.4572523411434487,-0.3593605604376924,0.04765363123910249
Thal_PuM_L,0.38363911815141233,0.31857430581195734,-0.25699447409007165,0.4808474674231462,0.3547766088042375,0.05179679583674899,0.5203739412520377,0.3172677980852279,0.011065011428926724,0.1751286741895748,0.30908173725173915,-0.26742138403576754,0.6300094289000544,1.0,0.11501716595761029,0.5904917793945089,-0.10869315348353965,0.11035336503369517,0.30256079597557056,0.07625594137759022,-0.20782686805418094,-0.340487258067849,-0.04465854805475956,0.4170905003030047,0.5221636507154088,0.14214974424147395,-0.056709244614851564,0.17139927213019718,0.2376502111090986,-0.38526481662956547,-0.05701485421516296,0.06006392204505869,-0.3014816337255451,-0.0004913392250216151,-0.23769756229588831,0.7589522655803576,0.5022121225848205,-0.07223912161429312,-0.16791699675207947,0.49961751792751535
Temporal_Sup_L,0.4278290390215369,0.32897208188021193,0.4914243492772258,0.33936433574992936,0.10651680760282776,0.534919271058046,0.623799561836802,0.09534026481741688,0.2851539108335412,-0.07269461591483306,0.4451257702834528,0.4794859950401408,0.020306601091523213,0.11501716595761029,1.0,-0.04657016482499096,0.011373964936902103,0.26046055840782933,0.6338385228445116,0.5738915584045342,0.5514282119730173,0.6534023256726369,0.5274685755574575,0.2107177662873842,-0.11222048956068978,0.5663771972968252,0.1319186458651229,0.47495972522972035,0.6460765083507852,0.30751440642150646,-0.10489629294767767,0.5500770363833771,0.40831524353080456,0.0819398173910597,0.6177818941139324,0.020940855318605782,0.27091764824722364,0.38528844260416967,0.6256008419135617,0.43455172349292637
Hippocampus_R,0.6068943224698006,0.03679920942651434,-0.3875213552764085,0.5509183765843448,0.29970903145397987,-0.1588852857231098,0.43590648640975144,0.4618991648850733,-0.08032333213956504,0.18037353101445175,0.3572137944943231,-0.6253163872912615,0.7675411512747794,0.5904917793945089,-0.04657016482499096,1.0,-0.16510469660861765,0.2846573950334225,-0.01692028774792784,-0.0040497796421961225,-0.5744738023365826,-0.5916109975928253,-0.10654354817214032,0.6107547723063751,0.7949305111880066,0.32920674374707937,0.24408679474671477,0.08146137349668019,0.1888973134826155,-0.6602801838831694,0.416386050221955,-0.13996130935583811,-0.6338199883350294,0.3303084879882895,-0.43184233337472133,0.6233139950368076,0.6311244179534405,-0.4141925029292934,-0.348410189955187,0.3087005721046531
Frontal_Med_Orb_L,-0.18204431537655982,0.10264652317864381,0.18318791703939036,-0.25577873197490314,0.02776184785485576,0.24437040944534222,-0.08693836540506093,-0.25619772525684104,-0.06688746550907419,-0.20043437403297248,-0.03495878116891535,0.09410170997390059,-0.26228440528904706,-0.10869315348353965,0.011373964936902103,-0.16510469660861765,1.0,0.07052283007590152,0.04992717071982349,-0.2078292158381033,0.2718235201045948,0.2690957985349409,-0.11651306509072346,-0.3016037696029955,-0.18192459066592748,0.0762391672244794,-0.08426596919877652,0.16409210638632832,0.14731858258668032,0.2758342833209698,-0.0045171781385224576,0.11028417745729437,0.24970479999284795,-0.019021637206214814,0.16764463782500996,-0.1319802206432561,-0.1893219581527861,0.008997373455905103,0.2512658534435003,-0.026475733795014833
N_Acc_R,0.15645688507685065,0.22666955062187188,0.16755123413313283,0.18811763491926123,0.2978790674583364,0.2800815385109026,0.2376725850002652,0.3744326053045534,0.08612646745945726,-0.011635624018668248,0.030650956630751458,0.07754715498576281,0.1048953014295689,0.11035336503369517,0.26046055840782933,0.2846573950334225,0.07052283007590152,1.0,0.1362628683337153,0.23597032577188762,0.0832512338738724,0.09988573221930497,0.3935128222922397,0.11171767093700989,-0.032641419984603466,0.3655900999517981,0.005780718115904122,0.23389645231448247,0.29571638643271225,0.020132270958802982,0.44708946542094496,0.23104718099222776,0.025128783051367783,0.11216072049952867,0.15316526722905133,-0.04582736477875739,0.10607966270243349,0.026713154078630764,0.09309793447944596,0.20063878490659443
SupraMarginal_R,0.1993346020942043,0.687053004755029,0.22760717595438307,0.4703781648082945,0.4946768417371797,0.415206227559721,0.7219092770470026,0.03599549476452121,0.02503549351714718,0.002639791003524787,0.5448584757891771,0.2854844918303334,-0.07460733326022763,0.30256079597557056,0.6338385228445116,-0.01692028774792784,0.04992717071982349,0.1362628683337153,1.0,0.5197183169033472,0.4684783048514481,0.30765678842537575,0.2417021731936226,0.2357021018642203,-0.13590319183152003,0.40154152567550994,-0.1576443536748454,0.39696327040568286,0.6037177862793806,0.12797090092581692,-0.3598300282959747,0.6097271988853593,0.32334527721258105,0.05403029919330701,0.38823740471859486,0.051017381976057104,0.3797242432378996,0.2913778794772364,0.417510398643284,0.6650414438530607
SupraMarginal_L,0.18867798792148516,0.5109532141454315,0.16853840017712807,0.3190467798440251,0.467029815689053,0.2258904258513066,0.36714335013057126,0.01253171168159265,0.2384475485054379,0.049682559365218384,0.173382907332119,0.14312050737884052,-0.03458423791613642,0.07625594137759022,0.5738915584045342,-0.0040497796421961225,-0.2078292158381033,0.23597032577188762,0.5197183169033472,1.0,0.21811035818702298,0.27314117741783545,0.31048375822131374,0.008672525638357345,-0.10831661843532,0.1934548502770906,-0.03149165645130439,0.32352787923377263,0.297508298447856,-0.06993785218030085,-0.1279449800405325,0.1527640823866322,0.21761763851651236,0.027268383516622117,0.2077496832494678,-0.17479202725231802,-0.006689608679999278,0.15878069917741228,0.19646953412019302,0.3834862659254932
Lingual_L,-0.30477292242203036,0.3153861729884251,0.5088682261521047,-0.2650149105767664,-0.057775882288725135,0.6008634961699825,0.19996131735028702,-0.16364967443121323,0.1839140135762341,-0.20890027644891213,0.06214857825169671,0.8268441325365593,-0.6016334974274506,-0.20782686805418094,0.5514282119730173,-0.5744738023365826,0.2718235201045948,0.0832512338738724,0.4684783048514481,0.21811035818702298,1.0,0.7981974082827125,0.3551028780240439,-0.2227899366881885,-0.7036613675622109,0.1496695593564156,-0.2186603862736106,0.34547781374704367,0.4882002604674433,0.7515849797731358,-0.38548871035610477,0.46723649103577736,0.8545546505124957,-0.1631715931362101,0.7681563191446475,-0.3511315041408032,-0.27301297006272673,0.7011410655307773,0.7322808921040018,0.2984253889416047
Temporal_Mid_L,-0.1007889670238517,0.18350168177113327,0.6305945999206558,-0.2811374259673482,-0.2085611382601378,0.6213824374818657,0.0347278006184593,-0.14285573120172598,0.3462573749218089,-0.20570205552580012,0.05933998647390362,0.8010356277208494,-0.4954291300541267,-0.340487258067849,0.6534023256726369,-0.5916109975928253,0.2690957985349409,0.09988573221930497,0.30765678842537575,0.27314117741783545,0.7981974082827125,1.0,0.5012635260973088,-0.3666250327722538,-0.5942092864425874,0.15465976452303626,0.07615364454555645,0.43540263621243463,0.3997449582022743,0.7987509046104153,-0.20360013575285313,0.4025175708733718,0.8203242847659914,-0.09194826747705864,0.838975831766972,-0.3321659065685549,-0.39144885264514434,0.5473922705271309,0.7781477564035001,0.06552137909170877
Cerebellum_10_R,0.1979105009849881,0.23159626112705708,0.4958667968969804,0.13846795249674929,0.018602204961621394,0.5094215536013675,0.28029811852497927,0.1957875619459529,0.23130157534800216,0.0019192534351371831,0.06912260779366707,0.5097267743725575,-0.10417454406524981,-0.04465854805475956,0.5274685755574575,-0.10654354817214032,-0.11651306509072346,0.3935128222922397,0.2417021731936226,0.31048375822131374,0.3551028780240439,0.5012635260973088,1.0,0.09602664032280098,-0.23168397771941235,0.2544174494570122,0.24037020888553756,0.4231867902869998,0.4142924127928651,0.35275556394174157,-0.02897163013161712,0.3852181632185995,0.41966744654646504,0.059264396252983485,0.6086219176030009,-0.12701141488244921,-0.032322466474956825,0.37725489679155194,0.5185933455216546,0.2558781634186858
Temporal_Pole_Sup_R,0.5278652724511914,0.024248880200340012,-0.24790571758431554,0.5615826184876908,0.14042438545140967,-0.06222722300111685,0.6389726689663376,0.2801131292441069,-0.14907445243221154,0.07700237567450283,0.48874919627560565,-0.18200942669386955,0.4698896041969741,0.4170905003030047,0.2107177662873842,0.6107547723063751,-0.3016037696029955,0.11171767093700989,0.2357021018642203,0.008672525638357345,-0.2227899366881885,-0.3666250327722538,0.09602664032280098,1.0,0.4844336487370856,0.33516964222144024,0.07799332389633512,-0.01336793156473492,0.3041916917077028,-0.3581605033029424,0.08689431121055963,0.13582344185337653,-0.3803457785945592,0.2667306685493281,-0.12153517144947569,0.42844905991680443,0.7725313218214164,0.0659083329033621,-0.13056470952694887,0.48173097804215953
Thal_LGN_L,0.631715010203102,-0.15656846087019727,-0.4098357915574889,0.47837643807916735,0.07704746089974404,-0.34544030754084304,0.268072883322811,0.29014274239509524,-0.08054862600340326,0.2419407601403099,0.2728165372038402,-0.6923183803834824,0.8375044225212716,0.5221636507154088,-0.11222048956068978,0.7949305111880066,-0.18192459066592748,-0.032641419984603466,-0.13590319183152003,-0.10831661843532,-0.7036613675622109,-0.5942092864425874,-0.23168397771941235,0.4844336487370856,1.0,0.22235493845408877,0.3230173001751554,-0.04683029595108514,-0.01850175958299237,-0.671536591009024,0.32895454956654924,-0.19267775995162215,-0.712455280319888,0.20989990384190463,-0.5267857634851815,0.6721017144107296,0.5953252986036845,-0.5199556174547727,-0.41938682678459405,0.06540036325736859
Rolandic_Oper_R,0.5281268444934456,-0.04063974826284783,0.31327235417059013,0.46676447282829625,0.0019862282255794055,0.3352541144581658,0.5843379800517193,0.23516797154695965,0.08512161514670881,0.04421103501797196,0.5631583257971412,-0.02070857693757599,0.3555488304823829,0.14214974424147395,0.5663771972968252,0.32920674374707937,0.0762391672244794,0.3655900999517981,0.40154152567550994,0.1934548502770906,0.1496695593564156,0.15465976452303626,0.2544174494570122,0.33516964222144024,0.22235493845408877,1.0,0.20233904622456736,0.45299066220781126,0.5222786508474938,-0.04683009923299423,0.24114499613577478,0.5916611943596032,-0.09377728651555538,0.21737197859529567,0.24144744249287367,0.09245590587162404,0.602055148754599,-0.1368755113661212,0.3193889371775523,0.2132240470086041
Vermis_8,0.385138439715013,-0.16787277858314278,0.11886223671766362,0.05026342046232353,-0.3383805246584888,0.060630587725633414,0.09142710923469805,0.11594096248176025,0.043988450834399596,0.02185109234333366,0.12597254389255086,0.007134660442125129,0.29218494392414257,-0.056709244614851564,0.1319186458651229,0.24408679474671477,-0.08426596919877652,0.005780718115904122,-0.1576443536748454,-0.03149165645130439,-0.2186603862736106,0.07615364454555645,0.24037020888553756,0.07799332389633512,0.3230173001751554,0.20233904622456736,1.0,0.22534340326025878,0.21309039534861202,0.03084068739407132,0.22038383408738135,-0.13198516341288222,-0.019239667882670813,0.19629368926494165,0.25237466021291527,0.2506244916356306,0.09150767798676294,-0.11516727510852952,0.23550378827780286,0.04772874974114005
Cingulate_Post_R,0.31328425900258006,0.28232975480142386,0.39952107805052445,0.15206876419941498,0.07633174162344124,0.45085315757662314,0.42712891519971385,-0.012161540455725402,0.27652648989902606,-0.0053165363291785344,0.47102658622193166,0.23553286952143343,0.09839976531965375,0.17139927213019718,0.47495972522972035,0.08146137349668019,0.16409210638632832,0.23389645231448247,0.39696327040568286,0.32352787923377263,0.34547781374704367,0.43540263621243463,0.4231867902869998,-0.01336793156473492,-0.04683029595108514,0.45299066220781126,0.22534340326025878,1.0,0.47181734716564205,0.21171730533809785,-0.13861294124229842,0.35980282071575065,0.3374260457555777,0.06711108024976395,0.44351499380643183,0.04347055797712487,0.04409509480667465,0.15651403859943855,0.46937772338082584,0.37561260840540267
Fusiform_R,0.31159831910032093,0.47263093130214984,0.3647407816194567,0.3903328740075655,0.23356055998469202,0.5546254422060509,0.6836751786017403,0.1779517742096272,0.006642212234095724,0.006097077850815561,0.3795397557807606,0.3916654774828894,0.0031301451578152435,0.2376502111090986,0.6460765083507852,0.1888973134826155,0.14731858258668032,0.29571638643271225,0.6037177862793806,0.297508298447856,0.4882002604674433,0.3997449582022743,0.4142924127928651,0.3041916917077028,-0.01850175958299237,0.5222786508474938,0.21309039534861202,0.47181734716564205,1.0,0.2412634136338478,-0.15162044038008424,0.5669945649280049,0.3481032155956151,0.15471381013270438,0.6427573595068774,0.17457207115815032,0.28050312659511184,0.2943465849832172,0.7130058174141867,0.6929778760385873
Cerebellum_Crus2_L,-0.3406867539805935,0.05441238733896936,0.43736978930565723,-0.4513085752101853,-0.39653030704645187,0.5323967686165304,-0.14564443103581992,-0.055088000077350985,0.17499892531575822,-0.1349179564465956,-0.1394793393196706,0.8638499911869021,-0.5859430704093361,-0.38526481662956547,0.30751440642150646,-0.6602801838831694,0.2758342833209698,0.020132270958802982,0.12797090092581692,-0.06993785218030085,0.7515849797731358,0.7987509046104153,0.35275556394174157,-0.3581605033029424,-0.671536591009024,-0.04683009923299423,0.03084068739407132,0.21171730533809785,0.2412634136338478,1.0,-0.22779276400756943,0.3007152393215792,0.8110031713996698,-0.16427768286931216,0.7873134320362432,-0.28405074683099985,-0.46035383175097233,0.6271247342006523,0.6673750281133976,0.009007204862859506
Frontal_Med_Orb_R,0.2110219029235531,-0.30705493460091526,-0.184205629857027,-0.039786642415699076,-0.1366027395038541,-0.11155142562257742,-0.13971017334488178,0.3343650838572139,0.028686756452685626,0.027807460908399195,-0.06463013618623459,-0.33128931319844074,0.40368684335775235,-0.05701485421516296,-0.10489629294767767,0.416386050221955,-0.0045171781385224576,0.44708946542094496,-0.3598300282959747,-0.1279449800405325,-0.38548871035610477,-0.20360013575285313,-0.02897163013161712,0.08689431121055963,0.32895454956654924,0.24114499613577478,0.22038383408738135,-0.13861294124229842,-0.15162044038008424,-0.22779276400756943,1.0,-0.24159224506974006,-0.3695918067513133,0.20428723558492648,-0.23851166930385806,0.10314839274672716,0.16162196052117228,-0.3235607223364553,-0.24349554378530947,-0.3116884205176951
Precentral_R,0.15601496417202934,0.25010777817671387,0.5153557105378365,0.4953248731508051,0.1576314974090141,0.38475202371505995,0.4595528189556771,0.07137438266714877,0.09803510391434214,0.08159088726332402,0.38454834688280803,0.3576681411398762,-0.065449024471528,0.06006392204505869,0.5500770363833771,-0.13996130935583811,0.11028417745729437,0.23104718099222776,0.6097271988853593,0.1527640823866322,0.46723649103577736,0.4025175708733718,0.3852181632185995,0.13582344185337653,-0.19267775995162215,0.5916611943596032,-0.13198516341288222,0.35980282071575065,0.5669945649280049,0.3007152393215792,-0.24159224506974006,1.0,0.24193479520794625,0.008540235502477343,0.48052854815214524,-0.059354478873773604,0.305634655405444,0.16080125949289337,0.5384698514611547,0.2577110599191683
Occipital_Mid_L,-0.3454614527789838,0.3479602699613,0.4218930631960346,-0.3904919542887009,-0.09992972176339822,0.562411006781165,0.014582854588207154,-0.20226798203859012,0.15319254810117652,-0.21292035159286027,-0.09098716008644833,0.8572980678546953,-0.654490273962197,-0.3014816337255451,0.40831524353080456,-0.6338199883350294,0.24970479999284795,0.025128783051367783,0.32334527721258105,0.21761763851651236,0.8545546505124957,0.8203242847659914,0.41966744654646504,-0.3803457785945592,-0.712455280319888,-0.09377728651555538,-0.019239667882670813,0.3374260457555777,0.3481032155956151,0.8110031713996698,-0.3695918067513133,0.24193479520794625,1.0,-0.1719596611968754,0.7841809449609617,-0.3478891220923106,-0.520570501914521,0.7341134695488373,0.6937941425139449,0.23569906569521593
SN_pc_L,0.38140993455599675,-0.0853644058605645,-0.08401937890238922,0.16655717386863586,0.04539947274177072,0.0032096974541075923,0.14381202182180144,0.10595818661293739,0.09342508263478908,-0.15477232761270368,0.27423333841528796,-0.1981160266566881,0.20526129065935653,-0.0004913392250216151,0.0819398173910597,0.3303084879882895,-0.019021637206214814,0.11216072049952867,0.05403029919330701,0.027268383516622117,-0.1631715931362101,-0.09194826747705864,0.059264396252983485,0.2667306685493281,0.20989990384190463,0.21737197859529567,0.19629368926494165,0.06711108024976395,0.15471381013270438,-0.16427768286931216,0.20428723558492648,0.008540235502477343,-0.1719596611968754,1.0,0.017998220481766483,0.016212535786383056,0.28837390028297855,-0.17351346758845704,-0.05175420644404166,0.040902104502409296
Cerebellum_6_R,-0.054200458754007,0.2569203249564744,0.623681295171616,-0.1278415037862888,-0.19333522582926177,0.7114102644118989,0.24633097179335323,0.009924681711096823,0.21120975732564545,-0.10106340605361687,0.09796372059582112,0.8586375581904165,-0.43347192707678195,-0.23769756229588831,0.6177818941139324,-0.43184233337472133,0.16764463782500996,0.15316526722905133,0.38823740471859486,0.2077496832494678,0.7681563191446475,0.838975831766972,0.6086219176030009,-0.12153517144947569,-0.5267857634851815,0.24144744249287367,0.25237466021291527,0.44351499380643183,0.6427573595068774,0.7873134320362432,-0.23851166930385806,0.48052854815214524,0.7841809449609617,0.017998220481766483,1.0,-0.2123728843921957,-0.21364672092217166,0.6211428832718608,0.9045601549151235,0.3393822034555016
