,Thal_MGN_L,Hippocampus_R,Raphe_D,Frontal_Mid_2_R,Thal_LGN_L,VTA_R,Thal_PuM_L,Thal_PuA_R,Rolandic_Oper_R,VTA_L,Vermis_3,ParaHippocampal_R,Thal_AV_R,Putamen_L,Frontal_Inf_Orb_2_R,Rectus_R,Thal_PuI_R,Vermis_4_5,Frontal_Sup_Medial_R,N_Acc_L,Thal_MDm_R,Supp_Motor_Area_L,Frontal_Inf_Oper_R,OFClat_R,Frontal_Inf_Tri_R,SupraMarginal_L,Thal_MGN_R,Thal_IL_L,Cuneus_L,Precuneus_R,Occipital_Sup_R,Temporal_Sup_L,Hippocampus_L,Putamen_R,Occipital_Sup_L,Vermis_9,Occipital_Inf_R,Occipital_Inf_L,Frontal_Sup_Medial_L,Cerebellum_4_5_L,Temporal_Inf_R,Cerebellum_6_R,Temporal_Pole_Mid_R,Frontal_Sup_2_R,Pallidum_R,Parietal_Sup_R,Vermis_8,Cingulate_Post_R,ACC_pre_L,Cerebellum_10_R,Cerebellum_9_R,Vermis_1_2,SupraMarginal_R,Calcarine_L,Precuneus_L
Vermis_3,0.22553620651486347,0.5836633724703643,-0.3048417604853743,0.29855816747334457,0.25058054833314786,0.04773663437696944,0.7660162104776275,0.5261763434608744,0.35728210868067123,0.08363774928004505,1.0,0.6207244316172499,-0.46691087502396866,0.8046307940107759,0.5348935390226023,0.49352602955175556,0.6415399519130144,0.5355793047882612,0.39366527053267997,0.6261043688799186,0.27085632018464534,-0.09396236276030086,0.4324040131288376,0.44629163174475067,0.3509802031874709,-0.49997072649449614,0.27311350462064643,0.2468429537564309,-0.46155949506532135,-0.06758840499244032,-0.2246681391096031,0.12853236820375985,0.5701066502616204,0.6783930587605868,-0.5222218898266223,-0.1469826562140316,-0.28616499343020824,-0.28704662909003287,0.4967922875704356,0.6758573844910067,0.05395123896749657,-0.19561138926871177,-0.03999785786540123,0.300620193965018,0.6746867956168063,-0.27545211679988235,0.14765304666901596,0.35942488895118996,0.5851160323889844,0.5667427597128178,-0.2130922787192629,-0.2996271866284998,-0.27029452387357006,-0.4681964374519146,-0.2589325948430107
ParaHippocampal_R,0.2932707833073383,0.7857762559116542,-0.2757591664940906,-0.061299835597068364,0.27849663688358134,0.18572093149260074,0.5965645729470291,0.4653153830963646,0.40932131032201974,0.3369716008925759,0.6207244316172499,1.0,-0.3952941079486115,0.698833959509726,0.48159240295487593,0.5570506780002447,0.49151909362151047,0.5431992285907675,0.29619529151797125,0.510088500146365,0.28685686053693205,-0.3374469688733528,0.2179234859370122,0.6541996956013263,0.30348886122521934,-0.32523309345545137,0.1495545954817899,-0.07802403940699928,-0.21719882726089268,-0.24704641049422196,0.05284512315256475,0.15843857032622213,0.5720360185591513,0.7352991468243846,-0.14232721376840696,-0.15617431307345947,0.05828078708000899,0.03041771243328674,0.3730587138687152,0.5553735812352956,0.3657290653637761,0.029614780868037656,0.1911038035281996,-0.05198936759111945,0.6646604020402157,-0.11024054196004868,0.2483938967940527,0.40571600141864933,0.5321647277435813,0.6965218536847904,-0.11057970578213334,-0.385886148017166,-0.4258253765967427,-0.25645791426660114,-0.2843861080070753
Thal_AV_R,0.04399326383877243,-0.23222385843276572,0.45152530807680363,0.011508171182496744,-0.5631861864736054,0.1337133648861192,-0.5192323954319135,-0.27067706522501367,-0.06497893925324494,0.16503286340210768,-0.46691087502396866,-0.3952941079486115,1.0,-0.5562173542159681,-0.5152664391009856,-0.44120856424249055,-0.6079200182782515,0.023706473815432914,0.01804698974926338,-0.43401578585548983,0.22126411732005696,0.42097183546273453,-0.23405340473928668,-0.5843231544797293,-0.22557207171383276,0.7569478795572397,-0.34040188721806075,-0.09641862781786267,0.5613507712399646,0.5450700100292588,-0.1491733865593254,0.5550335590882027,-0.08198492947464604,-0.4556617128360158,0.24965939415982888,0.5784306593587486,-0.03638307048115968,0.24963842513059753,0.046673691648148274,-0.04620320888596453,-0.06586514332592101,0.32558283986504466,-0.012390525851541353,0.13373532347687508,-0.5073539398328082,0.0018154991286815194,0.16014387873189348,0.09680091011458512,-0.48391893309264494,-0.2665162217573046,0.3918472110980577,0.6266103375823563,0.41544741120934014,0.556189185185385,0.4589142876307153
Putamen_L,0.03987221533681747,0.6357833756290132,-0.3581652708255956,0.25809993437632683,0.4123446472585825,0.038138838073407545,0.7901240164797979,0.5790192934708713,0.5009653385790847,0.15902538249838977,0.8046307940107759,0.698833959509726,-0.5562173542159681,1.0,0.7193849868513985,0.5565930148779357,0.6149825443353654,0.46883527034800593,0.49626605117486977,0.6196082852181047,0.25652505881102444,-0.16299988128288467,0.532447257990889,0.6996961413375005,0.5545828900213697,-0.49911253608983214,0.16737745853681976,0.21763454414115554,-0.4033607451931372,-0.21294201181865866,-0.2879064266403807,0.13543526620823307,0.6234856143454105,0.8412076421119012,-0.4448116006013762,-0.2090719172143571,-0.29760839808141965,-0.17340372134086388,0.5231185477553266,0.6240670018853112,0.15535361336490283,-0.14285545163532876,0.08826218095295174,0.23323311354960102,0.7935642238045904,-0.29408027938757664,0.12419829872018745,0.275089455244682,0.7233898679034584,0.5963008032385472,-0.16537800472311612,-0.3257322455032235,-0.33163085494704503,-0.3603826000295661,-0.3653403681666405
Frontal_Inf_Orb_2_R,-0.005392086282094355,0.445462795314537,-0.15817979169114962,0.3920253184470859,0.47905391459017305,-0.18487994191446178,0.3920190715251977,0.5596005117506625,0.7141633579364519,-0.01171250435942618,0.5348935390226023,0.48159240295487593,-0.5152664391009856,0.7193849868513985,1.0,0.24432346518760775,0.3666888554983215,0.34000928430950667,0.5521794761992314,0.1750254967123019,0.10150504540186184,0.13103293282632889,0.662216149176903,0.6949037958263867,0.773701287614039,-0.3428180722927926,0.05461071267182466,0.061743336777369935,-0.08962621119771147,-0.03306844233673273,-0.08455019259925643,-0.08567098340320238,0.32170135679248735,0.5345811584293425,-0.09633394856948113,-0.1639595514066202,-0.047757367925118796,0.03131460596343929,0.44006249409975423,0.4943317813818088,0.23127986136378947,-0.044099286688529964,0.1606594028913218,0.330379128225819,0.6286208265686034,-0.025859254610176022,0.11459908882956053,0.21591146674617592,0.5077298513031175,0.2833058418472595,-0.07305722480005164,-0.09993911132153341,-0.09755633688331436,-0.08491956226090897,-0.18816100991310394
Rectus_R,0.2513094915192075,0.399539737172759,-0.7170753019354978,0.05383796140687117,0.12239902460533453,-0.18548757974612937,0.6439224907803417,0.03531752914651599,-0.049390416041482844,-0.2100549767853823,0.49352602955175556,0.5570506780002447,-0.44120856424249055,0.5565930148779357,0.24432346518760775,1.0,0.769342924249869,-0.014461552343399488,0.09571253813482244,0.635977336684861,-0.07676435429128244,-0.4250651106713643,0.14650293870394493,0.3885771475554159,0.08567894677726008,-0.5070949376212611,0.46259097083900697,0.021746144382954316,-0.6317453456836883,-0.28434243156758066,0.053200896222983324,-0.11004488628711345,0.5092209730751851,0.48286806158203405,-0.4007018542301731,-0.608429561978462,-0.08864904701363795,-0.48440542917449153,0.1389309710033636,0.050001093523684634,-0.22270700446361244,-0.5956748424836393,-0.3704387192125451,0.027683641708569684,0.5050748190095028,-0.02831461909827633,-0.3198226197561982,-0.20561088000807637,0.6482951891333384,0.4098381909289319,-0.661700577935527,-0.7914200293359936,-0.2484898421395571,-0.7275262811202207,-0.12887897160639464
Thal_PuI_R,0.15495363596546105,0.4062619128015073,-0.613614046485307,0.29481930683910923,0.2645451579251101,-0.20735955853688695,0.7195287732836607,0.1124759078385197,0.05749906288245094,-0.2822147588902485,0.6415399519130144,0.49151909362151047,-0.6079200182782515,0.6149825443353654,0.3666888554983215,0.769342924249869,1.0,0.007885528353991167,0.17414766172170096,0.6119181176095686,-0.16656052193541931,-0.25245517825549224,0.3789350987930905,0.3056935655978733,0.2224635208004663,-0.6571968621728733,0.6350594687548986,0.11780832132044826,-0.7723350009763329,-0.2225708297920064,0.04671036563320041,-0.17504739744920222,0.5485403999327584,0.463714614427792,-0.5147520741774947,-0.6379301003159947,-0.14248449773673744,-0.6584033151076365,0.21313813028350773,0.12004677737130649,-0.35451315273653755,-0.64429049302958,-0.42422034129659014,0.2543684981366922,0.5384421508777477,-0.003751644369273582,-0.4002737853944496,-0.14964517839443017,0.6860529294621933,0.3305756457588676,-0.6763850867997185,-0.6723333266964014,-0.13338738810787507,-0.8143198234639095,-0.10962084192590973
Vermis_4_5,0.09190291012048182,0.5456357917533354,0.3615982623066278,0.03900337674650575,0.15252021033426627,0.45109747159107677,0.3584876118726577,0.5993816546794556,0.521577561933779,0.502065660967969,0.5355793047882612,0.5431992285907675,0.023706473815432914,0.46883527034800593,0.34000928430950667,-0.014461552343399488,0.007885528353991167,1.0,0.42162445129242093,0.3234245574140656,0.660622209535007,0.010614956106342145,0.17540197436189658,0.3001554759900534,0.20222830396940164,0.05020102600466922,-0.2477537969146154,0.22914986748940167,0.11553768373268809,0.0725213598813917,-0.2678210417734819,0.5430180175432829,0.45381373335017416,0.5916230510831217,-0.174068542396829,0.43837035096789595,-0.14341210734171017,0.26560004427815487,0.5659598786720184,0.85725481720776,0.46157129923899537,0.5013310814128384,0.4241976276330024,0.12414911982909203,0.3177593252248238,-0.3489712636066477,0.5794560932349563,0.7139568333622935,0.2726081622523024,0.4848850683565687,0.4669301340760662,0.2513679640019448,-0.28323999314112114,0.2760769202922171,-0.20969331740754335
Frontal_Sup_Medial_R,0.014567806310236504,0.33924728918842534,0.12914458258265119,0.5909453606011318,0.18287137528011327,-0.01935788747929519,0.29966901069496316,0.45268146803648507,0.6500994194367264,0.08263890259380448,0.39366527053267997,0.29619529151797125,0.01804698974926338,0.49626605117486977,0.5521794761992314,0.09571253813482244,0.17414766172170096,0.42162445129242093,1.0,-0.019428709166944537,0.48498222753592063,0.5341889959132944,0.5125783510479901,0.37996755798539783,0.6766409537828365,0.19772408233387556,-0.002631434178331114,0.09880480346602696,0.17055413197760397,0.41862682953931313,-0.09525436206567768,0.41304487394688916,0.5118857488555708,0.36542006099972507,0.03822137822459932,0.13972715557095364,-0.06270774271714655,0.05531555991666249,0.863530772849706,0.5069520152786934,0.14729441561582424,0.05828196361479908,0.04961362994913672,0.6894337129418482,0.48137737099155664,0.0438414825061055,0.158447900452805,0.374913026407658,0.4713398266851162,0.25000652705524645,0.04480344257275201,0.2677231408811839,0.24006053503260089,0.1864118059241071,0.2471030284149214
N_Acc_L,-0.0023087852700008705,0.3802550941178531,-0.35769005474900806,-0.14461767006999432,0.19942344759526903,0.20993569662759995,0.7108498738152204,0.15221385983299202,-0.07406388231201103,0.1914772873693683,0.6261043688799186,0.510088500146365,-0.43401578585548983,0.6196082852181047,0.1750254967123019,0.635977336684861,0.6119181176095686,0.3234245574140656,-0.019428709166944537,1.0,0.11425107506461234,-0.6225603357476791,0.06639178914219115,0.2481286268217253,-0.1407114573799037,-0.5491154246771257,0.17683650811712,0.4131620826704397,-0.6700873170413172,-0.4458726287017548,-0.34058871319005174,0.13064495994600245,0.4468239021473328,0.7154290799175796,-0.6902842914478234,-0.19782450008337543,-0.3776368091731796,-0.3494583091907142,0.22502208995864784,0.34076495700444276,-0.08590774495312334,-0.24370624935888582,-0.030094630015514927,-0.11345062263054129,0.31433852926754074,-0.46620620971594917,-0.04389301543756902,0.1475653471147895,0.6346659962210742,0.4176714908947737,-0.2139234535559311,-0.517092490216526,-0.5307059459872336,-0.5228709021327627,-0.4581320663825462
Thal_MDm_R,0.05672927177096814,0.2734547109006289,0.468059380200266,0.03528869345860097,0.09701451969727733,0.470509329749408,0.22593756497980394,0.5160988996052025,0.28404599801166674,0.44016319124103814,0.27085632018464534,0.28685686053693205,0.22126411732005696,0.25652505881102444,0.10150504540186184,-0.07676435429128244,-0.16656052193541931,0.660622209535007,0.48498222753592063,0.11425107506461234,1.0,0.14567187406132065,-0.03147315113858926,0.1534896902778525,0.06705757463030211,0.2851342298621094,-0.24968752634967661,0.263874053521828,0.26952399210303574,0.19643823822114384,-0.20219319016107037,0.5029156011859126,0.34915174323643267,0.3628471553135638,0.0065893799906609095,0.4913479539734809,-0.06234250439594322,0.2932089035712002,0.556096335998146,0.5633308282483943,0.4010171207511234,0.46264743893738297,0.3421461688328716,0.16091911978609377,0.19488323020456558,-0.2507458802597364,0.4683147520321418,0.6082045422544125,0.18912278130045226,0.3181214268887809,0.41722238416354096,0.33780941524611163,-0.09819364507542064,0.38502535395363763,-0.006303370706869538
Supp_Motor_Area_L,0.024673366022440465,-0.11426106006521042,0.33771988316099233,0.7052012911010325,-0.12990763699665733,-0.2849781108949709,-0.27332093369989896,0.09597250392788015,0.4304501700241681,-0.2886648384542048,-0.09396236276030086,-0.3374469688733528,0.42097183546273453,-0.16299988128288467,0.13103293282632889,-0.4250651106713643,-0.25245517825549224,0.010614956106342145,0.5341889959132944,-0.6225603357476791,0.14567187406132065,1.0,0.4030845220289572,-0.2790024649072339,0.4379463949374698,0.5368826487708224,0.06651124878833248,-0.026835101138020928,0.4406395825899787,0.83729516790319,0.014997348696036573,0.28899378826972416,0.10700214195521313,-0.3968405319316294,0.28711837141215624,0.21278835633589413,-0.046828836702058,0.01821934766880906,0.38899349634549335,0.16701332031804322,-0.21583155015438557,-0.0030419835879470377,-0.2639736510238349,0.7646457100091951,0.016979882377396706,0.2633684696208985,-0.07151720181252655,0.01652201491169575,-0.24861401656197984,-0.30472851224155667,0.05921069955159658,0.6262975579986712,0.770486821130516,0.3762043381364377,0.6959672360560837
Frontal_Inf_Oper_R,-0.08776015320217319,0.4165197220495823,-0.17973365013780587,0.7625384125511764,0.18315280078732304,-0.32375386999652017,0.3479036567084542,0.27601908050086754,0.695302447892309,-0.20361877188602753,0.4324040131288376,0.2179234859370122,-0.23405340473928668,0.532447257990889,0.662216149176903,0.14650293870394493,0.3789350987930905,0.17540197436189658,0.5125783510479901,0.06639178914219115,-0.03147315113858926,0.4030845220289572,1.0,0.2930612522972587,0.8129284984832501,-0.284708969083949,0.23358654133242537,0.0842435696097839,-0.12265773438802528,0.3082314292493434,-0.10105052342917575,0.04150422658352901,0.35846944550947296,0.28389201963337846,-0.1692709062077356,-0.19489126342042237,-0.1707569280008244,-0.21739358667267394,0.3465944605790947,0.3961706450846238,-0.23095591520092745,-0.28730832081117025,-0.20700061236870212,0.6813154637152425,0.5172154895643334,0.11096070879266492,-0.17724749714097676,0.016480251509821832,0.3660171908687193,0.0668719048838428,-0.20247677982133092,0.03530998497127792,0.3721445260827961,-0.14434324928777575,0.17278473160999536
OFClat_R,0.05507576796420587,0.5148218206122893,-0.30754130194230184,-0.07301873114542126,0.4279101376332413,0.060285986162672396,0.45048433111940145,0.5787955676230144,0.44078077930372367,0.28774566094672427,0.44629163174475067,0.6541996956013263,-0.5843231544797293,0.6996961413375005,0.6949037958263867,0.3885771475554159,0.3056935655978733,0.3001554759900534,0.37996755798539783,0.2481286268217253,0.1534896902778525,-0.2790024649072339,0.2930612522972587,1.0,0.5374510820480934,-0.41992384782901254,-0.14726304774092658,-0.18829001281629756,-0.04484469084644867,-0.43017359623483203,0.06083323342668189,-0.18585375742678095,0.19136143275700204,0.6826233784230321,0.045633895827077844,-0.1424030698572846,0.19854730182351799,0.2629110183020888,0.27240366789429427,0.31375969554426136,0.6014678672999714,0.15710996834014748,0.4498641514727992,-0.13289019454221687,0.6826954935860422,0.024372688831070095,0.34787060865472186,0.3098731363807767,0.4805560563033864,0.5918381948220134,0.03604730079335006,-0.3438173623875549,-0.505295584646214,-0.13481642539134392,-0.5188261767605162
Frontal_Inf_Tri_R,-0.043146476098992165,0.41268706905128144,-0.11470591587248012,0.6757542846755431,0.23523545837825996,-0.26945660108886604,0.23267429415779667,0.4166878793212455,0.7893345399031051,-0.04874685737102082,0.3509802031874709,0.30348886122521934,-0.22557207171383276,0.5545828900213697,0.773701287614039,0.08567894677726008,0.2224635208004663,0.20222830396940164,0.6766409537828365,-0.1407114573799037,0.06705757463030211,0.4379463949374698,0.8129284984832501,0.5374510820480934,1.0,-0.15735866940254337,0.04056351917271008,-0.10450929054682083,0.1485392905659872,0.2625180636034019,0.014894351420024307,-0.024787553267351686,0.30419959735164226,0.28497780748435175,0.12468012673696245,-0.10406649158878975,0.02141282872837669,0.055082152006972786,0.4088263622143647,0.3904949489882353,0.10729525676592076,-0.061497090204184604,0.05024269087303479,0.5786777418072507,0.6098981392224371,0.21137903713697298,0.03658159968593383,0.1315880381885719,0.32666665540372897,0.2215205885248828,-0.04904978192491584,0.1212643063929015,0.28719880955707183,0.058787097149772434,0.10083289215285354
