,Precentral_L,Precentral_R,Frontal_Sup_2_L,Frontal_Sup_2_R,Frontal_Mid_2_L,Frontal_Mid_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,OFCmed_L,OFCmed_R,OFCant_L,OFCant_R,OFCpost_L,OFCpost_R,OFClat_L,OFClat_R,Insula_L,Insula_R,Cingulate_Mid_L,Cingulate_Mid_R,Cingulate_Post_L,Cingulate_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Lingual_L,Lingual_R,Occipital_Mid_L,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Cerebellum_3_L,Cerebellum_3_R,Cerebellum_4_5_L,Cerebellum_4_5_R,Cerebellum_6_L,Cerebellum_6_R,Cerebellum_8_L,Cerebellum_8_R,Cerebellum_9_L,Cerebellum_9_R,Vermis_1_2,Vermis_3,Vermis_4_5,Vermis_6,Vermis_9,Vermis_10,Thal_AV_R,Thal_LP_L,Thal_LP_R,Thal_VA_L,Thal_VA_R,Thal_VL_L,Thal_VL_R,Thal_VPL_L,Thal_VPL_R,Thal_IL_L,Thal_IL_R,Thal_MDm_L,Thal_MDm_R,Thal_MDl_L,Thal_MDl_R,Thal_LGN_L,Thal_LGN_R,Thal_MGN_L,Thal_MGN_R,Thal_PuI_L,Thal_PuI_R,Thal_PuM_L,Thal_PuM_R,Thal_PuA_L,Thal_PuA_R,Thal_PuL_L,Thal_PuL_R,ACC_sub_L,ACC_sub_R,ACC_pre_L,ACC_pre_R,ACC_sup_L,ACC_sup_R,N_Acc_L,N_Acc_R,VTA_L,SN_pc_L,SN_pc_R,SN_pr_L,SN_pr_R,Red_N_L,Red_N_R,Raphe_D
Cingulate_Mid_R,0.3745801535665093,0.4626051763618001,0.051207653,0.3349435288688707,-0.034189489,0.585164692,0.5091432304347002,0.40023283253304487,0.48180642002554763,0.23204554631220775,0.15248845313725964,-0.014883627,0.45811000252896117,0.4263584763598091,0.3819756181101112,0.426930485,0.1882336216736566,0.041230958426229876,-0.167505193,-0.289351684,0.1457853122907711,0.033578823,0.1181566961645989,0.17276196518577705,0.15583799025712242,0.1802742941521187,0.071762264,-0.094379129,0.035869908357563374,-0.109467169,-0.019260482,-0.104268476,0.2217731881906534,-0.069762851,0.3986201107698038,1,0.4641608239055804,0.4652295241707601,0.41359442427484333,0.19595305228083246,0.2863668017640113,0.19184219924196355,0.19061484571081294,0.1770072865591786,0.20944763486470408,0.12630149730178591,-0.083413123,0.15978759622756325,0.1699949145309745,-0.027465283,0.220650141,0.10362647117515213,0.18171638046087024,0.3197584476330174,-0.073789187,0.007128833,0.13187549473030588,0.096000968,0.3042122773203482,0.2703352857006057,0.000962317,0.002728423,0.064043933,0.14046052957326377,0.19069844636976999,0.3188747289196004,0.15474907761875473,0.14147365525491976,0.5050046688396008,0.22844025897472559,0.180481152,0.49508478087824004,0.4959378643019832,0.3487005457586377,0.26506543778641495,-0.007694158,-0.128532021,-0.23373498,0.23381929565895107,-0.095596753,-0.087700074,0.031294147,0.2002251196272795,-0.052794538,0.101572656,-0.048064854,0.071565577,0.030948632846647537,0.1763686530728764,0.2340065230317186,0.4079055951752359,0.3532960589132595,0.15392025221937125,-0.029112534,-0.015329283,-0.022657157,-0.087091812,-0.128181822,0.13551318813183078,0.083533185,0.4861636023837816,0.12402830697926827,-0.066688818,0.044989298,0.19821120282652502,0.4007934161258113,0.061432751649613086,0.17401687259785242,0.18579393065407454,0.24236630329474682,0.34239801082526244,0.18909073051416764,0.4467866567227741,0.1534244357665708,0.091922591,0.16148884393791743,0.40955091218354267,0.2255369873657051,0.2104896822219271,0.4150961045757875,0.1839066944425264,0.11580944034280309,-0.020309631,0.2190595223238797,0.3966107274927561,-0.024139408,0.17115639366184118,-0.050872873,0.3784087696689379,0.1815785331576627,0.071922078,0.033145784,-0.190868522,-0.230960778,0.055068129,0.6220168403656656,-0.161575339,0.073203176,-0.11163016,0.075661688,0.080483853,0.080050299,0.191851931,0.21192526842484213,0.25768780196874547,0.077008001,-0.214671038
Cingulate_Post_L,0.21659317637835598,0.063051554,0.43371460961373864,0.5302550186580255,0.4989381110602141,0.6489069821462599,0.17716110693227521,0.7056906791127932,0.7802597729625432,0.5021090997732108,0.5492221771881828,0.504805493,0.10239976132356962,0.6618833934848806,0.5505147218297087,0.5614358444225378,0.10276691423024462,0.31964057903604126,0.38741997009626983,0.24266977142688415,0.000216884,0.02841342,-0.117087719,0.023532201416225855,0.10506019218177866,0.096640113,0.38989345976636763,0.12622411142254727,0.28611417229402647,0.39770463519526195,0.40285054466948067,0.059017309884889145,0.4809997729965608,-0.033715882,0.8146245727952459,0.4641608239055804,1,0.3997171184193718,0.5750392604835957,0.7276588921318556,0.697076124,0.5863348081160542,0.510500997,0.44438872391939854,-0.257892936,-0.265383102,-0.355515096,-0.297391746,-0.228981935,-0.411793972,0.17925037338638403,0.22325384554712138,-0.117005839,-0.03463011,-0.396365944,-0.320208317,-0.154622293,-0.247485937,0.053079395349062954,-0.169664887,-0.406404775,-0.371415644,-0.201805275,-0.062041797,-0.194225923,-0.053620955,0.4723162937214881,0.21167407447447525,0.2297397242078105,0.5366435203570986,-0.002288031,0.19813979662889056,0.41375274064952317,0.6113156812267924,0.037675123,0.26212571473104135,-0.11373296,0.080532099,-0.058933484,-0.253162419,-0.241212088,-0.178208558,0.19059664570455054,-0.173262287,-0.225882908,-0.282738742,-0.127395932,-0.259777017,-0.264247932,-0.093704341,0.6723539095050259,0.5686494256928079,-0.180875021,-0.115281069,-0.216209176,-0.284443408,-0.084015879,-0.209827233,0.6313341796742062,-0.271197162,0.6972923193888507,-0.129917397,0.3007146205867857,-0.226174059,0.6339173478240883,0.6554092018361222,0.47315135150679005,0.35401571684125727,0.7035723872910018,0.7710688337158861,0.6865049330296751,0.7411153903510397,0.021249387940067897,0.6559273092204146,0.24220342815513818,0.552606851,0.6582098059985925,0.4429840728243486,0.6222147594506223,0.12353368804556845,0.759034937,0.3565452605867688,-0.12231689,0.43081165911127456,0.6471261860791695,-0.257044474,0.7207576404142925,-0.07628856,0.6085490400668145,0.620394946,0.5779793690016851,0.17672572555882715,-0.068264776,0.4944811952984747,0.5959173078405455,0.677482471,0.42400992048200004,0.5348611238908405,0.2957350627571649,-0.017298076,0.5345697204767657,-0.187096909,0.2218258761971655,0.4344840591194183,0.48746855589934024,0.26585432251239777,-0.291126825
Cingulate_Post_R,0.6174498043312286,0.17565523881161987,0.4934867562203503,0.46054147581848515,0.360050709,0.005333924,0.5886613391624462,0.3105674544940635,0.15486684,-0.057443221,-0.130667106,-0.17981505,0.5182715932373294,0.424003165,0.5506048404130124,0.5903358184358559,-0.120122151,-0.206140167,0.3975257517075323,0.34417149575422895,-0.000443549,0.05889753,0.15202975260078078,-0.100864013,-0.01237577,-0.035629699,-0.170199409,-0.101200462,-0.176609971,-0.113703245,-0.249181246,0.005902822,0.5025278572060308,0.4952834446655766,0.4399390207242819,0.4652295241707601,0.3997171184193718,1,0.5612195242215405,0.16411270407648504,0.19155813867217697,0.16682290929870333,-0.105646458,-0.185689606,0.6085140249249275,0.592766328,0.4786721999540464,0.5235610271869705,0.5167602783443206,0.4665070762856033,0.4941609066410458,0.34646920758204547,0.4170458289438923,0.13923925270130097,0.2501970953605453,0.18787399035967595,0.30318800587866573,0.23956204201440273,0.3953589799595922,0.426884087,0.3694960870977296,0.42559616876328893,0.3780289901625932,0.4145751940869929,0.28206249916961207,0.019333934144538593,0.29788227013924995,0.039615599129026374,0.21605036370587474,0.25011719388513337,0.393330114,0.5246549519456374,0.3883733380730123,0.3573404980242682,0.5818731612079359,0.422196013,0.17420623342500496,0.22310928583543038,0.5035040685078018,0.4864467510751361,0.27335079770938564,0.16715992507141225,0.2414408281967161,0.3672156080312743,0.34673619997967375,0.3637586951104381,0.2385024809696935,0.2276099937290892,0.5209668326979108,0.6034066264025952,0.4205562290511546,0.4833333368791868,0.5161753453603669,0.340127586,0.3756757825238612,0.2702503878736781,0.3948465199273123,0.4027811818008059,0.13527157142191665,0.4960376966241327,0.25350008439098043,0.3662445740445737,0.2482307136405549,0.46218501826885694,0.025858949744641452,0.062305063170824716,0.071996119,0.19876383832788896,-0.127790162,0.008856414,-0.058943683,-0.097764112,0.28537671584940244,-0.018077262,0.2534223437559167,0.4080428517579915,0.065528453,0.2447796127059987,0.17386524118604021,0.10443379017342459,0.20601088877002777,0.065468086,0.4322045671493835,0.2752850283158011,-0.015031246,0.5817148997510194,-0.076935242,0.6014392084057275,0.11553879041876072,-0.132314839,0.011117278600856928,-0.176664134,-0.15846402,-0.10741563,-0.193334597,0.039581830429617396,0.40089835286783254,-0.146115705,-0.143445996,0.1377623107252964,-0.084074136,0.35010820469982395,0.066623539,-0.048151021,-0.032141391,0.20676732386963137,0.3752032962612671
Hippocampus_L,0.35655224900597143,0.17064141209964315,0.4776738235036404,0.44438696667988786,0.446036801,0.2652736209049572,0.33278208097128914,0.3826106143897157,0.4291386256053127,0.1357411512785845,0.2296438029059149,0.10578968225553605,0.2711029161029662,0.4652223306407746,0.5780687759658435,0.6146311748490496,-0.079519732,0.05319835,0.3225828745138679,0.30486905686975996,0.13654540282061983,0.183803962,0.12743779819706907,0.029116889,0.072221788,-0.098585321,0.1139420070231578,0.008296285,-0.034954844,0.13469537888634192,0.14360834314415397,0.000478542,0.4277118629491535,0.15841431848687854,0.4817884186630181,0.41359442427484333,0.5750392604835957,0.5612195242215405,1,0.5095209634966354,0.5669666059826136,0.5884782632631812,0.3526879698978823,-0.014191188,0.13534545421245633,0.077508276,0.092034129,0.12298381519814652,0.046183807,0.008823504,0.4794860208512286,0.1774363695235136,0.12334574650410497,0.10599057033189435,-0.020989612,0.009695698,0.057933488027555526,0.089917615,0.21872998089103785,0.12470116792565535,-0.017936891,0.030126435577407875,0.086222319,0.22456381340305392,0.064318729,0.014129410819410843,0.5618209380741226,0.18930925052794664,0.3602586897428276,0.3793772866112667,0.44565093216678764,0.47716008921635283,0.32981708879165045,0.4888945453405191,0.30093782906231603,0.24946199514426354,0.071257568,0.013190983827648767,0.3027043153840353,-0.007393325,-0.052874923,-0.087359914,0.34455287268048485,0.009176216,-0.012423978,-0.044958378,-0.049968558,-0.142551291,0.08992797,0.24754599573008643,0.5949767681718862,0.5720887040986422,0.062902969,-0.002951502,0.018773741934017905,-0.162722258,0.043893843956216025,-0.012294039,0.38967601071854424,0.15863730850002009,0.5938265762683815,0.044673765849293834,0.20723089511693474,0.094527885,0.13549681827973442,0.28513652303095416,0.300789044,0.3403271437975501,0.21298225060637876,0.45445015,0.38054631916579407,0.3806568326236585,0.3050860329727296,0.3602939601583115,0.4725051430309878,0.3301210474483455,0.49483835109773067,0.4960533368914026,0.4079736719018897,0.34312845081327203,0.524025789,0.22016445380003166,0.20165920760274667,0.6259501591115009,0.4179324944930973,0.19601624006144774,0.3281421390677273,0.38177636876381965,0.5210838615040239,0.22162922718948752,0.14415206974285286,0.076997025,-0.159583487,0.2616189090671776,0.15272939282705433,0.3368126797543118,0.37331985163829995,0.1623131935851515,0.17333763146588135,0.341290765,0.19074164589213946,0.34620484408754526,0.509365962,0.4585118607387089,0.4335908886127517,0.40494809361403544,0.045092875
Hippocampus_R,0.002734262,-0.204328256,0.3072694713799943,0.31310521866554747,0.3432358427361771,0.5398782295850789,0.11018711763198846,0.7461709413589752,0.7939380900878319,0.7253293953718538,0.6722035795876327,0.8027350120867689,0.13681599334799482,0.7125343895629533,0.3732384926859835,0.3760992974716806,0.2365616546338486,0.6425792270695229,0.323000484,0.2746710530242853,-0.163433313,-0.136370784,-0.117622892,-0.011892437,0.033672572,-0.10230659,0.4680641622130977,0.22299729050886888,0.35157496740000327,0.7492350047479739,0.5145882977493149,0.11872952243625182,0.5277475372089575,0.032873253073122374,0.5515352322216991,0.19595305228083246,0.7276588921318556,0.16411270407648504,0.5095209634966354,1,0.6787652485033797,0.8530649575981508,0.5698860020117728,0.6697935010320291,-0.402422893,-0.465797987,-0.508719645,-0.362824717,-0.389840588,-0.620923819,0.025177155330135852,0.40740220669311483,-0.180122498,-0.262056152,-0.394109476,-0.454901757,-0.204002657,-0.392437832,-0.150924038,-0.452429599,-0.58099692,-0.575109298,-0.317631416,-0.222829704,-0.322031141,-0.181343386,0.5668348085083321,0.5378251286889224,0.3634930880335044,0.7768810935983774,0.036087458,0.083000514,0.43649788921820654,0.7271648246749411,-0.105336368,0.5066955533424631,-0.288749757,0.22276664436492252,-0.353742244,-0.232878166,-0.470720222,-0.469214788,-0.081947182,-0.086899224,-0.482134379,-0.36542079,-0.269229995,-0.438042865,-0.509947029,-0.200664621,0.7166004173463892,0.5925143616957385,-0.35372969,-0.118151421,-0.414107886,-0.476127457,-0.099018159,-0.387428657,0.8049924531281027,-0.577487756,0.7255240577235718,-0.427418455,0.31939115821860187,-0.36393139,0.6683854239643374,0.720347389,0.6078703240941399,0.2356027640680866,0.8309622692301466,0.7839335888365434,0.8141284240001079,0.8047765171166505,0.1876055318844424,0.5746634231562797,0.44906953549413436,0.3338615617568294,0.7924432311137634,0.3071976684976873,0.8078487240340095,0.2839459114551354,0.7997510703485757,0.6605779615512578,-0.174518163,0.5766005126324136,0.703449318,-0.353445268,0.874528272,-0.216662416,0.693715909,0.5934620549763162,0.7203405712849197,0.43432007645634085,0.045642979,0.6365945831712155,0.7936031684019242,0.6543632205701777,0.44381058583547356,0.6919208634859682,0.6431853093948653,0.063999083,0.7207840338261753,-0.390663825,0.2759406160483054,0.5014803470298161,0.46466800293144356,0.33020613909781665,-0.409517896
ParaHippocampal_L,0.12182831152696688,0.2782959108763604,0.4977821333150353,0.5735960260367906,0.5586381662478359,0.5348829536014176,-0.060658778,0.46661410551494864,0.6430571881420684,0.3676574419561504,0.6513499027815517,0.5382740643214068,-0.08799967,0.5876962836723241,0.5128368444862759,0.5632378588979325,0.2118050176372867,0.47336310777278173,0.3874724155058676,0.30698927146462585,0.23542236416447526,0.25960336733000244,-0.081814702,0.16131757902053548,0.3337053893994332,0.10419454087044376,0.6021102514724196,0.27415505942005297,0.3571042786702939,0.4887895222328851,0.6411368460426354,0.005961579,0.3547872304072626,-0.146503181,0.5667944224816012,0.2863668017640113,0.697076124,0.19155813867217697,0.5669666059826136,0.6787652485033797,1,0.7043142608825741,0.8019675186716091,0.4379431511483873,-0.300825066,-0.366996643,-0.279735917,-0.386629346,-0.426271227,-0.36762572,0.20457821920251298,-0.013942708,-0.126952907,0.20975736800378408,-0.190188034,-0.046693784,-0.170887093,0.064478324,-0.041502909,-0.007238121,-0.326240775,-0.210725143,-0.070560226,0.10133202085936074,-0.053104884,0.1363805661539422,0.5485573655875059,0.33516813823902486,0.3536541777708555,0.5724006696194419,0.1642443037448585,0.29483965429685405,0.1533316395215038,0.5404274921985897,-0.061839228,0.12187614146888383,0.018640272492013058,-0.156293983,0.013558455909196384,-0.432090782,-0.315201022,-0.438504267,0.32976761134872407,-0.372208745,-0.306118638,-0.410817746,-0.280418247,-0.478754372,-0.44778363,-0.219668707,0.5013715288455984,0.40458118667626813,-0.367942627,-0.363380492,-0.267904453,-0.539569471,-0.261876061,-0.238535091,0.5525763867332553,-0.365017681,0.6578164575334599,-0.256709918,0.14225416057059542,-0.31112771,0.45698190632213936,0.5701946371844182,0.45898362415773136,0.5206599192952188,0.6207252932402304,0.7689653233721105,0.6827032761862589,0.7029458661975332,0.1636195197990961,0.6128510701680194,0.33539636075644325,0.2888929931068821,0.7551226277362746,0.41627662255001335,0.5230093633723746,0.28984019370318775,0.6242499010419508,0.4222799274926565,-0.211221215,0.44331323741126094,0.6309819408600392,-0.32995565,0.6304367221400472,-0.136070033,0.5985935042463875,0.49675972480068653,0.419925021,0.4276112679537224,-0.033750642,0.562327546,0.546889172,0.5508980249639882,0.2982893031792543,0.6416566437427361,0.48969248055449854,0.18892211215162658,0.5937788926549293,-0.162285618,0.3834179918099437,0.607833998,0.5113614094433392,0.22070373999771356,-0.431978671
ParaHippocampal_R,0.12966787225490187,-0.06612492,0.30742130998452705,0.29246946451323286,0.32208262901490425,0.4319240554314552,0.13178271424768673,0.5893211648828939,0.6340403327438987,0.542433736,0.5514444480603711,0.608369377,0.1747955794909432,0.6002512783698124,0.5056708354203843,0.4470127803892287,0.22517227304818746,0.532236622,0.27663106779754926,0.23878942676166032,-0.131509196,-0.014711595,-0.068013585,0.1536585386375041,0.080281561,-0.199990111,0.43768267622861967,0.21444154810083219,0.40520905127096846,0.6922207165019069,0.4505025295129404,0.003635676,0.43509175459310545,0.023865479071681597,0.49067254456968173,0.19184219924196355,0.5863348081160542,0.16682290929870333,0.5884782632631812,0.8530649575981508,0.7043142608825741,1,0.5669683889670836,0.4819547052277093,-0.279597803,-0.345349023,-0.306549202,-0.257478156,-0.306490049,-0.479140496,0.06751689,0.3216091215310857,-0.003307585,-0.087152312,-0.177109566,-0.243937035,-0.002052587,-0.221819105,0.014309882733029928,-0.291829477,-0.378855734,-0.386812845,-0.127825242,-0.035854732,-0.077274793,0.010189077917257813,0.49028019773461956,0.41481881079565414,0.39964017338111424,0.6371145756052592,0.19961588205455666,0.2629688868747185,0.4004892212036088,0.6227504238835112,-0.15878899,0.39464199008021367,-0.286259948,0.11109811895224866,-0.26285044,-0.213824031,-0.530032734,-0.415938248,-0.056371202,-0.03110037,-0.433076078,-0.250285734,-0.284778906,-0.403057445,-0.424175775,-0.040095668,0.5666718470771609,0.44721891498504224,-0.305002695,-0.140216891,-0.365589676,-0.479012156,-0.14111615,-0.353735538,0.6193409229523379,-0.4296207,0.6341657233066157,-0.432354602,0.1816332682931059,-0.295655963,0.467279753,0.5329463559407118,0.5846866876094754,0.17663774950233788,0.6695012461134073,0.6830183860958499,0.7806177063292348,0.6518800149810181,0.2602045066358134,0.44856582274616175,0.5129461267375978,0.26303458161618937,0.8237548812521768,0.3747693024797976,0.7081243375348081,0.297744437,0.7063632875438955,0.6481034734240956,-0.054113346,0.6620051014335376,0.5368324976660013,-0.271091529,0.662958841,-0.122155944,0.7327145674623545,0.3430038453920764,0.4916436373615927,0.3783689328910734,0.012140273952214902,0.601045287,0.6159732179097444,0.5244347543973259,0.28638862741521104,0.5723685750686436,0.6077817786703517,0.26571836476323285,0.5418494308966487,-0.155899553,0.4813909402008722,0.5149679751787667,0.48952948810550667,0.3687050548754322,-0.350411899
Amygdala_L,-0.139279545,0.4215219167139077,0.38994557248327905,0.5145452529543713,0.45582743365486794,0.6378131173072351,-0.371494365,0.2517445948818269,0.5843688408684875,0.32470090023967646,0.8264529352444645,0.560777187,-0.392613645,0.38224756833130974,0.3370601902031875,0.37823052267768165,0.20545449830435844,0.5680596336854966,0.2268602659859374,0.1869157557667277,0.3895777644622753,0.4017056838721081,-0.047708034,0.087089939,0.43206167649461535,0.050377374,0.74718026,0.3354938455874571,0.32505387389519785,0.48326063602821406,0.8359913843054543,-0.072107219,0.081553792,-0.476178296,0.3020188575089854,0.19061484571081294,0.510500997,-0.105646458,0.3526879698978823,0.5698860020117728,0.8019675186716091,0.5669683889670836,1,0.4918937048901777,-0.534447473,-0.662789578,-0.475805736,-0.557949312,-0.69504628,-0.561141535,0.045625887,-0.353763367,-0.346588339,0.33493877136497713,-0.242126101,0.010687811501845973,-0.339636157,0.12982047612653594,-0.279811453,-0.079241642,-0.473582519,-0.318369579,-0.180507818,0.007733101,-0.087794578,0.26323692868551757,0.5323329121218326,0.4302793926914779,0.4611586658236056,0.4705632535475332,0.13874859208242277,0.2991154733426536,-0.096641201,0.39651203602368107,-0.325622026,-0.189993404,0.03996824,-0.414141282,-0.085523647,-0.756441077,-0.397702726,-0.538047503,0.3750015057357683,-0.659049726,-0.461119218,-0.640396735,-0.447320782,-0.715049022,-0.675169753,-0.500471938,0.3461182903629194,0.22366628126458876,-0.642715067,-0.67578161,-0.489104847,-0.791731147,-0.572012244,-0.403996942,0.41050724688988194,-0.613924731,0.6685874463065337,-0.477340625,-0.056345147,-0.544866244,0.4148979212729648,0.6465473479865235,0.3620283780208251,0.3919488868733484,0.6405089567624603,0.8276278669807823,0.7681984034145708,0.772059907,0.23960397231122327,0.6589048921343337,0.3646582768216664,0.062425853,0.7560241423705735,0.28554794471448014,0.35330826745949484,0.3876536530987002,0.5562278261583014,0.4663215339898807,-0.492088477,0.29484547972022246,0.7627846024488739,-0.595656367,0.6929765038452103,-0.378213569,0.613112721,0.48241144926218327,0.43243010650318836,0.5288834458230327,0.042457264018784906,0.6459808838801837,0.6419643082589016,0.6121736578995192,0.094615118,0.665233855,0.4615464210619969,0.2189785187053052,0.6609677908737651,-0.427916626,0.41376854376041916,0.6770605338083476,0.6762528220559018,0.2323852243055553,-0.711415071
Amygdala_R,-0.096269707,-0.104133554,0.012802316405246268,0.082983176,0.019474055919096806,0.5084316857788849,-0.038282619,0.5315609173690083,0.6549937235494641,0.6883662940706837,0.6772674406224286,0.8242869595492357,0.033980407,0.4901565469735754,0.031338633,0.022429919783213445,0.4290408999561074,0.6987777033888344,0.017360007,-0.032131517,-0.211591348,-0.284843703,-0.162697954,0.056499394,0.11851280639843641,0.065757863,0.5118886526786034,0.23799481413552595,0.5248465340451427,0.5841393448557948,0.542203768,0.12612862686697401,0.2910556519469766,-0.217355811,0.23491174063006398,0.1770072865591786,0.44438872391939854,-0.185689606,-0.014191188,0.6697935010320291,0.4379431511483873,0.4819547052277093,0.4918937048901777,1,-0.455189853,-0.505207891,-0.594607012,-0.510737171,-0.456302802,-0.666183476,-0.384107035,0.26016200376860754,-0.094425519,-0.085110892,-0.271680065,-0.325441395,-0.087297916,-0.316916131,-0.090382041,-0.408825114,-0.505337684,-0.527291464,-0.214253011,-0.230031192,-0.170677455,0.10291262818435981,0.19950996159453027,0.4612726164636171,0.27770324530789053,0.5683293594990395,-0.312576998,-0.016653376,0.3926004686580824,0.4017124119441973,-0.298753484,0.16548114343582093,-0.372115683,0.075804008,-0.504571011,-0.355618557,-0.5073675,-0.450444707,-0.297254388,-0.200890897,-0.595255525,-0.466050583,-0.354776783,-0.423671747,-0.55762697,-0.36160786,0.407728239,0.2294593211043487,-0.455488866,-0.277045127,-0.599075163,-0.441232721,-0.294184458,-0.438807309,0.5309075806630694,-0.739373362,0.5433693678851859,-0.507153155,-0.006832839,-0.575494655,0.7370037145749172,0.7078078223608048,0.366534812,0.086907525,0.781436063,0.5573058260074863,0.6594979362969127,0.5680536989426156,0.1553894869057641,0.46289862562940765,0.092161053,0.163223182,0.6165134387703826,0.040964213,0.5228420525557415,0.3390318651008496,0.43611574581543117,0.6034147772631595,-0.439513873,0.10204479945201814,0.6281540527108862,-0.610567996,0.6570293920591284,-0.65236263,0.47040538854292074,0.48228221518998987,0.6301882991880612,0.4931614234770323,0.11401187907210349,0.4127375183884048,0.7571995520190887,0.6272287750145945,-0.014260997,0.7349296592310016,0.48258738059126516,-0.264179453,0.6732903749814809,-0.658696385,-0.036086477,0.32490844507314126,0.3506426140439405,0.077416281,-0.695972629
Calcarine_L,0.5524610247094283,0.059003925641173835,0.077927508,-0.009568968,-0.01784667,-0.442074765,0.6324930335133842,-0.167022877,-0.302042969,-0.375715426,-0.510008199,-0.557503529,0.5801039107525175,0.025289737,0.17678002251797503,0.17692891422387724,0.056368654,-0.36066651,0.048703001,0.015541697549081525,-0.152380035,-0.133707013,0.2152617092516619,0.051669714,-0.130694391,-0.081706457,-0.435893378,-0.224113193,-0.142279354,-0.402531304,-0.582305012,0.020614975405763226,0.25685761958398695,0.6225705057657411,-0.127428564,0.20944763486470408,-0.257892936,0.6085140249249275,0.13534545421245633,-0.402422893,-0.300825066,-0.279597803,-0.534447473,-0.455189853,1,0.9195497514659515,0.7886160980815585,0.8654413058545973,0.8537891309182698,0.8208225286927813,0.4244002063919049,0.3152489430525914,0.6001066613143033,0.11282656349482881,0.48303659402482346,0.32114021187132963,0.5039932381914473,0.3174505386041066,0.533835116,0.5022360274504147,0.6784678841372654,0.6359727214418746,0.58482547,0.40582367294463506,0.4313682703556724,0.10607971922919032,-0.080986831,-0.129305534,0.11625283319411882,-0.098385597,0.39765388394036655,0.45195084765484833,0.21416452255935747,-0.031705529,0.6478581756748849,0.24402660087340777,0.3014593537201161,0.20695824174165284,0.6454571481082937,0.7297484164290639,0.43484020467112827,0.3642874536171998,0.13441225717237645,0.5799996708430514,0.6286242174497735,0.6804897467344471,0.4763184224560466,0.5857220252617539,0.8002370247055848,0.7839945309166989,-0.005857965,0.12898780258211853,0.7973407387904808,0.5669735764111964,0.6110120299427675,0.6099363954957872,0.5468122231946204,0.5961077677535479,-0.267397322,0.7838131656523853,-0.245980259,0.6545491293511031,0.058953092,0.7492910576039367,-0.466269264,-0.456615762,-0.181188276,0.001287649,-0.61285876,-0.548917979,-0.555282846,-0.64746304,0.3473998518558129,-0.547571857,0.05083896,-0.042172958,-0.356614297,-0.165777304,-0.209326714,0.055945426,-0.381540879,-0.161948988,0.6202340485990792,0.039404318826415395,-0.526896417,0.7948228697587433,-0.653114924,0.6469892047361665,-0.291629787,-0.4585993,-0.516942816,-0.247933398,-0.078523348,-0.559826923,-0.645595447,-0.426156428,0.009756698,-0.439698926,-0.259613309,0.13973442031317812,-0.430852422,0.5379529027436669,-0.141330169,-0.331041027,-0.481086356,-0.12502841,0.605739938
