,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.34533845303249144,0.24400594961310373,0.027965949985737593,0.3739944625544672,0.5196334082503745,0.06439881820990649,0.23275056664060081,-0.057575180072116074,-0.1926743917403848
Thal_MDl_R,0.34533845303249144,1.0,-0.01530079257065313,0.1821013394479249,0.001719549243379195,0.2239318404245622,0.05233433192210423,0.060616360927466396,-0.036685231222151816,0.1550250544556297
OFCpost_R,0.24400594961310373,-0.01530079257065313,1.0,-0.07148898795076732,0.5483673920022745,-0.09772300147930266,0.18275635834994303,0.15244135339376128,0.02909991999668845,-0.03577708439407956
Temporal_Sup_R,0.027965949985737593,0.1821013394479249,-0.07148898795076732,1.0,-0.4977279200980007,-0.14755783503297099,-0.09361687428480439,-0.33082025048851577,0.7225548530394649,0.08051939760100993
OFClat_L,0.3739944625544672,0.001719549243379195,0.5483673920022745,-0.4977279200980007,1.0,0.1859084161640864,0.05561245360585312,0.32412579853954177,-0.44765215676719655,-0.19866698079640993
Heschl_R,0.5196334082503745,0.2239318404245622,-0.09772300147930266,-0.14755783503297099,0.1859084161640864,1.0,0.05487448810820582,0.2781040613354082,-0.40701375305681525,-0.24412277278761668
Cuneus_L,0.06439881820990649,0.05233433192210423,0.18275635834994303,-0.09361687428480439,0.05561245360585312,0.05487448810820582,1.0,0.18101951521551515,-0.18412308952155929,0.24693958214792058
Occipital_Inf_R,0.23275056664060081,0.060616360927466396,0.15244135339376128,-0.33082025048851577,0.32412579853954177,0.2781040613354082,0.18101951521551515,1.0,-0.28097252352195967,-0.10658198429653394
Temporal_Inf_R,-0.057575180072116074,-0.036685231222151816,0.02909991999668845,0.7225548530394649,-0.44765215676719655,-0.40701375305681525,-0.18412308952155929,-0.28097252352195967,1.0,0.18706845930243263
Vermis_8,-0.1926743917403848,0.1550250544556297,-0.03577708439407956,0.08051939760100993,-0.19866698079640993,-0.24412277278761668,0.24693958214792058,-0.10658198429653394,0.18706845930243263,1.0
