,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.10298456834185812,0.13495552898576488,0.12575723987333684,-0.11645277246021178,0.009069777183697843,0.07475678366889454,0.1533136916181228,0.03935739872405639,0.32007957768891804
Thal_MDl_R,0.10298456834185812,1.0,0.07139840446507517,0.26433038518137675,0.23662099331158157,0.4168236595671701,0.06759356109966207,0.19908864434953658,0.12439685283890951,-0.043406287586302814
OFCpost_R,0.13495552898576488,0.07139840446507517,1.0,0.1147112788966611,0.0015892338567490784,0.08633417516490027,0.05509291702098163,0.15646550146466773,-0.0925548811223032,0.2809708542443981
Temporal_Sup_R,0.12575723987333684,0.26433038518137675,0.1147112788966611,1.0,-0.04858917739207216,0.7251712379828547,0.4025694972110705,0.39903288967286993,0.40240582367641436,-0.3381403890896927
OFClat_L,-0.11645277246021178,0.23662099331158157,0.0015892338567490784,-0.04858917739207216,1.0,-0.05689658354865576,0.09077472722774861,0.006080607098762973,0.11203641750964678,-0.12095780363223356
Heschl_R,0.009069777183697843,0.4168236595671701,0.08633417516490027,0.7251712379828547,-0.05689658354865576,1.0,0.06008212680471892,0.13381691607116317,0.009637517738574873,-0.23255228712146858
Cuneus_L,0.07475678366889454,0.06759356109966207,0.05509291702098163,0.4025694972110705,0.09077472722774861,0.06008212680471892,1.0,0.4671712316429457,0.4832021857111025,-0.22773779384206805
Occipital_Inf_R,0.1533136916181228,0.19908864434953658,0.15646550146466773,0.39903288967286993,0.006080607098762973,0.13381691607116317,0.4671712316429457,1.0,0.4283450547351208,0.021452882994714626
Temporal_Inf_R,0.03935739872405639,0.12439685283890951,-0.0925548811223032,0.40240582367641436,0.11203641750964678,0.009637517738574873,0.4832021857111025,0.4283450547351208,1.0,-0.20223562711689425
Vermis_8,0.32007957768891804,-0.043406287586302814,0.2809708542443981,-0.3381403890896927,-0.12095780363223356,-0.23255228712146858,-0.22773779384206805,0.021452882994714626,-0.20223562711689425,1.0
