,Vermis_7,Thal_VPL_R,Caudate_R,OFClat_L,Temporal_Inf_R,Cerebellum_Crus1_L,Cuneus_L,Cerebellum_8_R,Thal_PuA_L,Thal_PuI_R,Vermis_9,Olfactory_R,Raphe_D,Insula_R,VTA_L,Rectus_L,Thal_VPL_L,Thal_PuM_R,Temporal_Pole_Sup_R,Thal_MGN_L,Fusiform_R,Cerebellum_9_L,Cerebellum_6_R,Frontal_Sup_Medial_R,Frontal_Sup_Medial_L,Thal_MDm_R,Calcarine_L,OFCant_R,SN_pc_L,Pallidum_L,Frontal_Sup_2_L,Rolandic_Oper_R,Cerebellum_8_L,Frontal_Inf_Orb_2_L,Vermis_3,ParaHippocampal_R,Thal_LGN_R,Amygdala_R,ACC_sub_R,Frontal_Med_Orb_R,SN_pr_L,Cerebellum_Crus2_L,Hippocampus_R,N_Acc_L,Cerebellum_10_L,Precuneus_R,Angular_R,Thal_PuM_L,Occipital_Mid_R,OFCant_L,Cerebellum_7b_L,Occipital_Inf_R,ParaHippocampal_L,ACC_pre_R,Frontal_Inf_Oper_R,Thal_MDl_L,Thal_PuL_L,Temporal_Pole_Sup_L,SupraMarginal_L,Temporal_Pole_Mid_R,Precentral_R,Temporal_Mid_L,Postcentral_L,ACC_pre_L,Vermis_10,SupraMarginal_R,Temporal_Sup_L,Occipital_Mid_L,Cerebellum_4_5_R,Postcentral_R,Lingual_R,Frontal_Sup_2_R,Red_N_R,Thal_IL_L,Lingual_L
Vermis_9,0.422661213619533,-0.05118103249117409,0.23679614825182313,-0.23093154938833202,-0.0747520923430093,0.18905967135090485,-0.25617088849469266,0.2780230517726437,0.2592006570014135,0.18736069838972316,1.0,0.05005544641570011,-0.19365097794254435,-0.4437521946670901,0.38686013489189985,0.4671792970748616,0.36862620966699683,0.2945451519800741,0.2058911335756296,0.20736299550401457,-0.19582210474002867,0.5977573797498279,-0.4765999208220872,0.34411913006445743,0.49347247642582537,-0.27997439003028013,0.03781716785558585,0.3361222280586341,0.19130533185602208,0.44486804006624653,0.2784948007660468,-0.17384887961509482,0.5164573015178135,0.41920789099688016,0.12071035621736433,0.02804826445028043,0.0011507498862427525,0.00245204274357537,-0.1382700562144264,-0.3816635910279668,0.44144345547137764,-0.24246571504944425,0.21130467037582165,0.055665721793437345,0.00796777446083871,0.13874670341788486,0.10143398833905402,0.33132008712006217,-0.24466591767827583,-0.03596846656623745,0.4361954542777069,0.03831184517747689,0.6559978134086376,-0.20881526302759276,-0.23464261083904994,-0.13221499627568256,0.22899256020983333,0.13933475576463109,0.46357403105730727,0.27754719649279325,0.2087468097341699,0.4808816273027901,0.5664990114371121,0.06343341571387025,0.5830560820373557,0.04692607429588503,0.5374344567881829,0.22352293718049596,0.04604427320156575,0.2662262991927257,-0.007704318226060428,0.3567537308663227,0.06723670087998125,0.20760599925878026,0.1561276781103697
Olfactory_R,0.028234021683376756,-0.005979432537151479,0.052300606120015296,0.00944063767325751,-0.1711265387055653,0.08000729629684335,-0.07032336121477477,-0.0014522830054226755,-0.10730388736717048,0.11201831291916295,0.05005544641570011,1.0,-0.02664560753664726,-0.10984532246974688,-0.013777276908560778,-0.024304085582873055,0.06657817673708231,-0.01637129414456098,0.14367223152412695,0.05010483968278089,-0.10346609335509203,-0.11074429557711689,0.019221073844562047,-0.06228593636905255,-0.02360195976401412,0.016830898240811798,-0.024916890759482797,0.014449586629158302,-0.1335613925949126,0.17781444283795753,0.01926015484611556,-0.07537564261373375,-0.06630863173476922,-0.08501412136287607,0.018573255491801315,-0.06115378962893934,0.007825461619437335,-0.14070597365405435,-0.10709249053266297,0.08747395059420639,-0.0631912757716088,0.0452535443688449,-0.04511783437758941,0.053882287862978495,-0.14259239179186292,-0.03271729100463676,-0.11635587448800204,-0.045671884662046844,-0.1199630755891622,-0.08351366684093835,-0.011990402717298612,-0.09259684980620844,0.03327683426130603,0.015152551890557845,-0.0005659908752649352,-0.055696848206243425,-0.01969404557721647,0.030868641747985398,0.06511706565926585,-0.0013234305755747233,-0.011608023457434396,0.057470310391252964,0.0593707867163461,-0.06560381281765075,0.018522407880370167,-0.0477388672794233,0.06942401983043459,0.02867843304915757,-0.06618407512799293,-0.01521825532159136,-0.05490934270787684,-0.005949310275819864,-0.09458503561912393,0.17673980571400305,0.020869187557895436
Raphe_D,-0.45152946884305345,0.4345164888581978,0.31366912550174925,0.06654763067864153,0.32686084604744126,0.30727014066670855,0.5927750532299213,0.5135537669279092,0.17747574322522794,0.3938779366161854,-0.19365097794254435,-0.02664560753664726,1.0,0.31272203974926793,-0.1813957560462991,0.14422435003416487,0.2851926590252291,0.3658912948322512,0.13251628700645413,0.16245222687950137,0.5749702714462385,0.10977865453932517,0.3282337133112701,0.33358903608806273,0.2989868417469213,0.3159313949979539,0.45412671845557334,-0.22132030027133498,0.15059648886484267,0.10494777311716459,0.4694818242504618,0.13961494102084268,0.37003589538992293,-0.05514786943696435,0.6299652117782018,0.28431471432227307,0.21720772511193623,0.00919049675464026,0.017291768947340656,0.29350362745770486,-0.03631018793826308,-0.06923374050768484,0.4126730893621658,0.13615034826087774,0.3789838311772146,0.4299836022338485,0.460599406662944,0.428411540574192,0.548600826898322,0.15608750976458496,-0.3291485766079015,0.3754970458251959,0.0014133391384082948,-0.045485091427154116,0.4815397509890545,0.31732123995079664,0.4367637849553184,0.253521504482955,0.22203809185589665,0.06570898449688116,0.47844777726004445,-0.03476892876886166,0.2369211417054054,-0.05874169392247659,-0.006358519679853532,0.4546459825328071,-0.15156377333969406,0.40442594437214446,0.39847386199546847,0.4347886852040637,0.4486360838928387,0.26384248123084836,0.3128479245203143,-0.08500886301310778,0.14356374775331193
Insula_R,-0.3293300462752116,0.629543134635678,0.11788405125353463,0.0678641592860899,0.18941280323839202,-0.09986338766752301,0.19895914355276687,-0.09802058852148672,0.028630307881998704,0.36772312516401257,-0.4437521946670901,-0.10984532246974688,0.31272203974926793,1.0,-0.12746454757351247,0.05355876451381628,0.2862214694628656,0.26094095005925666,-0.3397849673531083,0.369135930240997,0.4966841608337894,0.07304756461497232,0.6407636173334581,0.39097395190009965,0.1610016758253455,0.5115005989816008,0.03885214772236171,-0.0870028856268578,0.19848167024559993,-0.34002197953342356,0.29376533124493687,0.7622560495575486,-0.14597991613139147,-0.254610316767551,0.18573952387466008,0.5069131989273424,0.05583081672872309,0.0077576697601430475,0.25092811287832406,0.4793770653486003,-0.08139128004814418,0.33774447270230473,0.39679985215116165,-0.0755570001402627,0.20260506357760388,0.24469387020333971,0.24222165076325888,0.23089268336399174,0.183478685466767,0.25642252611106897,-0.3977390968300832,0.18919506430459043,-0.21221962872775718,0.4323095019354589,0.8404222932022634,0.5243235619644594,0.11707060831626385,-0.18872205268214232,-0.1856825630401167,-0.254582747763903,0.43673821692202197,-0.5988980590317047,-0.07923607303145826,-0.02628212573937495,-0.06421805598250674,0.503803068505168,-0.5514974517553479,-0.2247552775758511,0.5464605548779257,0.39775511597232266,0.3924080376360589,0.38035931155807756,0.408237439349978,0.18641939211921535,-0.06109101131556229
VTA_L,0.3703143612199417,-0.06915312005378431,0.3206353723387777,-0.09394089845273315,-0.483909954513154,-0.10370774577722236,-0.16886655849197812,0.023860711399881916,0.3613607579400222,0.054780342075315916,0.38686013489189985,-0.013777276908560778,-0.1813957560462991,-0.12746454757351247,1.0,0.2584744058827203,0.14529848771352646,0.24411026510597747,-0.1547780011829719,0.18476783823108703,-0.30387592408865877,0.31208175431171775,-0.19792713939045586,0.2945146350513776,0.32025326393239023,-0.1292904868357979,-0.01227820637643273,0.2629718690987309,-0.009393527159343407,0.4037392885454005,0.14109680813081243,0.12609535035445585,0.19927853080813263,0.24724408408494405,-0.02624628602173868,-0.007418730512914448,-0.29736795389943876,0.07719075614755475,0.15881147408749424,-0.18661464340315914,0.4505001919041899,-0.10811249218046522,0.12556559522099464,0.013566213250612753,-0.1941183025786079,0.11155955630229347,-0.07341672672354832,0.1826233193959746,-0.235478263057587,-0.2985440834404624,0.37883095058532607,-0.042503610856082334,0.46505291161223394,0.44972340787362947,0.010831589562324037,-0.019756031461110785,0.10177425202766836,0.16854466882778443,0.41758720538737976,-0.22511784079920963,0.14119796236885448,0.32743708424954027,0.33957770743148935,-0.3197436652532037,0.3368591250743354,0.03244826559860992,0.2684565962944931,0.08385268153601771,0.09957342288688231,0.1927370328456043,0.04388599540162865,0.3782084677985331,-0.23407384631561198,0.29103572802428446,0.10453946310618997
Rectus_L,0.26662295255145874,0.3578989594440409,0.34072417001599503,-0.23149699832289672,0.05055777024909453,0.24594782612054428,0.055740443756275744,0.3390801929214937,0.4786150669534309,0.46267480180329495,0.4671792970748616,-0.024304085582873055,0.14422435003416487,0.05355876451381628,0.2584744058827203,1.0,0.5681996251725592,0.620693729658266,-0.0355021939453576,0.4732026990436416,0.22088066957232022,0.6116570963486541,-0.033165039559630086,0.6916573998694729,0.6482226491445194,-0.1121368690872123,0.17572858024458268,0.3499758255315141,0.36507771166386765,0.262466450556907,0.5605829998979847,0.19234346485011836,0.5204088692726377,0.22765393280621402,0.36421614080550824,0.37471055128979025,0.06660771911643788,0.08820566127427971,0.01643496499429715,0.007667159265500378,0.47685600165917347,-0.04770534113623308,0.5052739407449879,-0.007089079889325613,0.15959854633266563,0.429338036561398,0.3611487144673488,0.6369343668069696,0.00280564005181788,0.11966374793794794,0.19490968744336148,0.17127589041624489,0.6070541622812945,-0.02735804507986978,0.3183069493752426,0.08331468914936387,0.5294986140305943,0.10070301677611934,0.48249280409457124,0.21542631647277427,0.6020937691538046,0.1927969842622638,0.6283169208876465,0.08937981911554373,0.44758765336005246,0.4816380264166797,0.22752820712015664,0.17169381268694878,0.47784366455928345,0.6086562263105026,0.3314504168786317,0.6555552524638469,0.32426682125523804,0.17240719397397633,0.1604979222996884
Thal_VPL_L,-0.07156447834254127,0.7715580944855766,0.5884250217628565,-0.03769855584009939,0.12927751806150312,0.2726739625910984,0.11353863537883221,0.49293350768863653,0.4294889460081672,0.7695455109959641,0.36862620966699683,0.06657817673708231,0.2851926590252291,0.2862214694628656,0.14529848771352646,0.5681996251725592,1.0,0.7645625020831404,0.17363832166254412,0.6541658946917257,0.4546389227195631,0.5449785669947755,0.14724493917683548,0.7094265291110423,0.7583336157997905,0.44694046136052235,0.2935581885640214,0.1626147422920236,0.35271447835960673,0.44845585005580413,0.7530778624770852,0.30982328648616253,0.533147586894423,0.22644810757023967,0.6720582929878526,0.5884217146484811,0.351522606831509,0.033890595880457536,0.024326825502475207,0.13469165987904322,0.3021017048376535,-0.029809106431211894,0.721418224747243,0.055548081132585136,0.2289429608227004,0.5591470889632104,0.40617447041503096,0.78456447439744,0.007011699781036809,0.10375617483903435,-0.06407987910885347,0.28885336939779754,0.6555076585036782,0.02299243601031411,0.4784495003253783,0.5163524320128755,0.6062141992934654,0.1536428099130621,0.4930082391670309,0.10763159591508478,0.7675061821554047,0.18047403237559945,0.7521628006440093,-0.008542483323639568,0.4784385990220227,0.5490616092528001,0.301954638418234,0.2090155990675174,0.6489095025920131,0.742926653392901,0.5071612013409736,0.7284734308378181,0.6202392972303846,0.6486323940501162,0.34206200170860507
Thal_PuM_R,-0.010581504815298313,0.6611381668369539,0.49854902733821194,-0.21350205385778712,0.13434332463510695,0.2227149860383953,0.27839428309165154,0.46339980437842654,0.6128581324415612,0.6872898157696388,0.2945451519800741,-0.01637129414456098,0.3658912948322512,0.26094095005925666,0.24411026510597747,0.620693729658266,0.7645625020831404,1.0,0.08085206084176547,0.40874053762315643,0.4579846070936133,0.6760837467759214,0.16451716368102656,0.7332116920322941,0.72844878209052,0.12129050594324858,0.41866630206368854,0.28671996753906154,0.39212602309544237,0.32034216874396837,0.6803962023576907,0.3091846461379357,0.5261886461077919,0.2188009133864377,0.7188611219218447,0.5961604098363295,0.22918533394385252,0.2247980012597931,0.14335974483705746,0.1693371201876651,0.32909410648994114,-0.05613293400143075,0.6795371793537617,0.0790837551151423,0.20201695557946808,0.6604662799718339,0.537088634774963,0.9225069946722375,0.19835785816903329,0.27782276374648734,0.026875186979729522,0.4264180601978425,0.7076099501810346,0.04172010264857316,0.5099668727801084,0.27882805796728666,0.6651973052647613,0.21296795139938077,0.599718102113362,0.047073266810512916,0.8363054431576379,0.2524236215779008,0.7733984422016595,0.010500077382248924,0.49646884913253575,0.6558116279106074,0.24097811317325843,0.3543583870617228,0.7338601444461678,0.8110051893529004,0.6294786806026439,0.7204479337331725,0.3480517703676205,0.2726965989944564,0.38567140737893274
Temporal_Pole_Sup_R,-0.3292626725832537,0.13033430226729187,0.0476267608113589,-0.056615843149247974,0.28638748961685556,0.5868514354002969,0.24778657897300874,0.4553681089109466,-0.04906848142114891,0.09625129577897286,0.2058911335756296,0.14367223152412695,0.13251628700645413,-0.3397849673531083,-0.1547780011829719,-0.0355021939453576,0.17363832166254412,0.08085206084176547,1.0,-0.0164799700839216,0.28119926847664894,0.12818859069130836,-0.13639736656574802,-0.12406193797789473,-0.01617833626734448,0.08876514945290548,0.2588393373724872,-0.1550407109501486,0.09232543432379024,0.2554577096529684,0.1924785738308038,-0.4122178004212384,0.4476229577023938,0.1526882854351893,0.38052613774081967,0.21200597845044145,0.3585823340629705,-0.0020928608610962574,-0.20924019343443873,-0.10918522863645255,0.08279941023755809,-0.1662877693446789,0.18599009048245727,0.06075184545941436,0.34742410121796446,0.24495476316202666,0.3396877374789008,0.09963385269112271,0.24328308230682247,0.08856690641677846,-0.11909723100330559,0.1633999459900148,0.13701635902840628,-0.42952104419352083,-0.2424179865286683,-0.05137600881461706,0.13882736822395209,0.4897407930050297,0.15625820666169718,0.2651673745274422,0.16254608027685716,0.25838984523143316,0.2692695721899373,-0.15757893938414272,0.13755805134041776,0.09175795988356222,0.2714503607556343,0.34200097129792706,-0.07583716685114045,0.17027251609327104,0.052240668615001616,-0.09125712191919497,0.2324962029889208,-0.03167481469626441,0.23909058150612864
Thal_MGN_L,-0.05235356189644038,0.5830803766485579,0.3206355082843671,-0.027284760753906716,-0.017129291155349936,0.021846682498090346,-0.03857376149269588,0.17316099584155273,0.1717119454063696,0.6000314696050668,0.20736299550401457,0.05010483968278089,0.16245222687950137,0.369135930240997,0.18476783823108703,0.4732026990436416,0.6541658946917257,0.40874053762315643,-0.0164799700839216,1.0,0.32842374612362923,0.3175725164304496,0.14965768773447335,0.5783171636906486,0.48277773410435276,0.447241421211301,0.11120191757252765,0.096971334856527,0.31794732697542494,0.34165633639211823,0.5082634760876846,0.4564840227826298,0.25676233677989535,-0.018445196949384176,0.3184592475582871,0.44210636732979747,0.15670400299228784,-0.12200038181186851,0.1579545854430395,0.30404806748170493,0.4130077475814988,0.23542871962152523,0.5994636774999462,-0.020146103519799827,0.10168040246103228,0.27666921885523454,0.11843875239445238,0.4046730695112847,-0.13424809732019316,0.10164219821338728,-0.13539459903467269,-0.01493516700470516,0.29163206395782865,0.11716510374463703,0.49220761105269256,0.45438339857052995,0.29025221256995515,-0.09705986691284987,0.1297232999507486,0.059715916153609494,0.4951713710899006,-0.14918351865954407,0.35943006652524073,-0.18018097737632585,0.3491762034300947,0.3405035804915579,0.04409641829430507,-0.1318187766440422,0.35724800330326667,0.47173726008096334,0.28991401326519006,0.5230871751776737,0.5498268368228613,0.6193622415527014,0.14141401297917458
Fusiform_R,-0.6349316270093731,0.7376915724350644,0.1553626913606847,0.049825522796803835,0.6637376746378514,0.27266489219170453,0.610010658979523,0.5101443834227729,0.1273455905534974,0.4030828034459543,-0.19582210474002867,-0.10346609335509203,0.5749702714462385,0.4966841608337894,-0.30387592408865877,0.22088066957232022,0.4546389227195631,0.4579846070936133,0.28119926847664894,0.32842374612362923,1.0,0.17936535412934512,0.49326731815408126,0.36398759114557117,0.308168921413664,0.48917556028631687,0.5456787291610294,-0.29252139133036625,0.3710339102170285,-0.14906283585192412,0.619035975710736,0.24563626786903084,0.40691666344388416,-0.20595685407296488,0.673822584204997,0.7297164171592847,0.5209684265845005,0.06001210704158559,0.031033832434961266,0.4538557906838683,0.06787865946075548,0.09671648900161851,0.7151098128973937,0.05379331561450249,0.6307188900880647,0.6194186378571274,0.6517182091173894,0.4891819877153254,0.5858664266489042,0.21084841988188846,-0.5649497544201898,0.4509480643309804,0.03494096293768,-0.04350533057097033,0.5776802504466441,0.46109080529584046,0.38407552175782267,0.02835302407218863,0.02739348850468871,0.007777803608077868,0.6921388668436587,-0.2994722654861548,0.30180667054455124,-0.1353113740453652,-0.020938319797249375,0.6449691312599697,-0.23049103737476798,0.19994281858928412,0.567660289704132,0.6296203053616705,0.6767163264077521,0.344148218591936,0.6664454328721688,0.036677599063695145,0.3091436365375862
Cerebellum_9_L,0.21761519993240688,0.3889031802163256,0.3746839053275415,-0.34357885069197586,0.1284150094164207,0.34729607425342535,0.08581675201684011,0.37945800484532843,0.48897674695742926,0.41877932393698136,0.5977573797498279,-0.11074429557711689,0.10977865453932517,0.07304756461497232,0.31208175431171775,0.6116570963486541,0.5449785669947755,0.6760837467759214,0.12818859069130836,0.3175725164304496,0.17936535412934512,1.0,-0.22448831866002447,0.6109743556507379,0.6290609870395028,-0.10580182255747832,0.0806640785448516,0.429362508676391,0.31669461153157813,0.30513323563759137,0.43946249978430146,0.22092961212924261,0.569026511327559,0.3799998839602006,0.42142831579994794,0.4012474891370459,0.06458598289795811,0.12481216162419878,-0.03678648484566128,-0.24991136409774098,0.5105826655744982,-0.25940373791545557,0.4916402639485698,0.03973565120327665,0.33443983769525254,0.4309471028237272,0.462133564700409,0.6408712042114086,0.04871240583397577,0.21248706625338873,0.4052592742766494,0.33040390059733576,0.6256245717787886,-0.04474138751099956,0.2979029275826681,-0.0006179814365243994,0.5217770807049318,0.3525372138860098,0.5149417099761683,0.17084168461103758,0.6079137385789758,0.20330797562771438,0.5949974005923807,-0.021605919502471135,0.7560425268452203,0.47632980013687304,0.1147019817401276,0.29465522774199654,0.38342564114837996,0.6441151900337687,0.2338151620661404,0.5995957943280297,0.2755269673690105,0.11092629755569097,-0.0048572710171451445
Cerebellum_6_R,-0.3944015677533379,0.4168798530327203,0.10327495208350038,0.1544283208691148,0.1315647096787575,-0.011624892192971406,0.253736740812695,0.03172422535041524,-0.04090951101605603,0.25609393679680886,-0.4765999208220872,0.019221073844562047,0.3282337133112701,0.6407636173334581,-0.19792713939045586,-0.033165039559630086,0.14724493917683548,0.16451716368102656,-0.13639736656574802,0.14965768773447335,0.49326731815408126,-0.22448831866002447,1.0,0.1573921599384711,-0.0487791459790862,0.3670534852120118,0.2694491557571866,-0.19983783059730806,0.20290479710176523,-0.26508245072758413,0.18705132980828315,0.48165493956448485,-0.10814243255234765,-0.19825553215609937,0.21302674953317363,0.43653978426788836,0.07124466048400808,-0.08630324785845918,0.08881879464805492,0.47569521308863977,-0.24492652058843944,0.25065656726690033,0.29277856592160734,0.06113649327137021,0.09798869024986614,0.23722305851381306,0.23263646788423276,0.18201584576867474,0.2680500923452178,0.11715608584474121,-0.5092022925474415,0.16918009522287508,-0.168737278289805,0.20299874478401073,0.5582365891597655,0.5066878178909151,0.0030673835191217316,-0.05756398874220122,-0.1020839074867449,-0.1568372602662488,0.2810892327010852,-0.31183451523953676,-0.038454044979566976,0.00845150977012996,-0.34929818646722793,0.38168353261859356,-0.18373414298213547,-0.014152609452546216,0.6030275007962156,0.26105144772733946,0.6225400139623032,0.18512846876999167,0.28539827784018507,0.09388688901428403,0.35192291316489893
Frontal_Sup_Medial_R,0.10105920253089305,0.590738778316644,0.5126128075295725,-0.137890432565618,0.07491484475703367,0.14399690920634736,0.1377445139262815,0.4060835473928024,0.4587210761209348,0.64306797221916,0.34411913006445743,-0.06228593636905255,0.33358903608806273,0.39097395190009965,0.2945146350513776,0.6916573998694729,0.7094265291110423,0.7332116920322941,-0.12406193797789473,0.5783171636906486,0.36398759114557117,0.6109743556507379,0.1573921599384711,1.0,0.8384745059408608,0.1835868664996438,0.26322366059836116,0.2201825666503096,0.37838539743689253,0.24477905702299654,0.7578501187424881,0.475461771685978,0.5221140957012442,0.12257821936073078,0.536297366191626,0.45969552594238133,0.05630651580669136,0.0847667699492591,0.1605574596471524,0.22642562252093706,0.33606035249409294,0.033431841385775644,0.6458802275436656,0.0005066324562344099,0.2014001765605012,0.49895042847866317,0.3670379111060693,0.7567740460652849,0.02089656224757794,0.20277764371365367,0.08789440692304329,0.24991253841024616,0.5651757125268433,0.1579666976873177,0.6673304022060426,0.3455687339898021,0.5788258236761487,-0.02087840459198909,0.4346480210257551,0.05416371269776093,0.7885038487381796,0.03953447254296903,0.6594674250847742,0.02003305798783513,0.4264425278417068,0.5892324261395987,0.05786895076500607,0.12345144287255508,0.6315796844426885,0.774856888954589,0.4272518629941817,0.8403037581254553,0.422348333503419,0.34870280455992736,0.1485655354480134
Frontal_Sup_Medial_L,0.08690788037984166,0.5390646745193985,0.691713913871936,0.02237165009235549,0.15838256062468759,0.12300695352202788,0.1713690028635686,0.5949139932250231,0.49176029864982435,0.6158304651017054,0.49347247642582537,-0.02360195976401412,0.2989868417469213,0.1610016758253455,0.32025326393239023,0.6482226491445194,0.7583336157997905,0.72844878209052,-0.01617833626734448,0.48277773410435276,0.308168921413664,0.6290609870395028,-0.0487791459790862,0.8384745059408608,1.0,0.20982691868701758,0.3110477890362353,0.16687844565566717,0.40113000766051604,0.4086450599499639,0.8180630679866102,0.2565726705108792,0.6650358905122142,0.32107450385410174,0.6253816004036125,0.4175735525823247,0.26977874282630004,0.01966974349048764,-0.006520837844998015,-0.010853962716608783,0.37307395637854296,-0.16391103600819046,0.6718601384134546,0.11922178593523546,0.22199331043402037,0.5546946699481647,0.3936765677574143,0.7540139181031742,0.03747888202890109,-0.011557502380022691,0.13518868428523248,0.35904724933767074,0.7279696728477577,0.065643589956812,0.4111615240783144,0.40243132990004055,0.5906656990191599,0.10940875206552586,0.6458881744621032,0.11399686724636715,0.7301828813336917,0.348139228466861,0.7855778131306238,0.07055946980591497,0.5442482386385257,0.5051931502089004,0.3118785524658485,0.40341478802933395,0.5608126670340882,0.7299907247779673,0.4492334864329828,0.8353441250363828,0.41643609632339945,0.42980992162343956,0.25474211426817206
Thal_MDm_R,-0.495058833833484,0.6861663262386841,0.3068270495476763,0.3512333461497288,0.26649755924058155,0.02502270619964857,0.2218418399339461,0.2798284582117332,-0.1585358397426627,0.38153163009047936,-0.27997439003028013,0.016830898240811798,0.3159313949979539,0.5115005989816008,-0.1292904868357979,-0.1121368690872123,0.44694046136052235,0.12129050594324858,0.08876514945290548,0.447241421211301,0.48917556028631687,-0.10580182255747832,0.3670534852120118,0.1835868664996438,0.20982691868701758,1.0,0.14250084743608774,-0.2790458376657155,0.18742076010274525,0.044883014861930054,0.3536081743135866,0.42361047781188244,0.11197879759590154,-0.09760314384508693,0.34030020930299304,0.476209609210862,0.4128528604403741,-0.1904506771856913,-0.03406197527439178,0.3520108601171286,0.09139190482625964,0.11724851915507757,0.5242188206929456,0.103348663053625,0.3758147817093224,0.25987623671475796,0.2055712504656851,0.10436545264987783,0.13726874749848847,-0.22026047779757493,-0.4633147629056293,0.15004988914849435,-0.10414976705930483,0.22347109662967776,0.47365630016220217,0.8138814530954233,0.11082726504306022,0.07856540200551652,-0.059606342357072926,-0.21065668567684606,0.35047522845701645,-0.3000847047283742,0.09928629626762865,-0.24062063956135243,-0.0707993880001492,0.31493258130323504,-0.2245684282045935,-0.03352734910352974,0.29055977637601477,0.3351906775221792,0.27361612400670104,0.24515983836180902,0.6694932816203747,0.5917722880319378,0.06954232478121201
Calcarine_L,-0.3051627624258894,0.2920249174642066,0.22387823281524036,-0.07450389759328568,0.3525542679853992,0.13246363573615377,0.6487279673854008,0.4939870147744556,0.2116575321245011,0.31057327810922275,0.03781716785558585,-0.024916890759482797,0.45412671845557334,0.03885214772236171,-0.01227820637643273,0.17572858024458268,0.2935581885640214,0.41866630206368854,0.2588393373724872,0.11120191757252765,0.5456787291610294,0.0806640785448516,0.2694491557571866,0.26322366059836116,0.3110477890362353,0.14250084743608774,1.0,-0.10929494072890646,0.33060938572626614,0.14659955811506345,0.46853255038818004,-0.08173033720439649,0.4568844796491547,-0.0006822410001006528,0.6523462892176521,0.3231832348698682,0.3541684799479816,0.1709141357997762,0.11395631234200318,0.14714058675715727,0.0654457665734337,-0.010478684767532652,0.4381386671350448,0.16110433409147235,0.19802414172544258,0.6123711340945928,0.5028103593362975,0.4628647001340109,0.507297818546719,0.13083381199704366,-0.3269926093705801,0.3733692564421206,0.2926653858218802,-0.1904713675519923,0.20186506303901963,0.2873246687015292,0.35418022577086516,0.05846875386250394,0.3860684666351382,0.0476277009021492,0.4938074311896981,0.33520470531328633,0.5059122923384666,-0.04983154268013357,0.04233400111771602,0.3364169983684254,0.3079321951058389,0.5090450459563844,0.5076681847675141,0.4507049602132859,0.6513331357101315,0.2658912018982118,0.2381825747438403,0.05198282352192983,0.7076384684728403
OFCant_R,0.5248423242883686,-0.06740849978672189,0.011595552995440265,-0.31787564722911765,-0.31450464213955803,0.08201330746725151,-0.2836839591678811,-0.20397474672724467,0.26319822333972315,0.11783428178660978,0.3361222280586341,0.014449586629158302,-0.22132030027133498,-0.0870028856268578,0.2629718690987309,0.3499758255315141,0.1626147422920236,0.28671996753906154,-0.1550407109501486,0.096971334856527,-0.29252139133036625,0.429362508676391,-0.19983783059730806,0.2201825666503096,0.16687844565566717,-0.2790458376657155,-0.10929494072890646,1.0,-0.03815732996561818,0.13821624464145305,-0.07965835401789216,0.09756746559712655,0.027638178312292032,0.28983764719366245,-0.07614271296454252,-0.017343744684313125,-0.35280229703359356,0.2076285797200171,0.15796260670836426,-0.2516646901907192,0.267718287090347,0.023882378644632638,-0.09923325046152756,-0.18869506891863752,-0.2575915966413511,0.03626458837852244,0.006662201841425078,0.22245821269857738,-0.2543923332631087,0.26091529620013226,0.5214402098899528,-0.012900825282697558,0.37695733639789364,-0.03449199671044499,-0.03974645252243514,-0.20597707804815976,0.19143394330973895,0.04497775513091628,0.279339605710203,0.17254177675731686,0.0793990351441458,0.2132522089090065,0.23140578418038885,0.18797420471528076,0.42889748538670136,0.09309913006221388,0.25103098379518024,-0.029554587843157475,0.1827939676887154,0.11545746456829795,0.005771291284281838,0.1951109634807647,-0.08919098557803501,0.04808248314129953,0.03655914918850995
SN_pc_L,-0.15387062542197613,0.4528513365688335,0.3544069360814917,0.024937331398850546,0.3603754585188426,0.012631481374167385,0.28319075720802867,0.34731508067998157,0.27952619551365965,0.2505229055094926,0.19130533185602208,-0.1335613925949126,0.15059648886484267,0.19848167024559993,-0.009393527159343407,0.36507771166386765,0.35271447835960673,0.39212602309544237,0.09232543432379024,0.31794732697542494,0.3710339102170285,0.31669461153157813,0.20290479710176523,0.37838539743689253,0.40113000766051604,0.18742076010274525,0.33060938572626614,-0.03815732996561818,1.0,-0.11540772612382345,0.4133714089147317,0.14886033131232565,0.3837530150158733,-0.1084233085787204,0.3455114694685588,0.4632223324651129,0.5231976420709986,0.08453854689283516,-0.040783057821634744,0.07540241105009167,0.3818439167056473,0.16343001750743338,0.5480467401781324,0.09125365899461103,0.2669337966313732,0.5126419306638821,0.4245757891390291,0.4368848255845447,0.16250715428476772,0.12408002285555284,-0.16045680583859054,0.31160318455872454,0.2900397790231065,-0.12859448000891077,0.3061556473840109,0.47828978055998933,0.06793969329409509,-0.009257308161041557,0.27978413170152694,-0.04929373412140765,0.49130631738662306,0.04045122577959328,0.3882369202960919,0.23326201872770594,0.2901183875485495,0.44045362080614314,0.032240778431334376,0.18386470970921182,0.3233436129868573,0.4827825382724476,0.384740945042927,0.3910926324380378,0.4690899790000055,0.16275196789118054,0.2043726147406909
