,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.34029242893075745,-0.09311110924956956,0.397523819736501,-0.47931383206604306,0.08481049219239095,0.5200127701059782,0.5405761901742008,-0.24159129481753538,-0.5399158150816711
Thal_MDl_R,0.34029242893075745,1.0,-0.16889052365785753,-0.018324449198425498,-0.35823894058183703,-0.11478393756201091,0.43535750525700057,0.46206307080895104,-0.2810331840753232,-0.24330221168970084
OFCpost_R,-0.09311110924956956,-0.16889052365785753,1.0,0.41618974459208585,0.4795420736541071,0.48324628878140735,-0.26371448437289985,-0.2710142952284649,0.5167425624447776,0.43191173957365375
Temporal_Sup_R,0.397523819736501,-0.018324449198425498,0.41618974459208585,1.0,-0.23317370500380313,0.5260718097621317,0.16639340305480751,0.3869832379132171,0.4678014463972526,-0.04429206832096596
OFClat_L,-0.47931383206604306,-0.35823894058183703,0.4795420736541071,-0.23317370500380313,1.0,0.06554664256304008,-0.47765015030548363,-0.720467869601248,0.07241962196792659,0.47612967951458723
Heschl_R,0.08481049219239095,-0.11478393756201091,0.48324628878140735,0.5260718097621317,0.06554664256304008,1.0,-0.2316550220409158,0.1447704978648549,0.4376032804232258,0.2617726833746659
Cuneus_L,0.5200127701059782,0.43535750525700057,-0.26371448437289985,0.16639340305480751,-0.47765015030548363,-0.2316550220409158,1.0,0.4831531230184995,-0.15480488171268825,-0.3249582454382802
Occipital_Inf_R,0.5405761901742008,0.46206307080895104,-0.2710142952284649,0.3869832379132171,-0.720467869601248,0.1447704978648549,0.4831531230184995,1.0,-0.0018448918565804218,-0.4580260452596168
Temporal_Inf_R,-0.24159129481753538,-0.2810331840753232,0.5167425624447776,0.4678014463972526,0.07241962196792659,0.4376032804232258,-0.15480488171268825,-0.0018448918565804218,1.0,0.6716161348391643
Vermis_8,-0.5399158150816711,-0.24330221168970084,0.43191173957365375,-0.04429206832096596,0.47612967951458723,0.2617726833746659,-0.3249582454382802,-0.4580260452596168,0.6716161348391643,1.0
