,Fusiform_L,Vermis_1_2,Amygdala_L,OFCpost_R,Thal_AV_R,Heschl_L,Cerebellum_Crus2_L,VTA_R,Cerebellum_7b_L,OFCmed_L,Precuneus_R,Thal_VPL_R,Occipital_Mid_R,SN_pc_L,Thal_VL_R,Cingulate_Mid_R,SupraMarginal_L,Frontal_Inf_Tri_R,Thal_PuM_R,Occipital_Inf_L,Frontal_Med_Orb_R,Temporal_Mid_L,Supp_Motor_Area_L,Postcentral_R,Frontal_Sup_2_R,Postcentral_L,Putamen_L,Cerebellum_3_L,ParaHippocampal_R,Frontal_Sup_2_L,Frontal_Mid_2_R,N_Acc_L,Cerebellum_4_5_L,SN_pr_L,Parietal_Sup_L,Raphe_M,Rolandic_Oper_R,Temporal_Pole_Sup_R,Thal_IL_L,ParaHippocampal_L,Cerebellum_10_R,Parietal_Inf_L,Vermis_7,Occipital_Sup_L,Thal_MDl_L,Red_N_L,Vermis_10,Hippocampus_L,Pallidum_R,OFCant_R,Olfactory_L,Thal_MGN_R,Thal_MGN_L,Frontal_Inf_Oper_R,Thal_MDl_R,Frontal_Inf_Oper_L,Paracentral_Lobule_R,Cingulate_Mid_L,Precentral_R,Lingual_R,Putamen_R,Vermis_4_5,VTA_L,Cerebellum_8_L,Frontal_Inf_Orb_2_R,Lingual_L,Precuneus_L,Thal_VL_L,Vermis_6,Cuneus_R,Caudate_L,Thal_MDm_L,ACC_pre_R,Heschl_R,Amygdala_R,OFCmed_R,Insula_R,Angular_L,Cingulate_Post_L,Calcarine_L,Red_N_R,Frontal_Sup_Medial_R,Rolandic_Oper_L,Parietal_Inf_R,Vermis_9,OFCpost_L,Cerebellum_9_R,Supp_Motor_Area_R,SupraMarginal_R,Thal_MDm_R,OFClat_L,Caudate_R,Frontal_Sup_Medial_L,Cerebellum_10_L,LC_R,SN_pr_R,Hippocampus_R,Temporal_Mid_R,ACC_pre_L,LC_L,Temporal_Sup_L,Thal_PuM_L,Thal_PuL_R,OFClat_R,Thal_VA_L
Fusiform_L,1.0,0.7181050101745374,-0.5090315732942444,0.25816285025852037,0.6631249114737623,0.28733405869565026,0.21116497219822802,0.7681930816738339,0.29233697176439455,0.07283621091933043,0.5065232959103464,0.40871924952409255,0.30590814910801956,0.7365393220593501,0.48741940714845444,0.4981358423738858,0.4819806788254802,0.4115500255739343,0.45066613010342005,-0.199145570173229,0.07729096041757041,0.40737431724897666,0.3722499177131933,0.4807823911787083,0.6233910075426482,0.31432990647445386,0.7713987579933935,0.5580319662242116,0.746841537155468,0.6210967202554732,0.5443423962315845,0.5830841149051255,0.9125231764395905,0.7935523685432204,0.45208277437197375,0.37307887285224717,0.31262963365480884,-0.40443805689657164,0.25432749110635133,0.7854909000033644,0.36216899774568506,0.5400421505163183,-0.15561417452568435,0.41629908298797336,0.7056504225333834,0.6822646187032971,0.6275207812059801,0.8330942188559285,0.6796015380439715,0.5981927308952947,0.49173572921080677,0.6297394926813964,0.1975963187971327,0.4088189973279656,0.42812267431121964,0.3651862558548847,0.5369254029878399,0.3859950791989396,0.309908403393893,0.6746193339995213,0.7644077302571508,0.754103127693142,0.632758222712428,0.5175590916790201,0.06495423842951098,0.4561047958783565,0.4061011339663004,0.4680933019496179,0.5047928939516412,0.27446609981224424,0.6178980271957976,0.47406047600656037,0.002553702759996283,0.17602363055653272,0.23650513861261838,0.09245624475981461,0.39883025034581515,0.515260424513474,0.36065940957391524,0.22442119000228053,0.4736004310625483,0.567153264943771,0.2703000939559721,0.584353479426893,0.721467278125957,0.28203493805470137,0.47082177171895806,0.41036436201146476,0.517190821167729,0.5091841292678032,-0.26130257637537163,0.6920388415031256,0.5469210225337716,0.3199038730236957,0.2398255045320891,0.7624390368860959,0.6860263735941068,0.25141977238561364,0.109625320092742,-0.4144331019071647,0.5145419084672953,0.28181260720624884,-0.0383128857706691,-0.40397890576520923,0.5447539777011763
Vermis_1_2,0.7181050101745374,1.0,-0.3512020507346589,0.2809362660390815,0.6307140511523427,0.18589000417864657,0.14799304451110531,0.6157040317799498,0.08938898905127615,0.08446932789374409,0.4997716360545137,0.46213087578822276,0.1997036693347286,0.6049550475896603,0.48409879338217315,0.5676490963059744,0.47721848218147256,0.46835521591396473,0.4950460170485011,-0.14681273478577753,0.1182006812402363,0.2727875144998478,0.47137027115180824,0.5096456672986825,0.6013758595686879,0.4382621772514897,0.6729453986099273,0.5316417889280691,0.5910764475964738,0.5780286844418363,0.5539869346428778,0.35616906063170983,0.7285435006001135,0.6792613091568422,0.4419859866523168,0.45113992492445565,0.37245664242396054,-0.3472467832576945,0.4216318257535301,0.6688225630537163,0.26251713379446145,0.524244037302828,-0.07389480070190389,0.3597512829751612,0.6932575936198999,0.5989708603187672,0.4656914299249139,0.6568925014577577,0.5760065965582482,0.4123156510737095,0.34585955838060023,0.6421876125234035,0.25854832139320644,0.5073925612887508,0.5148636409616952,0.4931023681777806,0.5440551646806715,0.45003160243235196,0.4521112903830226,0.5798767977020379,0.674880789834435,0.6646496582679315,0.5835701322283227,0.33421675221812464,0.020839927331855943,0.4212756646305761,0.42864008907469975,0.44709329996945696,0.3906930886467816,0.3376918081574049,0.5316524190298909,0.5703252514444171,0.13280481053772897,0.192772890145548,0.14753458658528557,0.13822232516006216,0.4657312060548768,0.484498102842753,0.5107542817964738,0.2682541469419003,0.5059787046322947,0.5862191446266222,0.2930277791321483,0.5233717862112086,0.5738660591471403,0.20735022845803075,0.2877342981982892,0.49294335644335163,0.5338630824256637,0.5099400152426887,-0.3390771802978106,0.6570762903573911,0.6081988726470413,0.22880470455756796,0.15098493000802557,0.7103768933321352,0.6333352423754249,0.1861740475151985,0.18882525287032056,-0.31316374239078215,0.5173175249465768,0.43059046947529084,0.046290629082685816,-0.41348646061418665,0.584811989795526
Amygdala_L,-0.5090315732942444,-0.3512020507346589,1.0,-0.16586806792465728,-0.5625961977462737,0.2078307860648527,-0.10106104210325734,-0.6527536755036742,-0.13091914615617173,0.03453491608985932,-0.013929227831739508,-0.02490497307817856,-0.006304609496935384,-0.42715533257696847,-0.27088428965704103,-0.013622627309012104,0.0875272252594834,-0.10498263274405542,-0.1259136267651418,0.08867788275181307,0.10340551193559994,0.2936741942182194,0.12439843140859101,0.03436540447178804,-0.2971738715618413,0.08263646234640493,-0.47009888063002175,-0.18439403954785177,-0.5814944426582893,-0.2602750471437553,-0.1442922241017012,-0.5826382784958315,-0.37901451562645555,-0.5571918094707741,-0.16398166680803472,-0.09053079471271548,0.15212052016967775,0.6064538841557103,-0.10846667221275968,-0.525013854568246,-0.11378482888670945,-0.17517700661466382,0.11699139589218495,0.10374251058161724,-0.5156923519060916,-0.44700795525873815,0.13394841474434455,-0.5298371479002508,-0.36356399619843865,-0.502872116465681,-0.5527722199494611,-0.28353376554064474,0.23432736308497973,-0.01062344871689186,-0.1100898751806009,0.05882135241054528,-0.026241054912382128,-0.016018042930987318,0.1492053946240158,-0.15446155047120072,-0.4648681327630931,-0.20642051057330182,-0.403186497507959,-0.011558899967596433,-0.12499584583678607,0.03565018256472487,0.07201192305017182,-0.17731490772843503,0.020430197753863847,0.014131321212252062,-0.3864937926516029,-0.1481868255616834,0.3658996110602943,0.03126322053565575,-0.030085739791868373,-0.2693592005067289,0.019256676101177754,-0.08510228706932606,-0.020946640303072583,0.14917602909944008,-0.4316750783051447,-0.2416096864874254,0.30093645012237097,-0.1063634674015981,-0.15838540583201008,-0.08308011683995122,0.14205018414936318,0.07104395377477804,-0.07544528187407286,-0.36273416683050924,0.09762335150740246,-0.3808717616944275,-0.17981682439731686,-0.22868229521309702,0.08958720644370685,-0.4996128496826783,-0.6088949434316339,0.13198265476902624,0.17959925806010266,0.5861516758179344,0.10353237557507347,0.10318559193032263,0.26600847412520223,0.25389618761638916,-0.4667959417173436
OFCpost_R,0.25816285025852037,0.2809362660390815,-0.16586806792465728,1.0,0.44319728474732634,0.32819327784799407,-0.053454713892750985,0.35439308515079543,0.10302953723475619,0.24989810868606718,0.3291247391571405,0.1349607343449692,-0.24307329595496396,0.33650837730689703,0.30782092233321867,0.3045558126705711,0.12517623958418841,0.6268503112577167,-0.019317407524042058,0.04859116011710731,-0.0018127724826867777,-0.009349397466629035,0.4872276335860115,0.3545312835140313,0.5114986641072611,0.14464048106107813,0.5364012690982588,0.5549337220015577,0.40243766339579445,0.4725432924147742,0.6427292292006109,0.5382553762311005,0.2635669400099659,0.4180093164848089,-0.06949014177561182,0.4464596920565524,0.46876238654069696,0.3308416886134714,-0.004383344373258463,0.43193976924398986,0.631141730773448,0.008980503567869424,-0.09910254968694499,-0.016668209515179763,0.41650919395974806,0.40597893832037846,0.0868643780161037,0.5006384068328078,0.477358537201061,0.5465125085681524,0.6195846158127978,0.2887232277035125,0.0663522195942285,0.4767151989721485,0.4049779256004017,0.31055015565877053,0.34281700936893755,0.11214062410879244,0.4608113638097181,0.2735416390301137,0.595888263339423,0.2999654489505475,0.30325790785824125,-0.16037156836155528,0.497745953309773,0.19767409766836225,0.21851316451299785,0.3898199510339275,0.3483685754800631,0.07870610700518085,0.4005916444825609,0.3297854571214623,0.7148535432280901,0.4043821963980487,0.010414968757113683,0.41871940231575583,0.7313178846085027,-0.21942691948234566,0.2584246696637316,0.20450719671050313,0.31458288142397367,0.626278313154693,0.3135638728386519,0.1154371774838444,-0.052351722394942735,0.8104694540119113,0.3850924642960182,0.44798320339887665,0.16593277835720427,0.4415485902578518,-0.20017225324033855,0.6203354335798553,0.6344449530827088,0.5277931638667069,-0.07365852092720489,0.38349850031544536,0.44703402750955423,0.25650663995921613,0.664638783639259,-0.16358697070559647,0.3126630477953682,0.20902227027247006,-0.06496216529324429,-0.004514570594487844,0.5278396358040749
Thal_AV_R,0.6631249114737623,0.6307140511523427,-0.5625961977462737,0.44319728474732634,1.0,0.2600915974495694,-0.0061068180415802436,0.7731832447155763,0.13032679545843787,0.046100437757950474,0.4019911392570734,0.33514007238499843,0.0846088702916338,0.737544672232664,0.6718559153740683,0.45544018154785304,0.3749670042634935,0.5803846696785288,0.5025292826623957,-0.13034627226048337,-0.034503442039155494,0.023797990934464153,0.394817986178567,0.3894490934916739,0.6069497280638567,0.2289995513129731,0.816970071549797,0.6043772378882893,0.733063359798348,0.6153398205375497,0.6064096011304277,0.6180489979914771,0.6283380098701904,0.8061853269475775,0.24277547376182354,0.44281794982228445,0.3339634523762169,-0.3282549694956737,0.2982429476096915,0.746902521824894,0.4587615881758816,0.36691015380054925,-0.22152774281388943,0.15904543330259546,0.7767010404162131,0.7520607093482632,0.291471488036865,0.6873763564094952,0.7536953944640259,0.5967583198356575,0.5288477478298129,0.6080461604470697,0.009515218802623378,0.5271036459761845,0.6951215913110382,0.4380765437019026,0.4273100004339442,0.29259288001762596,0.37613790843916134,0.5299813662768669,0.8053493980295477,0.5506924335277722,0.6128484023364437,0.23220205165743246,0.2777399118662837,0.31775940538091574,0.31184661352068516,0.5177266532654573,0.44043858307156936,0.18921800678161546,0.6592132696202514,0.6235326623198324,0.16266523946375433,0.27545417902344543,0.044058027579796204,0.2139496648382697,0.5298245018597476,0.21930855115440764,0.4408581171582387,0.1232457952602741,0.693488668822695,0.6576358751921078,0.2737488260248579,0.43159864511585583,0.3772205511985146,0.41701962536971066,0.2335595942823305,0.42875021976679717,0.4565964236201454,0.6775742376392236,-0.351713686356956,0.7994332894438589,0.6636701667589668,0.4108679809112195,0.031118139992067785,0.7498618088936795,0.8067671410306153,0.22811467463649793,0.36696743844833046,-0.4098107182583493,0.3532252559554176,0.34663192464723896,0.017133491521697183,-0.33845178620366273,0.7917521820859911
Heschl_L,0.28733405869565026,0.18589000417864657,0.2078307860648527,0.32819327784799407,0.2600915974495694,1.0,-0.17147071262598748,0.2579690840081036,0.31274375407118493,0.44139026299075423,0.4617012975554664,0.41907893615892894,0.2086324125665766,0.4804554358505911,0.2926945816449827,0.47354611967408683,0.49965170798128244,0.526174199686231,0.23450213050549243,-0.06946954453957137,-0.012129534156592521,0.5411853907227171,0.5690592204287405,0.4634043256445101,0.36776264600970476,0.16987563157172408,0.5332214987254673,0.6625653717849467,0.15075366266657123,0.43084052885573076,0.6227077950956046,0.2557631693274252,0.37211695454978194,0.3986688911306294,-0.07681630673660789,0.5022695310361115,0.5872568287174862,0.25520238137778245,-0.12333107923147327,0.25898222483702665,0.5480115885563663,0.17974834991663885,-0.18806754941231119,0.27433293690678684,0.2365290940451404,0.3362110131239388,0.5270749797923285,0.3682075132012371,0.4247235503223707,0.19377278136921752,0.06771161688605797,0.16529885697453586,0.017722685789888518,0.5404604820866941,0.5282207734153962,0.5310295090625932,0.3712173757113336,0.25152499588015487,0.5311980083426769,0.4955620703734755,0.5004909193909871,0.39763918808348886,0.2892700012552465,0.24744718590435713,0.3552993820466414,0.49451674138874546,0.40372790914463436,0.39484184191078475,0.6434609869492528,0.1425975332466335,0.4459778999395907,0.24018067222768869,0.5556451837282396,0.4131920505504207,-0.15690206566848897,0.04745640121826189,0.5535553666136526,-0.012424984250659318,0.5140647605990251,0.34721858820903057,0.03792077558505054,0.447405197213391,0.8516778520267566,0.37546944620585376,0.11728107998936707,0.4671440021316983,0.5968315557232395,0.4994459437288827,0.4355044612593148,0.2965509992265858,-0.26404281830844734,0.49850875672955147,0.4677663933727986,0.50512371681056,0.0881414895735509,0.33569289437701005,0.25152534756462464,0.3724593008132867,0.5568011367298057,0.28745543834122034,0.5768230160590683,0.31848468391859885,0.18969260615624262,0.07604050966908275,0.1402481230707502
Cerebellum_Crus2_L,0.21116497219822802,0.14799304451110531,-0.10106104210325734,-0.053454713892750985,-0.0061068180415802436,-0.17147071262598748,1.0,0.007801041821745196,0.24244219138214482,-0.12709426578562968,0.03171691715099172,0.1333758353282009,0.16997307962274602,-0.04464605769776472,-0.08163181593125024,0.12092212085870874,0.06094792883198174,-0.03679258874531708,0.1278664540818126,-0.11779233462519856,0.09905095051710011,0.2105584521218966,-0.048452952185977304,0.061720961057923976,0.1193971353486467,0.113928318767161,0.01645354257291385,-0.07678818050431023,-0.0541995863667582,0.0995755798142589,0.02661883360171957,-0.08824119800217174,0.13813436653256406,-0.029243399088375113,0.17697173836988947,-0.09787797288818977,0.0897057605782495,-0.21995204021871237,0.07928630789383144,0.046128357811490925,-0.47234081387692767,0.16587967765383993,0.16913595448296062,0.20497021547930985,0.15956992069662165,-0.06057050314030538,0.2609144621043199,0.09654582911600804,-0.09152406464824996,0.05842158001560195,0.031671260641392196,0.09725425047141852,-0.08907737429484251,0.020589722082434387,-0.08051029038450327,0.02642912438159927,0.024524033730425936,0.24347924519439848,0.009881516471203498,0.04727293939905851,-0.03194407622397571,0.06225594118358231,-0.036292790225670335,0.2556595426651696,-0.18103270792874726,0.20397074389473804,0.08318312658977292,0.11521609983539448,-0.09110570994766184,0.11723531376687334,0.039873092906234565,0.018020630788132815,-0.09824888418159708,0.05672787736228907,-0.034413976398794316,-0.012638075814126508,0.012485840906657665,0.33002629972577413,0.035220660586115005,0.19674112799468466,0.06004429838056206,0.06033767137261022,-0.03652102716261141,0.16537662756708724,0.23747241709949155,-0.12361716197052108,-0.044421587808061457,0.019846061405531395,0.11328473831911422,0.05214340706220851,0.05027200963271421,0.042552475152450885,0.021815128945698405,-0.4549764819859623,0.04591226610945728,0.034532353627074915,-0.0723532433738741,-0.19345906779623093,-0.1547450954609616,-0.09855671115302786,0.050122724425522173,0.06060477212317151,0.07341849757178928,-0.19178308208444309,0.014912794954066912
VTA_R,0.7681930816738339,0.6157040317799498,-0.6527536755036742,0.35439308515079543,0.7731832447155763,0.2579690840081036,0.007801041821745196,1.0,0.33643171908532626,0.07674515281445934,0.2715660483667229,0.32140836917535315,0.058299230382637346,0.8411459061860986,0.4635777576166586,0.4249748363458203,0.3250317919830094,0.43953001136918185,0.3269527119900749,-0.16693653201472952,-0.09571514607365415,0.06361870382888941,0.25906484984087147,0.2889324753268718,0.6608505315909121,0.15180211491127593,0.823089043909575,0.6599932606793493,0.868253731028875,0.6909345757770504,0.5263796018604462,0.716569536214057,0.6991825117783336,0.8513439875876487,0.2581286452535106,0.31634917100725873,0.20296592965356258,-0.4337912676266418,0.2234057203668672,0.7364899973332809,0.46489525776728363,0.3961631971033586,-0.17491283071668862,0.12753634008209583,0.7366258947281124,0.8368765485217505,0.3320373712950696,0.8560180549958811,0.621271166628762,0.7378717176030529,0.59477164532288,0.5998088590492262,0.0567075952474809,0.413729594470179,0.5667623309651064,0.3317208855161941,0.29215378810720216,0.36288502894708075,0.24356567976372717,0.4405616584831015,0.7790790779106821,0.46016600778926736,0.8070736735438234,0.30894983778716867,0.2471979133175284,0.22141239693570086,0.21816131892266052,0.42449467938569085,0.31801104635553124,0.06341508674665787,0.6289336270586365,0.4904167527759397,-0.0022920319192768204,0.2556172320109588,0.19968923030740243,0.27678013397246903,0.3834731179151029,0.28526477289167196,0.3887178361109532,0.023971742490412108,0.5553142563253939,0.6589967390852818,0.1541172443925395,0.4334053297953127,0.40838073212158826,0.30970712889992097,0.2955332315813535,0.27952084710966885,0.4306928885338043,0.6218787090120733,-0.18779796565421053,0.7217188860533253,0.6270509116877905,0.49753254891321586,0.233946443351616,0.8558587699218702,0.8270739378214546,0.10186829946314936,0.12292093379532772,-0.522859845659409,0.22439675953578866,0.18287515751214617,-0.1899380469250684,-0.30421086923378665,0.6394534428201099
Cerebellum_7b_L,0.29233697176439455,0.08938898905127615,-0.13091914615617173,0.10302953723475619,0.13032679545843787,0.31274375407118493,0.24244219138214482,0.33643171908532626,1.0,-0.006736013369979906,0.08787547205231933,0.38287127908416924,0.12479403739796187,0.3054498823718326,-0.11471772281116403,0.20456394492432867,0.19355557720530212,0.1635389127209038,0.05405470072584097,-0.14646276484682558,-0.23284139815803095,0.3109412296556397,0.0681784772278061,0.12338942265700147,0.2727805683892497,0.02032566831960638,0.26605126261545425,0.345157758529433,0.17016716778784283,0.29748020714699724,0.23150680390153663,0.2467685217976124,0.284788879275863,0.25360982524357223,0.036578998024429266,0.02728024033095851,0.17639432753307727,-0.07490507663333996,-0.02487145819082602,0.2281241259743342,0.1439729867572916,0.17952410587751222,-0.01881214037462187,0.17702672255939425,0.3600918125764354,0.29912515983881616,0.23783723267389348,0.3619645142421538,0.07877331271282048,0.2510903490850125,0.2843043981394583,0.14430784539522543,-0.2653274841561325,0.19220967927454854,0.26057455251759465,0.15417190724937005,0.004613209627448102,0.29007044446141683,0.08691958275583973,0.17498081748235203,0.21102846946035667,0.11580961585860718,0.2680539543467908,0.2331601604157137,0.15000263188559063,0.188189322638544,0.14005065960732233,0.44411638113195534,0.11612255682459886,-0.12411872055367594,0.2539732068671412,-0.013239980148686286,0.0019449490483265358,0.2370393760847218,-0.00934949293184569,0.2474553966112523,0.11288001510939676,0.17802151301527475,0.2797922306638115,0.15555127412691067,0.017140998749696715,0.2167320831973788,0.2043122998332694,0.17812426841771067,-0.05908940321659123,0.05531118038055779,0.3666333185995158,0.06252660327522916,0.21259231548743737,0.4059091223794399,0.09086569378651956,0.23695016567233051,0.1678979088922488,0.21693343376848692,0.17924738343743205,0.225337471974734,0.1401817261158193,-0.03804291900910783,-0.036775711468093185,0.08958039924928644,0.07676584090953344,-0.03912799621037936,-0.07888638413411836,0.03347152420234618,0.046722318811948514
OFCmed_L,0.07283621091933043,0.08446932789374409,0.03453491608985932,0.24989810868606718,0.046100437757950474,0.44139026299075423,-0.12709426578562968,0.07674515281445934,-0.006736013369979906,1.0,0.3787347767027278,0.08373721648075608,0.21858165681835703,0.16826808395035245,0.003997769149885554,0.2008085278323383,0.16479845222868303,0.3098826802412013,0.07710379451772557,-0.06168448693791146,0.05568096687850088,0.17092999471127693,0.3527339523372452,0.352347915776911,0.16921250280117453,0.14714118821733657,0.24663084674571428,0.304142411279267,0.034360561369638366,0.21274204096789565,0.33214482051872657,0.18677794234058026,0.14670360679392466,0.1439725508551361,0.018330653000403586,0.2870998522344518,0.3545586406154872,0.16214465235045414,-0.3572527203676464,-0.05405218256795633,0.2892112451147691,0.05974148376882552,0.027282782091002215,0.23623316711079292,0.07581795169623044,0.19776186095411696,0.25861389792943373,0.17501029671647486,0.13297375114945284,0.04503666100084426,0.0679703648302355,0.04408867870233306,0.020981203382627652,0.29830669914479113,0.13359526273748282,0.29050504363534174,0.2934090886837805,0.062272242252207254,0.37018369008049345,0.2835084092441895,0.2380672669429116,0.2362521906588984,0.07628810829535014,0.05251109448203289,0.19667698222963478,0.34004021273361584,0.3504763377066342,-0.012663620203901955,0.32702106052606195,0.24802743823068651,0.10452631193440162,0.03785401487422993,0.3518312026441801,0.13797670253392574,-0.050261435036889617,-0.013378382044040713,0.29957262467832946,-0.1627013885536327,0.3258418245027472,0.34211420044048363,-0.1988059170376538,0.24340680230346565,0.41250936618507783,0.21086938964164165,0.08799440128102225,0.2934051176457768,0.25870115123920695,0.35856354771586774,0.2542004632003529,0.014811938039224514,-0.24630630776682025,0.18381228416294762,0.2380870863013506,0.23892760407275238,-0.10778819588851174,0.15684963751296804,0.17323781020257523,0.2854456585029534,0.16048168273662608,0.17359748253317167,0.24635398851574597,0.27709205106948115,0.133055703700275,0.050956043689329295,0.04104232329411182
