,Thal_VL_L,Hippocampus_L,Paracentral_Lobule_L,Vermis_1_2,Vermis_3,Precentral_R,Amygdala_L,Thal_VPL_L,ACC_sup_L,ACC_sup_R,Frontal_Inf_Tri_L,Amygdala_R,Thal_VL_R,Lingual_R,Red_N_R,Thal_VPL_R,Cerebellum_3_L,ParaHippocampal_L,Cuneus_R,SN_pc_L,OFCpost_L,Frontal_Sup_Medial_L,Rectus_L,Temporal_Inf_R,Frontal_Inf_Oper_L,Occipital_Inf_R,Cerebellum_6_R,VTA_L,SupraMarginal_L,Thal_IL_R,Cerebellum_7b_L,Supp_Motor_Area_L,Heschl_R,Cerebellum_Crus1_R,Temporal_Pole_Mid_R,Angular_L,Raphe_D,Cuneus_L,Frontal_Mid_2_L,Temporal_Pole_Sup_L,Vermis_9,Cerebellum_6_L,Precuneus_L,Thal_LP_R,Occipital_Mid_L,Thal_PuA_L,Olfactory_R,Lingual_L,Thal_AV_L,Cerebellum_8_R,Parietal_Inf_R,Thal_PuL_L,Heschl_L,OFClat_R,Temporal_Mid_L,Thal_MDm_L,Cerebellum_4_5_R,Frontal_Sup_2_R,LC_R,Parietal_Sup_L,Frontal_Inf_Orb_2_R,Cingulate_Mid_L,ACC_sub_R,Thal_MDl_R,Cerebellum_8_L,Thal_MGN_L,Thal_PuL_R,Thal_PuI_L,Cingulate_Post_R,Vermis_6,SN_pr_L,OFCpost_R,Thal_VA_R,Cerebellum_7b_R,Thal_MDm_R,Thal_IL_L,Calcarine_R,Thal_VA_L,Cerebellum_Crus2_R,Frontal_Med_Orb_L,SupraMarginal_R,Occipital_Mid_R,Raphe_M,ACC_pre_R,Pallidum_L,Pallidum_R,Precentral_L,ACC_pre_L,Parietal_Inf_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Tri_R,Thal_PuA_R,Rolandic_Oper_R,Cerebellum_Crus2_L,Cerebellum_3_R,Rectus_R,LC_L,Calcarine_L,Vermis_8,VTA_R,Hippocampus_R,Thal_PuI_R,Frontal_Inf_Oper_R,Frontal_Mid_2_R,Fusiform_L,Frontal_Sup_Medial_R,Occipital_Inf_L,ACC_sub_L,Caudate_L,Cingulate_Post_L
Thal_VL_L,1.0,0.4732933969181885,0.46701834988666674,0.44709329996945696,0.5797611589153258,0.4957271539388778,-0.17731490772843503,0.8799660945942117,0.48309366876795473,0.5142196245642351,0.6056846235703133,-0.2399554639106971,0.35593121218019025,0.5712459429747174,0.38779149452088485,0.745739774699499,0.5241538356508851,0.6070737341713981,0.09971369345830072,0.4771895599323858,0.2566634105321701,0.5172854093078564,0.2016354306296481,0.46221066854016835,0.558224336014907,0.25566501899233474,0.4466516978246607,0.4366715201557463,0.4743842201666175,0.611870530589321,0.44411638113195534,0.47877783723732,0.31572778088012227,0.30245142584948004,-0.002864096876679384,0.2936082525241254,0.4638641304324631,0.13469353384376057,0.5607317974187551,0.3013126475269705,0.14691819570547016,0.510802458838015,0.39623537005420756,0.5141551701511443,0.2955660351147796,0.5190547683932362,-0.008961259472152405,0.44880360544850006,0.5152772363431976,0.295378015098856,0.36123514282282126,0.1168135289783309,0.39484184191078475,-0.19133419320997588,0.2951309731357304,0.2871142588723152,0.5989831946887926,0.44214289134398393,0.06966919827907754,0.21169192781718896,0.1993593461459217,0.42070026388356585,-0.11475886730449407,0.5787829803413199,0.2291770701671689,-0.21598034969238417,0.13828120672310443,0.5632163465727831,0.4865682582429268,0.5736465187189903,0.5082654412805722,0.3898199510339275,0.5415222675172712,-0.34384309744692365,0.7960037500802151,0.08598105054661288,0.19724900314254648,0.5688985934495799,-0.12660761342893584,-0.21891092222235883,0.4500383949972707,0.20235586821786067,0.42243328242828765,0.30231215711613935,0.643603205061235,0.5676595507005088,0.4626545313778364,0.3112902017100245,0.33584064737811126,0.3446468969061638,0.5424864643683982,0.13656759763668747,0.517520378856552,0.11521609983539448,0.2956788141786337,0.29971480835652775,0.004482843664391483,0.33064960634738155,0.13955703224194801,0.42449467938569085,0.37278476020530005,0.628669561475071,0.6030154490154805,0.5539806022961105,0.4680933019496179,0.46763118518667707,0.009928523070343892,0.448190724802591,0.6400731255805362,0.5382776133348547
Hippocampus_L,0.4732933969181885,1.0,0.38211313696365673,0.6568925014577577,0.758545078460526,0.38718579653992685,-0.5298371479002508,0.6029872178980418,0.5767487406814289,0.5242113484502273,0.5498645388831832,0.2752420656681856,0.3919783119555518,0.5348419424626164,0.42633578186367277,0.3747392100936543,0.7440581830286132,0.72953021754088,0.17922957277974205,0.8037247281685336,0.4625064521139489,0.6796219207630911,0.1215631005583076,0.6588650932996211,0.44526647829569316,0.15260675445769528,0.7108675860625666,0.7446273519739317,0.4088491418294344,0.6904319968324734,0.3619645142421538,0.4376751153673614,0.3235173026396579,0.3169589349564839,0.10827780112613897,0.2974457517228126,0.07121764933354306,-0.020935749139612048,0.7759005229682804,0.33453527769991614,0.47528414213750764,0.7938368523752156,0.3351629376631872,0.24313529518553922,0.28177136024536564,0.07120623052779598,-0.12446617241396261,0.36970639679422185,0.8249680288267339,0.4300445529838311,0.5245468034804573,-0.1909502086367376,0.3682075132012371,-0.25638515181333704,0.255232513865055,0.494713065603699,0.7604883899721931,0.7186486497151721,0.3298674052785777,0.285424122759545,0.2933039340469704,0.45375811653989934,0.0010038791059825618,0.5780187406780801,0.2865140958028472,0.2354406955000925,-0.19465462735176914,0.313984727747306,0.4316567497077407,0.41606516498904716,0.8115483822815879,0.5006384068328078,0.7692255789273701,-0.17858259243387334,0.638897616150354,0.19978103964159005,0.13682173275062626,0.6697712876532179,0.004941056021795457,-0.28763111585821355,0.4960496565241646,0.08183526829057948,0.39705921612785766,0.17611920022172536,0.5344887820560557,0.585868150390115,0.32499995207202165,0.20262866172709465,0.430614786107913,0.6077912035601309,0.5751077011520153,0.09204733554628927,0.3536091646576401,0.09654582911600804,0.5640843024278993,0.40114631742381135,-0.4312328255713986,0.18340539752043378,0.174191234093235,0.8560180549958811,0.8047582770728045,0.3201313639870682,0.5128932862751236,0.6457797974564397,0.8330942188559285,0.6854516920449821,-0.1542106431767382,0.08954499947380533,0.6167925668271804,0.4121462185363811
Paracentral_Lobule_L,0.46701834988666674,0.38211313696365673,1.0,0.5371966222816593,0.5926332256164949,0.8940469146830711,-0.0056069451969436674,0.5363437060546219,0.46752758033766956,0.5323153487067158,0.6301354365975791,-0.08920081613481755,0.33709900327233455,0.7357969468904229,0.2614800784566987,0.5485312750966648,0.4245618103164744,0.38162048718991887,0.45733621001373703,0.36053686242149896,0.22965758102126219,0.6470542979565986,0.18444839015795075,0.5161852805353818,0.7510011388170688,0.2042241148788706,0.5730614870565616,0.32447502933240085,0.6799872512335468,0.20289828554498018,0.06723823748161736,0.8466557153527433,0.24313123885487806,0.1894733097381109,-0.08129670019793947,0.4743524091857171,0.27245507775345224,0.47435699537878284,0.6227716340556637,0.27503205682364956,0.4807200179580707,0.48509186919622765,0.859339855988137,0.3868641837668501,0.5407444047387042,0.44892104938083754,-0.14840796996559816,0.6121133642052753,0.4672457923745111,0.4279886424735421,0.7044074415703082,0.01926520278356922,0.3235976246154424,-0.1276772020808422,0.29833073066340077,0.41186255643692327,0.6555972607273188,0.5500153711383771,-0.007078852784190645,0.6885139515129092,0.21622194888512294,0.6205687242876885,-0.005332037423326418,0.4500512319789755,0.40924521381097945,0.24145857207482127,0.42392696202518504,0.2592891154715081,0.7569832722016725,0.5891593798044586,0.44710525654090166,0.28607531203816555,0.3890054367464204,-0.04890476557860797,0.3396075670159637,0.1701113744705287,0.5449713800705089,0.393516264265736,-0.003854986378048482,-0.12026530126016192,0.7072830335581681,0.4784853028361607,0.4137011550470212,0.37857890675108125,0.17526518008930697,0.4138601881220132,0.8947583644468958,0.27210112979841583,0.6764060395792897,0.2899322379014332,0.7131160719339729,0.46098834459894433,0.6823467001365002,0.10396609041563033,0.47826788026148953,0.25254524887460006,0.019917969955668732,0.5929364311049733,0.2290971687361486,0.3049090013632672,0.4283538153135326,0.4566065365969978,0.7787883919797876,0.7218787204834771,0.4449908408939293,0.6086258037668193,0.11743181364568499,0.11205685016246078,0.3431613055713946,0.6404357695412839
Vermis_1_2,0.44709329996945696,0.6568925014577577,0.5371966222816593,1.0,0.7484720688080432,0.4521112903830226,-0.3512020507346589,0.5455450337606043,0.5044608956495373,0.4806609627462197,0.4877586909189558,0.14753458658528557,0.48409879338217315,0.5798767977020379,0.5059787046322947,0.46213087578822276,0.5316417889280691,0.6688225630537163,0.3376918081574049,0.6049550475896603,0.20735022845803075,0.6081988726470413,0.06763935012203594,0.5425476200913311,0.4931023681777806,0.08788415039462506,0.6373311884707427,0.5835701322283227,0.47721848218147256,0.39700352392488125,0.08938898905127615,0.47137027115180824,0.192772890145548,0.11258830685039986,-0.07504142316685013,0.484498102842753,0.2383962706442433,0.10985125867167692,0.6277741169876111,0.13957136252851077,0.5738660591471403,0.6572548389386483,0.42864008907469975,0.36858881042438574,0.4715766011631276,0.3191488823428876,-0.20766131987442255,0.4212756646305761,0.6733227593876903,0.32256383690881835,0.5233717862112086,0.011624862731114979,0.18589000417864657,-0.41348646061418665,0.2727875144998478,0.5703252514444171,0.7400573747521259,0.6013758595686879,0.15098493000802557,0.4419859866523168,0.020839927331855943,0.45003160243235196,-0.030953413297887578,0.5148636409616952,0.33421675221812464,0.25854832139320644,0.046290629082685816,0.25973247387248016,0.5855717466635026,0.3906930886467816,0.6792613091568422,0.2809362660390815,0.6245855548023616,-0.1114322362968768,0.5099400152426887,0.4216318257535301,0.2498440813316442,0.584811989795526,-0.1422004065973623,-0.19005631628999417,0.5338630824256637,0.1997036693347286,0.45113992492445565,0.13280481053772897,0.27066134119270124,0.5760065965582482,0.4440237207621609,0.18882525287032056,0.524244037302828,0.36528608026390996,0.46835521591396473,0.387643906677692,0.37245664242396054,0.14799304451110531,0.6585026406601306,0.14021523400419517,-0.31316374239078215,0.2682541469419003,-0.00023845688129764338,0.6157040317799498,0.6333352423754249,0.40027227972096524,0.5073925612887508,0.5539869346428778,0.7181050101745374,0.5862191446266222,-0.14681273478577753,0.04894794446355736,0.5316524190298909,0.5107542817964738
Vermis_3,0.5797611589153258,0.758545078460526,0.5926332256164949,0.7484720688080432,1.0,0.5978788324862384,-0.2950470570713645,0.7105485310336702,0.6747113102011335,0.6378401203052827,0.6778945419767052,0.04220485879384488,0.5694372504411387,0.6665090043680847,0.5423102642675933,0.5918136176628546,0.8014717797199309,0.7108621213712781,0.33096208327681037,0.7319664517859251,0.3216095242662284,0.7205380320183513,0.01690938448118507,0.6384936867988965,0.6186152840613984,0.21845494602623075,0.7180856691177522,0.6916125254026229,0.6282672671755657,0.6329883258226378,0.25622037618261284,0.6282869232642566,0.36275162041027925,0.3744608526577577,-0.08868616492243703,0.46838857064372286,0.307376958688214,0.2051640627411811,0.8029878119575157,0.38509101571971527,0.46076856411628364,0.6818917253652935,0.5904114789963083,0.42119795808439264,0.46607661616187324,0.4578466971388227,-0.1597352309836868,0.5014572992781,0.7128774737457435,0.4522970531441443,0.6814293548650352,0.08204593532556019,0.4422232066450768,-0.27896197334433487,0.4043743074143995,0.6621222702333776,0.84032504982238,0.7328440198032681,0.09456402663517396,0.487522313457884,0.2183549551483073,0.5937161109703656,-0.0525191071592377,0.6675547401851196,0.28257586388731026,0.18429777517629026,0.16263837732021774,0.3118848990475731,0.6277153492893716,0.5369918973237388,0.7470073983612462,0.41809000085080283,0.6645978886050811,-0.2329341323524433,0.7024914640678522,0.33239003195186867,0.34529179987764097,0.689125024582338,-0.11997884286505833,-0.15946057384264514,0.7192080982714939,0.3310611420693026,0.6021960423686906,0.3030348620961961,0.5328557963447269,0.6514324223365371,0.5407749414755105,0.32789683229718386,0.6090785958576544,0.517289571328797,0.6672302325473519,0.3496719436902195,0.6077913480756958,0.003990240808179255,0.6547349270424074,0.34439869660224487,-0.11190087751548408,0.4155893640844714,0.0006290184602153333,0.6603408572073592,0.7285219397410388,0.5118170048512152,0.6928489997142159,0.7313468367770062,0.7273122710374272,0.6615950412722784,-0.1524936336006048,0.15734146843223282,0.7033691106418449,0.6676430524247369
Precentral_R,0.4957271539388778,0.38718579653992685,0.8940469146830711,0.4521112903830226,0.5978788324862384,1.0,0.1492053946240158,0.5589673987794186,0.6159235849182617,0.6836107582740379,0.7838524905317303,-0.1360280714901628,0.3121034087948963,0.6893298639965381,0.19715542821755414,0.554090877777093,0.5713959966430668,0.30852514022549743,0.4253485103753509,0.3714334967575521,0.4075111634407178,0.7460961763996548,0.1762119248369157,0.4305114340543144,0.8275869953265006,0.20246431192110464,0.4533172841872112,0.31931727443490643,0.6761805651339472,0.28723463155813517,0.08691958275583973,0.9490911713625166,0.4143420589527567,0.3807113351151485,0.04448909780658021,0.26940750053988727,0.2503568446491622,0.4202788340693161,0.7175616527150475,0.516835433351531,0.29237722954725026,0.3869862962037173,0.8214006113321468,0.3590496834911868,0.3885468927148158,0.4809319920484021,-0.0013912117842906947,0.6382978753776015,0.4419070848188191,0.3445779204880865,0.6295818539414764,-0.042085923810035154,0.5311980083426769,-0.012393754794526911,0.3459029728525365,0.42311348897655227,0.5981700386113962,0.6006285641385436,-0.01737406396090547,0.46295149219892057,0.35071096004352964,0.623051210055422,-0.02338101992817861,0.5591130846996838,0.2601593427779836,0.24321699804528377,0.4100894503662273,0.31486236021666764,0.7442844221706381,0.6467226753015568,0.4043287024527374,0.4608113638097181,0.37148247268912665,-0.14122929818188315,0.38310505876609213,0.08368042588497811,0.6347583406579096,0.40749005531965726,0.0031354626760871284,-0.08808297522428925,0.6790217653168252,0.38669280762890473,0.5063395630939623,0.6314631872122629,0.24462673082125908,0.3988281537111581,0.9541868410468705,0.47357763395609204,0.5358395160701159,0.40775416187680985,0.8199816253817541,0.41047400653894456,0.7825718545372983,0.009881516471203498,0.4432828584576837,0.3570713747409603,0.1443471940008279,0.6465624154277879,0.16867437869171015,0.24356567976372717,0.39519868887511217,0.38955472495595134,0.8771061385902117,0.8155319469622646,0.309908403393893,0.683809138270707,0.11189755286130026,0.09055017746366688,0.3591753796140981,0.7054938859505702
Amygdala_L,-0.17731490772843503,-0.5298371479002508,-0.0056069451969436674,-0.3512020507346589,-0.2950470570713645,0.1492053946240158,1.0,-0.2892545671917474,-0.04214807795860653,-0.0001285376794989306,0.07914371762669344,-0.030085739791868373,-0.27088428965704103,-0.15446155047120072,-0.4316750783051447,-0.02490497307817856,-0.18439403954785177,-0.525013854568246,0.014131321212252062,-0.42715533257696847,-0.08308011683995122,-0.17981682439731686,-0.07787707393309894,-0.3177591873524835,0.05882135241054528,-0.0009200282593108128,-0.365779813509875,-0.403186497507959,0.0875272252594834,-0.4336640772950181,-0.13091914615617173,0.12439843140859101,0.03126322053565575,0.050814280457907646,0.04884975666464536,-0.08510228706932606,0.0660308646574565,0.2050554692869774,-0.24001077138901974,0.28453461287156473,-0.15838540583201008,-0.4303984665978311,0.07201192305017182,-0.056862529644491386,-0.11385116418262833,0.1199905304793115,0.3056192273355268,0.03565018256472487,-0.5554022294976502,-0.06581955304191844,-0.1063634674015981,0.2948891723108611,0.2078307860648527,0.25389618761638916,0.2936741942182194,-0.1481868255616834,-0.2668887821267871,-0.2971738715618413,0.08958720644370685,-0.16398166680803472,-0.12499584583678607,-0.016018042930987318,0.12064443321057934,-0.1100898751806009,-0.011558899967596433,0.23432736308497973,0.26600847412520223,-0.14375944500789706,-0.023100839819346557,0.020430197753863847,-0.5571918094707741,-0.16586806792465728,-0.5417334047590153,0.21391517463172371,-0.36273416683050924,-0.10846667221275968,0.22001910204510297,-0.4667959417173436,0.11651307592789766,0.18841780532287736,-0.07544528187407286,-0.006304609496935384,-0.09053079471271548,0.3658996110602943,-0.3730703979370566,-0.36356399619843865,0.15192473907341936,0.17959925806010266,-0.17517700661466382,-0.10843498115757699,-0.10498263274405542,0.09580549034803758,0.15212052016967775,-0.10106104210325734,-0.19624370182362136,-0.19508125793312803,0.5861516758179344,0.14917602909944008,0.1177000886862442,-0.6527536755036742,-0.6088949434316339,-0.07646156251352287,-0.01062344871689186,-0.1442922241017012,-0.5090315732942444,-0.2416096864874254,0.08867788275181307,-0.2802507468043329,-0.3864937926516029,-0.020946640303072583
Thal_VPL_L,0.8799660945942117,0.6029872178980418,0.5363437060546219,0.5455450337606043,0.7105485310336702,0.5589673987794186,-0.2892545671917474,1.0,0.598501959157492,0.6117218161461772,0.6403613203371709,-0.2560285423866888,0.3484155331649355,0.6973691611031292,0.4067777760477764,0.7651935975159033,0.6574887809878005,0.6480048260169593,0.18320009255974784,0.6225606794963346,0.2956827537355543,0.6206788985480638,0.24473963620508649,0.526983549915453,0.6144724361789515,0.21183520200444325,0.5365763817376374,0.5558295600773039,0.4997595215068138,0.6612888916520797,0.4623009649752905,0.5392990660172554,0.34231896535339457,0.27923743817742175,-0.016246809918965724,0.2789760770097716,0.4035471045137841,0.234345402854538,0.6825968791299367,0.3409319281191478,0.2542685396410217,0.5836857701912003,0.5398497950325383,0.45118236657493016,0.3641944845756558,0.4867334043271798,0.04401409302088726,0.5704867910656678,0.6273256516244029,0.32315074595655185,0.4675336406450728,0.01559814702261521,0.453544449108839,-0.13852694551642614,0.28071058272156885,0.3232744888519811,0.6834038970627873,0.5527040769170546,0.049592103861594385,0.26844112518296437,0.28669137901898367,0.4687429305594921,-0.046561480316001505,0.6678128334101836,0.2336678929544234,-0.17835422195228706,0.16787555317898845,0.727510220203353,0.5650623920817035,0.6298465401647705,0.6621614173142506,0.4078860208317274,0.6470730658854066,-0.3451245513967448,0.8183115548105091,0.2426787852655945,0.35710889108932453,0.6373289052673872,-0.030789573617558404,-0.19273725688006402,0.5677745690469964,0.32643070300603877,0.5140525266637034,0.31566582245714725,0.61172388896762,0.5668863882684783,0.5007593956410492,0.3465455566310764,0.38797249267676176,0.42687091286326717,0.638450581298176,0.1421585443161779,0.5529161129825877,0.06669367308428174,0.4454301057183963,0.4566391552252786,-0.08557740432086762,0.46849169745104047,0.16353807126413208,0.5558737559218424,0.5793578594198234,0.5328038706639525,0.6850330819364229,0.6623327166944658,0.5552819098559078,0.5758904551088048,0.01226134307743417,0.3999245699091251,0.6193583394744104,0.6615683449983192
ACC_sup_L,0.48309366876795473,0.5767487406814289,0.46752758033766956,0.5044608956495373,0.6747113102011335,0.6159235849182617,-0.04214807795860653,0.598501959157492,1.0,0.9463953206473188,0.6881333922632015,-0.009509677325057284,0.4779005502375548,0.4999198355457738,0.45189902008075683,0.4794544726847304,0.6876647825818151,0.5094378141172511,0.28068871344687624,0.5949518788146321,0.426894612954873,0.8069901540242692,0.0074874016787604,0.39325984299827627,0.5620047446684018,0.1950110970308215,0.4431640865276243,0.5286504741002912,0.4943720191612166,0.5896064245970418,0.20387540160331055,0.6319992607156094,0.5533238495289636,0.3233249747670823,0.01909892644429133,0.19724381638194294,0.2537501962922824,0.16172228073140696,0.8316053591268745,0.4636371618678801,0.23029585170306122,0.48443218650855197,0.4744663683120309,0.5136464860017967,0.22766210632620051,0.417638972244372,0.024723880484018693,0.45195802206803815,0.5964348268676406,0.28979767980326,0.5001334929182623,0.03645476305511479,0.5331452795563232,-0.11238259896606165,0.2613311429823725,0.6345560501768133,0.6622895468078303,0.777376144561639,0.0376895895724384,0.18222667601903147,0.3838417181481974,0.5089204343650221,-0.14792391339541866,0.7447307857437938,0.19772938911206497,0.1271905589217682,0.16447217305525996,0.28068931710674466,0.52991156577215,0.4622573418522482,0.5784701342623781,0.5649939883570164,0.5194135780504271,-0.20241937177505884,0.6391851671256049,0.1961692723352736,0.45296081452836573,0.5888962984642874,-0.09897260365974514,-0.18385374079717626,0.5619388289024432,0.1241112745909353,0.495281475646194,0.6269189791222516,0.46177663162318633,0.5630918331905389,0.559924432622543,0.5770910832831523,0.3731257457805442,0.640430216904282,0.6735382665395679,0.378122945493338,0.6294116407867335,0.024518787892060093,0.5196217369449284,0.2940902742004061,-0.061781318869823604,0.39852479504665766,0.028985810675475215,0.5211096391713057,0.5796407591131311,0.34803061188953144,0.6879427208100154,0.7919277538345304,0.4483299866386141,0.7947010777060276,-0.12830873945364116,0.09459999421514405,0.5563943756652984,0.5587183240156571
ACC_sup_R,0.5142196245642351,0.5242113484502273,0.5323153487067158,0.4806609627462197,0.6378401203052827,0.6836107582740379,-0.0001285376794989306,0.6117218161461772,0.9463953206473188,1.0,0.7180044263674764,-0.06598479844168909,0.4489873157810141,0.5859819291912112,0.382846544825469,0.4942930983910642,0.651191247256029,0.47416030813677323,0.3512410869768151,0.5531402473513931,0.5053667257721954,0.8136145114711532,0.06551857905256465,0.386053850218459,0.6014956183695076,0.19789856790269145,0.43932646679737564,0.46090847973703364,0.5022467534362134,0.5200439334436467,0.14346693504740723,0.7141184373310253,0.5368300054161903,0.35688755315751497,0.03593429551465033,0.16229171958036076,0.21745938922612304,0.16357519119794936,0.8341547734533099,0.5278506428495859,0.24290655957442264,0.48826427153160734,0.5459362180287329,0.5238002765608188,0.22755580586553148,0.4454013453024091,0.047379477504747865,0.5110031725756646,0.5826649876758697,0.23214513039151025,0.5009803485588064,-0.0716360671670259,0.585080616113815,-0.08136064246731527,0.2365351163660237,0.5361629252968904,0.6651221561002881,0.7296724246228798,-0.0006128427793597157,0.18905694199416992,0.4110927594458379,0.45797245148217436,-0.17612529186355916,0.6904128518108822,0.1660095729258178,0.1362663694577676,0.19209915338456693,0.28803937006794694,0.6299128990184499,0.5708732889254182,0.564748560202901,0.6226042102154675,0.5038682589560847,-0.24541264667470375,0.5641291575389058,0.10470368428707677,0.5196871600573406,0.5404907042828277,-0.11844947783720164,-0.21873865315382718,0.5821496672547588,0.15827229218812872,0.552011025627411,0.7219601918808877,0.4574917943834263,0.5985436062222034,0.6264531045761175,0.6234662091208424,0.3628416575749067,0.5895053756139566,0.7176538223257336,0.3777644346230958,0.6930129558306468,-0.011209985512360724,0.47596700772298056,0.32487029397050016,-0.03684603405897383,0.45260572314818426,0.06574884833231222,0.4491145115883209,0.5526734465070477,0.35447742236273844,0.7215220449343609,0.8310149975004604,0.42498530136815044,0.8114585522576334,-0.06445804564473134,0.12433208036238162,0.5441860967162749,0.5949290113707433
