,N_Acc_L,Amygdala_R,Thal_VL_L,VTA_L,SN_pr_R,Frontal_Inf_Tri_R,Occipital_Sup_L,Thal_VA_R,Frontal_Sup_2_L,Cerebellum_Crus1_L,Frontal_Sup_Medial_L,Cerebellum_8_R,Thal_MDm_R,Angular_R,Temporal_Sup_R,Parietal_Sup_L,Precentral_R,Cerebellum_Crus2_L,Caudate_R,SupraMarginal_R,Thal_PuA_L,Temporal_Pole_Mid_L,ACC_pre_R,Rectus_L,Hippocampus_R,Cerebellum_10_R,Thal_PuL_L,Frontal_Med_Orb_L,Thal_VPL_L,Pallidum_L,ACC_sub_L,Thal_VPL_R,Frontal_Inf_Orb_2_R,Rectus_R,Thal_MGN_L,Heschl_L,Amygdala_L,Frontal_Inf_Tri_L,Cingulate_Mid_R,Thal_PuI_L,OFCpost_R,Putamen_R,Hippocampus_L,Lingual_L,Supp_Motor_Area_R,Red_N_L,Precuneus_L,Thal_MDl_L,Vermis_3,Occipital_Sup_R,Frontal_Sup_Medial_R,Insula_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Sup_R,Thal_PuL_R,Frontal_Mid_2_R,SN_pc_R,Cingulate_Post_R,Putamen_L,VTA_R,Thal_VA_L,Occipital_Inf_L,Cerebellum_10_L,OFClat_R,Parietal_Sup_R,Thal_MDm_L,Vermis_4_5,Thal_PuI_R,Thal_MGN_R,Cerebellum_7b_L,OFCmed_R,Cerebellum_4_5_R,Insula_L,Fusiform_L,Frontal_Inf_Oper_R,Cerebellum_6_L,ACC_sup_L,OFCant_L,Thal_IL_L,ACC_sup_R,Occipital_Inf_R,Postcentral_R,Cuneus_R,Temporal_Sup_L,Frontal_Inf_Orb_2_L,Vermis_6,Frontal_Sup_2_R,Parietal_Inf_L,Raphe_D
N_Acc_L,1.0,0.15261731457642155,0.37872792465198074,0.4022383195066583,0.3460092869943371,0.08317294620219268,-0.2765895906759688,0.22104541836437855,0.005334176916914,-0.08454417852264152,0.08887085806873266,0.35189181013526405,0.37727417567862476,0.049756981807332276,0.24608486044872357,0.01789896347461088,0.033989138034345105,0.07436701407722317,-0.10257520546076186,0.16420199831347224,0.3669347875409404,-0.1299633086564054,0.2649610254032538,0.0056714694170744715,0.28570988797165403,0.41634934757127046,0.0416256415760722,0.14262272373103357,0.2250671814993532,0.1817481496154851,0.40923328458414426,0.5245513737485715,0.36056730459193254,-0.08905231567113585,-0.17408640483592602,0.20202294245193264,-0.1505207570345094,0.1616300324953012,0.2864712494679472,0.20552282785757095,-0.0662682990076988,0.12863461085771133,0.22114183789752012,0.2848726148815753,0.08291786829190949,0.425298320820234,0.027547224997838377,0.1700719929523871,0.1604628707030719,-0.24305088848073697,0.06782040629666145,0.2896475331855818,0.23126092405197768,-0.12264962317350496,-0.007312334982887023,0.4192339088273362,0.11572453162268516,0.25111627643478646,0.15918702053332565,0.548897929539089,0.4580677664553199,0.21300189052084825,-0.22245760123260513,0.5395335707412816,0.1580790549342823,0.005807145009298869,0.35239110647802574,0.14832659478819657,0.17544807894414838,-0.20004583732956469,0.010962661999864981,-0.08254755287418045,0.3049991309859586,-0.01599028509923445,0.18304374678219246,0.24395434947172587,0.2715848447520567,-0.06863567229554599,-0.057256256055823754,0.06130523834580984,0.13123348500396817,-0.29466012978274725,0.09510375056597245,-0.30924523655416236,0.1778390772601324,0.1555757146842994,0.10911472927253879,0.102883214450299,0.21475914336734417,-0.37258415969826175
Amygdala_R,0.15261731457642155,1.0,0.18383886032648072,-0.07458616402759911,0.14693546807044272,0.0007951409585461209,0.03151290246006231,0.2571991965577542,0.09191184920562064,-0.28066543179241193,-0.05402947737053029,-0.06801507709165422,0.5072489084713958,-0.13693566334846446,-0.15245350603778354,0.0688651150834946,0.23207271751667313,0.17253256580324822,0.027059961109135205,0.05765883043361043,-0.1905457762634724,-0.01377537815924036,-0.13505662216553455,0.011091076906851377,0.04820056576110212,0.06253986194542296,0.1581348421900748,-0.13566024694814185,-0.010441797408048657,0.2891361019500434,-0.3311999316913853,-0.04891788149259513,-0.032288085900916405,0.013852731781053076,-0.31951874978970196,0.10787683540168083,0.2545658841637157,0.09099852661979371,0.0851942197360942,-0.06496232296703555,-0.07262392465831351,0.05419947116732265,0.18659682494644764,-0.1390000984726514,0.24585566186445723,0.13623421182181622,0.1254538471113844,-0.032353428518486924,0.11399777652546349,-0.10883750985041672,0.06924501904026449,0.009064827598332189,-0.1875559373972276,-0.13671423105394978,-0.19232591679944064,-0.05917842661055221,0.24625998089207934,-0.2769222086871229,0.23610336921936811,-0.07554932015407144,0.2019276100849198,0.13525782448680163,-0.01943144276910196,0.010990395444913797,-0.20851246682010854,-0.022807687570669817,0.28802007179137035,-0.14903082965941442,-0.06813838952284172,0.22842461145293727,-0.1220229095153996,-0.20759888943339655,-0.09560830650635367,-0.11016237922815611,-0.2550625839867031,0.05202823921510348,0.2183365188068112,0.21033268025354077,-0.08785290299024123,0.2000826083441874,0.07119393209732251,0.008597438370553176,0.16370421561004106,-0.04911390110117823,-0.09240614324949338,0.04908556811347955,0.13424186042113823,0.07388288130364595,0.18189248658751878,-0.37995513664098274
Thal_VL_L,0.37872792465198074,0.18383886032648072,1.0,0.5503035183258335,0.6990227740932168,0.43657059827792416,-0.399776805042116,0.8002514429799741,0.48230377189134055,-0.027779266958504363,0.36724906248269257,0.5356782187227701,0.763696343293485,0.27220862899365555,0.482463903627349,0.3602668871322262,0.4781672725967903,-0.11213354545729874,0.31277179025553276,0.46433980825229476,0.6639572998975833,-0.168728202390957,0.18686257706568063,0.29658753590650355,0.7127859749669622,0.46874791731418486,0.5439780909790182,0.2641837577042263,0.7728918995459184,0.5509376017566826,-0.17100672285332374,0.6931099210291078,0.4474646358904186,-0.024801951664790975,0.07596581987573206,0.6563314471281313,0.08237803060970243,0.5646419475438845,0.7839632622691707,0.6135104413577642,-0.012686087646595387,0.44777223773243047,0.7096653394021738,0.4361115750701006,0.6060655727137875,0.7793533674732854,0.4068200581481504,0.7065881651752118,0.6456831295305047,-0.24545328525034193,0.4449754318076578,0.5082656905592259,0.09537963309721625,-0.02698525767309509,0.013636334912588158,0.7042032955520994,0.6238858534197814,0.2953749153093336,0.4299015792153598,0.2823784190753375,0.624075420017475,0.7102865782405801,-0.28994845463464025,0.17122216325651232,0.20663459394117695,0.39654967809462427,0.8746951331602215,0.413735745714502,0.596700886047838,0.3145859809207834,0.0057560256525493615,-0.23464569985225908,0.6204080219716797,0.21506630703567672,0.4130555960613637,0.6562587619360963,0.48342129795157274,0.43830642280540477,0.11144179366741566,0.6010909768112511,0.5319715660020862,-0.07279806309024657,0.5385740587156626,-0.2899990242231364,0.3895700016118417,0.20692210002261713,0.29656119484744087,0.6432843751870203,0.6167718210956744,0.17914330305906442
VTA_L,0.4022383195066583,-0.07458616402759911,0.5503035183258335,1.0,0.4984600637241683,-0.009677780336262728,-0.5684507433160945,0.42627660310887205,0.2969098247058554,-0.23701200041855033,0.2208003924571337,0.4688095552183993,0.4064560763095873,-0.18928272377225575,0.04174474893943277,-0.07888451061191457,-0.10053495296910045,-0.3079327439860442,0.4665317183581909,-0.08762310404014938,0.4553417278758002,-0.5430894145771118,0.15568865224172942,0.25786400736656107,0.5619471728633172,0.3202388352895177,0.23526673265334094,-0.12328886360140337,0.5173871664742675,0.5861324138561465,0.312041175702619,0.6438996053142751,0.3928199553031094,0.1609134598928603,-0.12183370717241532,0.4511078637236494,0.2789017335135628,0.3641837983876097,0.3405354547160552,0.26911056566294916,-0.034559916255850455,0.16464719240812936,0.7136001009529448,0.11968045754526853,0.13393135734642844,0.7683910137610102,-0.08371819534145354,0.6690428673356139,0.24971523246673563,-0.4699748830425462,0.1461877009593129,0.2724572270031888,-0.05364873085383777,-0.4638297199458141,-0.25493400697542057,0.5356206114409092,0.11297579493162234,0.4121376842784551,-0.027563504177552628,0.3705210235920578,0.8206243181483045,0.2863733345325653,-0.46535373177289474,0.4552522643289288,0.05843620900853417,0.023846397897666734,0.6209834299749,-0.04373467378121561,0.4547711462101489,-0.1408204713870152,-0.042858199609515014,-0.17986973510688842,0.3109143647045097,0.14871727987326896,0.5622930678584709,0.14267352508068856,0.34161997098906877,0.32545483337863607,0.2295812082714483,0.2009063587062809,0.4554088033967639,-0.2006018313897709,-0.04707963293195878,-0.5198589852332768,0.0908927823918118,0.41220923581378105,0.2854480922571826,0.4183479181099327,0.041768232743247875,0.34177464748012787
SN_pr_R,0.3460092869943371,0.14693546807044272,0.6990227740932168,0.4984600637241683,1.0,0.3289093480684958,-0.3612487994798588,0.6192604124308526,0.43101569133984496,0.0808410709995977,0.3219223369588719,0.5375806018790606,0.5872034849585039,0.1836147786982739,0.41414116399984763,0.2962444410808306,0.3229681939103684,0.008466541292712989,0.30547352168475944,0.31553561326716906,0.5541342657729369,-0.23753757186108995,0.03840853831497323,0.2502888915608413,0.7339743895705765,0.45523793397403345,0.3963738499102015,0.13109992735351356,0.6643709463297682,0.4639295562074345,0.04044152347854715,0.6505028523022732,0.4400772768162469,-0.017164345671386316,0.11274220271339569,0.6203459942261976,0.08961927837690771,0.4112256153095832,0.6943843622333989,0.6064631741613997,-0.04294644326166395,0.32628701291609036,0.6609591867163418,0.4276086461807293,0.4943652061292166,0.7544082625242761,0.3497533827022845,0.5729369300713386,0.6024058648732611,-0.2538614121763522,0.3719524982092106,0.5114095737793962,0.14583393057485333,-0.007599891297379748,0.024009142056483038,0.6367126045973472,0.4662239810093865,0.43161951627053685,0.27870197969407184,0.27343112715795254,0.5338745042936854,0.5820914471867881,-0.28222122939135996,0.34529706265546456,0.314742940544467,0.30400100247586914,0.703309872856151,0.38231174847184307,0.6254821622516352,0.3181955161044347,0.02174525947954214,-0.2583612514830472,0.6125077427759055,0.20027342012316987,0.5151792814070195,0.45366235600243754,0.38369291111973314,0.4508571066550302,0.09983232867978616,0.4945222614882197,0.49566838486322595,-0.1055041817322898,0.4093653412261752,-0.2896525883683628,0.36386656665371175,0.2516378966448801,0.24371532712069874,0.5670564959321399,0.49194709253521135,0.09092862428219392
Frontal_Inf_Tri_R,0.08317294620219268,0.0007951409585461209,0.43657059827792416,-0.009677780336262728,0.3289093480684958,1.0,0.036757732432488456,0.5717433935500172,0.47541342125364067,0.14598586984708312,0.5107921962809917,0.08285669807192451,0.3578919170259578,0.42595416125228636,0.6156653164521865,0.33291671665220113,0.6787034403029423,0.16962068084025775,0.2626917566457315,0.56298931511707,0.32636381142507936,0.24096639790203425,0.47343047665511406,0.08522875057105159,0.5141840191725198,0.07250238287674557,0.31142325880669397,0.46951373783250744,0.41162770559043405,0.20480092375145664,-0.21894391437541702,0.26394440135411795,0.5332085659693983,-0.057325368666042084,0.32775992322869263,0.37630677768770887,-0.19787153847613323,0.6446191270004871,0.6434122221879324,0.40334883055323495,0.222624866780756,0.6838820057130203,0.2050090607368189,0.4164556843615583,0.5240148753403755,0.2286880894453921,0.48734034352725836,0.37957285357741305,0.5420697324922871,0.12492195490755376,0.628145317628987,0.7351964901115212,0.06966131093983387,0.45994825142147727,0.5917288779653885,0.2539338466978289,0.7801147000227803,0.044044908148848386,0.4656737083681996,0.10528810635176832,0.07122429961830287,0.5075626166177373,0.005666725116639012,-0.21303919165721044,0.545343248769137,0.29040442405343836,0.2803339758223919,0.5164684740999241,0.34954071274560805,0.3812561681717103,0.05046453846004463,0.16544788163239746,0.5531638641151988,0.3510639420135416,0.16354977468418222,0.7862167780364743,-0.018060780913427922,0.44524589048712304,-0.11696764627074852,0.14777136892674378,0.5000749496465106,0.17286816110082584,0.7235854876027887,0.17296711718267602,0.2492461258142921,0.014232591238972846,0.07671862283173102,0.5571726749876339,0.5403324499267552,0.24874930007133475
Occipital_Sup_L,-0.2765895906759688,0.03151290246006231,-0.399776805042116,-0.5684507433160945,-0.3612487994798588,0.036757732432488456,1.0,-0.3244316075128194,0.03082403868086115,0.31843567159016833,0.09838521363559774,-0.3523374460871536,-0.4884188516294047,0.3767180224508014,0.021028877539080084,0.3895279411646911,0.18445527854471047,0.26366999910721045,-0.2741340152841729,0.18770835385342466,-0.19629334450433433,0.35014812826058894,-0.06984833807912515,-0.09709018615329888,-0.34613194115885326,-0.18589570424228305,-0.07594550878609202,0.04353425785230336,-0.29935211963540687,-0.5429540435982599,-0.06913854700192833,-0.3283784395961063,-0.45137224726978953,0.022569629706496504,0.43952791921154055,-0.31947903003047035,-0.09612274883115163,-0.206564727571883,-0.0958033149393577,-0.13833114269623467,0.1750344285690164,-0.053672732408405505,-0.537376420896422,0.12623505225778187,-0.009889353097439907,-0.5283482104126516,0.32813227296666775,-0.43431464968926214,0.07924615538508106,0.7704409328876516,0.10947743094328277,-0.12978178890939238,0.4208085696671988,0.5433214333441996,0.143487506551185,-0.25233632232020786,0.01223312364248088,-0.1024878236847916,0.21402865558760953,-0.127316516469354,-0.5096178621281175,-0.1485936533717375,0.4383567442515441,-0.250740679726331,-0.14196881469948172,0.19178224151932285,-0.5067822680552615,0.27231226314525436,-0.27950559440441886,0.06440395195492382,0.14968825502347996,0.20359560343978034,-0.01972796887213482,0.11067434225643731,-0.12426688423403937,-0.024587943479223277,-0.19507313013731098,-0.13189173493987918,0.029491310050596013,-0.08550124830816683,-0.24989328962416404,0.28433548047133833,0.12441180927887086,0.8900483415857239,0.13537460272501378,-0.27895608528263516,-0.18366200942849406,-0.11016013754095368,0.2039796548444076,-0.04991045013202997
Thal_VA_R,0.22104541836437855,0.2571991965577542,0.8002514429799741,0.42627660310887205,0.6192604124308526,0.5717433935500172,-0.3244316075128194,1.0,0.3934935634374649,-0.07706215401064247,0.2557756909790981,0.35869871040164925,0.7251298454461207,0.3381256521103693,0.5228723745785505,0.41785998792263007,0.5859892683486163,0.04353685942832043,0.4339227288237001,0.4924676776528775,0.5287047676744988,-0.13242634747741958,0.11414441377674674,0.32888236625330647,0.7123476914996332,0.3872123927202674,0.5368754556145698,0.24375905152782765,0.6760957535883984,0.5920685721124155,-0.2669576662422012,0.5340514923598989,0.4898951159054563,0.0003086860245179019,0.08925412269175476,0.620708082448071,0.12220661878792485,0.5535869128592845,0.7448691070702639,0.5434808654756678,-0.04388577352412536,0.48826623846967576,0.6877282498355929,0.43898335924031356,0.7205138890908024,0.6974292154772797,0.5151616243747419,0.6649658304427009,0.6503843699506945,-0.12627650539687751,0.3850458928798252,0.5200179533513242,-0.014431583769047997,0.07072915653853358,0.18327972214914,0.5624574423352582,0.6582949692040166,0.29485508157181506,0.5237606820412718,0.09894417080953044,0.4711370083522808,0.684965945234992,-0.22228191816790935,0.05549835208552719,0.3277954234035277,0.48008307706920694,0.7912599554960839,0.3972824024468862,0.5485965967776061,0.35438046538461887,-0.04346696964233161,-0.12015291344687977,0.58002948672453,0.11942658604756597,0.29866974943852875,0.6942660347561236,0.41080602498590607,0.43750659318898477,-0.009700824636145904,0.4316608258471719,0.5613603059216965,-0.047451509730467786,0.6360734977210729,-0.17107013105984686,0.28482607126929643,0.09743117305173571,0.31492027110277593,0.5738702393012473,0.6145101641401567,0.21670877094030466
Frontal_Sup_2_L,0.005334176916914,0.09191184920562064,0.48230377189134055,0.2969098247058554,0.43101569133984496,0.47541342125364067,0.03082403868086115,0.3934935634374649,1.0,0.0637184259572503,0.878928315800656,0.3295954892895248,0.2962267473602706,-0.05086411430794404,0.0070938949895509905,0.30912552998143905,0.28501588577987697,-0.13398553326046894,0.3974316110895967,0.09170928865439469,0.364510556496462,-0.09707141046163369,0.43156417001525027,-0.08193201808796467,0.4097974996150198,0.17057326382808602,0.42596369436237325,-0.09708328685226189,0.502824211614756,0.3509052338468835,-0.05271581659323422,0.34199220700379807,0.2983679389392746,0.04896634508978437,0.34314060898188353,0.48711580642924274,0.2918278109861819,0.7270534793469874,0.6427486135530716,0.2953993818352534,0.459628447520146,0.4536818104921044,0.47491759662840066,0.00033649472999556417,0.3866511678277261,0.3927899962469181,0.3157295714105865,0.4696531032061311,0.45396538925279134,-0.1435911260649953,0.866207664802244,0.5107209262424353,0.06778170315260464,-0.09738334017466332,0.08203292064333509,0.3812594722372763,0.7093341285391243,0.22305469450831222,0.21612586894525562,0.4498150166796037,0.35480730539370303,0.3965764560528703,-0.058832944133365726,0.029109523565224192,0.1442193158904846,0.22705957524353831,0.45111501193218745,0.14259369724058257,0.3635467135501627,0.2672290323326247,0.17641597798216246,-0.006789285018059829,0.2519604896974957,0.7447719314738048,0.40684219577992997,0.2959570478672329,0.23344371032790784,0.8122470972547353,0.30485955863819114,0.41463129398554066,0.6351845214758255,0.21965494755785367,0.2723454920217452,0.030210570302889036,0.3630168957431483,0.6279792039019819,0.28791779578092574,0.9130476163822844,0.40036966989055506,0.20386872423624655
Cerebellum_Crus1_L,-0.08454417852264152,-0.28066543179241193,-0.027779266958504363,-0.23701200041855033,0.0808410709995977,0.14598586984708312,0.31843567159016833,-0.07706215401064247,0.0637184259572503,1.0,0.2128266179552697,0.31510892999694584,-0.32549764827844385,0.412641369553041,0.3465632534451846,0.25185523446726527,0.12326530630117788,0.190731751325136,-0.08589795478805028,0.28817584999321183,0.23278249502574647,0.07157484583848779,0.12880801153775007,-0.015228323341129071,0.014463923425626362,0.1777076495432426,0.084338941238348,0.2207408602888465,0.09803523135218799,-0.36598512560120966,0.09961569989370021,0.02773499059917448,0.005170625485443836,-0.18311869127712785,0.4380609632559223,0.06588569088674329,-0.27349606778308216,0.0038719059770187304,0.2713391837650383,0.20588754952186689,0.16114833533078599,0.09707376893778497,-0.18935974346654158,0.4131984329802127,0.043541587534526666,-0.17962690987951554,0.21804550062552858,-0.028792294898654903,0.1461541622644725,0.345238480186472,0.1882716590396553,0.12252296479484995,0.472968341223116,0.45552479454522443,0.22688966103471772,0.1328400483196734,0.04515913533045343,0.2549527283171083,0.07412655819570073,0.17326296131633656,-0.30920598187941534,0.1260240363974088,0.20220787957026357,-0.0745433647144103,0.2752312051732434,0.22467440613473455,-0.15879561059774785,0.44715227714036604,0.02051835817808084,0.07908959089116091,0.4052342700983567,0.0820935523285524,0.2794793894616159,0.25761522600022846,0.13316517123544122,0.14580544551896568,-0.09191616012770941,0.009359097464279665,0.04146644904307039,0.028366689802439792,0.05313725471982148,0.13498427131439308,0.20464013076339596,0.31411054273192607,0.5219616809027878,-0.08095454905998233,0.041051820893294906,0.006024050268399467,0.3332630069778602,0.09016063423834685
