,Temporal_Inf_L,Thal_IL_R,SN_pr_L,Cerebellum_10_L,Rolandic_Oper_L,Rectus_R,Frontal_Med_Orb_L,ParaHippocampal_R,Fusiform_R,Hippocampus_R,OFCmed_R,Fusiform_L,Caudate_L,Frontal_Inf_Tri_R,Precuneus_R,Thal_MGN_R,Occipital_Inf_R,Vermis_10,Thal_PuL_R,Frontal_Mid_2_L,Cingulate_Post_R,Temporal_Sup_L,Precentral_R,Occipital_Sup_L,Red_N_L,Precuneus_L,Thal_PuL_L,Amygdala_L,OFCant_L,Supp_Motor_Area_R,Cerebellum_4_5_L,OFCant_R,Parietal_Sup_R,Cerebellum_9_L,Vermis_6,Occipital_Mid_R,Rectus_L,SN_pr_R,Thal_LP_R,Precentral_L,Parietal_Inf_L,Temporal_Pole_Sup_R,Lingual_L,Heschl_R,Occipital_Mid_L,Cuneus_L,Occipital_Sup_R,Frontal_Inf_Oper_R,Cingulate_Post_L,Temporal_Pole_Sup_L,OFCmed_L,Frontal_Sup_2_R,ParaHippocampal_L,Thal_VA_R,Thal_MGN_L
Precuneus_L,0.14382156657354664,0.5109090879024083,0.2460935940499535,-0.06751365826371115,0.2240925237863473,-0.05326617016295316,0.2108633263560484,0.309356728473947,0.5430015697378148,0.39054516163214287,-0.02915940801795015,0.2670193068113059,0.3092153773940797,0.48734034352725836,0.9097861455581645,0.4180009430741478,0.14402394735770463,0.06375665498429851,0.297429324461083,0.6089106820977491,0.8519296769692201,0.4785500210913881,0.7515231727974223,0.32813227296666775,0.3010532190988237,1.0,0.4009423840843199,0.008093431332409777,-0.04067092844590633,0.7702864276204686,0.5300323643460139,0.049422612089401956,0.6878933103068254,0.208238926020072,0.1148219189344512,0.35198447374391534,0.29355062907144575,0.3497533827022845,0.17218122778210082,0.7205506803003289,0.7183545118827576,0.27687094474324236,0.5486952940209768,0.343693830744533,0.4252271034931584,0.5777268792567612,0.456297284327888,0.6115043151337757,0.8976727394507933,0.25432790568287345,0.010532478949768179,0.397421076606358,0.2385364192465397,0.5151616243747419,0.3817693489071055
Thal_PuL_L,0.08693836299713864,0.45242550829968164,0.3909677122991295,-0.0046297783931633935,0.401981982648122,-0.09120455612721666,0.12612924571317385,0.4459333730711388,0.32685347095118233,0.45707456651263856,-0.17121503068317348,0.2772952742605493,0.43384878489078194,0.31142325880669397,0.387552372418073,0.24249509269175273,0.09926711371196252,0.15626627304037446,0.5675441391847054,0.4021516139707244,0.3646393048379622,0.3611401908095256,0.3401713686313778,-0.07594550878609202,0.42679777032634825,0.4009423840843199,1.0,0.09593021427525941,0.08622889431220067,0.42681908406286173,0.3634098193654472,0.015943624609495725,0.2900645597291044,0.37269633130163604,0.19992960011333577,-0.03147570071506892,0.2502773291589773,0.3963738499102015,0.4729009278547275,0.32630272441935804,0.44174412351083536,-0.015972267431572172,0.2073213487660472,0.34075028664792667,-0.007875527896836107,0.0422433143323587,-0.03848338953119354,0.33867984641160087,0.424538435375618,0.03076042832941716,-0.05681004108153273,0.45563197986521786,0.38090232380353584,0.5368754556145698,0.18948004615659111
Amygdala_L,0.31157148865585643,0.052198631391063344,0.11528161424619908,0.10585728245549077,0.1288736057219315,0.1724909124734755,-0.29403217779218693,0.23685389230597387,-0.18069294656681759,0.05789218757017714,-0.23332159840228145,0.11064512749619422,0.10468500894875007,-0.19787153847613323,0.004276751814427625,-0.020712647411757008,0.13971142593269395,-0.06747958865764292,0.05533182405089622,0.012355634124042376,-0.03645005970065315,-0.15153403757147352,-0.06903965819590228,-0.09612274883115163,0.21633167680581936,0.008093431332409777,0.09593021427525941,1.0,0.23863032386396965,0.11823838357137707,-0.2996698905180557,-0.01708568528358794,0.050698026430655484,-0.08897854266055752,0.16124937757803476,-0.3372205679867094,0.11783797023089233,0.08961927837690771,0.18463637610959108,-0.03781520217393156,-0.038198990435908964,-0.34264702123435353,-0.34000791410208414,-0.006452718619196445,-0.012771746383775288,-0.06344294216068382,-0.2660788268716903,-0.20799930891244076,-0.0018170507821437512,-0.18535967937885028,-0.17133782968572842,0.21057814308612618,0.299834943585222,0.12220661878792485,-0.17756156376641194
OFCant_L,0.1890390877929202,0.04748802120336913,0.036141077836834665,0.14938217261643782,0.24212224962919165,0.12061327268580424,-0.22124301004085675,0.02013688841652385,0.03520857216875211,0.017433551652943746,0.06138683576494895,0.2758645792844414,0.1374591521738664,-0.11696764627074852,-0.09427515136501809,-0.022704589477528164,0.24376101133998632,-0.24605515647413506,0.11670876559276136,0.06023597609431239,-0.14907940535839928,0.10910551178562562,-0.12797058569607495,0.029491310050596013,0.13677348575037832,-0.04067092844590633,0.08622889431220067,0.23863032386396965,1.0,0.013025466023539737,-0.06118761388868245,0.28171707902521803,-0.07361414402059686,0.004989356432584128,0.178760123017947,-0.1199337569838409,0.0985787085056384,0.09983232867978616,-0.018748374469717922,-0.09290940831017737,0.07335207491500555,-0.18293036310525815,-0.12102517600594981,-0.20894076670928202,-0.0531541832998631,0.009253336990502143,-0.09907300393135077,-0.04112791979900766,-0.08168597517855473,0.19353770260222897,-0.12003095956221436,0.2873139400840748,0.16294168638070297,-0.009700824636145904,0.27347911717579465
Supp_Motor_Area_R,0.1303408994320894,0.6587942742924776,0.32962082283335425,0.08378037235719342,0.28032395775613744,0.0036253387767685575,0.21346864027731366,0.4766065221438125,0.5240308774738979,0.4884149432125448,-0.06925879789370658,0.2612564470546184,0.4721318265023239,0.5240148753403755,0.8194379512770412,0.4290272619917489,0.0345033912869449,0.1877881048398328,0.44009432975561513,0.7876055096871658,0.6942167238262772,0.285499020557729,0.8076198373001215,-0.009889353097439907,0.5010753865395724,0.7702864276204686,0.42681908406286173,0.11823838357137707,0.013025466023539737,1.0,0.4179994351743159,-0.008732916069655646,0.7018943599398274,0.3277473247969132,0.1780778985263245,0.14322547863544335,0.343818033299288,0.4943652061292166,0.31609477528870866,0.7883727579724588,0.6978475864603224,0.21304713860662353,0.45838027507568213,0.46419706799349264,0.07031582081333528,0.2649515322503985,0.2506014369611345,0.7370966757520585,0.6991878546744535,0.12135364930356615,0.10880405563294956,0.5244131823108171,0.3677577901251787,0.7205138890908024,0.32399003546618765
Cerebellum_4_5_L,-0.3123487504159963,0.5386570994949701,0.2830909573970502,-0.1375685312790405,0.22697838205715826,-0.024377084957670547,0.5322347067426687,0.3271104611769255,0.6409434046126836,0.6173316190105267,-0.05298757734976461,0.33682906072658486,0.3987010198679494,0.5122420565617178,0.5405384396817308,0.41590394843243617,0.14543759234609535,0.29336664186447736,0.414217299130649,0.5102195401486445,0.5321649362604223,0.6871405549925298,0.5479654154871353,0.19249545632105247,0.27076023167610136,0.5300323643460139,0.3634098193654472,-0.2996698905180557,-0.06118761388868245,0.4179994351743159,1.0,-0.03568648864122712,0.3149972878506766,0.3840115537752179,-0.0038388652519233102,0.3877054334328181,0.2723348110666248,0.4519240371265236,0.2042492464441118,0.589949483671558,0.6070575292917624,0.3951554396947414,0.8567487483771759,0.42039214079144843,0.2656129111485175,0.2862595559858173,0.3418977481315975,0.5857003427125002,0.4470294373728782,0.2890411103498554,0.18013675083094674,0.3095490704266265,0.1755515208330072,0.418530529719057,0.5051395512467494
OFCant_R,0.06670049462308113,-0.04760943253132805,0.029794476694225837,0.02807811446277479,0.1521464026048725,0.018776112637991803,-0.018392801135261753,0.00679732041716228,-0.05179181613047811,-0.06481733476883333,0.06537095385660302,0.10758232391779814,0.12442867704965475,-0.04803067877928938,0.08746257761909476,-0.11796502269227313,-0.015241339629573449,-0.1561338755629466,0.13675682046101684,0.12066459677856826,0.04374014330699634,0.16750728939074838,-0.02924472430274507,-0.05731134010177822,0.0834934437589384,0.049422612089401956,0.015943624609495725,-0.01708568528358794,0.28171707902521803,-0.008732916069655646,-0.03568648864122712,1.0,0.021138187607434262,0.05167212820700381,0.1786335709478752,-0.15340904700140162,0.10002737177450263,0.005954958068680813,-0.014834868423073381,-0.0026100619794156583,0.07342881543918846,-0.14682736752396955,-0.007673715023714224,-0.13472652330219664,-0.04927424705901015,-0.06975160579264435,-0.1122189443424672,0.059332023704842626,0.08161932011212321,0.050189988647097214,-0.042396284781871664,0.19949256864357176,0.11998255370097394,0.019559232534022447,0.05681903490737846
Parietal_Sup_R,-0.060358300559030936,0.3769293902182463,0.15425785230559635,0.13856542709643754,0.1066434999173705,0.012738700327576756,0.16044126993298366,0.22585786177565942,0.43597226167244263,0.2677354854338216,-0.03573351242390556,0.24228836288612926,0.2430653365214804,0.29040442405343836,0.7091378557527123,0.16472589881176203,-0.06513589546941811,0.03295346114748363,0.4203040418270701,0.5187842413758157,0.4930727018543893,0.32632947135364676,0.522644274451476,0.19178224151932285,0.3117373320927716,0.6878933103068254,0.2900645597291044,0.050698026430655484,-0.07361414402059686,0.7018943599398274,0.3149972878506766,0.021138187607434262,1.0,0.36791393177536375,0.07497391485319681,0.4651654083289384,0.3363934797508704,0.30400100247586914,0.09948435508869162,0.4672429224126928,0.6249947039723158,0.11918122219805234,0.4491060654057957,0.11923898192911948,0.40743495512389155,0.36422529043723767,0.4927215853501976,0.5000412727867399,0.5568679946498796,0.05448692641218341,0.09259148942343691,0.3497567995691401,0.17723397373329267,0.48008307706920694,0.36602026285937034
Cerebellum_9_L,-0.16166147857779053,0.3821049331162119,0.35929267396297887,0.19383597963493368,0.3855903934707987,-0.24992256967658,0.20824872684948506,0.49558074972291266,0.40179353001131946,0.45884894202818866,-0.19438524813434316,0.4089059197861766,0.5593375780100267,0.3225692023713396,0.3627585997169783,0.07220275651845562,-0.03683176008388702,0.200892669924552,0.6099797496598564,0.4887914721731208,0.12696047198671284,0.5062085752237653,0.17608949825350123,-0.3204071808828634,0.48769586421025835,0.208238926020072,0.37269633130163604,-0.08897854266055752,0.004989356432584128,0.3277473247969132,0.3840115537752179,0.05167212820700381,0.36791393177536375,1.0,0.2817346385410144,-0.07272407410608167,0.24767729078368328,0.5339608029124754,0.22516904395865334,0.22605274580940427,0.39367584325767785,-0.0017463541046675857,0.39343052305729026,0.31365928951705746,-0.18854102936820594,-0.23890311083614973,-0.14605800241732184,0.38081185493133113,0.20972411186339704,-0.02939622535046657,0.2540482552265372,0.39875663533708255,0.3261669108371575,0.49988121174414685,0.18462250263253666
Vermis_6,0.17203554808745494,0.19871179754476445,0.1606251382717964,0.08811891757132011,0.3597980624398315,-0.025047785070951865,-0.1379093256326934,0.2978786194285068,0.09520591700499145,0.24847955133767669,-0.03461941457259584,0.2856584008511787,0.3752394006185754,0.07671862283173102,0.17568115754039554,0.011217936642784858,0.07801165981965587,-0.0910014693068002,0.20714997107257435,0.20416817439630017,0.10689981202296615,0.22322124209082056,-0.0007402781416315281,-0.18366200942849406,0.2896858752840262,0.1148219189344512,0.19992960011333577,0.16124937757803476,0.178760123017947,0.1780778985263245,-0.0038388652519233102,0.1786335709478752,0.07497391485319681,0.2817346385410144,1.0,-0.26573574735225663,-0.021597633514248253,0.24371532712069874,0.24163994336472128,0.05303933060007516,0.09445605240554579,-0.18568278008794223,-0.003757750580708187,0.22250882554736917,-0.08605126176381007,-0.148682174321704,-0.20423049045068956,0.05691486455603656,0.11250911264821045,-0.019958068434494988,0.15640208395995547,0.3247612398178536,0.27774493130802447,0.31492027110277593,0.017875760343838164
Occipital_Mid_R,-0.2825398638553676,-0.018776020329343408,-0.25585716634588324,-0.13308407568411593,-0.42268153745066733,0.15992444984203338,0.30186932625133694,-0.4377771912920018,0.41832564806949263,-0.11235313570191702,0.2617329074418007,-0.08461980149728328,-0.29882211580996976,0.15641200661059237,0.239974364803007,0.1440268812112086,0.11565025049557348,-0.20529321067693265,-0.05650465204249659,0.041267088815070366,0.21581288068988191,0.14589208076937957,0.27694832454518686,0.7337367345539647,-0.39527973010300244,0.35198447374391534,-0.03147570071506892,-0.3372205679867094,-0.1199337569838409,0.14322547863544335,0.3877054334328181,-0.15340904700140162,0.4651654083289384,-0.07272407410608167,-0.26573574735225663,1.0,0.1466176508284644,-0.20184521035497552,-0.24098220358972466,0.20449757086314765,0.30802618342147453,0.35336379531083084,0.44926745250620964,-0.2887123356879814,0.7205646202206798,0.7177134139390035,0.9172051562299132,0.22799734478218775,0.206493764969107,0.2117325297651408,0.034210211791892105,-0.14440494590371936,-0.47788443907280814,-0.1505052218941075,0.5378581864583265
Rectus_L,-0.04411501473707317,0.23324645525511326,0.04664153667468744,0.061581125530686176,-0.0938680903593642,0.3216303482020345,0.24480390828872173,0.2982249733914907,0.32526538629724755,0.3253314021929837,-0.14645717047255644,0.19881341372324057,0.13983915940904712,0.08522875057105159,0.3409019520620235,0.1698099717080143,-0.03330014683218499,0.31522995156209177,0.2107462638781297,0.167785481504027,0.24348065680156183,0.10025769233724766,0.2992095475758355,-0.09709018615329888,0.2767441477963282,0.29355062907144575,0.2502773291589773,0.11783797023089233,0.0985787085056384,0.343818033299288,0.2723348110666248,0.10002737177450263,0.3363934797508704,0.24767729078368328,-0.021597633514248253,0.1466176508284644,1.0,0.2502888915608413,0.09884146681433433,0.2707224482124621,0.25959223280843013,-0.006843218058929001,0.3563499340560557,0.1962143994818359,0.035225065905144376,0.01397275278106516,0.15873676025804878,0.33969243865254917,0.25086908880403724,-0.06336306401240514,-0.037782106597597266,0.10485829967783031,0.2930219546519148,0.32888236625330647,0.08904958845764585
SN_pr_R,0.11028939742151618,0.5895247200985837,0.5819387887759614,0.34529706265546456,0.5108823836582217,-0.017164345671386316,0.13109992735351356,0.693421919649522,0.5064631932220216,0.7339743895705765,-0.2583612514830472,0.5151792814070195,0.6246844166340714,0.3289093480684958,0.43273564187875513,0.3181955161044347,-0.1055041817322898,0.45728555006693544,0.6367126045973472,0.51684534102932,0.27870197969407184,0.36386656665371175,0.3229681939103684,-0.3612487994798588,0.7544082625242761,0.3497533827022845,0.3963738499102015,0.08961927837690771,0.09983232867978616,0.4943652061292166,0.4519240371265236,0.005954958068680813,0.30400100247586914,0.5339608029124754,0.24371532712069874,-0.20184521035497552,0.2502888915608413,1.0,0.287316852081878,0.397501958614827,0.49194709253521135,0.024009142056483038,0.4276086461807293,0.5812219714435183,-0.2086239168003157,-0.25814528472697257,-0.2538614121763522,0.45366235600243754,0.2773637068966009,-0.08311980435468569,0.12478696375179266,0.5670564959321399,0.699479586313759,0.6192604124308526,0.11274220271339569
Thal_LP_R,-0.034344718865716196,0.3552164545698239,0.4406392878830437,-0.2541171359712037,0.2548736457162046,-0.12297585500905626,0.03129988893074657,0.5083321955496125,-0.01251728379375425,0.3604003298835816,-0.17493698834156787,-0.005415875383274144,0.38361342032011514,0.3321848540328864,0.2041196056250033,0.307785542682979,0.09511326042078884,0.19019613993054943,0.10011135506329241,0.3044327421525941,0.19625324138802153,0.1076924011872022,0.26366871059249797,-0.16875769930433474,0.23834028644386782,0.17218122778210082,0.4729009278547275,0.18463637610959108,-0.018748374469717922,0.31609477528870866,0.2042492464441118,-0.014834868423073381,0.09948435508869162,0.22516904395865334,0.24163994336472128,-0.24098220358972466,0.09884146681433433,0.287316852081878,1.0,0.2947927742615174,0.1729302170543431,0.08428304509894093,0.01895060969982791,0.4319980565592946,-0.1687155092923774,-0.06459391512250008,-0.19237545547105003,0.221254249889403,0.13309213314806087,0.017745555381325464,-0.14865264439807965,0.33871889354824464,0.19348869993763312,0.4848759704445281,0.005800372903493765
Precentral_L,-0.029162336493852678,0.6512048843019019,0.17988772402051054,-0.15093299606167115,0.14517830069562035,0.04782389578525038,0.43562334740404,0.36752437242737485,0.5853368554031854,0.5042581296808183,0.11001273825865798,0.0977461040325524,0.4136968148573677,0.7058480945099269,0.7941635752201563,0.47786641777016853,0.13651059896932555,0.2010289517888185,0.29423450361118675,0.8072433108018708,0.7338101850364065,0.3089536060508295,0.9684715254818199,0.1113280988619418,0.3180305966343909,0.7205506803003289,0.32630272441935804,-0.03781520217393156,-0.09290940831017737,0.7883727579724588,0.589949483671558,-0.0026100619794156583,0.4672429224126928,0.22605274580940427,0.05303933060007516,0.20449757086314765,0.2707224482124621,0.397501958614827,0.2947927742615174,1.0,0.7474495121635005,0.47559980337646934,0.6023267901661212,0.5387126285279594,0.10907815920806888,0.3646798096850979,0.27562746377796876,0.8747022910215111,0.6812316033835861,0.28356062707151525,0.09624108093773058,0.45891742450461703,0.231816039830812,0.6373166179079188,0.3075853335018945
Parietal_Inf_L,-0.00600655307171075,0.6375266735435625,0.26617864552384446,0.0839948989228461,0.2082673486455533,0.0074218104746220604,0.36988048126916495,0.28539713431722924,0.6795841535576611,0.46206009107267193,0.04626740462603384,0.2267094087625948,0.4350317919697375,0.5403324499267552,0.7429046421626454,0.4142920754556025,0.09989766262812554,0.09876996133866554,0.4785745197295262,0.739552793300583,0.580291526096316,0.48326629782648123,0.7272319631419831,0.2039796548444076,0.4039031667372567,0.7183545118827576,0.44174412351083536,-0.038198990435908964,0.07335207491500555,0.6978475864603224,0.6070575292917624,0.07342881543918846,0.6249947039723158,0.39367584325767785,0.09445605240554579,0.30802618342147453,0.25959223280843013,0.49194709253521135,0.1729302170543431,0.7474495121635005,1.0,0.29850417011071223,0.6339553600713641,0.3631111091061963,0.2524715877362828,0.3688398224159312,0.2811071166869371,0.7527789151948806,0.6274974657396026,0.27923458864424666,0.16546112035357793,0.5319245867986969,0.29417334563226344,0.6145101641401567,0.4059086409044637
Temporal_Pole_Sup_R,-0.22579537710830894,0.21780135955504645,-0.028753888117123205,-0.20169086430105432,-0.001989171902624273,0.17155563925217795,0.3786819985550535,-0.028896052076556808,0.4264069901627856,0.23878140944811535,0.4158894349461562,-0.17173846275698773,0.15734491560267663,0.5917288779653885,0.24378765145815992,0.2000986393673708,0.09782379157024926,0.044952832085689565,-0.11235192043837651,0.41246974818169047,0.27141266401013703,0.09702187530234482,0.4581132812179679,0.143487506551185,-0.17546755403374545,0.27687094474324236,-0.015972267431572172,-0.34264702123435353,-0.18293036310525815,0.21304713860662353,0.3951554396947414,-0.14682736752396955,0.11918122219805234,-0.0017463541046675857,-0.18568278008794223,0.35336379531083084,-0.006843218058929001,0.024009142056483038,0.08428304509894093,0.47559980337646934,0.29850417011071223,1.0,0.4036550678163508,0.2667668410362956,0.05215492328948988,0.2872314529376893,0.3134754092744185,0.5209826828749242,0.18863417295661283,0.5608085111368314,0.1805927199978413,0.12999950941022367,-0.27264196426697346,0.18327972214914,0.33801128944448944
Lingual_L,-0.38375801167107987,0.43167604924818775,0.11922691053213821,0.001006825678998868,0.07166107282869498,0.053454515890261824,0.5033074920470783,0.27537894841698773,0.6618190682529033,0.5509975439710337,-0.002237868037172041,0.25351601143489855,0.35999600445936103,0.4164556843615583,0.6040928320202633,0.28217100948855395,0.012225606715198128,0.3075078195535803,0.37638283562436103,0.49220593130077533,0.5486318230064661,0.5961282433363612,0.5541387752270602,0.12623505225778187,0.29034369813693095,0.5486952940209768,0.2073213487660472,-0.34000791410208414,-0.12102517600594981,0.45838027507568213,0.8567487483771759,-0.007673715023714224,0.4491060654057957,0.39343052305729026,-0.003757750580708187,0.44926745250620964,0.3563499340560557,0.4276086461807293,0.01895060969982791,0.6023267901661212,0.6339553600713641,0.4036550678163508,1.0,0.3620943928726824,0.2616554443992137,0.2304550322497031,0.4051817402376256,0.6659090647174444,0.48650802328774106,0.2729388791037861,0.3417857484583001,0.17064195209918964,0.16873143242360436,0.43898335924031356,0.41069358515225635
Heschl_R,0.10904164193782975,0.5738775508425907,0.35498272522145385,-0.004514088034420449,0.42161077995862933,-0.04076733131080687,0.2676745752256822,0.6874991307863956,0.3312672725394719,0.7409320098560056,-0.19186288415253253,0.22846980352440596,0.6159188303989035,0.5809723788797149,0.4694684401221376,0.35006502143924634,-0.03625746369553956,0.568617244191474,0.3251312088538549,0.5382704184305833,0.46714936752624214,0.1983489225807014,0.4813573811858783,-0.4188738582275264,0.5991474908573314,0.343693830744533,0.34075028664792667,-0.006452718619196445,-0.20894076670928202,0.46419706799349264,0.42039214079144843,-0.13472652330219664,0.11923898192911948,0.31365928951705746,0.22250882554736917,-0.2887123356879814,0.1962143994818359,0.5812219714435183,0.4319980565592946,0.5387126285279594,0.3631111091061963,0.2667668410362956,0.3620943928726824,1.0,-0.32238364591345514,-0.28529483601336414,-0.28081590822525443,0.5503999564713631,0.3601870139046564,-0.07731123571090276,0.11767846125313873,0.3751783901165287,0.5062221361631706,0.6856293463152964,-0.13682039936602894
Occipital_Mid_L,-0.03161716029300058,-0.06748961811230594,-0.1245043739000468,-0.14957591068385032,-0.18792742524815387,0.10124447382462189,0.0326330719565037,-0.31376244633017814,0.20663089450075472,-0.1636184719795879,0.030221401332650055,0.038759295452343384,-0.28481556461171836,-0.028322971999456218,0.2711965891818989,0.06328826537585219,0.17689284485573048,-0.3501989155527216,-0.0934903414898847,-0.07867135660384338,0.3161314276577234,0.3042437795584585,0.16429625318766258,0.8228981072225863,-0.3089625723841862,0.4252271034931584,-0.007875527896836107,-0.012771746383775288,-0.0531541832998631,0.07031582081333528,0.2656129111485175,-0.04927424705901015,0.40743495512389155,-0.18854102936820594,-0.08605126176381007,0.7205646202206798,0.035225065905144376,-0.2086239168003157,-0.1687155092923774,0.10907815920806888,0.2524715877362828,0.05215492328948988,0.2616554443992137,-0.32238364591345514,1.0,0.7558342157906693,0.7446019200457963,-0.03332233122829376,0.332858430318867,0.1699725592024736,-0.14406201279245096,-0.06092523779899089,-0.2598466279285152,-0.18806216360665248,0.3432061546695209
Cuneus_L,-0.037537828532110726,0.06229752800816173,-0.1205253754022484,-0.2742579080966558,-0.25425380328056274,0.017287469592609184,0.07943202483696682,-0.3804589448089974,0.2861814285100074,-0.2209964197619005,0.23966604808694966,-0.09576722965707263,-0.24975438834409194,0.21200254330907198,0.38491679628523967,0.21531972436781893,0.30708314213232574,-0.41280609481500113,-0.18031742046584698,0.15920607641374526,0.4284101082397913,0.2010288396974072,0.4409760148741189,0.9002504559881614,-0.42172734285479485,0.5777268792567612,0.0422433143323587,-0.06344294216068382,0.009253336990502143,0.2649515322503985,0.2862595559858173,-0.06975160579264435,0.36422529043723767,-0.23890311083614973,-0.148682174321704,0.7177134139390035,0.01397275278106516,-0.25814528472697257,-0.06459391512250008,0.3646798096850979,0.3688398224159312,0.2872314529376893,0.2304550322497031,-0.28529483601336414,0.7558342157906693,1.0,0.7992636590480665,0.19790383002179687,0.4691951759730103,0.37651234931417515,-0.1828703659553253,0.03239765685614452,-0.41109049362398953,-0.11723313370545214,0.5206674074410309
Occipital_Sup_R,-0.23985983287695725,-0.0341745860929446,-0.2728083402230292,-0.11100288985915167,-0.39841040471999006,0.1380712233301647,0.228182856313695,-0.4098455659248717,0.36447682508383455,-0.15543182610653508,0.23610141308564317,-0.07518663850252738,-0.280700520267938,0.12492195490755376,0.3227221840124603,0.13430365009502043,0.16126876173513618,-0.24781861884025871,-0.10072896988110862,0.06513235924508844,0.35782960192815316,0.1275529853352617,0.3561116542587841,0.7704409328876516,-0.38551834789708567,0.456297284327888,-0.03848338953119354,-0.2660788268716903,-0.09907300393135077,0.2506014369611345,0.3418977481315975,-0.1122189443424672,0.4927215853501976,-0.14605800241732184,-0.20423049045068956,0.9172051562299132,0.15873676025804878,-0.2538614121763522,-0.19237545547105003,0.27562746377796876,0.2811071166869371,0.3134754092744185,0.4051817402376256,-0.28081590822525443,0.7446019200457963,0.7992636590480665,1.0,0.24910890322459625,0.35494890685149966,0.25116074036007696,-0.02386790661272702,-0.17947487687154237,-0.45153370086842715,-0.12627650539687751,0.5164010088128832
Frontal_Inf_Oper_R,-0.0867858185383464,0.5757137122901477,0.1219354216618607,-0.007902162200319416,0.1271258573331132,0.05555956731863122,0.48668580215740037,0.360656991391551,0.650488404705159,0.552837225735626,0.13932515258014339,0.19487135255444862,0.5667183870337109,0.7862167780364743,0.7281724462722355,0.37856449175685375,0.05692474665538647,0.2634841637690028,0.4162720257126178,0.838940355480665,0.597362845051339,0.2798236661042816,0.8512411781214363,-0.024587943479223277,0.40419225414918963,0.6115043151337757,0.33867984641160087,-0.20799930891244076,-0.04112791979900766,0.7370966757520585,0.5857003427125002,0.059332023704842626,0.5000412727867399,0.38081185493133113,0.05691486455603656,0.22799734478218775,0.33969243865254917,0.45366235600243754,0.221254249889403,0.8747022910215111,0.7527789151948806,0.5209826828749242,0.6659090647174444,0.5503999564713631,-0.03332233122829376,0.19790383002179687,0.24910890322459625,1.0,0.5684705210109582,0.21038533450464467,0.26858411251375686,0.487052872499154,0.22850533585020832,0.6942660347561236,0.3717680350367998
Cingulate_Post_L,0.1196915330084233,0.44026191870104153,0.18388852619130716,-0.02050736344706196,0.21268759576054025,-0.12859997130894954,0.22871680839920377,0.283881976398794,0.45952856036760903,0.3227507336627808,-0.13715524138844862,0.17144363183868291,0.35699503168876,0.42008325044002204,0.894875584072436,0.30556420699424086,0.09216949869945289,0.04166059878525802,0.32352814282108217,0.5646985552142898,0.9193219063238051,0.46329640790297716,0.7095711360609527,0.24150859495408225,0.3077350379930998,0.8976727394507933,0.424538435375618,-0.0018170507821437512,-0.08168597517855473,0.6991878546744535,0.4470294373728782,0.08161932011212321,0.5568679946498796,0.20972411186339704,0.11250911264821045,0.206493764969107,0.25086908880403724,0.2773637068966009,0.13309213314806087,0.6812316033835861,0.6274974657396026,0.18863417295661283,0.48650802328774106,0.3601870139046564,0.332858430318867,0.4691951759730103,0.35494890685149966,0.5684705210109582,1.0,0.2349317125077412,0.052706813537648015,0.2815518350096946,0.2684333000096776,0.5203499743841784,0.2024422897783793
Temporal_Pole_Sup_L,-0.1731015989691554,0.1570952475796597,-0.018738333888080105,-0.09439957909004458,0.15171954456117517,0.017220831738452323,0.15726651641631903,-0.09880728929898436,0.3157358361930243,0.03828703026612235,0.2556632660981207,-0.02244702262258483,0.08319952546874743,0.21444072304458067,0.17883317039581315,0.05015436052881778,0.1510717684851935,-0.1930637680888104,-0.0948723100847593,0.2574624739698545,0.2309437843490579,0.26914656650742097,0.252158190773786,0.2722762393562838,-0.18189238244460287,0.25432790568287345,0.03076042832941716,-0.18535967937885028,0.19353770260222897,0.12135364930356615,0.2890411103498554,0.050189988647097214,0.05448692641218341,-0.02939622535046657,-0.019958068434494988,0.2117325297651408,-0.06336306401240514,-0.08311980435468569,0.017745555381325464,0.28356062707151525,0.27923458864424666,0.5608085111368314,0.2729388791037861,-0.07731123571090276,0.1699725592024736,0.37651234931417515,0.25116074036007696,0.21038533450464467,0.2349317125077412,1.0,0.129430965151384,0.09544162374717909,-0.15929732942448005,0.01780627531438531,0.35914693899319244
OFCmed_L,-0.23822530508741205,0.06310958420170888,-0.0974505564562428,0.3610959481234916,-0.0006541349753021931,-0.12179970017214527,0.23610384550514552,0.017503756198068685,0.3452829919577497,0.23706479678816425,-0.003274005618314015,0.07209511284360641,0.3054627782428354,0.12930360847325423,0.10843477254290125,-0.0758397433385933,-0.1225454733592809,0.06486843152087743,0.24829128894810443,0.17492080258122056,0.057836944629456544,0.10561836852095931,0.06551527897611763,-0.19446961339258376,0.16552523582391965,0.010532478949768179,-0.05681004108153273,-0.17133782968572842,-0.12003095956221436,0.10880405563294956,0.18013675083094674,-0.042396284781871664,0.09259148942343691,0.2540482552265372,0.15640208395995547,0.034210211791892105,-0.037782106597597266,0.12478696375179266,-0.14865264439807965,0.09624108093773058,0.16546112035357793,0.1805927199978413,0.3417857484583001,0.11767846125313873,-0.14406201279245096,-0.1828703659553253,-0.02386790661272702,0.26858411251375686,0.052706813537648015,0.129430965151384,1.0,-0.006645410377659302,0.014304786273878644,0.13732351400952744,0.01254312659080721
