,Cerebellum_Crus2_R,Cerebellum_9_L,Frontal_Sup_Medial_R,Frontal_Inf_Oper_L,Paracentral_Lobule_R,Postcentral_R,Temporal_Mid_L,Vermis_1_2,Temporal_Pole_Sup_R,Cerebellum_6_L,Cerebellum_7b_R,Thal_VA_L,Vermis_10,OFCmed_R,Olfactory_L,Cingulate_Mid_R,Lingual_R,Occipital_Mid_R,Temporal_Pole_Mid_R,Cingulate_Post_R,Thal_AV_L,Thal_PuM_R,Frontal_Inf_Orb_2_R,Lingual_L,Cerebellum_10_L,Hippocampus_R,Thal_IL_R,Thal_AV_R,Thal_VPL_R,Cerebellum_8_L,Frontal_Mid_2_L,Thal_LGN_L,ACC_sub_R,Insula_L,Heschl_R,Calcarine_L,Fusiform_R,Supp_Motor_Area_L,OFClat_R,OFCpost_R,Cerebellum_7b_L,Frontal_Inf_Oper_R,OFCpost_L,VTA_L,Cerebellum_4_5_R,Frontal_Inf_Tri_R,Hippocampus_L,ParaHippocampal_L,Temporal_Inf_L,Temporal_Inf_R,OFClat_L,ACC_sub_L,Amygdala_L,Pallidum_L,N_Acc_R,Temporal_Pole_Mid_L,Parietal_Sup_R,Raphe_D,Amygdala_R,Occipital_Inf_R,Thal_PuA_L,Thal_PuL_L,Thal_MDm_R,Thal_VL_L,Temporal_Pole_Sup_L,Thal_LP_R,Occipital_Sup_R,ACC_sup_L,SN_pc_R,Olfactory_R,Frontal_Sup_2_R,SN_pr_R,Frontal_Med_Orb_R,Thal_MDl_R,OFCant_R,SupraMarginal_R,Frontal_Mid_2_R,Cerebellum_3_L,Vermis_7,Thal_LGN_R,Frontal_Inf_Orb_2_L,Temporal_Mid_R,OFCmed_L,Cuneus_L,Vermis_4_5,Frontal_Sup_Medial_L,Temporal_Sup_L,Postcentral_L,Thal_VL_R,Putamen_R,Cerebellum_Crus1_R,Occipital_Sup_L,Supp_Motor_Area_R,ParaHippocampal_R,Cerebellum_10_R,Thal_PuA_R,Thal_VPL_L,Cerebellum_3_R,Insula_R,Caudate_R,Frontal_Sup_2_L,Rectus_L,Paracentral_Lobule_L,ACC_pre_L,Heschl_L,Red_N_L,Thal_LP_L,Cerebellum_8_R,Thal_MGN_R,Temporal_Sup_R,Occipital_Mid_L,Parietal_Sup_L,Vermis_9,Raphe_M,Caudate_L,Rolandic_Oper_R,Cerebellum_4_5_L,OFCant_L,Vermis_6,Angular_L,SN_pr_L,ACC_sup_R,Rectus_R,Thal_IL_L,Vermis_3
Cerebellum_Crus2_R,1.0,0.13051182971277703,-0.2984724108983172,-0.0628301408899578,0.035929568215982484,-0.032528700182369884,-0.03405953698686415,0.0873386117974662,0.34142403238524033,-0.08478980490071983,0.766818709299478,-0.21071416106940158,0.3777220133813975,0.06717395405088539,0.30665658951846997,-0.280027482549925,0.40164753598262726,0.4452004463580278,0.41571100488281026,0.03992342941413558,-0.04909965234626739,0.00913828142402727,-0.03650408341234678,0.2575507783142979,-0.14440817150819232,-0.11345494744403505,0.20413283823862988,-0.35442959466190777,0.2380276585855318,0.05504884136049966,-0.27095420695467975,-0.3460120677860011,0.06940925780526348,-0.18270117683748852,-0.11397036996694707,0.35389885364378826,0.4384294216227379,-0.058748060352107855,-0.167605303189646,-0.19122114799858164,-0.25695240354383303,0.16271410497570052,-0.17173444488691972,-0.15771624094153935,0.41072606271570367,-0.08392677746687711,-0.5377309257941216,-0.2708357072424053,0.17163826502803364,0.3016876123913427,-0.3680557403379057,0.11209137455238175,0.16804418956784,-0.10984087293282914,-0.17694813136680723,0.21568920310230993,0.30922808127648,-0.08977106649207392,0.03457440249051169,0.28089903701745567,0.33821681625644856,0.1447870455405232,-0.08288865253997718,-0.07354847369535755,0.5815638167058232,0.11379422656544798,0.5794958688860009,-0.41453646694448876,-0.26899557877139535,0.08323487767816368,-0.4310052922845919,-0.0257865520476219,0.37793710491704285,-0.1149330390145568,-0.048583314750200474,0.20780747747532863,-0.31670778344327805,-0.3295229896116569,0.030508562778994826,-0.31336764312551574,-0.43544855126297305,0.5500616876390837,0.08954057873665627,0.3389030963894332,0.4890220699700999,-0.28571697550789277,-0.03873922329310287,0.22265257817232942,-0.1795721052890889,-0.1583214145341812,0.7778638556913909,0.3759812593817248,-0.3179145247029299,-0.05360403611941339,-0.14779898399014774,0.007956506638722214,0.1471915314655478,-0.12870073875449034,0.2372045725267099,-0.2902947247784003,-0.3000258516724698,-0.006273536770191458,-0.2015104694222689,-0.07851889317213655,-0.19937927419750512,-0.2598703362498824,-0.18805816276937673,-0.07742974885412297,-0.17023851557867015,0.27607477383082696,0.45392692753635866,0.3111959018769957,0.33878047881018286,-0.19846165607653338,-0.20224754839371198,0.03765849301189603,-0.10670285652707531,0.14422890137030855,0.6468803439540853,0.12959048662628322,0.3655157590149632,-0.3397523990254347,0.22374663019393248,0.18104146213894834,-0.07975833221643219
Cerebellum_9_L,0.13051182971277703,1.0,-0.29404324983759433,0.17782241795659903,0.17648173253546903,0.1162171095588828,0.266372623944566,0.2735103897367567,-0.14593082582989475,0.1649010032534249,0.16033536952850755,0.1610616899848753,-0.324238735022812,-0.017938990447278376,-0.4301696459663467,0.028688426271100874,-0.015256087649898971,-0.2964482784037398,-0.09368872794551107,-0.04003669938888507,0.09115509378579138,0.08155222478779316,-0.5248138647482292,0.2430687098242055,-0.19596169034433425,-0.4673867341810733,0.1489543356419878,-0.28704343092819984,0.26942520648425444,0.09458063551682128,-0.21592601327784913,-0.433930105304988,0.04379053879318638,0.1890051929511342,-0.1686540848640733,0.46667528312304635,-0.2208106942115423,0.349106797864988,-0.4278279819445786,-0.1039416643259041,0.2383164977673902,-0.003160711725420259,-0.31788142141552395,-0.06750469406905442,-0.16629265148991562,-0.29609013160295206,-0.1374681135331123,0.2829908827079714,0.09906322873754868,-0.19451251848352388,0.25281988545561995,-0.062141761938777025,0.05929601117930379,0.08037702287660772,-0.3822823726854016,0.07498332372823119,0.37570413343983916,0.2551668833636724,-0.1672327695128612,-0.3330780011311034,0.14061305261991858,0.5995577914124183,-0.08162141480928847,0.30516079601659307,-0.19473440813106743,0.014501146366129982,-0.008273420533983425,-0.3792307636195246,-0.45246523149630763,0.34802004017136345,-0.16964327075777336,-0.5166987869754051,-0.27334141712125676,0.00547228278567054,-0.30263442348551217,0.09934892502607402,-0.14647184813827788,0.20415711873438536,-0.19251403824652807,-0.4483628294124302,-0.1678010603206356,-0.027411306849536087,-0.3030062807887385,0.5123258150593052,0.021060852250790147,-0.21351674072150253,0.1994949833188797,0.243996801053805,-0.38988932765042394,-0.4422284151379841,-0.05429369351656429,0.2511235283786749,0.17263997666827888,-0.42075567423176813,-0.7028007876859623,0.21772657420738,0.5756349195449192,0.18750407355033563,-0.39933179048849915,-0.49136560093134785,-0.2131972933291731,-0.45398882885957303,0.07599929120581422,-0.41858531637922497,0.22256863773414323,0.4640567257376028,0.19852664937245684,0.6037110823006149,0.25599443422891255,-0.37408341104800596,0.2635051840813854,0.3132162079539787,-0.12083262088263139,0.3777244920034781,-0.448522527487742,-0.49840851415315796,-0.16912797412391356,-0.37078487796080856,-0.15661145014940453,0.49601121716050606,0.3546373365067941,-0.3744902664730964,-0.31268438558476813,0.2996177400432413,0.27217457024708963
Frontal_Sup_Medial_R,-0.2984724108983172,-0.29404324983759433,1.0,-0.024653692019257493,0.23993476010094966,0.34671499160718783,-0.16375107299190939,-0.19939256081763887,0.015231349492153238,-0.1510598840833541,-0.33556473381460195,0.007863218773559692,0.03441489307820885,-0.2301328585810772,0.2392463301164794,0.6655608637787308,-0.245957184872909,0.11664453804638893,-0.19267684949240818,0.31419642825916394,0.21724347118804527,0.03437064764193127,0.4475024299991556,-0.43485024271180617,0.26687660839394983,0.38553970645508545,-0.03427057414680827,0.05197673753700684,-0.21824926120508897,0.030462092295802184,0.610346791297943,0.329655302414454,-0.08268553027383432,-0.10207498962508968,0.04819835971293699,-0.45589788015967375,0.09827337947704869,0.1146268294393449,0.36761979275895706,0.06918461449862855,-0.04661976134352417,0.38583595375599417,0.20378849798844167,0.06522458384943197,0.10818304995711389,0.5653893467129587,0.25882247654265744,-0.15423492725034504,-0.050570714401100635,0.09269697766472028,-0.060477359441101546,-0.02585188989090342,-0.0794431216117583,-0.05790603154506014,0.3610456447043572,-0.21987572122789384,-0.11192660948384246,0.055847771618807156,0.07178932844113899,0.11361802205013403,-0.07379485955723156,-0.5136561433028174,-0.08627175034501056,-0.07836751559818259,-0.1905948691705984,0.10431494662368139,-0.07772340957968508,0.5026225436171653,0.41923035755047516,-0.1971745667760917,0.8190585145824119,0.4369867380397047,0.13078925223956278,-0.2431046155780802,0.3434326167956324,0.12330082261809712,0.7294407334212382,0.14008565534493633,0.33620147101858433,0.252206991235722,0.34469842699782705,-0.12737438686217167,0.2520132947963733,-0.3668032240301219,-0.22758068899934442,0.8486216600005833,-0.21920699777431918,0.07708975696849223,0.1930164055110082,0.40179109369443927,-0.16451056626371538,-0.3314046939981684,0.5661885930169701,0.24069796845785427,0.31788384289260485,-0.08018030853706166,-0.39767575372835245,-0.17205894934024804,0.19527446866478343,0.5657185122974547,0.7307578451903788,0.3814784422031302,0.3106500519186181,0.5758456343856054,-0.23072257531479262,-0.028097544472930003,-0.07607564893648869,-0.30259695494934613,-0.06902817312658412,0.1390693250411008,-0.19486764665580297,0.003378364201681084,-0.13755609056029683,-0.20361673108409017,0.3822687962000875,0.41293412021930503,0.19379691181733458,0.3560111146041326,-0.11965980939221725,-0.3987162786737347,-0.13892784806246664,0.6929009665735234,0.1951447574485975,-0.24112230165979556,-0.2748571082702496
Frontal_Inf_Oper_L,-0.0628301408899578,0.17782241795659903,-0.024653692019257493,1.0,-0.0926394714004624,-0.13721059612417588,0.6594235295980838,0.6086967596678244,-0.32249979484968266,0.6291495362813554,0.2525434654078927,0.2571097176823676,-0.3349908784585646,-0.1036735157633401,-0.05584663584610713,0.18403212736687088,0.2852523594075528,-0.48647222103474264,0.2169564721032324,0.33204820182359407,0.13956252337725084,0.29139537211880445,-0.3587268018424295,0.5173243385363013,-0.2604994862025902,-0.34259965470469333,0.1691783028942377,-0.048356944343115035,0.05593173204481479,-0.2311340669647585,0.35996497738746036,0.06955954120899198,-0.010809787045449508,0.7798839586513248,-0.31594114622298625,0.5593765652692809,-0.4615285417097554,-0.041289566233087924,0.09313508812080583,-0.36754843113587043,0.4431007238286008,0.0034837431493245,0.0035541223232600826,-0.04559993935009683,-0.34831392102309827,-0.4817887419681049,0.30334487144312294,0.5728161249002397,-0.069164156431035,-0.5454478932735277,0.5020210878939282,-0.1847382384787968,0.4876187556831465,0.7825202835379698,-0.007501199540762252,0.6823805197543948,-0.28376086594435806,0.494503796289094,-0.5816633655514662,-0.5349874926585159,0.4873231387472083,0.07746595383038463,0.17866380981691393,0.42166376837439273,0.04530741641492347,0.05837744016967799,-0.3328489486781459,0.31533048824965815,-0.2136891070558961,0.19811343983618174,-0.1382806579044037,-0.2887589392093844,-0.4965836965657499,-0.04457380764183354,-0.21641003643815662,-0.3299323143847935,0.07008612382069553,0.3543198708048555,-0.5257316955102307,0.2620748563857245,0.6365676208672165,-0.31790734481299804,-0.5006629080719848,0.481677218913291,0.09153192908977746,0.1734141434248252,0.8180565720644825,0.13338859659115507,-0.10449372984462933,-0.0007776238190891191,-0.3644211423601633,-0.12491922031033087,0.07288462919945275,-0.4159970620905691,0.04429202690023612,0.603366838754642,0.3257822862231142,0.5153511856260224,-0.36026819001569943,-0.049595638383642296,-0.05191077119546754,-0.34217080840599756,0.476506669412843,-0.1513543224968718,0.6150192909318289,0.3012910123143378,-0.22555431407003854,0.4440698277483404,0.10041765044519875,-0.41346802321814996,-0.021227320330954667,-0.2798518082906968,0.46474795229515,0.47316342286491947,-0.1639534594675957,-0.4218667190217222,0.29797672777324613,-0.3034535027203284,0.024479890381222145,0.6605183999178541,-0.0994387688390872,-0.1728187210816421,0.014424547825652783,0.47660269512846065,0.5891086500611223
Paracentral_Lobule_R,0.035929568215982484,0.17648173253546903,0.23993476010094966,-0.0926394714004624,1.0,0.8300601926398123,-0.11904643179076356,-0.09482012146406976,-0.024826166705950312,-0.22552417430631838,-0.007047121766051772,0.12480083487245895,0.0896075910736474,-0.08894982158936861,-0.11767179282679623,0.46547742402748166,0.02038047536255377,-0.008795979316796482,-0.19981727917467057,0.28855359985029405,0.04936672021943856,0.21897516462379474,-0.021277836447603376,0.007399037107437284,0.09163063296029472,0.1842652320656452,0.09592699625079378,-0.04260251968069045,0.2860022281999113,-0.011593797366820986,0.3433473485047483,0.003570535651105858,-0.048251041859871356,-0.13437333971524515,0.2291621356760696,0.048220891507868874,0.1143107512266498,0.7343899125818225,-0.24511272427795724,0.09530106371498855,-0.13586303763173288,0.235355767184548,-0.11911173028367725,0.15291437189102547,0.2796454701923424,0.3326918216591637,0.05943810189315403,-0.06100149363913936,0.04199672163048517,0.22836965477809865,-0.06404974375999067,-0.05537190722247924,-0.1654474130199124,-0.25697777339103645,-0.05748725978915653,-0.3494902820077048,0.702913022008949,-0.09364154000711136,0.16008734009598924,3.8611313472057455e-05,0.18866639690393475,0.13310902156245102,-0.04385496841875213,0.22689739774139892,0.014167082600139018,-0.17840340959312218,0.06261295260920087,-0.10005554820550135,0.17513398326579496,-0.007359482404358267,0.37047507183583056,0.10605240494351342,0.0909851899356021,-0.01099129150102601,0.11007698653322129,0.592292653167797,0.40680972657237907,0.18153638478443385,0.24265961334203315,-0.07059872612379169,-0.2125689974669538,0.27244623153307024,0.13033304301011367,0.14424544366652098,0.12780397812803382,0.17628254354921602,-0.14335523852304932,0.441915686089601,-0.027031250800120827,-0.031100642319591438,0.10977304077822178,-0.0008059394305500138,0.7290110766026475,0.14252560493356176,-0.12765408117798088,0.02489569180052085,0.20277249835103764,-0.0333266347149691,0.04163183711374587,-0.03837333056676916,0.3355710183812265,0.04861990982855012,0.35272058236819387,-0.08659177729443901,-0.06764752972154754,0.1638016088266724,0.08568635491445646,-0.01994533987119937,0.19327851463324203,0.2084728029203682,0.3345121673032812,0.488966937102429,-0.24386294369858136,-0.0992668668565842,0.0739563229834274,0.06968706038512851,-0.004820297068393877,-0.04117346873930133,-0.08327405084911559,0.08921097391834851,0.22969947286432,0.06531242769337031,0.04722947106189389,0.09951696946034425,-0.09551051923102688
Postcentral_R,-0.032528700182369884,0.1162171095588828,0.34671499160718783,-0.13721059612417588,0.8300601926398123,1.0,-0.23290639553753512,-0.17706560330910595,0.039072327103685314,-0.34143599525984103,-0.056608371106434824,0.2318768303814803,0.23919730126444572,-0.10874588122514126,-0.0059436855593562165,0.5779239826782971,0.11978692677829214,0.11289725717010941,-0.13043852256416977,0.3947849969515174,0.1831755184122341,0.3643986357788163,0.1276763863922607,0.03986699589562012,0.030519850772987786,0.43442515914400004,0.16377753099678952,-0.009620768266480376,0.3151481654106193,0.05294022806626359,0.4257460420133597,0.11997973620606579,-0.06082987503937286,-0.17188467622560022,0.37158070090044715,-0.04826546731858207,0.2513439149458231,0.6985937429856995,-0.0889807378085349,0.09928774523689227,-0.2841452904866737,0.42041454656265265,0.04225328781072967,0.26304185462790924,0.36232426861982703,0.560636431392382,0.1848722770974247,-0.08167264050284014,0.0170195102897294,0.3618951756620993,-0.193432704098506,-0.15670915401822127,-0.2155640346415271,-0.2828218501232524,0.05214656260429946,-0.4145052900056363,0.6033201015879645,-0.18199196093835157,0.26431764909964806,0.12001130191409436,0.1554810562815733,-0.00391252140612668,0.03064504142650211,0.24488644655095904,0.049400524729577885,-0.08132526991486816,0.1621823031889884,-0.008043987135948108,0.38958770611065485,-0.07815634036673996,0.4287695515922672,0.27794749238115335,0.2404359697584584,0.06523093535720463,0.10054379444456531,0.6282135416915745,0.5760113594308528,0.15784137568550718,0.2559618170485216,0.10865026121926376,-0.23709730983499105,0.34547199563545883,0.28979174789815126,0.049814477188522825,0.17576891066600908,0.28785045175687657,-0.17390708772627436,0.44429902780632813,0.15631321022601422,0.1597125840196931,0.015324705153338718,-0.018888231965999886,0.7332345133100594,0.36705245800927466,0.021146011088642537,0.12788828286754675,0.13146397161490864,-0.017264287114258876,0.27957721667064594,0.11078787831311501,0.45283123640828377,0.17749461599804628,0.33955892843701935,0.041192972982870835,-0.05452704391816497,0.19728896772393192,0.08048282634142975,-0.11959815244669747,0.23868471549149406,0.3889246268132585,0.2520714847222119,0.42615896208616755,-0.25267092876988795,-0.15638710778736675,0.27997806705769757,0.2812256586138298,0.06443046174778765,0.07966293575175946,-0.06103479054837445,-0.021757469514914557,0.1491541838819344,0.26564516271424393,0.12899776912454125,0.0663610925959067,-0.11382541931419951
Temporal_Mid_L,-0.03405953698686415,0.266372623944566,-0.16375107299190939,0.6594235295980838,-0.11904643179076356,-0.23290639553753512,1.0,0.5713702515205541,-0.409713635200186,0.6363945956012494,0.30478367954447894,0.08978557361355934,-0.4971336180937309,-0.1709772339275136,-0.1563814664834867,0.04458248765467416,0.21717922589021005,-0.5400746626033552,0.17874428048800922,0.0859138895077112,0.16638177771959548,0.003361324501170187,-0.5597228132662226,0.3955668960327701,-0.12292213415075605,-0.5526070286121367,0.1888681771556407,-0.1630895057625053,0.0006041853169336196,-0.139037314822643,-0.056642829363412535,0.029627770421665093,0.06765712808221896,0.5259892730906911,-0.49088984642011674,0.555910479824719,-0.5960804421918781,0.0092518492202655,0.12107711301907063,-0.4561264063505463,0.554850296496439,-0.08915080066448236,-0.19021251318703478,-0.26926040972175797,-0.4762625866205713,-0.6051601472773064,0.16467493075112263,0.5183367121627903,0.21376943493924735,-0.620003024060454,0.31170110387994615,-0.124279365010617,0.4017335628031106,0.5402738200301817,-0.3315695062730447,0.4907208217211345,-0.084868951943012,0.5569951215890365,-0.635301757816398,-0.5366984388019603,0.16187095303804505,0.15959008111544645,0.012674634031298749,0.2334089118917109,-0.020676457671036503,0.14092680983315592,-0.283167637151941,-0.06335974507224834,-0.4311946653119952,0.2021332969826609,-0.2599733406541811,-0.446615086014303,-0.5539790644095399,-0.13237882752370975,-0.4464671792708554,-0.21217558646520082,-0.23621053477996162,0.2698659297158807,-0.5836155731723298,0.023510617016937983,0.2863385153383848,-0.4281995605830598,-0.590480501746507,0.5505057127493131,0.01426274251711713,-0.1462371634145045,0.6433734279566573,-0.03502288847637993,-0.3172463469139026,-0.34100542337305684,-0.29681010067592545,-0.08588507734675382,0.011922635617411975,-0.5602519874631212,-0.08881232461311411,0.4532117771650142,0.23530349196388778,0.3855662855051259,-0.5786381229991457,-0.33537024086598993,-0.2633838617841569,-0.3529522082824728,0.3225175107243386,-0.3748952725101908,0.44711276114241166,0.3446487286787571,-0.11643887472797955,0.5514899061597248,-0.05239128620739518,-0.5060442065228462,-0.12556144780314402,-0.18465792848604762,0.26702009205614763,0.5017623818776037,-0.42706996538568026,-0.5531238636047083,0.2565999052843342,-0.42488337587881286,-0.09527212591725041,0.6376515325512586,-0.027757375027500062,-0.351395487923765,-0.11106568382391424,0.33391577667236105,0.5016875312593807
Vermis_1_2,0.0873386117974662,0.2735103897367567,-0.19939256081763887,0.6086967596678244,-0.09482012146406976,-0.17706560330910595,0.5713702515205541,1.0,-0.2242439003214236,0.8231183312199143,0.36374868735222404,0.17711418547016972,-0.5382455799817556,-0.1957521981390947,-0.0902461949904386,0.15001102837309854,0.41245180748769994,-0.5808958566407495,0.06018630300266829,0.3293052555085743,0.17345778743502496,0.48722703408600754,-0.5886626145531303,0.5372716872687744,0.029026034627361544,-0.5053248426619071,0.3498826025966399,-0.12820107185856747,0.43673634285953417,0.1792603079094657,-0.022456943833919486,-0.103245828069485,-0.142614870208496,0.5871288964199152,-0.38037733288237635,0.7414576922286334,-0.45985911700150894,0.012036041328107663,-0.10606376550873906,-0.43758354704946,0.7348075444779999,0.20084581264692727,-0.19066970773605027,-0.2280260909746336,-0.25942484734953225,-0.4876589800636029,0.04150831704081774,0.6044524932073417,0.1583017159845916,-0.6261653774237095,0.44544449085036586,-0.11728673656137677,0.5513808389255868,0.6548847339223721,-0.4340579865128605,0.5407629099863669,-0.19337183684282996,0.6256194349700235,-0.7241516768420292,-0.5958284653617006,0.36799967310553705,0.36096123532798047,0.254827416885461,0.5431515882414742,-0.08812068387000822,0.052464356428663296,-0.21748989722133297,-0.022948957799590428,-0.44909943642186856,0.142409755100111,-0.16465254508661606,-0.45186167253057274,-0.6188922100454,-0.03232080390889593,-0.44481210594445264,0.06369486830856644,-0.227561090109574,0.5798277573264444,-0.5948175149637335,-0.024980900942127356,0.27767426713424664,-0.15764099799139833,-0.7467313431680686,0.6663154632640302,0.24742317942981593,-0.20216734263607156,0.6120760078107275,-0.2797394764897511,-0.16680155001115138,-0.23780390134641052,-0.0902517475546483,-0.08416831333284444,0.06919156532055458,-0.5891575875509686,-0.2672978699348156,0.653826996877816,0.545941735754357,0.7600467581017782,-0.44822557363729304,-0.26357660705107255,-0.2768405691034489,-0.4439974167511022,0.44914727497898405,-0.4101538318117385,0.4291279136420901,0.49562401224882036,0.05801486613479957,0.6390770010655451,0.16922901677165783,-0.36274733217564903,-0.11050509784859436,-0.3767630136196533,0.477805472159349,0.7124847399684133,-0.2788812819461738,-0.46803068225642547,0.457861186103666,-0.45792713503445626,0.09335691786662184,0.6746252079358969,0.15702026552956425,-0.2803859833090093,-0.31566935569473725,0.756946886241087,0.7858584029900725
Temporal_Pole_Sup_R,0.34142403238524033,-0.14593082582989475,0.015231349492153238,-0.32249979484968266,-0.024826166705950312,0.039072327103685314,-0.409713635200186,-0.2242439003214236,1.0,-0.3818708075004536,0.09666446547451259,-0.11209105044285936,0.41313966795855395,0.13622648608264987,0.28429820339335804,-0.2528881265396849,-0.07078763594894591,0.6486253647103076,0.37591408599742426,-0.09443238128606359,-0.17697307448632152,0.03193673282351291,0.5958369036768933,-0.291730727786843,-0.002133450016207273,0.22062245010054973,-0.0873336847128679,0.01699655880740254,0.18869961792018408,0.07065827701316965,-0.04263383920232025,-0.24763584425062532,0.12343207423557355,-0.3344980144750115,0.2862743771824229,-0.21570269901060388,0.5888443026165181,-0.19979950682363154,0.08695977558765632,0.3964574708577956,-0.4418851243881719,0.4359861110102961,0.33321413357531293,-0.08786386467713858,0.3870528390465268,0.447710713824053,-0.5084058086655014,-0.4535169819420423,0.033406189498960494,0.4059236279363077,-0.2572192066687522,0.37514962542494523,-0.05528588162187391,-0.24043087658956094,0.1266274410218986,0.07392996459697719,-0.03256844091607277,-0.3871949533216877,0.35810883359391865,0.6067181748181188,0.0009531832447523046,0.029427225817707393,-0.05825695558487431,-0.22728520222768359,0.42978620399377127,-0.04702095419004215,0.513907266640756,-0.07833499044747776,-0.03790382964802871,-0.1540727240809674,0.08193685897418561,0.1245198230570982,0.543602607354631,0.03583733107098517,0.5274998562451566,0.07135187376334645,-0.06470012209798659,-0.29505329717212037,0.3240536771536178,-0.13318077019515476,-0.21002795655286632,0.5857612360124536,0.46079539277764564,-0.28274762337022974,0.005816999220777668,0.0689011771133982,-0.48907769182157373,0.07954306023657746,0.09813319613894676,0.2286787331340037,0.6182983017552779,0.44557772283724884,-0.1993878131288411,0.2946354663509848,-0.01250103154900309,-0.2635029948661657,-0.08230700273274726,-0.15393275085969763,0.6861423529720877,0.12072385996697457,0.1460713671170463,0.07874086169164836,-0.2985457422583481,0.3801009559556322,-0.4171047277034734,-0.4400244093569035,0.06038576120814603,-0.30739378038293824,0.030480518216884325,0.5139237239368659,0.2091131052109015,0.10371785543549787,0.08219202795991407,-0.331000419540254,0.24909542048138264,0.5177810971082604,-0.3808527650416664,0.6131403064209919,0.3250999470547007,-0.45069716284173866,0.34109120026895545,0.1460490493678273,0.16766237569070785,-0.06006565415336465,-0.28317291393063615
Cerebellum_6_L,-0.08478980490071983,0.1649010032534249,-0.1510598840833541,0.6291495362813554,-0.22552417430631838,-0.34143599525984103,0.6363945956012494,0.8231183312199143,-0.3818708075004536,1.0,0.27423128903777677,0.11791689969274878,-0.7197798691991508,-0.23657262156428094,-0.16570720099804506,0.09013267534283806,0.3464122388975617,-0.7282591910348463,0.007523656247099218,0.22122966849962417,0.14072382591379126,0.18420726638636192,-0.5776267980563788,0.500838082257308,-0.007011609353105616,-0.617014931984654,0.1930318892974172,-0.11771985554377934,0.1517264541219574,0.08916597584803328,-0.09711946674999135,-0.014885723788913886,-0.17051894786705268,0.5978895245454274,-0.46983684708712636,0.7070995583433847,-0.6059090098739405,-0.13058067402289691,0.02944455297953801,-0.41788014613931745,0.870755374260386,0.071938845069597,-0.21792866688302878,-0.3086352703636878,-0.4106929251711312,-0.5989608565374024,0.18778566355302062,0.6302772415944848,0.12191040785962046,-0.8387091382211876,0.5429219848932363,-0.2518535973798327,0.480246373947358,0.670765377121842,-0.3127235922196285,0.5662390983722219,-0.33108512398381473,0.6824111141056194,-0.7995949361166047,-0.7414410436241712,0.22589322315692692,0.26389286009980134,0.23905459625393616,0.3883506836976564,-0.15592725477007882,0.0732224902012174,-0.4126663405122292,0.04136839810556916,-0.46804604048901444,0.15295044985841977,-0.1664291110351796,-0.512217293222478,-0.7424064973242236,-0.10791642005598195,-0.46640311848037513,-0.09421382266440598,-0.22243232184555436,0.40498252960960296,-0.6023317073218823,0.022431672891891626,0.41781335842133593,-0.41856547522772086,-0.7739442908214387,0.5747452785152188,0.21937100159227488,-0.20867851851342967,0.6573710703962204,-0.3808719494821367,-0.2401799290886649,-0.25165929242364193,-0.22978199254967216,-0.11783325309760777,-0.012522611127870474,-0.7047115816692707,-0.20077093959610537,0.6074499339620051,0.3384645955752201,0.5986695039359203,-0.6194260805236235,-0.21372003534675077,-0.3623373236542211,-0.4435535117247703,0.38065695813313655,-0.42691601992178957,0.4386504525237956,0.4085701915977507,-0.059279532902069554,0.534784623787377,0.039867350897718444,-0.4942188449714695,-0.23918282004190472,-0.44157614064131245,0.5220252305087635,0.6673866412366104,-0.3939483130423284,-0.5129555871123984,0.5571680487555833,-0.5201227137894138,-0.07406822051895619,0.6930622840589304,-0.07942800755360423,-0.30540253472545176,-0.3188770016667622,0.5180816459981815,0.7448354527230763
