,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,ACC_sub_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L
SN_pr_L,1.0,-0.05349683784807368,-0.0034798170505444645,0.03554950996715663,-0.024646843820300895,0.0026736832619415115,0.2946796068071491,0.13926504173087118,0.09551202075295555,-0.3141013481610994,0.14989833461398994,0.07086908132927879,0.08963638016671271,0.22969947286432,-0.021376889992863097,-0.07962740456275001,-0.2274320842516533,-0.6062799618887624,-0.18981402940713346,-0.14770198986312966,0.045473376183512666,-0.16555270983785672,-0.13765713962174184,0.18500840366430038,0.09081881732970279,-0.2491648001522413,-0.47837361238575427,0.3304815982151388,0.408461517073295,0.3621396292464627,0.27147306086943807,0.2793313802932416,0.3584902141267164,-0.11718237303176579,0.34575072021219105
Thal_MDl_R,-0.05349683784807368,1.0,0.39032060289753795,0.09626320112362981,0.23526246293545558,0.45321855220605317,-0.21898485023013883,0.028835599503170474,0.18270395039521933,0.406122475534447,-0.22695525550254397,-0.18837703509549777,0.09688853766188431,-0.01099129150102601,-0.0814025903378807,0.3749387536664094,0.06701647795298306,0.12676293886245676,0.29150633738676074,0.06820709138052969,-0.256335299246158,0.08186839727743556,0.20252180418818364,-0.0629888099313138,-0.09093654443848558,0.20458059913568383,0.00878836633710664,-0.1953575770357594,-0.17786667445281754,-0.16085422247559367,-0.1519246327368759,0.05929290253682626,-0.25972585813910803,0.30065151126305967,-0.03405778558476902
OFCpost_R,-0.0034798170505444645,0.39032060289753795,1.0,0.30880945008277877,0.16408112818798842,0.6945276298769031,-0.5461019547916139,0.30731557625393163,0.38991451733274046,0.270887174363893,-0.022346083097241988,-0.39027474777055904,-0.1594552676233851,0.09530106371498855,-0.26462463594889435,0.7078103513343441,-0.42570015303380365,0.34042085033626995,-0.13321618641383723,-0.28476800684004633,-0.5895454466364206,0.5137300656769039,-0.14317526833911376,-0.02770028214629427,0.3532957726229716,0.33237209085759895,-0.06543828468038389,0.05413578562225108,-0.03661993111643751,-0.13149854364421817,-0.0940525044826521,0.2718777992575621,-0.0965180294651554,-0.10660499632271767,-0.048181571869646174
Temporal_Sup_R,0.03554950996715663,0.09626320112362981,0.30880945008277877,1.0,-0.5284782284982568,0.5420776403724793,-0.3215613280978938,0.6625781830714768,0.6864197286932762,0.10324369920069741,0.15922216615791016,-0.05937716772389964,0.20655009107467645,0.2084728029203682,0.08748217823625602,0.532319709617081,-0.4491404457467082,0.38372925932880747,-0.2787811103394277,-0.1682722263432235,-0.5970883940733878,0.6377678432318865,-0.4423732964390999,-0.0053835681807956545,0.37885036662978444,0.6664243401445561,0.3138061627111961,0.08891463910278999,0.18242246266108209,0.42035144206464475,0.5229888015390348,0.07365413664999046,0.4750330645076891,-0.45880360352425903,-0.08784492451261539
OFClat_L,-0.024646843820300895,0.23526246293545558,0.16408112818798842,-0.5284782284982568,1.0,0.005441860702438226,0.2007630331687875,-0.6843975312473138,-0.5893052646252782,0.1831264399436008,-0.3490444178717238,-0.12202046980624524,0.22017337615614915,-0.06404974375999067,0.12583848772353906,-0.2916427899549102,0.48524567270080216,-0.11252065716109351,0.5066374160013128,0.23388801624264127,0.3576308336753515,-0.3638793953765616,0.7491388299944292,-0.28026537635749366,-0.4428794663905323,-0.4486767929944912,-0.3536243330579547,-0.4131563349091875,-0.264007432529903,-0.2817118346004503,-0.387972441621536,-0.13717138335364654,-0.6694216048608037,0.7164952756577788,-0.010314441047454544
Heschl_R,0.0026736832619415115,0.45321855220605317,0.6945276298769031,0.5420776403724793,0.005441860702438226,1.0,-0.40475372947442234,0.3621659459215192,0.4693908914039972,0.35306802893958944,-0.06345943323411293,-0.22329863809040434,0.009462741736691782,0.2291621356760696,-0.16611298369647973,0.7057879030503011,-0.34183368588743507,0.29610114170688384,0.05162359166703481,-0.15219351393297678,-0.6088338211842187,0.4342963365132066,-0.1288422831454725,0.014060954524637799,0.23423172664955424,0.5475915106227516,0.011064406271772341,0.04181208096662052,0.0792785462398217,0.11136273496820813,0.027683503587418678,-0.04256704358857547,-0.020198061096825173,-0.06392488683068541,0.10595793981470922
Cuneus_L,0.2946796068071491,-0.21898485023013883,-0.5461019547916139,-0.3215613280978938,0.2007630331687875,-0.40475372947442234,1.0,-0.46880483283148533,-0.4096452458088571,-0.31194807131004976,-0.18468115437454913,0.22955366396741,0.1847218144992448,0.14424544366652098,0.32754657794604874,-0.6453667335783172,0.48173830221855934,-0.6797141842226252,0.24235240514698714,0.18195738070516398,0.510267216245492,-0.7277151985721715,0.3291167234767157,0.091437509008684,-0.46421972956513385,-0.5736149134198808,-0.44256368865190854,0.18035510077587955,0.44886651906015995,0.35535428215030596,0.1939009732033989,-0.2325181527329069,0.1427536402416133,0.36786095866378726,0.35324032405324246
Occipital_Inf_R,0.13926504173087118,0.028835599503170474,0.30731557625393163,0.6625781830714768,-0.6843975312473138,0.3621659459215192,-0.46880483283148533,1.0,0.764140459061141,0.028762791147125013,0.44767713881966376,-0.030966284959573747,-0.21230274661127538,3.8611313472057455e-05,-0.17895865531856997,0.5771626656861356,-0.6713269716492354,0.2583749148085736,-0.46659249838143463,-0.26923973304150556,-0.5860849795149919,0.6997499305894355,-0.6935956399070561,0.3042575855553453,0.5546982167734151,0.578496787816279,0.3551574128597305,0.3725213021605152,0.19813327745923695,0.08981788969249453,0.377016877663987,0.3244673983900227,0.6363437939232428,-0.7556092233897914,-0.09718209286052583
Temporal_Inf_R,0.09551202075295555,0.18270395039521933,0.38991451733274046,0.6864197286932762,-0.5893052646252782,0.4693908914039972,-0.4096452458088571,0.764140459061141,1.0,0.14275169311900016,0.3948587096301992,-0.05080660469572777,-0.178879634963488,0.22836965477809865,-0.3200885940751571,0.761077952046648,-0.5916214918484443,0.3044471546454902,-0.37986625346157715,-0.17707636022506418,-0.7428391758035304,0.6137943292167094,-0.5693666620794033,0.34601168219951944,0.6543936866771138,0.7202938383016161,0.2599441853366785,0.44550673061666257,0.35350494840980523,0.24866732129276303,0.3943337292064516,0.21517764080239027,0.5277022224364774,-0.6403791068108319,0.05364313038768998
Red_N_R,-0.3141013481610994,0.406122475534447,0.270887174363893,0.10324369920069741,0.1831264399436008,0.35306802893958944,-0.31194807131004976,0.028762791147125013,0.14275169311900016,1.0,-0.1416539672690041,-0.13940160434978655,0.027927972649988433,0.1701966118932075,-0.08535984627299592,0.26854700998976033,0.0829801002690574,0.37883697080842504,0.20840285530572938,0.2618721710258492,-0.22428099127188833,0.189587489401772,0.15479422277678556,0.0802085238695287,-0.01637997062998247,0.3645554698495058,0.30365717027038824,-0.13507023642744184,-0.1026860572057421,-0.09787774690161903,-0.2983822506270303,-0.1678083534683363,-0.35883381314895013,0.15087833810054183,0.13079264228913115
Vermis_8,0.14989833461398994,-0.22695525550254397,-0.022346083097241988,0.15922216615791016,-0.3490444178717238,-0.06345943323411293,-0.18468115437454913,0.44767713881966376,0.3948587096301992,-0.1416539672690041,1.0,0.2329436825380739,-0.334433726153327,0.07131977172269433,-0.32631891955296544,0.11185692850974784,-0.6286735332966695,-0.06807817041348274,-0.3409517864027252,-0.2750599386251014,-0.12490018174166959,0.38549936626067893,-0.6010709784232523,0.2181250755355665,0.6513534089454797,0.31927925546415825,0.21364882276590433,0.3902233336193832,0.27639386317156234,0.22485743514458897,0.1916736143018803,0.24614613156760323,0.3718416702694081,-0.6252472689761035,0.06937510756852242
Thal_AV_L,0.07086908132927879,-0.18837703509549777,-0.39027474777055904,-0.05937716772389964,-0.12202046980624524,-0.22329863809040434,0.22955366396741,-0.030966284959573747,-0.05080660469572777,-0.13940160434978655,0.2329436825380739,1.0,-0.018800208972708378,0.04936672021943856,-0.03944445501557524,-0.31329949037392385,0.011561483959906221,-0.2000594092967657,0.112549640121491,0.0340873399338459,0.3499774826551819,-0.08583945406802988,-0.09688058387178108,0.16922719100865521,0.04850433349098891,0.0496135210509154,0.11700046590820283,0.17883337905086807,0.17219077348144282,0.2293573546750495,0.026596045962436723,-0.2913097600182454,0.15853551798966967,0.018342131915875987,0.21585159058787445
Thal_MGN_L,0.08963638016671271,0.09688853766188431,-0.1594552676233851,0.20655009107467645,0.22017337615614915,0.009462741736691782,0.1847218144992448,-0.21230274661127538,-0.178879634963488,0.027927972649988433,-0.334433726153327,-0.018800208972708378,1.0,-0.11596435231670175,0.45838041257247225,-0.20016889535428023,0.462767568359174,0.05879210222821422,0.3270626058820907,0.3649270808861568,0.07068841111268753,-0.11017423722664225,0.5161122910425323,-0.35684810704141895,-0.38133866036040165,0.0018857139077089354,0.07660557397274649,-0.5458197893346032,-0.24640828886215432,0.04600718671330748,0.29736666764377795,-0.12198733725953552,-0.11839920140404768,0.33483798654179975,-0.24791018470986664
Paracentral_Lobule_R,0.22969947286432,-0.01099129150102601,0.09530106371498855,0.2084728029203682,-0.06404974375999067,0.2291621356760696,0.14424544366652098,3.8611313472057455e-05,0.22836965477809865,0.1701966118932075,0.07131977172269433,0.04936672021943856,-0.11596435231670175,1.0,-0.24386294369858136,0.16008734009598924,-0.14335523852304932,-0.11402282163149187,-0.10756270079500004,0.24712430675152405,-0.09364154000711136,-0.021277836447603376,-0.13437333971524515,0.441915686089601,0.24265961334203315,0.1842652320656452,-0.12765408117798088,0.488966937102429,0.7191353888686084,0.592292653167797,-0.08327405084911559,-0.05537190722247924,0.06261295260920087,-0.06100149363913936,0.7343899125818225
Vermis_9,-0.021376889992863097,-0.0814025903378807,-0.26462463594889435,0.08748217823625602,0.12583848772353906,-0.16611298369647973,0.32754657794604874,-0.17895865531856997,-0.3200885940751571,-0.08535984627299592,-0.32631891955296544,-0.03944445501557524,0.45838041257247225,-0.24386294369858136,1.0,-0.39969009865744537,0.5180036757190379,0.032593525715801715,0.16192603756249194,0.24862663597432116,0.21555736866994105,-0.13780913622103827,0.4158161115234556,-0.2318626272328427,-0.4828304967301059,-0.2957417249510882,0.003031816544671718,-0.4098757171357014,-0.2657464848262651,-0.10799354215144816,0.42983107591984027,-0.09507879791192385,0.00841854782924751,0.3036421251476891,-0.3122930610862197
Amygdala_R,-0.07962740456275001,0.3749387536664094,0.7078103513343441,0.532319709617081,-0.2916427899549102,0.7057879030503011,-0.6453667335783172,0.5771626656861356,0.761077952046648,0.26854700998976033,0.11185692850974784,-0.31329949037392385,-0.20016889535428023,0.16008734009598924,-0.39969009865744537,1.0,-0.5487693145211457,0.48112077893792704,-0.20769782094306585,-0.2278518839726955,-0.8150068254644062,0.6074863240023934,-0.39012005081008416,0.1613144367404103,0.5207858931112673,0.6523755005741825,0.10708768570618045,0.2226813970366711,0.08110771604138373,-0.00708560577271458,0.05439218582903564,0.1885444071529439,0.1532506087176198,-0.4249533331494361,-0.039033605283603855
Temporal_Sup_L,-0.2274320842516533,0.06701647795298306,-0.42570015303380365,-0.4491404457467082,0.48524567270080216,-0.34183368588743507,0.48173830221855934,-0.6713269716492354,-0.5916214918484443,0.0829801002690574,-0.6286735332966695,0.011561483959906221,0.462767568359174,-0.14335523852304932,0.5180036757190379,-0.5487693145211457,1.0,-0.05721707743181162,0.563428802862756,0.6553586092356974,0.4925924823744836,-0.5898732634296789,0.8652446834243881,-0.07056005399711257,-0.7668843956753505,-0.41155477754702735,-0.039145225010609054,-0.4474170575523984,-0.2727817062384813,-0.34815632391346923,-0.0921818963610252,-0.2704938715273424,-0.43485499121473065,0.7686760844179276,-0.0933808814752065
N_Acc_L,-0.6062799618887624,0.12676293886245676,0.34042085033626995,0.38372925932880747,-0.11252065716109351,0.29610114170688384,-0.6797141842226252,0.2583749148085736,0.3044471546454902,0.37883697080842504,-0.06807817041348274,-0.2000594092967657,0.05879210222821422,-0.11402282163149187,0.032593525715801715,0.48112077893792704,-0.05721707743181162,1.0,-0.027919695043145308,0.22580551091171747,-0.3898135248228483,0.693242934055151,0.013297972532594685,-0.01950661125685869,0.24400821593217964,0.6182467035845028,0.5997299090337735,-0.29695298114922825,-0.3887001555928246,-0.37081970090077804,-0.053710465320838986,-0.04093790127171424,-0.1447084715947463,-0.1582744311566037,-0.4386925766202736
Thal_MDm_L,-0.18981402940713346,0.29150633738676074,-0.13321618641383723,-0.2787811103394277,0.5066374160013128,0.05162359166703481,0.24235240514698714,-0.46659249838143463,-0.37986625346157715,0.20840285530572938,-0.3409517864027252,0.112549640121491,0.3270626058820907,-0.10756270079500004,0.16192603756249194,-0.20769782094306585,0.563428802862756,-0.027919695043145308,1.0,0.35477160304760597,0.2710517199531863,-0.3421565054789554,0.6547186472518834,-0.15293227966702172,-0.4627606944866976,-0.09841739616214568,-0.05589379147160586,-0.3998335506058652,-0.23971818100304992,-0.15993189507823896,-0.24958672077386548,-0.3526866357259156,-0.42693636929180534,0.5764804906812935,-0.06905681186940746
Precentral_L,-0.14770198986312966,0.06820709138052969,-0.28476800684004633,-0.1682722263432235,0.23388801624264127,-0.15219351393297678,0.18195738070516398,-0.26923973304150556,-0.17707636022506418,0.2618721710258492,-0.2750599386251014,0.0340873399338459,0.3649270808861568,0.24712430675152405,0.24862663597432116,-0.2278518839726955,0.6553586092356974,0.22580551091171747,0.35477160304760597,1.0,0.2394234077463736,-0.12346982508125127,0.6077315146425637,0.3850284090014298,-0.35272047436312826,0.039564361155561924,0.20808575658585274,-0.19360483646974297,0.02621992211445163,-0.2569572883160665,-0.10556606585423534,-0.16330750712476735,-0.23170597769462498,0.4003949341413837,0.13107668495730995
Raphe_D,0.045473376183512666,-0.256335299246158,-0.5895454466364206,-0.5970883940733878,0.3576308336753515,-0.6088338211842187,0.510267216245492,-0.5860849795149919,-0.7428391758035304,-0.22428099127188833,-0.12490018174166959,0.3499774826551819,0.07068841111268753,-0.09364154000711136,0.21555736866994105,-0.8150068254644062,0.4925924823744836,-0.3898135248228483,0.2710517199531863,0.2394234077463736,1.0,-0.5588753054528606,0.38249772941611626,-0.11534593425249953,-0.46490973978491335,-0.5799652556374035,-0.13811023380284004,-0.18166202111208418,-0.1013163671880184,-0.055510488400657386,-0.270424105396205,-0.1798369115931704,-0.25038675936870713,0.5038206660838976,0.06955457776256664
Frontal_Inf_Orb_2_R,-0.16555270983785672,0.08186839727743556,0.5137300656769039,0.6377678432318865,-0.3638793953765616,0.4342963365132066,-0.7277151985721715,0.6997499305894355,0.6137943292167094,0.189587489401772,0.38549936626067893,-0.08583945406802988,-0.11017423722664225,-0.021277836447603376,-0.13780913622103827,0.6074863240023934,-0.5898732634296789,0.693242934055151,-0.3421565054789554,-0.12346982508125127,-0.5588753054528606,1.0,-0.46272342734187044,0.15929583293144056,0.6547289136064233,0.7368663568240112,0.5322763148156427,0.09998239726766478,-0.0659422969899107,-0.10042026216502431,0.20211527603407636,0.23339376261786068,0.2788980789308071,-0.6044525161481469,-0.31971077303236023
Insula_L,-0.13765713962174184,0.20252180418818364,-0.14317526833911376,-0.4423732964390999,0.7491388299944292,-0.1288422831454725,0.3291167234767157,-0.6935956399070561,-0.5693666620794033,0.15479422277678556,-0.6010709784232523,-0.09688058387178108,0.5161122910425323,-0.13437333971524515,0.4158161115234556,-0.39012005081008416,0.8652446834243881,0.013297972532594685,0.6547186472518834,0.6077315146425637,0.38249772941611626,-0.46272342734187044,1.0,-0.22274999600158985,-0.7132457501221239,-0.3829860979993012,-0.15811767597098783,-0.5841881680417871,-0.3633199496613501,-0.3565187318710305,-0.1659859006442895,-0.1966554591542914,-0.5790406902647015,0.8336599569767004,-0.1042018549829569
Postcentral_L,0.18500840366430038,-0.0629888099313138,-0.02770028214629427,-0.0053835681807956545,-0.28026537635749366,0.014060954524637799,0.091437509008684,0.3042575855553453,0.34601168219951944,0.0802085238695287,0.2181250755355665,0.16922719100865521,-0.35684810704141895,0.441915686089601,-0.2318626272328427,0.1613144367404103,-0.07056005399711257,-0.01950661125685869,-0.15293227966702172,0.3850284090014298,-0.11534593425249953,0.15929583293144056,-0.22274999600158985,1.0,0.32823698653178845,0.21882792431201994,0.1306953300044168,0.762677597225683,0.6541734184509658,-0.018136498657953304,0.017219277370508716,0.04619162639214817,0.3472352682301871,-0.3071087486365464,0.48197430484828263
Vermis_7,0.09081881732970279,-0.09093654443848558,0.3532957726229716,0.37885036662978444,-0.4428794663905323,0.23423172664955424,-0.46421972956513385,0.5546982167734151,0.6543936866771138,-0.01637997062998247,0.6513534089454797,0.04850433349098891,-0.38133866036040165,0.24265961334203315,-0.4828304967301059,0.5207858931112673,-0.7668843956753505,0.24400821593217964,-0.4627606944866976,-0.35272047436312826,-0.46490973978491335,0.6547289136064233,-0.7132457501221239,0.32823698653178845,1.0,0.5828315395909186,0.2535914710148493,0.5450364005187082,0.3502545726716671,0.23120560183485556,0.17247989753486506,0.23530718137122877,0.37971899457210345,-0.7731074518897867,0.03752062467780152
Hippocampus_R,-0.2491648001522413,0.20458059913568383,0.33237209085759895,0.6664243401445561,-0.4486767929944912,0.5475915106227516,-0.5736149134198808,0.578496787816279,0.7202938383016161,0.3645554698495058,0.31927925546415825,0.0496135210509154,0.0018857139077089354,0.1842652320656452,-0.2957417249510882,0.6523755005741825,-0.41155477754702735,0.6182467035845028,-0.09841739616214568,0.039564361155561924,-0.5799652556374035,0.7368663568240112,-0.3829860979993012,0.21882792431201994,0.5828315395909186,1.0,0.5908274644537126,0.1289444545495168,0.07163266913383894,0.13092993416607213,0.149796158677388,-0.0010787137612165106,0.2121005183208814,-0.4353814184680357,-0.0460247999025714
Cerebellum_10_R,-0.47837361238575427,0.00878836633710664,-0.06543828468038389,0.3138061627111961,-0.3536243330579547,0.011064406271772341,-0.44256368865190854,0.3551574128597305,0.2599441853366785,0.30365717027038824,0.21364882276590433,0.11700046590820283,0.07660557397274649,-0.12765408117798088,0.003031816544671718,0.10708768570618045,-0.039145225010609054,0.5997299090337735,-0.05589379147160586,0.20808575658585274,-0.13811023380284004,0.5322763148156427,-0.15811767597098783,0.1306953300044168,0.2535914710148493,0.5908274644537126,1.0,-0.10555389757567457,-0.19892213201061407,-0.21933397592540932,0.06940093925317585,-0.025852224828978587,0.010795430619592651,-0.2812586371597833,-0.2694440282265723
