,Caudate_R,Temporal_Mid_L,N_Acc_R,Thal_PuL_L,Hippocampus_R,Frontal_Sup_2_R,Thal_PuL_R,SupraMarginal_R,OFCpost_L,Vermis_3,Frontal_Inf_Oper_R,Parietal_Sup_L,Cerebellum_8_R,Angular_L,Cerebellum_7b_L,OFCant_L,Red_N_L,Raphe_M,Thal_MDl_L,Cerebellum_6_R,Occipital_Sup_L,Frontal_Inf_Tri_R,Thal_PuM_R,Parietal_Sup_R,OFCmed_R,Amygdala_L,SN_pr_R,Thal_IL_L,Paracentral_Lobule_R,ACC_sup_R,Heschl_L,Occipital_Mid_R,Thal_VL_L,ParaHippocampal_L,Raphe_D,Temporal_Pole_Sup_R,Cerebellum_3_R,Angular_R,Thal_PuA_L,Thal_VA_R,Thal_VL_R,Putamen_R,ACC_pre_L,Thal_VA_L,Thal_MDm_L,SupraMarginal_L,Cerebellum_Crus2_L,Thal_MDl_R,VTA_L,Fusiform_R,Cerebellum_6_L,OFCant_R,Putamen_L,LC_L,Frontal_Inf_Oper_L,Occipital_Sup_R,Rectus_R,Temporal_Sup_R,Vermis_6,ACC_sup_L,Parietal_Inf_R,ParaHippocampal_R,ACC_pre_R,Vermis_10,Frontal_Sup_Medial_L
Occipital_Sup_L,-0.3073600284126955,-0.08588507734675382,-0.22745062711785383,0.41195273525585185,-0.18038362860397136,-0.198130745410673,0.30859407209506456,0.04648187228401685,-0.13090457679196107,-0.24133129677096657,0.20557686960873767,0.5291122019058031,-0.014639910219665939,0.061644733394687685,-0.14695590555888607,0.16367861885511537,-0.2604867228720181,-0.12767624520321144,0.3575722091668659,0.20627686670789414,1.0,-0.019994337487874332,-0.10144828055918498,0.3261633082827536,0.06985380629343577,0.01067576649188979,-0.2691104379539158,-0.011602562645434373,-0.0008059394305500138,-0.3172154053569317,-0.2835297500228587,0.3395952747868914,-0.11302026965579844,-0.32022576128217267,-0.1157583056512345,0.44557772283724884,-0.20609899756995567,0.41406775033251,0.16645770445793578,-0.24065996241698764,-0.2977736582243955,-0.2215611545673304,-0.09849252626321049,-0.11867550807075228,-0.15896484286354517,0.13426044896154024,-0.33450415960518853,-0.03426546930334551,-0.10878918618612865,0.23891205331259105,-0.11783325309760777,0.0711981835366542,-0.2913788529925123,-0.12912220664628243,-0.12491922031033087,0.4818997899978524,0.014073227121067407,-0.03199785215163708,0.07956789946382195,-0.2988725674572935,0.23362047088253185,-0.1648453037522742,-0.12645289771825274,0.10560790610497749,-0.22182908664992496
Frontal_Inf_Tri_R,0.6234835985333919,-0.6051601472773064,0.3585269143459695,-0.32980174716798094,0.7804713642928216,0.5784849711967197,0.4743981017965301,0.3979328595553088,0.3778597680865101,-0.5149304197448825,0.5112088822404027,0.2401622496443736,-0.609688892551985,-0.6633669356028029,-0.5652798795334018,0.6207407805165421,-0.24282486054736044,-0.5109938332630041,-0.3479378210299408,-0.10714587778585274,-0.019994337487874332,1.0,0.13578513510475548,0.157071211945593,0.13665248416815723,-0.45956752201022316,0.6565079645550586,-0.20898276632079327,0.3326918216591637,0.594000038373233,-0.4320901137025289,0.5588025115549587,-0.10359027471848697,-0.5480908106865728,-0.5392547381942511,0.447710713824053,-0.32201121608372346,0.09301814036924623,-0.11215130942380527,0.5587578954437361,0.459457290248829,0.6005805322974545,0.6123105799314494,0.0025031712317157,-0.22857500571906939,-0.6674282081554695,-0.6385112504196503,-0.006530648548013944,0.29809809081405647,0.6223399815944353,-0.5989608565374024,0.4875441430493998,-0.38612251204384973,-0.3313414956299988,-0.4817887419681049,0.31658572646856753,0.30734247957489247,0.6218574052923027,0.09947198928145298,0.23595107500655824,0.06843404741939825,0.6762561265386964,0.4932984868161197,0.5069771954606588,0.48666917168862767
Thal_PuM_R,0.021018731131512834,0.003361324501170187,-0.21561761355031897,0.2696792046943194,0.16294602073110934,0.12897070671184482,0.361227249554184,0.4440738352005597,0.0017783478767366123,0.4361847443972223,0.47624995303825274,-0.12566261609563123,0.2767340173327989,0.2703644513075362,0.13756572853953566,-0.12506738288829644,0.40301319411990044,0.27495854216478943,0.24633088486311724,0.3022254647487599,-0.10144828055918498,0.13578513510475548,1.0,0.03905708636133776,-0.18324473993892276,0.3107846473884861,0.05513550168371107,0.7406030017606318,0.21897516462379474,0.19623050146993393,0.21426552087268047,-0.1634806891505499,0.7158432670125184,0.2586551457833236,0.2663530987644557,0.03193673282351291,0.4967910257880556,0.2524227055454254,0.4520068888900592,0.04178390035192275,0.24075093705108438,0.1376544950909541,-0.07406567819961865,0.36748640689833684,0.35168638628732624,0.18130230041891635,0.2376442345274917,0.0816641959159635,0.1732273146913423,0.04422788814943418,0.18420726638636192,-0.12559969941549734,0.2929652581747235,0.02756197853627573,0.29139537211880445,0.08823661576330387,-0.02501771024404786,0.17034964390798854,0.12445714264315433,0.06655847641646293,0.2627901161308458,0.022609782709632167,-0.1757221192174946,-0.03472994159647332,0.012846886012832038
Parietal_Sup_R,-0.3996832016356901,-0.084868951943012,-0.3807512906622546,0.3623105478081752,-0.02153621120592065,0.018148566613125507,0.312044787204318,0.6087902865262266,-0.2684970017597112,-0.2701854974353871,0.10869676641950385,0.8093281973232906,-0.018448252729250127,0.21120505776822734,-0.24862384099736998,-0.10176810058658693,0.06291587342906406,-0.20021314622288544,0.19410906478396192,-0.16852383752700748,0.3261633082827536,0.157071211945593,0.03905708636133776,1.0,0.007329427142299256,-0.1986466447762326,-0.08224754602762406,-0.01014783882436889,0.702913022008949,-0.25018279947947264,-0.19301082342583656,0.12112475198359596,0.08255741072941596,-0.23224256128261506,-0.11303358400280841,-0.03256844091607277,-0.3063640840006674,0.7160325205128408,0.1297830311740417,-0.18852624821987968,-0.29774883518556544,-0.3706101074093168,-0.30503156086764405,-0.05071289906023791,-0.25726726926801036,0.03116135166629633,-0.2871366955751812,-0.15060185342486293,0.013478947287478294,0.12112077912475037,-0.33108512398381473,-0.11769525795059718,-0.5663989075522539,-0.2124169993869351,-0.28376086594435806,0.3776177911101751,0.011914744377223778,0.05962841037264822,0.021446987008551476,-0.5014909409233937,0.8752435422226599,-0.0034771305335243134,-0.49336221940794667,0.1297663407397913,-0.17346985197044473
OFCmed_R,0.24130071993012053,-0.1709772339275136,0.21308029345781584,0.06447194766456085,0.2215849689803093,-0.12421025192561791,0.09917443542974796,-0.15303141533500778,0.05001622568929958,-0.07833654184946119,-0.21817364571910494,0.04373106722346526,-0.06036595561785493,-0.18514418030307772,-0.26938475353885616,0.04603881638407626,-0.09011612412681837,-0.024115028958780756,-0.029383989420161592,-0.010137518865334903,0.06985380629343577,0.13665248416815723,-0.18324473993892276,0.007329427142299256,1.0,-0.353234169163395,0.19412130856026366,-0.07844413694876078,-0.08894982158936861,-0.13626995497787675,0.016260051111014254,0.2196761073837645,0.005354270551354338,-0.11977061137123583,-0.4413861374673896,0.13622648608264987,-0.013319665190291156,-0.15106315678345525,-0.22016563702426806,0.2587231355336432,0.26359495204690314,0.31596707569003973,-0.0017182940940643696,0.07580218307754114,0.15372910470875334,-0.1157348837020799,-0.2522531752461628,0.32565043559146933,0.3655394849355299,0.17065363156722213,-0.23657262156428094,0.22916226733112488,-0.0709906054388152,0.0682297102775782,-0.1036735157633401,-0.014027327863076923,0.07901927406301013,0.1441234764339201,0.08252253307931973,0.06828894336709807,-0.11965835565043924,0.3496421098960256,0.21374763897164473,0.2875091110471246,-0.019378422533360206
Amygdala_L,-0.3484711537983672,0.4017335628031106,-0.3546983988745033,0.20988536954216166,-0.44000806103749246,-0.11806834710878586,-0.03282943555936576,-0.016781318782868235,-0.24221008039589204,0.41530378834104076,0.10954465796133536,-0.25274074370611427,0.3796225810261691,0.41576665166701904,0.3989128256229845,-0.2421762753727682,0.14837430141746144,0.36128917008028416,0.32083157994877487,0.2766231757494076,0.01067576649188979,-0.45956752201022316,0.3107846473884861,-0.1986466447762326,-0.353234169163395,1.0,-0.39214070554548963,0.41709161434147024,-0.1654474130199124,-0.22820070661987113,0.15837467296521085,-0.2546316151547683,0.242331872512068,0.3722283928771198,0.449068201019109,-0.05528588162187391,0.35215461933861836,0.11508909604169532,0.46322079193773213,-0.43561151814742655,-0.2195507231753395,-0.3014009427653858,-0.2120670484996569,0.051846683013687916,0.12030474850711957,0.39688028151965915,0.5463758380546196,-0.054560212057579306,-0.3305966810621888,-0.2534708548171762,0.480246373947358,-0.12658281922835754,0.38544544642468664,0.2061217184758647,0.4876187556831465,-0.006437717996444875,-0.1232006697624783,-0.2496874125137097,0.25313367950418164,-0.04108605681611343,-0.004614921995263725,-0.45760003169778074,-0.21524759079496542,-0.23317331503222524,-0.06453044428471891
SN_pr_R,0.6629932625285012,-0.446615086014303,0.5253279761868948,-0.5990608391194029,0.8469864988843873,0.301998766295141,0.22983365899659286,0.09267582971732512,0.3308541293405012,-0.4664750686776302,0.028259354868347034,0.08385356426793132,-0.6455337653015072,-0.6078968216010896,-0.5566852618442815,0.5372383901839728,-0.31300096652554377,-0.46169965166792754,-0.6012128360913834,-0.18451050648930603,-0.2691104379539158,0.6565079645550586,0.05513550168371107,-0.08224754602762406,0.19412130856026366,-0.39214070554548963,1.0,-0.25790802277576325,0.10605240494351342,0.5547677241028508,-0.28879990393995386,0.5246930941603632,-0.21625978525242237,-0.5142558402535753,-0.467898284303576,0.1245198230570982,-0.30917374486332383,-0.16132374949542694,-0.10215995669698157,0.5610194453689029,0.6271263707002019,0.6540460767658504,0.577349213225304,-0.015621570791802632,-0.1348667362273852,-0.5196860958485259,-0.5593543012659077,0.029685952288825052,0.38947536011233547,0.5557160567604448,-0.512217293222478,0.4003681009902781,-0.24511006542058264,-0.20406060149244043,-0.2887589392093844,0.1714227999096674,0.5035246023631782,0.5927772129142931,0.2358105038695742,0.4078829616674798,-0.2518301033628121,0.7397313223803916,0.44062421939349145,0.6489690477774969,0.41805422632777195
Thal_IL_L,-0.19128826135273505,0.33391577667236105,-0.4348045927589738,0.432372158052932,-0.19714460376565443,-0.15253950731003094,0.1752374689226,0.29431357916026873,-0.15868581460782283,0.6241778660606673,0.33817739926399865,-0.19014045955860942,0.49797442489925936,0.5474723226785635,0.39659017258881374,-0.30727389236612357,0.4362291909222953,0.5155169077644605,0.5199489898554416,0.45887365541988834,-0.011602562645434373,-0.20898276632079327,0.7406030017606318,-0.01014783882436889,-0.07844413694876078,0.41709161434147024,-0.25790802277576325,1.0,0.09951696946034425,-0.1719841223234064,0.3326501526568424,-0.3417429486989652,0.7061847539318769,0.3971694291656069,0.36848536113951147,-0.06006565415336465,0.6471732824336925,0.26611424347831353,0.48621411083355154,-0.2041500165942879,0.04389920833330178,-0.0907803054343485,-0.31079383628087176,0.22956104941541647,0.4566089554134974,0.43397530397792783,0.483360262463206,0.04517715565111998,-0.01718253926958229,-0.14372998009699406,0.5180816459981815,-0.3547067260996181,0.4316752721066067,0.14915289804695048,0.47660269512846065,-0.007939478235189638,-0.1504400058729909,-0.08607898298559262,0.2183646108278086,-0.09137075254654624,0.22824474980053752,-0.30588019314837556,-0.3660333023396623,-0.2267404963296738,-0.18901178788905185
Paracentral_Lobule_R,-0.03837333056676916,-0.11904643179076356,-0.05748725978915653,0.13310902156245102,0.1842652320656452,0.37047507183583056,0.2983314358712421,0.592292653167797,-0.11911173028367725,-0.09551051923102688,0.235355767184548,0.488966937102429,-0.01994533987119937,0.08921097391834851,-0.13586303763173288,-0.04117346873930133,0.1638016088266724,-0.0992668668565842,0.0983862017866326,-0.07648422872229532,-0.0008059394305500138,0.3326918216591637,0.21897516462379474,0.702913022008949,-0.08894982158936861,-0.1654474130199124,0.10605240494351342,0.09951696946034425,1.0,0.06531242769337031,-0.06764752972154754,-0.008795979316796482,0.22689739774139892,-0.06100149363913936,-0.09364154000711136,-0.024826166705950312,-0.0333266347149691,0.35714697409738055,0.18866639690393475,0.13074367184075955,-0.027031250800120827,-0.031100642319591438,-0.08659177729443901,0.12480083487245895,-0.10756270079500004,-0.027071359016256038,-0.19238249624962006,-0.01099129150102601,0.15291437189102547,0.1143107512266498,-0.22552417430631838,0.11007698653322129,-0.25243925918467175,-0.03585082667027585,-0.0926394714004624,0.06261295260920087,0.04722947106189389,0.2084728029203682,-0.08327405084911559,-0.10005554820550135,0.6580761638886155,0.14252560493356176,-0.14696414326994436,0.0896075910736474,0.17628254354921602
ACC_sup_R,0.6443753047384703,-0.351395487923765,0.44831833612421224,-0.42615926972638324,0.6068173460924112,0.6806798444178531,0.16103869063554255,0.043822674611844796,0.3570823072089981,-0.25033249937289964,0.20886252184784396,-0.09344293409349826,-0.32719502863257716,-0.5293819801752647,-0.17415893491068146,0.40089417306831143,0.000482245724649892,-0.19410900334089726,-0.40351808342209466,-0.20907634683454293,-0.3172154053569317,0.594000038373233,0.19623050146993393,-0.25018279947947264,-0.13626995497787675,-0.22820070661987113,0.5547677241028508,-0.1719841223234064,0.06531242769337031,1.0,-0.1948340270555772,0.16846412089150564,0.03419579821259659,-0.1488016968163485,-0.08574134216283948,0.1460490493678273,-0.07486586509252174,-0.2767435444812574,-0.18690006213202695,0.6186461525949257,0.48582143100603514,0.5989504715096243,0.5661880326107334,0.2256801597725227,-0.016522390874841773,-0.4817617861131044,-0.21473431911870822,0.023683190942973605,0.23391076547084766,0.27367737737160425,-0.30540253472545176,0.41282619879557586,0.04494542025421143,-0.08929465816929398,-0.1728187210816421,-0.09659995710755856,0.14405918544736213,0.3115738300796954,-0.14458535885624668,0.5953655504176142,-0.24921135181424706,0.49199292897075464,0.5734314422207251,0.16881820763777766,0.6167638378560564
Heschl_L,-0.10986427919228231,0.44711276114241166,0.02998347487256148,0.14103153245253905,-0.25081277496554966,-0.32634939111255945,-0.4553826997401614,-0.37721771646218966,0.1921703192160576,0.7150144272278524,-0.1703927845757524,-0.46912924217566293,0.522685321736376,0.5605522112818639,0.2963795688308196,-0.3565854284533247,0.517187487332213,0.5275935594020414,0.29347049726103397,0.046957996859396195,-0.2835297500228587,-0.4320901137025289,0.21426552087268047,-0.19301082342583656,0.016260051111014254,0.15837467296521085,-0.28879990393995386,0.3326501526568424,-0.06764752972154754,-0.1948340270555772,1.0,-0.6033286224258768,0.4995753945195534,0.7995008986270399,0.302247696049593,-0.4171047277034734,0.627509835612497,-0.43780956570522644,0.11393980635339576,0.006671058840773332,0.04012293450994934,-0.09551778069784929,-0.4064970441134155,0.39068973391385253,0.6513271114364775,0.6880740963134899,0.47935791144627404,0.29572928833099155,0.22001340260065402,-0.5275742023787545,0.4386504525237956,-0.5125360996855507,0.6176145791332678,0.4303414669821654,0.6150192909318289,-0.5879110858893863,-0.11701592187597508,-0.4451237068122998,-0.37476094547944855,0.21438899910692336,-0.10324917511862294,-0.19796298162075343,-0.1140675828162889,-0.32787965142195113,-0.053645607722601525
Occipital_Mid_R,0.2409367567699957,-0.5400746626033552,0.2768797089448343,-0.3475416306172185,0.5581452610549463,0.007815350854262035,0.3808427724303227,0.07137803851144697,0.2229959887548466,-0.6667162595370312,0.18519753146493537,0.39241892695034325,-0.6254125978539371,-0.617549619022324,-0.793541537648076,0.7002327498768997,-0.6542546805402881,-0.7011238633379847,-0.3859464043393501,0.050329319240924125,0.3395952747868914,0.5588025115549587,-0.1634806891505499,0.12112475198359596,0.2196761073837645,-0.2546316151547683,0.5246930941603632,-0.3417429486989652,-0.008795979316796482,0.16846412089150564,-0.6033286224258768,1.0,-0.5021698902998647,-0.7752557073769918,-0.6047485481072477,0.6486253647103076,-0.5468508661942457,0.21579612426977596,0.0265906555586996,0.19211835751215087,0.193078554644189,0.3331902926921194,0.5686115886184336,-0.2836360168448436,-0.4737468761588482,-0.48197381920481136,-0.7981966579516303,-0.03690524455561279,0.06803463736575366,0.7965773533395818,-0.7282591910348463,0.5018113741426217,-0.5747862721893044,-0.2751404384386088,-0.48647222103474264,0.7321830659763081,0.5317029275726751,0.6499352141127154,0.4982642978335325,-0.07277469182064057,-0.13404004551767254,0.5919985693893688,0.2689340301202661,0.8191495035683402,0.15720902884690127
Thal_VL_L,-0.028824563504567444,0.2334089118917109,-0.24163437286593908,0.5267502987544581,-0.09992262258152838,0.06899546140027321,0.11156755045687154,0.2873130602810654,-0.14219720680398906,0.6135269479690857,0.23164628969108197,-0.16475319428238264,0.5072465478695847,0.4893029880565109,0.38429080449961556,-0.4661414494646346,0.6078957727126532,0.5469409943184882,0.5697275120940897,0.21315226306362944,-0.11302026965579844,-0.10359027471848697,0.7158432670125184,0.08255741072941596,0.005354270551354338,0.242331872512068,-0.21625978525242237,0.7061847539318769,0.22689739774139892,0.03419579821259659,0.4995753945195534,-0.5021698902998647,1.0,0.5893295533717027,0.3037386299600794,-0.22728520222768359,0.6388501947843344,0.05779228848838385,0.3166798427071499,0.06834918723040535,0.22424394028658287,0.06362670325968833,-0.4149061307009944,0.6024410920402927,0.675145288904299,0.3864657601460583,0.45266402487855,0.2651168901927843,0.2688214776427925,-0.2523308963007296,0.3883506836976564,-0.28141211094839125,0.4565753559661966,0.12330627216031463,0.42166376837439273,-0.2716957248010847,-0.2676388650233142,-0.14794162480010464,-0.1376405059879307,0.10817798604180393,0.33273012398126806,-0.17309917055787263,-0.19116851826711642,-0.3105845855798284,-0.041922638455073054
ParaHippocampal_L,-0.22651885220645082,0.5183367121627903,-0.10541014841653752,0.28789443949330046,-0.4353814184680357,-0.12651521077653746,-0.45565467424713335,-0.21990733351643224,-0.08732068365703012,0.837257835376762,-0.13779602712739017,-0.530006726484053,0.6877416508173694,0.6388226253181207,0.6251627659930823,-0.6254525328676238,0.678083652485938,0.7027356997470791,0.43621179148305594,0.19935722389333463,-0.32022576128217267,-0.5480908106865728,0.2586551457833236,-0.23224256128261506,-0.11977061137123583,0.3722283928771198,-0.5142558402535753,0.3971694291656069,-0.06100149363913936,-0.1488016968163485,0.7995008986270399,-0.7752557073769918,0.5893295533717027,1.0,0.5038206660838976,-0.4535169819420423,0.748242277819739,-0.37294377987098215,0.1220698982203133,-0.05651204126124496,-0.08619528814074821,-0.17639887658504988,-0.539720650962047,0.43339370033255215,0.5764804906812935,0.5946555130480148,0.7385632784646148,0.30065151126305967,0.02498974787430376,-0.6671009892063994,0.6302772415944848,-0.4573315454348239,0.6976807040360387,0.42287540284632996,0.5728161249002397,-0.6299879042450528,-0.3962639236665116,-0.45880360352425903,-0.3648493536122702,0.14181699463511377,0.01322610749210609,-0.3543458758868965,-0.17941071182457158,-0.5632252652417883,-0.09483807538450156
Raphe_D,-0.34968853890583596,0.5569951215890365,-0.44244304124484174,0.144887806230909,-0.5799652556374035,-0.012314567173344516,-0.34239059004202016,-0.055510488400657386,-0.21828768245004473,0.5037755872336521,0.09644577359738915,-0.18166202111208418,0.604433194975681,0.5865761113908479,0.7379843971850549,-0.4019004852120992,0.4707854070207593,0.49184553798619596,0.2078349909914695,0.012314611374190298,-0.1157583056512345,-0.5392547381942511,0.2663530987644557,-0.11303358400280841,-0.4413861374673896,0.449068201019109,-0.467898284303576,0.36848536113951147,-0.09364154000711136,-0.08574134216283948,0.302247696049593,-0.6047485481072477,0.3037386299600794,0.5038206660838976,1.0,-0.3871949533216877,0.4028497882958681,0.109852553149823,0.13098061116562634,-0.46303379892315044,-0.3660046080504334,-0.42983196039814886,-0.27035429070929345,0.08094476374347716,0.2710517199531863,0.5294229651189328,0.7360488261147723,-0.256335299246158,-0.34252588911091175,-0.6015070837057749,0.6824111141056194,-0.44999316534274786,0.5013248242363515,0.30521136223698314,0.494503796289094,-0.25038675936870713,-0.1935557638488284,-0.5970883940733878,-0.270424105396205,-0.05557609852104074,0.05575340230950484,-0.6609635688575592,-0.42327433857546604,-0.7159963644112097,-0.07478270189961855
Temporal_Pole_Sup_R,0.12072385996697457,-0.409713635200186,0.1266274410218986,0.029427225817707393,0.22062245010054973,0.08193685897418561,0.4103731473948802,0.07135187376334645,0.33321413357531293,-0.28317291393063615,0.4359861110102961,0.10371785543549787,-0.30739378038293824,-0.45069716284173866,-0.4418851243881719,0.6131403064209919,-0.4400244093569035,-0.331000419540254,-0.00889195005421075,0.3734766840705779,0.44557772283724884,0.447710713824053,0.03193673282351291,-0.03256844091607277,0.13622648608264987,-0.05528588162187391,0.1245198230570982,-0.06006565415336465,-0.024826166705950312,0.1460490493678273,-0.4171047277034734,0.6486253647103076,-0.22728520222768359,-0.4535169819420423,-0.3871949533216877,1.0,-0.15393275085969763,0.16924263229707828,0.0009531832447523046,0.07359856960005809,0.09813319613894676,0.2286787331340037,0.3801009559556322,-0.11209105044285936,-0.24007869130364676,-0.3677134079494934,-0.527049128898775,0.03583733107098517,-0.08786386467713858,0.5888443026165181,-0.3818708075004536,0.5274998562451566,-0.29315765177952685,-0.15145676291994306,-0.32249979484968266,0.513907266640756,0.16766237569070785,0.5139237239368659,0.3250999470547007,-0.07833499044747776,-0.0978730429898013,0.2946354663509848,0.4126027190122238,0.41313966795855395,0.0689011771133982
Cerebellum_3_R,-0.05453519865534851,0.3855662855051259,-0.1371876679770142,0.2702059932721766,-0.2199815843373183,-0.07912974866727773,-0.19377121153596188,-0.058315115556561624,0.004609863000361618,0.8901037685365034,0.1325511743935307,-0.5290758453468636,0.6327859032645108,0.47019504121272887,0.5596897124155302,-0.38911934271283377,0.5555861586277284,0.7854706400121026,0.4983003674030698,0.5351944368677868,-0.20609899756995567,-0.32201121608372346,0.4967910257880556,-0.3063640840006674,-0.013319665190291156,0.35215461933861836,-0.30917374486332383,0.6471732824336925,-0.0333266347149691,-0.07486586509252174,0.627509835612497,-0.5468508661942457,0.6388501947843344,0.748242277819739,0.4028497882958681,-0.15393275085969763,1.0,-0.24962480782324792,0.2185046407349023,-0.02529133160756895,0.10394966788394543,0.015905852493423883,-0.39521020968136483,0.4598517937240139,0.6539665057985466,0.46828979818185196,0.6068556022960035,0.2999907941406664,0.09830313997673841,-0.3442887847348624,0.5986695039359203,-0.3309634472180373,0.6348389101347524,0.38324293175738183,0.5153511856260224,-0.3907823217667214,-0.28083554695084467,-0.19139900466057647,-0.14018687465686244,0.20579708463146953,-0.022797674586272323,-0.2245771896431804,-0.08407360006638741,-0.39685789121089027,-0.07055955173700715
Angular_R,-0.43069573923521814,-0.03353112923047311,-0.6022581187678184,0.37915044237548656,-0.18570003619983175,-0.03074745306903357,0.43299574761989573,0.7304708313136916,-0.3374203361380339,-0.1956266366833398,0.4340597364912092,0.6267523694979211,0.010628219661638908,0.20840342320824362,-0.06453655426305684,-0.011861416212024153,-0.08795769187350064,-0.1612370006334735,0.18339069045331222,0.10100065327597571,0.41406775033251,0.09301814036924623,0.2524227055454254,0.7160325205128408,-0.15106315678345525,0.11508909604169532,-0.16132374949542694,0.26611424347831353,0.35714697409738055,-0.2767435444812574,-0.43780956570522644,0.21579612426977596,0.05779228848838385,-0.37294377987098215,0.109852553149823,0.16924263229707828,-0.24962480782324792,1.0,0.29300104888353623,-0.46738748614907694,-0.3757777743220405,-0.40944150402733137,-0.15616292859168227,-0.18634361387545118,-0.31585139696030634,-0.025727904637165386,-0.09335071751282707,-0.35658120264418264,-0.27290880310035914,0.19260296565877474,-0.09760138315002598,-0.13513136973629117,-0.41972953492063836,-0.22519852370492086,-0.2142675436048447,0.6890774117734487,0.03157663524496893,0.10171134506769587,0.3450146399603557,-0.6213505556491006,0.7498378640091844,-0.25030202479663927,-0.5690782515656618,0.032651736766627755,-0.27666820746906934
Thal_PuA_L,-0.12874432221257906,0.16187095303804505,-0.10082333878143536,0.11853731154988176,-0.039382196933118375,-0.18415562613243466,0.14795783176543664,0.22875147788423825,-0.06743538766736623,0.2450974294340483,0.2614590609421208,0.12858924130477922,0.07387141070399682,0.4323558708554547,-0.006377656826022085,-0.0115261930102994,-0.011384949683380961,0.006800440653267292,0.22083778406574506,0.3181081649529566,0.16645770445793578,-0.11215130942380527,0.4520068888900592,0.1297830311740417,-0.22016563702426806,0.46322079193773213,-0.10215995669698157,0.48621411083355154,0.18866639690393475,-0.18690006213202695,0.11393980635339576,0.0265906555586996,0.3166798427071499,0.1220698982203133,0.13098061116562634,0.0009531832447523046,0.2185046407349023,0.29300104888353623,1.0,-0.20662983995103848,-0.08986906530874386,0.027758354119964468,-0.031203214709346196,0.16615128084407751,0.09037137373312111,0.4296518769007471,0.14043941378501734,-0.12187212298068936,-0.06902506693648632,0.13752343072611056,0.22589322315692692,-0.06988864395880548,0.2540757342746176,0.098333528393916,0.4873231387472083,0.2707586722443338,0.23619677404613004,0.12313853299376477,0.4202925534164659,-0.07325794906551354,0.1703297344706371,-0.1104393737170671,-0.28613477317054953,0.18081974145926547,-0.02458334948482162
Thal_VA_R,0.6998067256080003,-0.4229466113296101,0.7483469105702084,-0.3269864674389529,0.7019128519546317,0.44017483707021665,0.0925066822010175,-0.09457926053638986,0.3320088764790142,-0.1790758998812356,-0.03945915993856632,-0.08432487044622104,-0.38127157551045293,-0.48587688369604326,-0.3361293703400019,0.2873468209436345,0.03633501496614086,-0.1248883309381872,-0.30778236358012623,-0.09864013735765179,-0.24065996241698764,0.5587578954437361,0.04178390035192275,-0.18852624821987968,0.2587231355336432,-0.43561151814742655,0.5610194453689029,-0.2041500165942879,0.13074367184075955,0.6186461525949257,0.006671058840773332,0.19211835751215087,0.06834918723040535,-0.05651204126124496,-0.46303379892315044,0.07359856960005809,-0.02529133160756895,-0.46738748614907694,-0.20662983995103848,1.0,0.5513822565680033,0.7654608399589384,0.40565946497806427,0.3023182654620763,0.057578048796492885,-0.3848119044821034,-0.38691128241331046,0.3915811291711362,0.5675294773883447,0.36246849747053306,-0.3904615162546173,0.4592838990180094,0.060581226271965084,-0.17856908000033153,-0.17745018757278647,-0.18695259429258515,0.09933017575552935,0.39416978814160364,-0.11981801564987309,0.5773470977628606,-0.26228515131996927,0.6999441804500087,0.6221888422265357,0.3542746149434803,0.4918196113837813
Thal_VL_R,0.7036160775942655,-0.3172463469139026,0.3726707792352556,-0.2710404566941228,0.688924434019558,0.22936825801971097,0.3095552406201244,-0.006801603388561953,0.3453557350355852,-0.05987019440215841,-0.011242870415987951,-0.22971647133360196,-0.2955754721587115,-0.40941053223756074,-0.246189320472139,0.26766680912253066,-0.04935316790770456,-0.10740067404358483,-0.11508755432937447,-0.03113081387781911,-0.2977736582243955,0.459457290248829,0.24075093705108438,-0.29774883518556544,0.26359495204690314,-0.2195507231753395,0.6271263707002019,0.04389920833330178,-0.027031250800120827,0.48582143100603514,0.04012293450994934,0.193078554644189,0.22424394028658287,-0.08619528814074821,-0.3660046080504334,0.09813319613894676,0.10394966788394543,-0.3757777743220405,-0.08986906530874386,0.5513822565680033,1.0,0.7291697429625423,0.33495916714666724,0.3878007949203904,0.3944614737148058,-0.3173998973351453,-0.23740798968521112,0.5088170213808776,0.429928205214592,0.3583588827369287,-0.2401799290886649,0.30315213605162905,0.09378829225776555,-0.06921618383822443,-0.10449372984462933,-0.1230770527126986,0.18230660389318162,0.41331539194449257,0.02447866184382443,0.5398283084930953,-0.29381898335880624,0.6179981073107425,0.5399297256511538,0.367528266357136,0.26162217255917963
