,Rolandic_Oper_L,Temporal_Mid_L,Thal_MDl_R,Occipital_Inf_R,Raphe_D,Vermis_8,Calcarine_L,Thal_AV_R,Hippocampus_R,Thal_MDm_R,Angular_L,Fusiform_L,Pallidum_R,Frontal_Inf_Oper_L,Precentral_R,Angular_R,Putamen_L,Cerebellum_3_L,ACC_pre_R,Temporal_Sup_L,Thal_PuI_L,Thal_VPL_L,Frontal_Med_Orb_L,Frontal_Inf_Orb_2_L,OFClat_L,Occipital_Mid_R,Vermis_9,Thal_LP_R,Cuneus_R,Rolandic_Oper_R,ACC_sup_L,Frontal_Med_Orb_R,Cerebellum_10_R,Supp_Motor_Area_R,OFClat_R,SN_pr_R,OFCpost_R,N_Acc_L,Frontal_Inf_Orb_2_R,Thal_MDm_L,Raphe_M,Temporal_Inf_L,Postcentral_L,Parietal_Sup_R,Temporal_Pole_Sup_L,Cerebellum_8_R,Rectus_R,Thal_PuM_R,Thal_Re_L,SupraMarginal_L,Vermis_10,Temporal_Pole_Mid_R,OFCant_L,Cingulate_Mid_R,Amygdala_R,Red_N_L,Cerebellum_Crus1_L,Thal_IL_R,Temporal_Pole_Mid_L,Thal_VL_L
Angular_L,-0.13619076557468787,0.7717966688155632,-0.39640451886980904,0.2449377353700264,-0.3394955244271259,0.2192627482181194,0.8426653798500059,0.03349558275800202,-0.7362351788387121,-0.14938986946009894,1.0,-0.6268780696698089,0.38652775022252195,0.602019169047207,-0.19580955591827778,0.6725222735233415,0.13400317046808533,-0.2872296136756004,-0.3619175681343656,0.5705570261160836,0.03636416376642641,0.4730257281295756,0.4531314878195411,-0.5328195055461681,0.12090630062428624,0.0782860535503708,-0.019074636632052177,-0.4741016588924305,0.7225491162694995,0.26219997980142035,-0.19735736058605471,0.5228955363282736,-0.1576514009516411,-0.2852415592787458,-0.08230453955043535,-0.0980151298992369,0.5410044919309059,-0.3698531078003798,-0.44179404781812515,-0.03350104684581213,0.33264536626082025,-0.014596206032473451,0.0035321962419736955,-0.23318784759173053,-0.22688306860835908,-0.3374418431156526,-0.37916495373322334,-0.0009140734535374417,-0.11443699064423524,0.7365233960913303,0.7985762981370248,0.17795565167878574,0.07404356061506087,-0.15896276266619902,0.702259354854606,-0.692409702334107,0.114067874363966,-0.3457022145137179,-0.13173593617670565,-0.1767184041362786
Fusiform_L,0.40312927573860163,-0.36238806534362905,0.5218204445433163,-0.3891413643236944,0.2998146432882255,0.0843110915017378,-0.6798071772069018,0.35577214300920756,0.889331835623958,0.3900678786377862,-0.6268780696698089,1.0,-0.45329992277592934,-0.3909052462548926,0.5815837769210075,-0.6468631817498378,-0.0019965627802184,0.6210488997060647,0.32420126320293524,-0.17418659277039278,0.3016249539498763,-0.05226936846259999,-0.36392028709682583,0.6491053838892519,-0.1871524502418317,-0.24890757712783232,0.1010845394387847,0.30520926030784506,-0.5794271449065127,-0.2125196640533789,0.5668722228311899,-0.5339361599845523,0.449898742976644,0.6353596426806993,-0.1858859769654451,0.35632021366125893,-0.34174544117876343,0.31860799154447167,0.38409043437219537,0.31232192647051377,-0.4571628250150599,0.35767914478140145,0.48294722922203764,0.6198956939207959,0.4125910882712819,0.7000205930196762,0.6168237221211105,0.29266430357043516,0.0598374401868171,-0.167098807450982,-0.8701847839386758,0.055284753660868824,0.09369663834690749,0.5276469062197464,-0.6217701786887304,0.8375313564309304,0.20479729361114823,0.5492648599418788,0.4540311943322351,0.4129421619719366
Pallidum_R,0.05173266697574043,0.300802164360852,0.05963157485460039,0.27640682415732015,0.10566245771286842,-0.10745779328084096,0.5845429597675494,0.10107231161996356,-0.43829482449281176,0.2994922294155892,0.38652775022252195,-0.45329992277592934,1.0,0.4874679995847239,-0.05528647037745424,0.5112068080923814,0.3745777728496815,-0.20261846743833595,0.3197914508661504,0.3395812717588136,0.08833743688193008,0.3422487447820585,0.18628313869689186,0.0028543751932799885,0.1571607296745688,0.028965507144080884,-0.14768241492612877,-0.13350612257283026,0.5297378696732672,0.6874333219749159,-0.13722337809984914,0.35521755337536765,-0.17689823832393292,-0.28440009032668156,0.10328415383911188,0.01410718934510439,0.3979144984999524,-0.11826274073812225,0.26293175408633257,0.23173321277450754,0.28524186431038384,-0.016264935699664817,-0.017527422017896636,-0.3599905239371016,0.2388231124817134,-0.3145362234632607,-0.2741841344973228,0.1956920506551959,0.2752894175237742,0.13424129215644395,0.6065642859874311,0.2512321800282312,0.01531894460359126,0.09422963215571638,0.33801651962229307,-0.15584573026855433,-0.004179065035155946,0.16968695336240341,-0.3513384150110182,0.1242241070137348
Frontal_Inf_Oper_L,0.3564226083641568,0.5876317884407061,0.12207283708243362,0.30434352346014404,0.10924709010481205,0.06928062130575656,0.6465744720303902,0.22512635647588142,-0.30159784469797035,0.33447705980127257,0.602019169047207,-0.3909052462548926,0.4874679995847239,1.0,0.1782383927315913,0.530726739045121,0.614140856284078,-0.07467761731876392,0.2051555691659643,0.6563622531616393,0.27302657270833336,0.6311234559527624,0.1778870685833489,0.16642524093663028,0.3299820283025737,0.19823116973839872,-0.0018471715825914663,-0.14857567552620768,0.5705880090442299,0.34965148187450884,0.15384181798250302,0.2906829252594637,-0.013692746662422428,0.024871770173970183,0.06389354535380812,0.04065500093895438,0.4551660513867559,-0.10345731881373657,-0.01954832307050991,0.4056354404993094,0.37611863966259984,0.03791055236134975,0.39522937687766646,-0.11966358836767214,0.27054225339549626,-0.05230054655592842,-0.24500219700214376,0.3803824685953303,0.2389383939969943,0.5851751286187009,0.5878062854096338,0.3945026254602014,0.06505420371980052,0.31566090689353327,0.370571563175013,-0.1960203609074237,-0.03295165428632215,0.16990201072379557,-0.006814792885986395,0.3278132911165837
Precentral_R,0.3931309454557738,-0.07292951532362996,0.7408388652881346,0.000630119929614802,0.45381059965342535,0.2649438803994076,-0.1338719102617729,0.44911391537915346,0.6945902258465989,0.6380313944178673,-0.19580955591827778,0.5815837769210075,-0.05528647037745424,0.1782383927315913,1.0,-0.10842577813035098,0.32676333631408916,0.8018403780738126,0.3586570947992006,0.16094755564839164,0.6386045929230894,0.5362722715140161,-0.06199602861069989,0.5259751090387083,0.2847031323335639,0.07444135434519493,0.08876490388948943,0.36462570413894585,-0.08962295555944141,0.2753354833646139,0.8590991987151361,-0.21307651195715316,0.19981938043179256,0.917074690381989,-0.20986329514125163,0.29178609942721423,-0.11251880365061824,0.11998751239858493,0.27510153774693685,0.703751533487782,-0.04203351661979672,0.3756473829713162,0.8690723633360393,0.49153180606824604,0.3278506242175973,0.6336701640088298,0.24280973951153847,0.8366582738105307,0.15229793269561692,0.26430961822617427,-0.36254221854199714,0.25996480527044513,0.15836566694689738,0.931077739166558,-0.30582341748044717,0.5916903108081814,0.2998336996458985,0.7158178551067326,0.3767017644899874,0.6703623532065527
Angular_R,-0.33223664270944264,0.33533887982441857,-0.19508303221571788,0.43026659564715225,0.02675921349348849,-0.15245929767844216,0.7387387394556396,-0.14883842020489738,-0.609112149915571,-0.1492846482118145,0.6725222735233415,-0.6468631817498378,0.5112068080923814,0.530726739045121,-0.10842577813035098,1.0,0.09522463332508758,-0.37883580406303485,-0.11724164124429352,0.2439265523423572,-0.09868453393687686,0.2157591001803282,0.2554058310027627,-0.4102264334261134,0.28926048922403236,0.32719641357230195,0.036611026114792444,-0.14558246118055476,0.7714647497248435,0.5381854803000502,-0.2251085093197268,0.5270186011080883,-0.19649972671121976,-0.27841689245884815,0.14751527754615754,-0.30158092470898806,0.3430682893922979,-0.32175517508627227,-0.16444781837424507,-0.011890839395740302,0.503873163485634,-0.10560173905932571,-0.14732802885355384,-0.16877353627500777,-0.1674390519854699,-0.318577979774229,-0.5069086182887912,0.035096430629936684,-0.029187178756604145,0.2563617829868587,0.7407991344521873,0.10506219648847294,0.09773990464587672,-0.09772392056379886,0.46639887638485106,-0.5631944942835262,0.20511194683829728,-0.2598008590638912,-0.3796492616476365,-0.20471224582158845
Putamen_L,0.5962847688293134,0.37568680059445897,0.5166417749965705,0.06854351951097679,0.10792130708495222,0.09771907749999977,0.2057068747586922,0.5396709375326838,0.08149386293696365,0.7268915309071865,0.13400317046808533,-0.0019965627802184,0.3745777728496815,0.614140856284078,0.32676333631408916,0.09522463332508758,1.0,0.25917051293975724,0.37105638849529105,0.5206848406072032,0.4312799931999425,0.6248093860385194,0.08341141902709849,0.4590226039194628,0.14026671302028665,0.021383645465895593,-0.08778527685635756,0.3136209186210767,0.06930316547307933,0.3320812522092181,0.5168321877884988,-0.06470542767533471,-0.11941450611705083,0.1782431032890466,-0.19468724301083137,0.21283154442714464,0.20850663336786154,0.26206938442957545,0.1550756245297363,0.3859321140888427,-0.001089579168786856,0.15075407832444132,0.5065668400194777,-0.09641463228397969,0.5036477356659457,0.14520641770687556,0.12549250578719853,0.44914936750009266,0.25832576734429935,0.37717895013176284,0.11708728443483939,0.07967655911782495,0.055887328073515166,0.4857637532044521,-0.10070296649122323,0.29648244220512365,-0.216783199456513,0.5067692155711905,0.10184570511267506,0.7542676307379662
Cerebellum_3_L,0.5155043006023673,-0.046531754946103586,0.6576850583645062,-0.16881319230220856,0.31989603276625983,0.46741214773863665,-0.30250023810718735,0.5751132976172108,0.6965033131627199,0.6307318979205078,-0.2872296136756004,0.6210488997060647,-0.20261846743833595,-0.07467761731876392,0.8018403780738126,-0.37883580406303485,0.25917051293975724,1.0,0.14003833315943365,0.16833810894254664,0.6744966828945471,0.503539144411045,-0.03619594485483569,0.4424550028737491,0.11481704836742332,-0.17269162978705951,-0.021700299625949406,0.29831065982927724,-0.46642172346715927,0.017649525323979964,0.8153937132824978,-0.30285103751264086,0.16977035512868668,0.8304022657269087,-0.4603868147438754,0.280704246853289,-0.11008790005290967,0.15526796871671053,0.08732573151851773,0.5401630764145088,-0.25941954386770416,0.35504921653191557,0.7948829985409518,0.3036094026082886,0.29663448820380545,0.6523317551323062,0.3817694747203111,0.6710035124818383,0.026308227474595196,0.28961905928888876,-0.5377961189426994,0.14451657034133109,0.1195755328608149,0.7638165360038928,-0.33573906429029265,0.6290548476922723,0.1262837249518012,0.5927391484169576,0.5158759933027748,0.6997443952157223
ACC_pre_R,0.19921502180631293,-0.30866441418155904,0.4664261732949103,0.058389085164086245,0.4199595007804693,-0.3335438343803915,-0.3009792976244719,0.08629301240525009,0.4312361064745257,0.40575971427930224,-0.3619175681343656,0.32420126320293524,0.3197914508661504,0.2051555691659643,0.3586570947992006,-0.11724164124429352,0.37105638849529105,0.14003833315943365,1.0,-0.17563310332758722,0.06300224851241087,0.004970136246947784,-0.26484590433017613,0.7285353065283597,0.29210001686911935,0.10290707729415795,0.24651867682976913,0.3637450920027049,-0.005725941074017645,0.2735927484896218,0.3370974616849067,-0.2170410903886757,0.21481029235238366,0.24544510445159326,0.3496319918459757,0.2299608702802165,0.07111813805752973,0.26738357199745044,0.8337969692960766,0.2872691142364175,0.1204532960481238,-0.06567376183799103,0.2401525106665419,0.34152633857032616,0.4914087063332374,0.14060270928181637,0.24273145291950413,0.37803278175193156,0.43568020821829634,-0.26722506505835675,-0.19426663482623524,0.3072981464514387,-0.12702859529451307,0.5107022542708466,-0.3233527010651411,0.5065190005768703,-0.13898042679489417,0.4950979728524964,-0.005377873550591345,0.3512354729314055
Temporal_Sup_L,0.6418217412740597,0.8678197399989351,0.0762936918380549,0.0727577449382444,-0.01756555980141484,0.4545327527305901,0.6786798104375328,0.4632000597719319,-0.20395230630491615,0.48502840649394596,0.5705570261160836,-0.17418659277039278,0.3395812717588136,0.6563622531616393,0.16094755564839164,0.2439265523423572,0.5206848406072032,0.16833810894254664,-0.17563310332758722,1.0,0.5914183207296088,0.7735350176070147,0.34337369700785936,-0.019786497788627865,-0.11617356774872296,-0.12181578982092377,-0.3528745245796536,-0.4068514349179484,0.20861811439939162,0.2536125142421768,0.26175632021252027,0.12895499824345755,0.12269633901171006,0.05469005612355152,-0.44697384279165586,0.16470450551132929,0.22878029897122867,-0.22683964667228812,-0.39526848868451564,0.38150517219075913,0.07962390857162503,0.25554428752180847,0.528123044991671,-0.35933492271351486,0.18794967506861798,0.132238122733934,-0.16873845930622297,0.40010634805587464,0.060523976739361156,0.7806853968483891,0.38098884735791294,0.23088053825437563,0.1436945079559212,0.23747386632604486,0.3067049000571306,-0.0728385775769149,0.07682525254049942,0.24780225750605586,0.13298120327216345,0.4081033731232529
Thal_PuI_L,0.6392413104573605,0.3390796597425686,0.5100344063817404,-0.07665770860125552,0.3363255118842323,0.49832908622073596,0.2012871525094971,0.5999016879036566,0.38298864509689073,0.6934598573693348,0.03636416376642641,0.3016249539498763,0.08833743688193008,0.27302657270833336,0.6386045929230894,-0.09868453393687686,0.4312799931999425,0.6744966828945471,0.06300224851241087,0.5914183207296088,1.0,0.7202373027746418,0.10351029973759478,0.26037759551029105,-0.0049021330579502595,-0.1849795064777891,-0.2431213940658779,-0.024458612371208263,-0.1308134523662178,0.2965088586488371,0.6942278700003573,-0.09170842559073833,0.2522056672295453,0.5588718485454155,-0.4759750523870189,0.30530033458111355,-0.007490331629424478,-0.1066402770943835,-0.09158749339583244,0.6184748124726811,-0.08557442474596155,0.41716746128316956,0.7778394784383041,-0.035373609255767116,0.25683718022377205,0.45958810478497797,0.08353097462510134,0.7298073461864824,0.17837307381872344,0.49339695307186,-0.09816744428066504,0.2651039767310434,0.1391753451424921,0.6581508639070331,-0.07233790803816181,0.39466952909469893,0.14849634916184487,0.5977369777208263,0.30179946783067263,0.6468941281175058
Thal_VPL_L,0.543248378918358,0.6529277757333342,0.39258850530117373,0.08897771162225042,0.10106408876934536,0.5304333860491567,0.5181404710491816,0.5815880259042574,-0.004625536354922511,0.6623141449681544,0.4730257281295756,-0.05226936846259999,0.3422487447820585,0.6311234559527624,0.5362722715140161,0.2157591001803282,0.6248093860385194,0.503539144411045,0.004970136246947784,0.7735350176070147,0.7202373027746418,1.0,0.33127619441820966,0.11025413117505485,0.17282186021324372,-0.03287532428588761,-0.18691062999729585,-0.07512442908306573,0.21485016429885895,0.3855287102012872,0.5575759032135249,0.112553992451419,-0.005171849478816224,0.4199736849249299,-0.4117077872477583,0.23297194482359218,0.2946220371878238,-0.06557813803679012,-0.1935983023396135,0.5713929950782665,0.10459100256960646,0.31669562927902334,0.7488617654495947,-0.134633742860357,0.2254098531450009,0.23775854581451006,-0.04845811155617591,0.7069795106087053,0.10902902278737595,0.7898789126203061,0.2771447647253734,0.29719809773952494,0.16896452669256143,0.5954634894024854,0.2443887228071997,0.07116663375845063,0.09916561300343057,0.46118561976460465,0.23706655842103774,0.6491761692675541
