,Caudate_L,Angular_L,Vermis_8,Temporal_Pole_Sup_R,ACC_sup_R,Parietal_Inf_R,Frontal_Sup_2_R,SN_pc_L,Thal_Re_L,ACC_sub_L,Vermis_1_2,Cerebellum_4_5_L,Precentral_R,Supp_Motor_Area_L,Rectus_L,Cingulate_Mid_R,SN_pr_R,Hippocampus_L,Calcarine_L,Cerebellum_7b_L,Hippocampus_R,SupraMarginal_R,Cerebellum_Crus1_R,Olfactory_R,Temporal_Mid_R,OFCant_L,SupraMarginal_L,Thal_AV_L,Thal_MGN_R,Cerebellum_Crus1_L,Thal_LGN_L,OFClat_L,Precuneus_R,SN_pr_L,Occipital_Sup_R,Temporal_Pole_Sup_L,ACC_pre_R,Occipital_Mid_L,Cingulate_Post_R,Cuneus_L,OFCpost_L,Thal_VL_R,Cerebellum_Crus2_L,Putamen_L,Temporal_Pole_Mid_L,Cerebellum_8_R,ParaHippocampal_R,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_L,Thal_PuI_R,Cerebellum_6_R,Postcentral_R,Thal_MDm_R,Thal_VA_R,Calcarine_R,Thal_MDl_R,Thal_PuI_L,Raphe_M,Precentral_L,Cingulate_Mid_L,Rolandic_Oper_R,Vermis_9,Supp_Motor_Area_R,Cerebellum_3_L,Thal_AV_R,Thal_VA_L,Caudate_R,Vermis_7,Thal_PuA_R,Occipital_Sup_L,Frontal_Inf_Orb_2_L,Precuneus_L,Temporal_Sup_R,Parietal_Sup_L,Cerebellum_9_R,Pallidum_R,Rolandic_Oper_L,Frontal_Inf_Oper_R,Thal_PuL_L,ACC_sub_R,VTA_L,Occipital_Inf_L,Thal_PuM_L,Amygdala_L,Heschl_L,ACC_pre_L,Occipital_Inf_R,Red_N_R,Temporal_Pole_Mid_R,Fusiform_R,Insula_R,ParaHippocampal_L,Angular_R,Cingulate_Post_L,Thal_IL_R,Cerebellum_6_L,Frontal_Sup_Medial_R,Thal_VPL_L,Cerebellum_3_R,Temporal_Mid_L,OFCpost_R,Frontal_Mid_2_R,ACC_sup_L,Temporal_Inf_R,Vermis_10,Cerebellum_7b_R,Frontal_Inf_Tri_R,Postcentral_L,OFCmed_R,N_Acc_L
Caudate_L,1.0,-0.3496863592857838,0.29551490405279845,-0.16127215340229592,0.43802027074681893,0.06161330121347691,0.8334746757720681,0.6824340648686741,0.23540249674654226,0.18692352865846049,0.7779441508912811,0.6270232665687356,0.7631362593645347,0.7960155145237978,-0.11679344365713573,0.8112525952440999,0.3112533202273301,0.8265865753516791,-0.24517840018354176,-0.16225577013153997,0.7077759358385056,0.13227236889764507,-0.09421656449668969,-0.11700533989173412,-0.4042176658948804,0.12315237735389543,0.19146952438320072,0.7410638974320919,0.6838317250200443,0.06636782900052504,0.7016754813052458,0.10357167127203767,0.440448599766803,0.7100977439639322,-0.4055129336605368,0.5035243219745567,0.44696675819193654,-0.4261122399375852,0.6377771698956639,-0.1452536871435849,0.10861023384247849,0.4806847260311834,-0.302645762304458,0.4653779500354567,0.4223672990089558,0.586341202100694,0.75819123022324,0.3442711375067021,0.8239543266466218,0.6561000426089767,-0.07837314457473658,0.5724731106519779,0.792531110773888,0.6992633270057663,-0.24197084178635495,0.7393222021749039,0.6612339982527813,-0.19404404830702923,0.8058037620198978,0.7857195797066754,0.1943682957337141,-0.08489295635869662,0.7029562458599328,0.765517713667221,0.6104343450275536,0.7558725083208381,0.6101292187920145,-0.2590824804258153,0.6202021369217052,-0.4349553220412612,0.6916717921207269,0.49337184288211894,-0.02209657533029164,0.4132897101318936,0.030831641030168364,0.008936979289692962,0.6695581279596624,0.006703549080495178,0.3342148968350019,0.39874498535237124,0.700677086074527,0.5132630394422356,0.651038698370885,0.14484377291400913,0.6524677283103189,0.32745573215767637,-0.1404152863705117,0.6654306535249895,0.31561935623837617,0.5257719139692271,0.02671709739947,0.7892766647774547,-0.3021696892184948,0.7112247120724016,0.752180593918539,-0.11896193422744343,0.7870113671023888,0.5219744884957996,0.8012402000498067,-0.027635024029963477,-0.13604715703800957,0.8409575586213754,0.757294501129714,-0.31911496249196397,-0.4604872493201673,-0.44783509864027493,0.610735654983154,0.7972196868818496,0.13475165843641743,0.21155052697497848
Angular_L,-0.3496863592857838,1.0,0.2192627482181194,0.16290326791027607,-0.4916861370927551,0.11066658709851271,-0.3083028408852142,-0.4829496707430863,-0.11443699064423524,0.12532749156315523,-0.5328198738551131,0.14439868413460405,-0.19580955591827778,-0.20435092269524435,0.45490895560847006,-0.15896276266619902,-0.0980151298992369,-0.145247940810516,0.8426653798500059,0.52491255738278,-0.7362351788387121,0.06399186565028049,0.18614129857445372,-0.1808619238492698,0.5733052861808849,0.07404356061506087,0.7365233960913303,-0.5522962353041695,-0.6924935681402319,0.114067874363966,-0.178593320684278,0.12090630062428624,0.2645354806253376,-0.5973027256460521,0.5621989224926948,-0.22688306860835908,-0.3619175681343656,0.8721780723392708,0.18933924580606898,0.7688392103495993,-0.32460718847254055,-0.0321694953791561,0.578676497130234,0.13400317046808533,-0.13173593617670565,-0.3374418431156526,-0.5578662780316728,-0.44179404781812515,-0.23094844177384963,-0.4813600811394537,0.3685954272942436,-0.3270553492372484,-0.14938986946009894,-0.35233152832410314,0.8220496287455452,-0.39640451886980904,0.03636416376642641,0.33264536626082025,-0.10078324314437426,-0.05050074871382227,0.26219997980142035,-0.019074636632052177,-0.2852415592787458,-0.2872296136756004,0.03349558275800202,-0.46604177015524906,-0.035693187967583875,0.7070030271775486,0.09883970030140449,0.8367373763897936,-0.5328195055461681,0.2126022012174905,0.2477880036321664,-0.11427161810428876,0.2918517268706319,0.38652775022252195,-0.13619076557468787,0.522847971226653,-0.03391575388729229,-0.1283445464599607,-0.4818121151547198,-0.40921203917963167,0.17629407162902092,-0.12036970445589039,-0.06888667506392189,-0.1351247918234123,0.2449377353700264,-0.7064615834630127,0.17795565167878574,-0.289256620858137,0.3504170291104898,-0.6131487027546292,0.6725222735233415,-0.02223643366145346,-0.3457022145137179,0.7702951555988724,-0.23435205767981582,0.4730257281295756,-0.6160692441241222,0.7717966688155632,0.5410044919309059,-0.4595566825285575,-0.19735736058605471,0.5207261658076393,0.7985762981370248,0.7950899454416889,-0.5524093632175308,0.0035321962419736955,0.12592848552913574,-0.3698531078003798
Vermis_8,0.29551490405279845,0.2192627482181194,1.0,-0.1861388914714691,-0.2816708667345757,-0.46325578561791636,0.21152618581937083,-0.08519832780294677,-0.21415834145340523,0.15488420869444414,0.2737126874207325,0.4815992384092359,0.2649438803994076,0.5121740067397612,-0.03562666424594786,0.25736379793259284,0.21121239682626053,0.40949309254340144,0.15613675062887325,0.003590458947502731,0.030545161241975802,-0.376297772034055,-0.11413171786854398,-0.39956536775198254,0.0783586004042137,0.07085056418045343,0.6055728693433057,0.21974090799375895,0.04981584822394554,0.1615577456540216,0.2472595645107473,-0.15513934026341006,0.12126459545800779,-0.06014478742658614,-0.20833567679484793,-0.1506207690524702,-0.3335438343803915,0.1149989447709036,0.3817108431936807,0.13333792261759433,-0.2400438015317368,-0.048760795523842305,-0.1498014925939204,0.09771907749999977,0.3951185667277468,0.2515570381601255,0.1342742834438827,-0.4042013999856664,0.3729283464510829,0.14755268596934093,-0.10842741469582134,-0.10733937791577489,0.25023361473346983,0.051825918100203816,0.09552942560770085,0.05616238347212881,0.49832908622073596,-0.0974253980850565,0.38665377860271916,0.29213828542173487,-0.10633944097450353,-0.2446010881083824,0.35479974649481694,0.46741214773863665,0.3388273516791168,0.07478876355721745,0.15391534463676204,0.060822128757919994,0.39605817842682295,-0.12799563669465164,-0.12850926106753624,0.24903685967301464,-0.10233077552721598,-0.020764975407714565,0.1824008053155571,-0.10745779328084096,0.33027046676057464,-0.012987911271643334,0.26855604935857413,0.016474282553770855,0.15000262315549615,-0.08669537738997303,0.4533397351352841,0.055330384074189456,0.28809651684587567,-0.21784054033193714,-0.05039364047288682,-0.18465522051949573,0.1839171809170732,-0.08928870539596441,-0.22609507436769335,0.20685114651499098,-0.15245929767844216,0.4198546541813927,0.12952801554841575,0.19266049168192712,0.14589006971115986,0.5304333860491567,0.12054936555914939,0.4263011339634538,0.040202262721965074,0.17702766050147178,0.32718878917294164,0.22080451394665523,-0.000717439411451667,-0.026607404218568154,-0.17993228184015536,0.47421972066797224,0.09606353366497043,-0.22732517959442577
Temporal_Pole_Sup_R,-0.16127215340229592,0.16290326791027607,-0.1861388914714691,1.0,0.10386653588608365,0.13600330741658184,-0.046972924484202185,-0.0177136854976436,0.08798025767804998,0.005995725803397193,-0.10513521895157556,-0.06636891071541906,-0.1159526086028029,-0.18487037520090466,0.19464739440457626,-0.06930560025659903,-0.06231898194694505,-0.18843916831800583,0.1397409883527486,0.0747672500920433,-0.21169715347464577,0.25430761404150576,-0.011008124216758628,0.21487902390347097,0.03673547316735473,-0.16515959918897566,0.01285071499264508,-0.1595228154779927,-0.3412936552199624,-0.23216523122930052,-0.21908823178045253,0.1932250250324931,0.0053639432791591675,-0.10700850443433824,0.21014248641567185,0.21675439295200857,0.07786831864097758,0.1591791520758382,-0.12035817876200462,0.10867636890728545,0.1321667598528723,0.060260524872879744,0.05296471556264512,0.17027560781168327,-0.007417477997454033,-0.1432749724652239,-0.19229314367414838,0.08626699692311304,-0.10076610982609534,-0.12529620729094457,0.18430360223782455,-0.01601647861802443,-0.07722359885851891,-0.06994497243517493,0.13356305609217425,-0.08357544395722982,-0.15050567100083742,-0.06604236895647127,-0.08945340510476113,-0.07280952916543418,-0.10643055636630858,0.053248217557472007,-0.16638211815969392,-0.22284761696329827,-0.12531871152512625,-0.06789713380076084,-0.008044783958405908,0.09436789058186877,-0.04661860313866893,0.2610811422516194,0.05411543777456984,-0.08633416284028449,-0.04589548342909622,-0.03767851408742844,0.15335224489655874,0.20805556985470147,-0.0672345326511516,0.23252126948120602,-0.2863913556661462,0.0545219369756199,-0.0675515956703428,0.11078076471824416,-0.019526720317786846,-0.2037111832498785,-0.04716025877769727,0.27281830283167524,0.12345248664127999,-0.12731671405420122,0.18674123083205302,-0.04390607974518915,0.264040067910772,-0.25886402194622554,0.12299041373493869,-0.12863395348202278,-0.06701332136868493,0.12382019947633138,0.02092289717679418,-0.0020306887290323914,-0.22705528615628073,0.07881069113893534,0.3577940598880156,-0.12571556867114553,-0.15283886587838524,0.012615668787085303,0.25225859587740007,0.2423729041128032,-0.040999070758562066,-0.08536837038168238,0.14043360185735682,0.17234676711778035
ACC_sup_R,0.43802027074681893,-0.4916861370927551,-0.2816708667345757,0.10386653588608365,1.0,0.34492768632971976,0.5392742684036891,0.5285310964986448,0.32435809839841817,0.05923288373433658,0.4635219671038737,0.056370707054518486,0.4504627730807664,0.29988850702218695,-0.07154408630521661,0.5505111098270657,0.19874000668294284,0.22535085808894384,-0.38780420412361666,-0.13511004638851531,0.5002760080617811,0.5003250876745964,-0.19002453824415644,0.4290536041042906,-0.25860999566649173,-0.09945757718626178,-0.3608379962735038,0.3818620890025378,0.3662815295036015,-0.19245914897550795,0.18887206394650044,0.42775856339726437,0.1469561348763837,0.502377992165148,-0.07024448174607693,0.3310555041128013,0.7939635714217081,-0.3047593445043519,0.27376382452095505,-0.2579736807349389,0.4168433849409761,0.550741647766373,-0.11660026883477603,0.3085473753173701,0.01536389206063474,0.14606712153097712,0.49182980520896524,0.7819888964096215,0.46022269844846714,0.4192400979978707,-0.051088456190067376,0.4689536256350524,0.37938889472207205,0.540517116939091,-0.2926558617881094,0.5863923255229012,0.06045792326834,0.11095065066321971,0.41645712934798784,0.4245246645806583,0.2744750980568046,0.21433369370454944,0.39546652567787416,0.2532271638068068,0.06226726774413716,0.579237080390452,0.39484081908311985,-0.3385914730192264,0.23231313993822209,-0.21184472403932328,0.6576321873501869,0.09581737356961725,0.22216924480497038,0.18729597345444554,0.015595174661959216,0.21415623701609757,0.09959449174022812,0.2704832749363105,0.13816550220398185,0.36547735527867403,0.36718994939284716,0.4160377777149876,0.20453014662228852,-0.009224117936629259,0.12905674917396304,0.4970276848883341,0.09557129255931535,0.5915765786504176,0.1697303479712112,0.3501107250066832,0.43285719666370875,0.3409264183002249,-0.17783783296347178,0.2571337545934381,0.5143787759756329,-0.2982292523470554,0.6243950359742957,-0.03339078790881453,0.47008171625745576,-0.4601131210438108,-0.05521975081987313,0.5884604153044868,0.3976872501376821,-0.3495810761065923,-0.2710534120130117,-0.3120917382524768,0.8294618336991036,0.24270062232860315,0.11467555308176208,0.36781683278160143
Parietal_Inf_R,0.06161330121347691,0.11066658709851271,-0.46325578561791636,0.13600330741658184,0.34492768632971976,1.0,0.2106378953423359,0.19971566333220303,0.18390321313854963,0.15848758012719794,0.0874509887388004,0.16091796630600755,0.3763603289645988,0.05626550658796006,0.3404216626634322,0.3626709597414164,-0.007814778247240667,-0.016793351765850048,0.11765871783666955,0.4269723797283309,0.13217466687902593,0.8355360867193973,0.4954293241423224,0.23785953908527152,-0.1327894213052574,0.04612999953544691,-0.11286716706932433,-0.010535890113949434,-0.042006047353549826,0.290917566896064,-0.03293986003361945,0.3963743838387486,0.609627222299947,0.11392704783186262,0.2718247311726362,0.2516667006612873,0.3980126185204246,0.1385517299529539,0.2189817480250301,0.28460766421170997,0.14009531394893715,0.3068276310665083,0.4625912945980663,0.04675238722874557,-0.16045644854672503,0.1665426855918665,0.1494053241207477,0.4304134392739715,0.18073834706915254,0.10973925002581601,0.6447550424844872,0.6598862727927657,0.04230044499034179,0.09754517338831387,0.17943269196471592,0.23497949866729212,-0.004490422620692058,0.24310557752654155,0.2104764088933108,0.29300001014310395,0.4175846275518873,0.32267733382789654,0.1915348028013752,-0.020807764489512184,-0.07123908738639081,0.19495000092178288,0.1836314671788881,0.31738032663373406,0.1308943869184448,0.4209406989724278,0.2683957118718551,0.3472146230979104,0.23396853676970017,0.5055711810571424,0.05794938505594208,0.2473044147307219,-0.21013335685843543,0.42917342581403517,-0.02917806046539841,0.2228814567272078,0.11144679259718074,0.31511386321305773,0.0869570957980276,0.02208252076987388,-0.10170408185928903,0.21448178535141452,0.20956678232008738,0.1581420500768483,0.26287251147209995,0.5690233727099179,0.41367802968847195,0.029432995433284814,0.402964717375856,0.16110596608601654,0.21289396132815439,0.13406431599209648,0.36306602163724383,0.021937664530410003,0.14404413346249337,-0.20758713373195953,0.20758915538064265,0.24937960277031082,0.14146417481854998,-0.1264184482887092,0.0769267604391459,0.23372475290190198,0.4260400767758614,0.1109231583106376,0.08373357012376224,0.025851097060638345
Frontal_Sup_2_R,0.8334746757720681,-0.3083028408852142,0.21152618581937083,-0.046972924484202185,0.5392742684036891,0.2106378953423359,1.0,0.701051095482041,0.22232244367369158,0.07721146089350327,0.787637459029483,0.652415784495152,0.8214936069363552,0.7943857069172824,-0.14718811283035063,0.8757859106546264,0.393790244112732,0.7822929334375871,-0.3383351364143887,-0.051321676867119,0.7615680695640353,0.32870465951947225,-0.14499922064353252,0.08205305095041653,-0.45940893066987903,0.07109108829860963,0.22521555898416493,0.6238816245138781,0.6038632749204099,0.018461382452525116,0.5441019525209999,0.16180444973634772,0.6349822746964722,0.6999911894127381,-0.39206885957303217,0.5422746541536101,0.5387807064749925,-0.303511841660671,0.6884073972642274,-0.1197279795267223,0.2119916501894043,0.47499394716648496,-0.2739963131038092,0.4712999503819253,0.4958907547057057,0.5828476051199944,0.784667576414337,0.4954613103167746,0.885789989742773,0.767963362872448,-0.09799399793122132,0.7222450200338193,0.7155952733928588,0.6216584117463586,-0.3328942990817756,0.7431748047869071,0.5621308354945436,-0.24535526575607627,0.801058713209327,0.8660754959773627,0.13323676696365142,0.07993535686766574,0.7685676322195258,0.7696742600221819,0.5438030416868865,0.7309309636432494,0.6415210360209123,-0.31047737754589533,0.574683660570394,-0.3056802330422825,0.7841683065796033,0.6511071067348658,-0.05744772505674003,0.6517024437495919,-0.017257196940169087,-0.0533462532875691,0.5960707914380181,0.025185933370439596,0.3848908960194107,0.4186642409662745,0.7730025133201099,0.6738402655056286,0.6222960733485546,0.1056697909341162,0.5041440997855838,0.36710126680203103,-0.17195210406198097,0.6766760492381463,0.262842569610718,0.5114704641349773,0.09310875809372743,0.7699021182611058,-0.3571860315499824,0.7716687619727928,0.7485657777457808,-0.21658977924924816,0.9206819693123504,0.4660831215039298,0.8248197836271117,-0.05038868384771365,-0.020207742447762966,0.9250824216366551,0.8189498566249919,-0.3492342461438948,-0.5232335341627629,-0.4890572875793134,0.6771030110366039,0.829792111473271,0.149077466366894,0.2921794362011626
SN_pc_L,0.6824340648686741,-0.4829496707430863,-0.08519832780294677,-0.0177136854976436,0.5285310964986448,0.19971566333220303,0.701051095482041,1.0,0.3742970862085479,0.06529937027143502,0.5860390986281064,0.3844199907526409,0.5178190173732106,0.44702354291475355,-0.15032447384587114,0.5837089859936404,0.2959924789815189,0.618041176258661,-0.37903940844142214,-0.20239782447427634,0.6715786153284671,0.21147582949314425,-0.18581887060151814,0.17055548350963895,-0.4353533220451623,0.029800295582288704,-0.11800554328268412,0.6088137487457826,0.6627803444051178,-0.06919824586305076,0.5759434553299942,0.030922307022939525,0.2868211317140806,0.8802549889029757,-0.39247360606034665,0.6598556191587731,0.5509843454378194,-0.5006131778085708,0.2818235253267185,-0.3687344894889789,0.21080620434505074,0.3230333744229927,-0.28421261121373725,0.35272476760693544,0.33813390012291034,0.47000697165278943,0.6835925085387513,0.5700793927189385,0.5974509888673143,0.5382633488822449,-0.16801730859433764,0.5478439128784955,0.5930774667344089,0.6810093429091214,-0.3525078331537411,0.5869960010504249,0.35420818048284086,-0.3215816637965509,0.49366342832080595,0.5268261775040789,0.18116058391389728,-0.03907822207978564,0.44205612682078865,0.5165996784787193,0.36746322106460183,0.6796668581270818,0.3526607306773536,-0.34255897606127045,0.3607841408919525,-0.43718528248337457,0.7745738375798364,0.26330619991877235,-0.0113581893276975,0.42788045021567855,0.04946685350097568,0.05663814579688644,0.5186738844120158,-0.15944093994887587,0.0964375956174011,0.4196504545210295,0.7583428458019287,0.6311236699059866,0.3425478351795537,0.1324671757258357,0.44114316859359104,0.32127925375932187,-0.15322156815230079,0.8187578093960383,0.19361435857103043,0.4436717921038284,0.09221618669501096,0.7069447335009834,-0.358994524880572,0.3949724918716085,0.6524716910458319,-0.2688508624826844,0.6703053954205098,0.13295530041562012,0.7312224247689223,-0.21306025500623507,-0.08214234120785295,0.6844283361713785,0.5042106707401915,-0.4061056078435552,-0.504044093177644,-0.5264915882041278,0.6053077849109052,0.47778969475490934,0.10521094450151942,0.31762734796137715
Thal_Re_L,0.23540249674654226,-0.11443699064423524,-0.21415834145340523,0.08798025767804998,0.32435809839841817,0.18390321313854963,0.22232244367369158,0.3742970862085479,1.0,0.07459552849014109,0.25989183415048855,0.015848603438340783,0.15229793269561692,0.0555070603592674,-0.12758912632090882,0.26208952128357993,0.12915988553835678,0.188370275806298,0.0017567128729132561,-0.14983497362423118,0.17246366743606364,0.25811399502701265,-0.113241787643361,0.26999777742041636,-0.005872852643384427,-0.03346653443077674,-0.07147776351421868,0.26094003385665476,0.1070370293563513,-0.1564965342024206,0.17542523125604606,0.017964882769027274,0.06268406532311797,0.3542716346553026,-0.05292783898845264,0.3465907752192207,0.43568020821829634,-0.14486897216585326,0.11199445977135505,-0.05049949835020498,0.4271689369170921,0.3096364588941351,-0.06182267837008183,0.25832576734429935,-0.08451934428554075,-0.014733946887824114,0.22705233242989964,0.4185614989234003,0.15500933732974645,0.16138272771599946,0.026896045172763863,0.14405129744268658,0.30109073078704357,0.38500793087457147,0.013775640463614807,0.2186522119040537,0.17837307381872344,0.11689012835016747,0.20064575023411035,0.2157966008942267,0.2829327725663142,-0.0170640326379376,0.04233243020712291,0.026308227474595196,0.007093478942694308,0.4579533181877054,0.12082777299173335,-0.0787756904588674,0.28145357240652974,-0.061237361136207126,0.3323735860739641,-0.0224780707072782,0.24550555314983888,-0.00929107936778871,0.18351488995179688,0.2752894175237742,0.2151889574176112,0.21042111319308418,-0.02952493400201386,0.0828789117341839,0.0798400989455624,0.05940088759870722,0.21955061267835926,0.0360978234056687,0.19299943565488192,0.22554054066563686,0.054750211050269545,0.34763967203082047,0.12137877349733829,0.1841269780121924,0.32396900661238015,0.10626253167732409,-0.029187178756604145,0.07435719436216633,0.42235788188733,0.013578979761597486,0.2933594687216606,0.10902902278737595,0.1419505625100539,-0.028709771742433304,0.0235732657600593,0.2048112090093363,0.16089621250134595,-0.09059171917374918,0.057799454681134385,-0.019956358242581084,0.34560229488297833,0.15480699577674722,-0.07867000992232198,0.08295929764144512
ACC_sub_L,0.18692352865846049,0.12532749156315523,0.15488420869444414,0.005995725803397193,0.05923288373433658,0.15848758012719794,0.07721146089350327,0.06529937027143502,0.07459552849014109,1.0,0.05823439787579441,0.06970377527814524,0.1588397785493365,0.1427636868769659,0.24637914277797082,0.19665717116807674,-0.031216439154792594,0.03456084767627901,0.15470946165480884,0.20991648695547147,-0.026055674668293775,0.16119562076588353,0.16070834438599924,-0.07907037230029687,0.08570820415800534,0.04034740312573856,0.10646873729365945,0.17840084245804025,-0.018801579958149663,0.1337170085653443,0.03962195487088251,0.2321182605533167,0.11578756817265433,0.09736149387638371,0.07844952489915881,0.06509571359613964,0.09765283147324114,0.1322811774960304,0.1480480107421554,0.1526451734436781,-0.025383349054775132,0.18746101515524094,0.18564936049340594,0.02696143196106202,0.0079439153605628,0.07829797296634583,-0.06783836282390607,0.04743721861223214,0.12000099431279916,-0.01819134218791975,0.18429566135808853,0.10062888872496556,0.10357306418144606,0.0854829193754104,0.16964741127900246,-0.041674321739828636,0.09273011610134826,0.25569089399629175,0.2162027677269303,0.08790012583268351,0.18394895396502992,0.046509477652784334,0.1458014921248615,0.0814841234572488,-0.02720586095782101,0.14822929989436615,-0.02313209682851435,0.17852448966933684,0.24546126767794307,0.11737283399086623,-0.0013705573695893857,0.04069281661384852,0.10875118504179122,-0.012223079416069425,0.20813556538612232,0.2174344639085912,0.01111417876829506,0.2308708465058955,0.12238596262323702,0.3277633964437296,0.04067674786690741,-0.0002124233916160645,0.17962303809657937,0.03233398952561361,0.09294927949157011,0.14686460008024135,0.10860520991005375,-0.03293576015514866,0.27071277509982383,0.04123321546599584,0.14644839583140645,-0.027228381083708633,0.14504617136794876,0.04521741207197832,0.12440921053107452,0.16566186601610886,0.10102170016353083,0.23396625540899244,-0.02188524209767803,0.1501847932037624,0.14986540517677235,0.09163002876310045,0.02314130748614344,0.10657643964985408,0.17300533549490107,0.22769025938029977,0.12674573138700193,0.12317571439192164,0.06462828947466863,-0.15771301971311477
