,Cuneus_L,Putamen_R,Thal_IL_L,Occipital_Sup_L,Thal_PuA_L,Vermis_9,SupraMarginal_L,Angular_L,Thal_Re_R,Thal_PuM_R,Lingual_R,Amygdala_L,OFCpost_R,Hippocampus_L,Vermis_10,Pallidum_R,Frontal_Inf_Oper_L,Thal_IL_R,Lingual_L,Thal_LGN_L,Putamen_L,Cingulate_Mid_L,LC_L,Vermis_7,OFCpost_L,Amygdala_R,Thal_VPL_R,Insula_L,Parietal_Sup_L,SN_pc_R,Parietal_Inf_R,OFClat_L,Occipital_Mid_L,Frontal_Sup_2_R,Frontal_Sup_Medial_L,Olfactory_L,Cerebellum_Crus1_L,SupraMarginal_R,SN_pr_L,Rolandic_Oper_L,Postcentral_L,Fusiform_L,Occipital_Inf_R,Thal_MGN_R,Frontal_Mid_2_R,Cerebellum_4_5_R,SN_pr_R,Heschl_L,Temporal_Pole_Mid_R,Cingulate_Post_L,ACC_sup_R,Cingulate_Post_R,Frontal_Inf_Tri_R,Cerebellum_3_L,Precuneus_L,Postcentral_R,Caudate_L,Temporal_Pole_Sup_L,Cerebellum_7b_L,Thal_MDl_R,Cerebellum_8_R,Caudate_R,Temporal_Sup_L,Occipital_Sup_R,Cerebellum_6_L,Cerebellum_10_L,Thal_VL_L,Paracentral_Lobule_R,VTA_L,N_Acc_R
Cuneus_L,1.0,-0.000982415347112869,-0.62518076670089,0.8894825358477365,-0.8309890515431687,-0.7195267491917569,0.16266658048486152,0.6767828607095171,-0.5841910774239089,-0.6618744313315733,-0.7157542643040149,0.4355478904380748,0.22621300028523622,-0.5860680539852061,-0.7215024475145415,-0.5280694783223798,-0.05360093338853217,-0.3006201810067951,-0.5724077927011488,-0.6895357125447106,0.6191087624949194,-0.7939106337526359,-0.6500480533293751,0.4509443376931462,-0.10984065221312095,0.06439462926270427,-0.1824103781280857,-0.3714132618860406,0.18097013057880315,0.07792357769694538,0.11137514204122713,-0.645210374673841,0.7554921950661577,0.4871196969929908,0.8474655157432887,0.39554728898234504,-0.49558148223186244,0.1394523988555606,-0.4003749052895656,-0.7913702143301932,-0.3466171762980486,-0.6693170466869335,0.7358801960398698,0.030011298107494984,0.13058269223313934,-0.730032771100094,-0.3155962989211593,-0.7082455999650836,-0.03654074383890509,-0.7229884907446728,0.4986032644917501,-0.7707886997577031,0.02538336918695494,-0.6490363912659546,0.3997026638090377,0.06385883506145926,0.7213812107549064,-0.7070064887438176,-0.7903751545361426,-0.5369349523575324,-0.7303699480915461,0.6131684419872083,-0.5839925494157778,0.9826792414498633,-0.708895266455596,-0.7950364735478651,-0.784009968977854,-0.5462513236152975,0.011708630367697398,-0.14413063042319968
Putamen_R,-0.000982415347112869,1.0,0.6548505687939322,-0.4342590776689903,-0.10304333799435952,-0.16915670048490725,-0.976141717515757,-0.6805433425103549,0.7117815558491631,0.6539835880218847,0.29511357518436165,0.8684215469558223,0.9693482126174605,-0.09875159517242381,-0.1257754668264047,0.7534832656795233,-0.6336670022783865,0.9289543954633002,0.0855711134833158,-0.25248757033047803,0.4333432535089042,-0.04303962854834336,-0.13715155391448677,0.3514462225996282,0.8608738512334893,0.9926408320830757,0.9687808793884619,-0.2371919012240033,-0.9728868556023177,0.9848732788981378,0.7200225441377078,-0.256110516213094,-0.6345588475187292,-0.130334667737136,-0.44029597758767597,0.563768600619049,-0.23548931082013874,0.8464321094964359,0.6126274874355006,-0.23474075033264993,-0.9228136287908285,-0.1632956004937451,0.6210413314117474,0.9630868119000098,0.6350790851548415,0.23630738745418312,0.9171643745192954,-0.23876747869199047,0.9988472108188505,-0.034884091573077654,-0.5903050438407142,-0.00318849492492605,0.922222509166733,-0.21299622813375738,-0.46420464267253525,0.731429770109641,0.06326094268842915,-0.009134923271247186,0.045641225054303014,0.8378818613206246,0.4128616076103773,0.7054707042076741,-0.3922710041947336,0.1476578969860038,-0.12498764573399292,-0.11711816210713345,0.4794139925568832,-0.36464510511484105,0.905815178593322,0.8242523677766317
Thal_IL_L,-0.62518076670089,0.6548505687939322,1.0,-0.7963416077951123,0.6632694568515688,0.5795674474825987,-0.6861609005886853,-0.7733392043250392,0.96741221410283,0.9780530933393217,0.8954151561269643,0.38300016035034523,0.4753842873714282,0.6061666207387026,0.6389907435066615,0.973065286948201,-0.07728638725132976,0.8500846267588533,0.7383072076433882,0.5367493648602453,0.1427255573187005,0.7184467245292057,0.59926197099338,0.28788686507347266,0.8361479430821186,0.6480295995834775,0.7444751926044318,0.40907144693135455,-0.8016490346812184,0.5896841050849391,0.15677169360285131,0.5133141288684178,-0.8352100397362083,-0.6206903088015254,-0.8637703446583881,0.3616908494050456,0.49525724796969745,0.35872371233486644,0.8964366890742853,0.5559067357250086,-0.33405834699917053,0.586840849009391,-0.14036615302387936,0.5858765872088901,0.09242203726708274,0.8552891335339023,0.8917447713552095,0.5381018810887621,0.6819688361056395,0.6909343763635788,-0.4619057408348188,0.7273590226736452,0.49605400274495454,0.54122650554446,-0.24060516563936604,0.2617761681049052,-0.13939836055064234,0.6972612428800038,0.7685587263355831,0.9162165000006813,0.9435431846813651,0.22356652401524196,0.3817920678622345,-0.5598418316725303,0.6334303101126849,0.6599241812860125,0.9695216666925522,-0.17711653314054812,0.7192686644327054,0.7874136529660648
Occipital_Sup_L,0.8894825358477365,-0.4342590776689903,-0.7963416077951123,1.0,-0.6214205041077888,-0.4720636484072223,0.5854191069271732,0.9370081887952028,-0.8003903517017248,-0.8226898996582407,-0.6840594926573565,0.042888053612418556,-0.23080137728403757,-0.36909128530149343,-0.4988631264094654,-0.7431521193769827,0.328938156432166,-0.6740649401679489,-0.4406763169934414,-0.4160794090323573,0.45200644280208774,-0.6136892023595247,-0.41979543345284115,0.3314944781886766,-0.4097460218688805,-0.35977874696876955,-0.5994624000667639,-0.10409552799085682,0.5699901103214696,-0.37427468532725194,-0.3084463499003831,-0.3658688895878955,0.9703769992377546,0.3707341179695417,0.9094206679438279,0.2098868898102629,-0.23435172221685505,-0.3126301630055744,-0.52663400088553,-0.5258060714759619,0.09648422954606357,-0.4262858378386034,0.347880721226037,-0.4225277439798297,-0.26629661463764676,-0.6647376553620027,-0.6535293439653157,-0.43616088909171286,-0.46292306862155613,-0.5341561851584881,0.7863007195773523,-0.5994094502771943,-0.42940313738725494,-0.38526682803014634,0.6587150192398598,-0.3553206116665633,0.7053042818797345,-0.527730517298632,-0.6523452872591137,-0.8293352697233836,-0.7596112056688866,0.27159875936773015,-0.2540004459589911,0.7961553302099283,-0.48473419583713767,-0.5803030620367294,-0.8683241825619572,-0.42928467181001595,-0.32552249265062816,-0.4083273252185831
Thal_PuA_L,-0.8309890515431687,-0.10304333799435952,0.6632694568515688,-0.6214205041077888,1.0,0.9780872106886812,0.04116469923953081,-0.3427140538725383,0.5511547085787591,0.6807385833692249,0.9068493275424863,-0.3260566937310721,-0.32719941352078036,0.9357454011220654,0.9834439343951932,0.572323834713104,0.5299012791006941,0.1792156439842116,0.9101453700575344,0.9683696132593118,-0.2046827369037151,0.9877629340443457,0.9595106085954173,-0.009557623252658751,0.267776591363954,-0.10303039684292814,0.01021903773985589,0.8211567083181739,-0.1111165744915361,-0.20687588495457576,-0.5359138330042842,0.9549166816122177,-0.4772965558003053,-0.8099740241114015,-0.7714041667947147,-0.006037294998787096,0.8840183088909889,-0.42898560466279495,0.635394418552829,0.9898881548755039,0.4298521248146955,0.9681048349137354,-0.8163758233852743,-0.21192693369520313,-0.5699746946303463,0.9318519243448855,0.279785594962191,0.9755220615223771,-0.0650805193540318,0.9807535109729573,-0.010301102526625224,0.9887047122586858,-0.29465239040037694,0.959230901814289,0.14536384862605084,-0.4547639662850137,-0.23346535911774718,0.9726337535258943,0.9577361218150805,0.40640024129098024,0.8519845615711423,-0.42225428674164844,0.9138008515061709,-0.8909857498309954,0.980384770338879,0.9959601508675175,0.7894553042100647,0.08858461460493865,0.10780270573120375,0.3075706093596259
Vermis_9,-0.7195267491917569,-0.16915670048490725,0.5795674474825987,-0.4720636484072223,0.9780872106886812,1.0,0.13815108936454687,-0.18279008267455774,0.45897689155849875,0.6086682888407173,0.87544004274916,-0.3044381468167635,-0.3790914536382305,0.9763250083902288,0.9870329169020573,0.5124299235677917,0.6562833269354031,0.0687505321708014,0.9311332554245396,0.9827605655929338,-0.08107975165042244,0.9612900465764815,0.9845169978991507,0.07451359430896365,0.24875246634110593,-0.14965103750106715,-0.09779260459573648,0.9095163219134789,-0.037248957856242416,-0.2857955696015027,-0.6622545468209631,0.9872060686411386,-0.3272009493339374,-0.8712003512638803,-0.686973146250145,0.10269290045580415,0.9319020085183285,-0.5480752126550474,0.6415242141662516,0.9856063723993105,0.447951345301736,0.9933068249573815,-0.8114363178989379,-0.31245324187494183,-0.7042484276391616,0.9137765301133866,0.20356324422200447,0.9942198798732993,-0.13224118784444938,0.9874804923517068,0.16409345674113443,0.977461758178397,-0.40851083938935123,0.9921411913601174,0.30641489504706465,-0.5974883234407389,-0.07490961250495846,0.9838723548932827,0.9257272635873139,0.3002119688835348,0.8042477769103005,-0.37892678063892765,0.9597262135544199,-0.802273260914618,0.9898812121277282,0.9791709569353376,0.6929204001410678,-0.044865470882506114,0.10500460899124495,0.3171459923725938
SupraMarginal_L,0.16266658048486152,-0.976141717515757,-0.6861609005886853,0.5854191069271732,0.04116469923953081,0.13815108936454687,1.0,0.8106199056355478,-0.7569433662903817,-0.6958600042493949,-0.31820828442634563,-0.74643924210442,-0.9191761053296211,0.11094764168591051,0.09941225461843751,-0.7681378187376683,0.7141179197828518,-0.9476206613841223,-0.06517094265019459,0.22725329633847693,-0.2354962190562026,-0.0047990293263898065,0.13030448959552918,-0.16882945913194478,-0.7913310344997099,-0.9451002310937834,-0.9847108081353199,0.2930324711676267,0.9629544197204319,-0.9577926164407802,-0.7759349575200717,0.24339618485828005,0.7620477373474479,0.1019251804708753,0.5383070065648189,-0.3923785560020867,0.261338933226083,-0.8586585483661197,-0.5727566905005707,0.17840647578431468,0.85954977746304,0.1496859077082271,-0.5227851959638583,-0.9560730616405049,-0.6972163864794684,-0.261606829789469,-0.9186135267363741,0.2093053790659162,-0.9790197724817704,0.010902671708287409,0.7420794043930379,-0.034679491546898915,-0.94016627630112,0.20206099711048842,0.6255993070057959,-0.783607834612932,0.14717225536873613,-0.009432508706793602,-0.09786968025652248,-0.8923568192159144,-0.45041799543802535,-0.5496365412304334,0.3855206284893155,-0.0004976219143861417,0.10195753868958757,0.06698511962466851,-0.5465023591079701,0.16804182848084198,-0.8299249347535136,-0.760559448794788
Angular_L,0.6767828607095171,-0.6805433425103549,-0.7733392043250392,0.9370081887952028,-0.3427140538725383,-0.18279008267455774,0.8106199056355478,1.0,-0.819652905146894,-0.7918559038363582,-0.5179601571656233,-0.23142901935527388,-0.5287330867164118,-0.10709274149347643,-0.22009227577868504,-0.7622153079117365,0.6033777879196255,-0.8360413396431204,-0.22749377250420277,-0.1134274535056665,0.304744789219893,-0.3534182932053019,-0.14369021116442723,0.24639126082214124,-0.5319807310850315,-0.604481076238007,-0.8124357197205923,0.1597178317221744,0.756203250972611,-0.6460655432420925,-0.6057241200860057,-0.06493908887977187,0.9884156943442747,0.18531357353083217,0.8052085961292089,0.08736430546875654,0.04152201810980078,-0.6138137191839815,-0.49725925776654756,-0.22032733793627812,0.4075015719978408,-0.1419966252966857,0.0009427361588866816,-0.6921119966037397,-0.5558378609984929,-0.477753961045315,-0.7850292244489633,-0.13332110767974442,-0.6992174531477053,-0.27485844913933316,0.9142050790708223,-0.34565980941947677,-0.7110687758750124,-0.09208241625403502,0.7969995199483628,-0.6380469941499508,0.6310471891425161,-0.2755282067632791,-0.42007235450150315,-0.9093177955298629,-0.6336519887251137,0.005203967967502037,0.06642406112687542,0.5355121236283001,-0.20659826453821825,-0.30052073348329345,-0.7748659014148374,-0.32731753874767977,-0.4956860823053721,-0.5072859644249292
Thal_Re_R,-0.5841910774239089,0.7117815558491631,0.96741221410283,-0.8003903517017248,0.5511547085787591,0.45897689155849875,-0.7569433662903817,-0.819652905146894,1.0,0.9411808059324096,0.8061809149216244,0.42540252454311217,0.5530411370398811,0.47257590937783384,0.5132556769896388,0.9529717674253153,-0.2068277205638956,0.8893909429528344,0.6181001219406588,0.4074640263341295,0.11539912033910503,0.6154463058665842,0.46080372143125703,0.24442580965532099,0.8207111689574949,0.6954704421211949,0.805726473923329,0.2627032475834715,-0.8418476872982232,0.6580563874718541,0.28892763409258093,0.3838543632283539,-0.8598933428029021,-0.487798544034106,-0.8106723917340185,0.32017536614100295,0.371539753639827,0.47263473626837466,0.8381529403767672,0.4365663830408125,-0.41529773649969126,0.45886957471591266,-0.034894931950906746,0.6651220792372636,0.23703681201719534,0.7593183405849658,0.9202770427225996,0.4104708339869903,0.7384733053170317,0.5717622990374135,-0.5569402402425921,0.6124530345816399,0.6033884822933909,0.4097425570662573,-0.3567692210495679,0.3917905041281834,-0.18187278244466554,0.5754839189303814,0.6996338078047343,0.9241924931037202,0.8892555904433692,0.2650640849153109,0.2442328562512501,-0.494280413945834,0.5109049633695948,0.5458718172296102,0.9288311514815766,-0.1362258075191615,0.7248537423476675,0.7613114244944701
Thal_PuM_R,-0.6618744313315733,0.6539835880218847,0.9780530933393217,-0.8226898996582407,0.6807385833692249,0.6086682888407173,-0.6958600042493949,-0.7918559038363582,0.9411808059324096,1.0,0.8932661162213885,0.36408856227117786,0.456688438421965,0.6153086770314461,0.6406766679363315,0.9829612012825235,-0.10052552860793047,0.8184428534001035,0.7284912266958271,0.5352870513083069,0.110652388656131,0.7098627649713849,0.6114862045708053,0.19288010441164247,0.8096541637772048,0.6412024907499397,0.7236838485009996,0.41683864642610585,-0.795468883554064,0.5627830391281541,0.14957281086781793,0.5202994077351233,-0.8569774571820445,-0.6943785702364751,-0.9275069771488414,0.36430294247978545,0.4699477395456003,0.30364396660216453,0.9112793999523848,0.5752677153398524,-0.3461928686042558,0.5995951202254842,-0.17573417971197053,0.5464595374377362,0.06049081816599875,0.8707019592834536,0.8826817848490874,0.5539759724685661,0.6825817825087019,0.7064119443686815,-0.48669336832147464,0.7387264923230409,0.4627836952586393,0.5556317002730898,-0.2828538014240412,0.2122590543461165,-0.18854894233502756,0.718894710666772,0.7539906389411193,0.9331485040095302,0.944099746909777,0.15813977874488813,0.38803247303510546,-0.5926592772712999,0.6385507077756355,0.6628023931921838,0.9532736577881488,-0.1455247541890226,0.7288593971701419,0.8211712216583731
