,ACC_sup_R,Amygdala_R,Cerebellum_Crus1_R,Insula_R,Frontal_Sup_2_R,Occipital_Mid_L,Thal_Re_L,Rectus_L,Parietal_Inf_L,Cuneus_L,Caudate_R,Thal_VA_L,Thal_PuI_R,Paracentral_Lobule_R,Thal_MDm_R,Cerebellum_10_L,Thal_LP_R,Amygdala_L,Paracentral_Lobule_L,SN_pc_R,Thal_LGN_R,Parietal_Sup_R,Temporal_Mid_L,Vermis_4_5,Thal_LP_L,Frontal_Inf_Oper_L,Temporal_Sup_L,Pallidum_L,Putamen_L,Frontal_Inf_Orb_2_R,Thal_AV_R,Thal_VA_R,ACC_sub_R,Cerebellum_9_L,Lingual_R,Precentral_L,Thal_MGN_R,SupraMarginal_L,Thal_MDm_L,Angular_L,Heschl_L,Thal_VL_L,Supp_Motor_Area_R,Cerebellum_6_R,OFCmed_R,OFCant_L,Postcentral_L,Temporal_Pole_Mid_L,OFCmed_L,Temporal_Pole_Mid_R,Frontal_Inf_Tri_R,Temporal_Inf_R,Thal_VL_R,OFClat_R,Cerebellum_Crus2_L,Frontal_Mid_2_L,Temporal_Pole_Sup_L,Thal_VPL_R,ACC_sub_L,Rectus_R,Fusiform_R,Parietal_Inf_R,OFCpost_R,Cerebellum_9_R,Cerebellum_4_5_L,Cerebellum_Crus2_R,Calcarine_R,Fusiform_L,Insula_L,Vermis_1_2,Cingulate_Post_R,Thal_IL_L,Red_N_R,Cerebellum_8_L,Cerebellum_6_L,Occipital_Sup_L,Thal_AV_L,Temporal_Inf_L,Thal_MGN_L,Cingulate_Mid_R,Angular_R,Putamen_R,Cerebellum_3_R,Raphe_D,Thal_PuM_R,Frontal_Sup_Medial_R,Thal_PuM_L,Cerebellum_8_R,Supp_Motor_Area_L,Thal_MDl_R,Precuneus_R,Temporal_Sup_R,Vermis_6,Frontal_Med_Orb_R,Olfactory_R,OFCant_R,Hippocampus_R,Cerebellum_Crus1_L,ParaHippocampal_R,Vermis_7,OFCpost_L,Cingulate_Mid_L,Precentral_R,Occipital_Sup_R,Vermis_10,Thal_MDl_L,Thal_PuA_L,Frontal_Med_Orb_L,Precuneus_L,SupraMarginal_R,Rolandic_Oper_R,ParaHippocampal_L,Frontal_Inf_Oper_R,Thal_PuA_R,Pallidum_R,Thal_LGN_L,Calcarine_L,Frontal_Sup_Medial_L,Frontal_Inf_Tri_L,Cerebellum_7b_L
ACC_sup_R,1.0,-0.014260996662157101,0.07761891458910582,0.5073916891321946,0.46941594978259293,-0.02117770593920621,-0.18269339140429158,0.0466407709226687,-0.13537026941898384,0.04634756339343639,0.19482379027245222,0.2636809341352079,0.11182434866889668,-0.3868678338090507,0.1386189525740514,0.34434071629540247,0.36758185901577917,0.0946151178296222,-0.24597108865022613,0.03204299399436402,0.4847188307790248,-0.19190569920040673,0.03174480574158331,0.1907709148584094,0.13752149418950527,0.2032118985598666,0.25002773760290536,0.16131437757844566,-0.028478215012839002,0.2785221400730304,0.21984920418566375,0.22835190925576684,0.07529176317939407,0.24371786673593313,0.01786089959370092,0.1711340531465037,0.22308432365231415,-0.08874130835852787,0.3558302491086197,-0.12988205518615045,0.12426239113270053,0.3158760589147132,0.44183550214829637,0.18873456076954795,-0.15957229167982806,0.09763952940427734,-0.06959935070574017,0.04281284741658745,-0.14528501084318035,-0.090260963817037,0.24945771966551333,0.1532168344168274,0.11641568776364361,0.2294875590168285,0.026754866842050265,0.7176600893750887,0.15148765227956787,-0.04458244136212239,0.09753020406244035,-0.2570213078705735,0.25894916808628204,-0.14483464238573057,0.3043457185471077,0.2014045404496172,0.37722682258284396,-0.019586365075060907,0.022701291221854745,0.2474708618857806,0.6177641680025989,0.4077277298002419,0.40089835286783254,0.22667466210506063,0.24768581979321402,0.0715407220264859,0.04189321644582427,0.017278720730126804,-0.08625659507793612,0.10107916480344613,0.16541713982192624,-0.16157533852693964,-0.062418110092186944,0.44088096624002293,0.021856992408534944,0.2750676776489642,0.3493400086102393,0.6568859378911741,0.24010384557912917,0.01968066449457759,0.4226497333847171,0.446230147857275,0.04039858397236282,0.6155938945701239,0.11581847423392613,-0.0435043319872994,0.11158507502228616,-0.0468760918207641,0.44381058583547356,-0.023871187049141533,0.28638862741521104,0.1364334001517455,0.05905407261977137,0.5325240959516919,-0.24212249349776954,0.02100552880867946,0.11282245373989959,0.1459371374554106,0.36517225222805433,-0.07510146216022892,-0.05413585435912516,-0.08441183023321489,0.42197224156556973,0.2982893031792543,0.4732935804947124,0.14945811987266103,-0.05986309813141726,-0.09129169675934772,0.009756698339099088,0.835266627117464,0.28444082809322946,-0.0582098552341364
Amygdala_R,-0.014260996662157101,1.0,-0.4660505826028625,-0.21735581057465642,0.08298317561953845,-0.6661834762994724,-0.2631920000756409,-0.16269795387036384,-0.08729791604127629,-0.5946070121785388,0.4612726164636171,0.08690752516114991,0.6281540527108862,0.10291262818435981,0.6165134387703826,0.43182672197452304,0.366534811948832,0.4918937048901777,-0.17067745486212182,-0.6586963845443095,0.43611574581543117,-0.32544139509975906,-0.5045710108129056,0.5433693678851859,0.7078078223608048,-0.03828261857230459,-0.298753484204757,-0.3125769977534537,0.27770324530789053,0.8242869595492357,0.7370037145749172,0.781436063410449,0.11401187907210349,-0.2941844577417027,-0.4563028020356845,-0.09626970729308049,-0.4395138728623145,-0.09038204070745688,0.163223181610898,-0.5053376840236278,0.3926004686580824,0.5573058260074863,0.022429919783213445,-0.27704512728293007,0.06575786305170003,0.5118886526786034,-0.09442551921879877,-0.5073674998193917,0.11851280639843641,-0.45044470670031717,0.6883662940706837,-0.20089089736598173,0.6594979362969127,0.12612862686697401,-0.35477678338195695,0.019474055919096806,-0.37211568334864054,0.1553894869057641,0.4931614234770323,0.05649939424109949,0.26016200376860754,-0.3169161308971939,0.5841393448557948,-0.4388073089902311,0.407728239284163,-0.4236717473684557,-0.5052078908508231,-0.38410703485873354,0.2910556519469766,0.5309075806630694,-0.1856896055741231,0.46289862562940765,0.07741628090008895,-0.5990751625502403,-0.45548886561126667,-0.4480527206834114,0.1485301711008911,-0.2972543884515644,0.6034147772631595,0.1770072865591786,-0.5272914641596109,0.5683293594990395,-0.3616078601879598,-0.6959726289429532,0.6570293920591284,-0.03213151696822778,-0.6105679964450874,-0.44123272080967174,0.0313386333223125,0.5228420525557415,-0.23003119166247898,0.16548114343582093,-0.507153154508584,-0.2848437029949692,0.6987777033888344,0.23799481413552595,0.6697935010320291,-0.5952555246736979,0.4819547052277093,-0.590356430904499,0.5248465340451427,0.23491174063006398,-0.10413355398225319,-0.545914610303943,-0.575494654994906,0.04096421293118876,-0.6523626300753572,-0.21159134826127302,-0.2142530110606373,-0.4088251137115793,0.4901565469735754,0.4379431511483873,0.5315609173690083,0.47040538854292074,-0.016653375572712122,0.3390318651008496,-0.4551898526039851,0.01736000715838557,0.6549937235494641,-0.488160706781872
Cerebellum_Crus1_R,0.07761891458910582,-0.4660505826028625,1.0,0.5744106115131223,-0.32599847493828976,0.7041989742875826,0.10410798391853104,0.2083031497744077,0.26604768149382557,0.6672950060945945,-0.3282479505258113,-0.23366001371394976,-0.7356648767804815,-0.30510943147268277,-0.49777781993514325,0.015715524418437637,-0.173020850577881,-0.6403967354215657,0.06438931794006682,0.5234964849065049,-0.35622719631557487,-0.07837713437959387,0.3392705635067209,-0.5683481634951497,-0.5167181635166438,0.44588536382804855,0.36447341012030837,0.14917330019215758,-0.1801063977334765,-0.5277181923803164,-0.3775702228576946,-0.5460783242428451,0.0037976594322587814,0.8094868464690632,0.8686479910652993,0.2518630944953784,0.789802939861846,0.25206458788971015,0.2018621413500449,0.43626855572819884,0.05930565457381227,-0.5559126830578326,-0.05372704952940116,0.8443468665820976,-0.19864544216593724,-0.5942055617789509,0.2996131241072296,0.35260481667384136,-0.34976927370687144,0.5806340592406134,-0.27568416006371754,0.8394447858999643,-0.5807213987910692,-0.007779109006364795,0.7588349926974907,-0.19763577598112902,0.180473673443792,-0.018873956804604144,-0.40697829728445933,-0.07740872573432894,0.4976295750059936,-0.14109120757744403,-0.37871941175811114,0.7237938767995754,-0.12758022457944862,0.8215919204269327,0.7689716326225329,0.45226189749700446,0.2264259726629175,-0.14808363784834525,0.3637586951104381,-0.5012516692039778,0.058617030895292396,0.7834992378577124,0.8717801185270665,0.5628467702045312,-0.3014708680972868,0.00948959514880539,-0.12540710736349692,-0.04806485355276513,0.29781027330467713,-0.24962617503444431,0.7377251176675739,0.7624719676904457,-0.532934426722466,-0.11920284175053138,0.7433687090901695,0.8076760506743085,0.00528203495873545,-0.2110202368154062,-0.00996355333025315,0.3044775854976919,0.6822022126198326,-0.28363530692006067,-0.4110802417952517,-0.3385096840332307,-0.3654207900886383,0.7674566925050296,-0.25028573411247523,0.7811722913932719,-0.17475454117267353,-0.11078515480852195,-0.35382110563817887,0.5363029030883647,0.8374776391421417,-0.10601029610333187,0.6729963997175806,-0.3524060282755515,0.19507091292804876,0.08240769132070813,-0.20116311469873893,-0.4108177459614234,-0.09321648995474822,-0.3783007552402139,0.09424139036073594,-0.2728037809139997,0.6804897467344471,-0.07380232824852333,-0.4093209316962404,0.7595445238457182
Insula_R,0.5073916891321946,-0.21735581057465642,0.5744106115131223,1.0,-0.09477464097477112,0.4568682437884127,-0.13495125807928537,0.16014323748984036,0.23926298924374187,0.4182301404004409,0.13078264306470763,0.08696062750844279,-0.3799266915742311,-0.33821223365327346,-0.1838744362558869,0.23368929627493787,0.13133205863325192,-0.4761782956290204,-0.034772221936274196,0.2972579380844866,0.07762464288929065,-0.1468836464888579,0.2933329975278749,-0.1756909814196906,-0.2840284141912096,0.6229439381684612,0.5902171441642852,0.28070864401036283,0.022196017791937098,-0.1539393958229342,-0.11577180607261758,-0.20764039260047143,0.08582668185238322,0.6443354370546882,0.6497259018862894,0.2940431130044874,0.6154679373395641,0.2963091313630212,0.0955727456153202,0.2835410625152098,0.3651119168116201,-0.2554975947250961,0.11901138546572992,0.6597478087719997,-0.20974128557860774,-0.2385569523992004,0.321422158615742,0.21632701750210553,-0.2879605954975865,0.1369651034061513,-0.021057292690642587,0.6487177052618847,-0.31301557061755425,0.06905167750621567,0.43585452535785674,0.18055475731595969,0.17749685272100846,0.14666867778657255,-0.06596138882559496,-0.015287824718896502,0.550460099914024,-0.1802747920887055,0.010109777696955865,0.4931515039653012,0.209826717622077,0.478110556935787,0.6002841108280066,0.35278361450312046,0.6200165807609777,0.10318792117149926,0.4952834446655766,-0.3117473641788517,0.0211884914569606,0.45665335419355607,0.6089773823745306,0.4415040946102428,-0.3072852490063473,-0.04879357641126892,-0.0069598836652731534,-0.0697628514632788,0.1753004154478868,0.32712462807691894,0.5286987614220149,0.6529793062101003,-0.2195710472370386,0.19522318027187485,0.5881578375974483,0.5109191600751324,0.16351565111216165,0.18039261357595612,0.0546204546734791,0.7333793152826735,0.5235093286408874,-0.3991019433287947,-0.04145243454628639,-0.16220716653741443,0.032873253073122374,0.40872613305139166,0.023865479071681597,0.4811828647087358,0.14060867919284178,0.12151824003457946,-0.44377609224516257,0.4118391408049967,0.5682336896941036,-0.09362303553167671,0.5224026650100779,-0.40332497072463824,0.2052508652891348,0.0112238029476361,0.33417083505106066,-0.14650318057524747,0.23100042584496494,-0.16035052219510323,0.08234156224009619,-0.12181535945977381,0.6225705057657411,0.3721424719405097,-0.011283868612087848,0.3807546072522469
Frontal_Sup_2_R,0.46941594978259293,0.08298317561953845,-0.32599847493828976,-0.09477464097477112,1.0,-0.08320400950382435,0.15566736648248686,0.024314504896421396,0.0536737032699102,0.03468534746015388,0.2080860073894696,0.38910641083665154,0.4610157505351146,0.36889968655052313,0.43677899777677714,0.17821701901568754,0.26634676723622497,0.5145452529543713,0.2757019482826893,-0.030587730939890583,0.3658602914727511,0.3297180838026898,0.22121117673840118,0.5650575682836982,0.36891631074853354,0.07526806822514329,0.15640094658363274,0.2979498523879749,0.3078035722148131,0.2354691293289737,0.20970997724323065,0.2503557373847405,-0.07653743556619595,-0.32100827323410835,-0.24642467726697462,0.43352621579686307,-0.20366522577448146,0.09500991816772524,0.25079200964346315,0.01611769945553877,0.10622511723787183,0.461654359509503,0.7676040908071652,-0.3988162677077805,0.05578464024882661,0.3796987139648719,0.1123009573166464,-0.021146135194537542,0.2839066105263629,-0.23628073068900807,0.13765391219233272,-0.3722963913791815,0.36644545971857734,0.11851966652892053,-0.37759421990317255,0.7377553686295604,0.14872422990441886,0.27989992506058964,0.1808573345533875,-0.08486471522369006,-0.2248908056154598,0.4545556553031897,0.18452203068983006,-0.07091465730804825,0.3399772390692921,-0.3943800733700736,-0.0734079696494427,0.10188058184529239,0.2565401216756922,0.1677401448053487,0.46054147581848515,0.39305139393724564,0.19566746012054229,-0.219486529972008,-0.23581914577980076,0.05655453003249999,0.215503104909437,0.3327495204818771,0.20943254953157467,0.3349435288688707,0.21985653874921204,0.29414816387313547,-0.06199087470320176,-0.2663021553325464,0.2961836836433085,0.5661522265562451,-0.05857090768369418,-0.37647212772919647,0.6657986375841717,0.243921909797874,0.4700786842454954,0.03449758707325246,-0.154482892282418,0.34441463773283376,0.08715090818876971,0.18678441970337206,0.31310521866554747,-0.23038932974383097,0.29246946451323286,-0.2700070061917279,0.014796088043329651,0.5554884098864791,0.5861840720106745,0.07260827126190288,-0.16257699432564926,0.314522861158562,0.06536653337753691,0.3661460249815366,0.267279009566584,0.41320229734881375,0.4203802330203762,0.5735960260367906,0.30376980102824075,0.40481113726760665,0.4014016989088574,0.2623728505642512,-0.009568968360491311,0.629650824761151,0.39873131611347123,-0.21864936848418387
Occipital_Mid_L,-0.02117770593920621,-0.6661834762994724,0.7041989742875826,0.4568682437884127,-0.08320400950382435,1.0,0.3835502727357388,0.15373295424627342,0.4351184392191529,0.9089692467548625,-0.40533037964768404,0.03720460412588692,-0.7048257630238063,0.0693115257376719,-0.6049806549060807,-0.2575526870946032,-0.33967185597956945,-0.5611415346761535,0.44823486608999746,0.6140735648458651,-0.5438709517681132,0.4852195665468574,0.7448335193969892,-0.5348155192114329,-0.6444057986281743,0.32225866904815786,0.5936057992683934,0.30343265451206464,-0.20560963756921716,-0.7674933688873511,-0.5952519121474082,-0.7929418951738723,-0.10199150423668983,0.5787693369064989,0.7550914923487759,0.4766809425418137,0.5891454056893884,0.46744034281309643,0.006121174799099951,0.8303383185429265,-0.1971087614705083,-0.6559255373713193,0.12797115504139284,0.47752576147937686,0.010994944794434426,-0.514436495681607,0.5245847058827736,0.5977698663204352,-0.09379923899106525,0.42793754646352267,-0.7164758588289561,0.47965447868536987,-0.7734713754377659,-0.1266301241056961,0.5072216644497511,0.005096272393850326,0.4438657441072082,0.03813297410380814,-0.4228604014455956,-0.007152405387827984,0.060333683485643295,0.45239578763235677,-0.6105065583973946,0.745335408965772,-0.2876832974292993,0.5555223163904367,0.8920189249321254,0.4987122890794996,-0.013833095445653218,-0.4231994377536142,0.4665070762856033,-0.5170863371530688,-0.17084379586633383,0.7681583841805593,0.7460597451893468,0.8643281523098714,-0.19031812667708656,0.3188917335998034,-0.4365276818714443,-0.02746528320953385,0.7885320717859021,-0.36958988869388126,0.6342332188506246,0.7123805140052015,-0.7993509269878705,0.12328309565338703,0.8459041487813181,0.5958828641057822,0.11373718199015105,-0.46818620045281517,0.49935692573218204,-0.015137299921356375,0.6828438282824248,0.1054709305434106,-0.6170674149512969,-0.23650530252951116,-0.6209238186204913,0.7380554781228774,-0.47914049649156953,0.6105361658332916,-0.359876297377142,-0.1968365504806067,0.08810505945429917,0.8990386212433471,0.7331650747720264,-0.11975717536927764,0.7641493233853643,0.04372569110152561,0.5998884194843378,0.5821053894938137,-0.27896413253633723,-0.3676257199043618,-0.46771721529441906,-0.5341386201333346,0.30552306613679386,-0.19966464242785548,0.8208225286927813,0.004099703910105628,-0.5951601012156542,0.6902634199504925
Thal_Re_L,-0.18269339140429158,-0.2631920000756409,0.10410798391853104,-0.13495125807928537,0.15566736648248686,0.3835502727357388,1.0,-0.030450783759254058,0.19594481048629311,0.3142515610407358,-0.5206565610432186,0.15650345074802635,-0.1289106778998403,0.32288929774582315,-0.17924912189352454,-0.31322776977938277,-0.21711221654190782,0.007737991278290641,0.33951817872238704,0.3031916051090627,-0.1328578338937221,0.4010706390479012,0.42466054303702944,-0.14299230573418964,-0.1658758631670134,-0.04256442462786232,0.11624286306616734,-0.045230166800074315,-0.24770964552988403,-0.4445916742742128,-0.11853148009307757,-0.22511059344527745,-0.11732764541218674,-0.03954460380199153,0.14185455588182486,0.2675003615033452,0.10151483549291422,0.3540143978692769,0.35015072478043235,0.4115757832104485,-0.12045132022774625,-0.08330998107291586,0.17586826441671077,-0.1256432779691797,0.35545973500683253,-0.0668558175994663,0.1989439556094367,0.27569956866490364,0.2029055922163017,0.30072589659178667,-0.4662679212134445,-0.12462032145603569,-0.22836445950268694,-0.2470004105048796,0.10227790395362786,0.12347010753813922,0.2573016675956516,-0.2010336932714958,-0.26785536507437774,0.0928547139105418,-0.33398345580767663,0.4001333503190816,-0.4719183601366541,0.2795880545061306,-0.20634063108573822,0.12069890827255282,0.27169546441347703,0.23229128941212027,-0.22443038671700824,-0.28571866195727136,0.19725909239785605,0.11539321837032342,-0.017310851705894817,0.2307820100750987,0.16002234615655003,0.25732572547130156,0.31862768800486685,0.4120957897863569,-0.404632015794066,0.2588127410743889,0.42919245665772965,-0.36405663748979944,0.13141073794718922,0.077813879895212,-0.28781390309432303,-0.02471845111850968,0.1344677382768767,0.12783050678828262,0.21240157458532602,-0.41238212211045205,0.38311203497630203,-0.45525946397674,0.2546034389151643,0.3722674400255245,-0.46148968617735464,-0.09663355404420138,-0.36540742163455775,0.2971012074607331,-0.2344889296574328,0.15892729793542582,-0.08588164183212182,0.17155426640451615,0.4396633942724694,0.306788468773679,0.06742124384838175,0.27026657253384845,0.183643904259591,0.2889708833943656,0.2680771926205106,0.4761669685875675,-0.1564042422654297,0.07100549399336767,-0.2469310771058549,-0.15008422032049254,0.21975838183050736,-0.1386519907126161,0.15426318413798026,-0.014030186671611503,-0.18098513624014848,0.2731209272096969
Rectus_L,0.0466407709226687,-0.16269795387036384,0.2083031497744077,0.16014323748984036,0.024314504896421396,0.15373295424627342,-0.030450783759254058,1.0,-0.038473286625856494,0.118535569137842,0.08280690849338752,-0.16163012128776777,-0.12131119176485337,-0.09030185403443466,-0.09725126931127986,-0.007294078323803597,-0.052917644651539295,-0.047708034099953514,-0.03014357410527858,0.14490486620403586,-0.06559627418195216,-0.06856677948363067,0.2082745688282254,-0.00534894807739873,-0.09598689200472658,0.2224540868458871,0.17239426136675817,0.2934145872344062,0.27295795099029796,-0.14996690195613774,-0.12014152603921624,-0.2041700918834116,-0.141374484777129,0.1748593233056131,0.26383246535997407,-0.006537356522692425,0.19421101710968033,-0.02492236503284464,-0.09570756795269655,0.044193736030776185,0.0516615344145239,-0.1175237368130433,0.033499609381874434,0.18601595382631203,-0.13858076371093778,-0.10645174983925304,-0.0334422714483056,0.13024443074717168,-0.044655636788118326,0.152568351427903,0.018219576932130308,0.20699480875223167,-0.09010966016657856,0.08610266460964891,0.20213929532678626,-0.04412986947684661,0.16182499121514304,0.21251881536152759,-0.043281662003505875,-0.028538158914475163,0.07784851806200764,-0.023451762467718802,-0.23671000888413712,0.17440936116434427,0.1006075694926923,0.19700971705123047,0.18016363685891365,0.23587691563102425,0.19878872353204805,-0.08738220857278588,0.15202975260078078,-0.11624478660851931,0.33689985762499375,0.17781944318387147,0.23617098088717436,0.07268065767915484,-0.038226369832042605,0.10755827491447813,0.06146212585289687,0.1181566961645989,0.03800098624201685,-0.03796208606251078,0.2746149837395861,0.20608354894101225,-0.13847687155555652,-0.11357638259433857,0.14903122813181016,0.18392946150247816,0.032066215396540726,-0.125205114714145,-0.06694642396059226,0.09998550297489148,0.23895174809950903,-0.017690809703403948,-0.044717901932562754,-0.08004395369533951,-0.11762289150187998,0.22103325039915195,-0.06801358538237536,0.19155745424966591,-0.07847218439065125,-0.1215706222650141,0.01230450988354444,0.05427915851344998,0.31018691927161085,-0.012568477116034425,0.18863392611010443,0.030705580242829815,0.02920402874795393,0.06776583255963216,0.03550838207621368,-0.0818147017558898,0.08897915189110098,-0.11949732590994691,0.21845363237276333,0.03230120162963453,0.2152617092516619,-0.06034655830547851,-0.06992235398684393,0.1439624982487897
Parietal_Inf_L,-0.13537026941898384,-0.08729791604127629,0.26604768149382557,0.23926298924374187,0.0536737032699102,0.4351184392191529,0.19594481048629311,-0.038473286625856494,1.0,0.6165682415170265,-0.2658850457321356,-0.14230673887465192,-0.3291724474459526,0.5983771226970278,-0.11332919657774497,-0.025710204501935233,-0.1944956484450239,-0.33963615748790293,0.8454653026409575,0.33101553408899526,-0.35230843256783456,0.5838681633646097,0.16382421597681227,-0.12316176432112651,-0.24755370813282204,0.41025446914994074,0.25349441786264587,0.17700185344472238,0.014173882064302541,-0.24772626736927442,-0.19281727434287083,-0.35478491382627997,-0.005714002020793394,0.02937533421675486,0.37016114724192517,0.7934966887317912,0.20374470868281505,0.8748270659578028,0.08480836841950862,0.7870246002406638,0.37706970720512206,-0.40903824529878213,0.23390644061814775,0.10054259999964593,-0.20839254722750358,-0.2516354212490872,0.9510905005961148,-0.009334538650772793,-0.21620775405772436,0.21999373820364232,-0.30508871172352003,0.32403547986961395,-0.2720818970017025,0.02985713344390381,-0.2215962605595078,-0.04962408707359917,-0.1728372484237252,0.19700645493357927,-0.3063609656336237,0.039027371934735273,0.17226816857191143,0.3833131413758953,-0.13098946973525802,0.15797277537034302,-0.21561128764545512,0.12397173285101935,0.5812156838529906,-0.2563329267769711,-0.00906256186977086,-0.3301281667613484,0.30318800587866573,-0.26920313198183765,-0.0033330458657324226,-0.07590681052823167,0.22331301297417835,0.7149879924074191,0.08915300835412074,-0.3357565071342668,0.028079346171055293,0.13187549473030588,0.6036544569180262,-0.18296013046908638,0.4634331848158427,0.10077948166043665,-0.5293652400289387,0.2011658605370112,0.3691205503473872,0.2466902905150483,0.35546160644809494,-0.12271912457222525,0.7213849089131726,-0.07021839508305762,-0.037867403924547696,-0.15528123973687544,-0.30881176655473186,-0.016665415078412914,-0.20400265713494606,-0.10223794719004917,-0.002052587081278037,-0.15139961331903184,0.06575464867322021,-0.019910523861340124,0.11614556089365499,0.626967979099693,0.1230586757509208,0.0026724802863316243,0.20333725165898547,-0.30645258748714255,0.8217184492340234,0.37689941656336284,-0.10391666308338746,-0.17088709335065316,-0.184094486018384,-0.029891637748921195,0.35595668924992957,0.1570630005349338,0.5039932381914473,0.055502974342981334,-0.21160899428888857,0.1474082421321175
Cuneus_L,0.04634756339343639,-0.5946070121785388,0.6672950060945945,0.4182301404004409,0.03468534746015388,0.9089692467548625,0.3142515610407358,0.118535569137842,0.6165682415170265,1.0,-0.38872976914958846,-0.014689321084075961,-0.6766914532494157,0.2161041144703546,-0.47692904131067865,-0.199871871132773,-0.2812936226118217,-0.4758057357150384,0.6195291940492337,0.6344973440793442,-0.4988842855182213,0.5955507927713758,0.6101183276568704,-0.438438028856619,-0.6170448590359405,0.33371688563679736,0.47494663075253,0.3823898443264746,-0.12443270543045905,-0.6631072604778668,-0.5597285232589415,-0.7451554386139653,-0.0629056190686284,0.4654886934081502,0.6735489849990094,0.623758446150258,0.5846840509472507,0.550301768752906,0.07628942009323152,0.8688633671093852,-0.09519068363527436,-0.6122518972246696,0.2257270626576662,0.4077948944052741,-0.17390566410590844,-0.4836392698080873,0.6828430039246173,0.40841632170057995,-0.14859228155207158,0.4261032286646609,-0.661541317840815,0.4933031674547405,-0.6771678677019298,-0.06159809668214509,0.28724366936910317,0.08449689608830638,0.30377122788008687,0.12279607125921732,-0.40457902067145174,-0.06304613701305477,0.09348953978967464,0.5290866654122237,-0.49174886912776794,0.6704435442994766,-0.2606166893793699,0.4347172276438847,0.8601675155963311,0.3371465056358143,0.021586646089301036,-0.39994397079875066,0.4786721999540464,-0.4788365847594362,-0.036256257461588524,0.5784555890377527,0.6260793770303079,0.9241316321098176,-0.11295216093081381,0.15629099227441806,-0.24580768984590215,-0.08341312303341117,0.8370909875434976,-0.36205178099810914,0.6659912098373836,0.6109772127972758,-0.7690123750674768,0.23865721095077477,0.8299479572515782,0.5179193476205246,0.2549137616720241,-0.3696762642331074,0.6379930236621943,0.016209295310153016,0.5062649842577471,0.10634302366858019,-0.5826731344570031,-0.2017561120597797,-0.5087196451997027,0.5178335611442385,-0.30654920221416454,0.4594320262882429,-0.29007883688672437,-0.1797105930633605,0.12984871991518765,0.9418092111829894,0.6479626769955311,-0.06347193935235912,0.7461094888699553,-0.018938819215735366,0.7440706929453454,0.6058023824763512,-0.28800764379403404,-0.27973591659749264,-0.4347154728700331,-0.3612260720614687,0.3590142231481409,-0.07426948412980608,0.7886160980815585,0.1190012329161728,-0.5763724338949584,0.5526525316727845
