,N_Acc_L,Thal_PuL_L,N_Acc_R,Cerebellum_9_R,Insula_L,Thal_VA_R,Insula_R,SN_pr_R,Temporal_Sup_R,Calcarine_L,Cerebellum_10_L,SN_pr_L,Cerebellum_8_R,Thal_MDm_L,Occipital_Mid_L,Cuneus_L,Thal_PuI_L,Cerebellum_4_5_L,OFCpost_R,Thal_VL_R,Thal_IL_R,Thal_Re_L,Occipital_Inf_L,Putamen_R,Thal_AV_L,Thal_PuI_R,Cerebellum_3_R,Amygdala_R,Calcarine_R,Thal_VPL_L,OFCmed_L,Parietal_Sup_R,Thal_PuM_R,Paracentral_Lobule_R,Thal_MDl_L,ACC_sup_R,Frontal_Sup_Medial_L,Vermis_10,Occipital_Inf_R,Supp_Motor_Area_L,Cuneus_R,Frontal_Mid_2_L,Frontal_Sup_Medial_R,Postcentral_R,Thal_VA_L,Cerebellum_Crus1_L,Rolandic_Oper_R,Occipital_Mid_R,OFClat_L,Cingulate_Mid_R,Thal_MDl_R,Temporal_Sup_L,SN_pc_R,Occipital_Sup_R,ACC_sub_L,ACC_sub_R,Cingulate_Post_R,Vermis_1_2,SN_pc_L,Thal_LP_R,Heschl_R,ParaHippocampal_R,Temporal_Inf_R,Putamen_L,Lingual_R,Hippocampus_L,Cerebellum_10_R,Cerebellum_4_5_R,Olfactory_L,Thal_IL_L,Heschl_L,Thal_AV_R,Parietal_Sup_L,Temporal_Mid_R,Parietal_Inf_R,Vermis_9,Rectus_L,Paracentral_Lobule_L,Fusiform_R,Red_N_R,Supp_Motor_Area_R,Temporal_Pole_Mid_L,Cingulate_Post_L,Vermis_7,ParaHippocampal_L,Frontal_Mid_2_R,VTA_L,Temporal_Pole_Mid_R,OFCant_R,Cerebellum_Crus2_R,Cingulate_Mid_L,Cerebellum_9_L,SupraMarginal_R,Rectus_R,Cerebellum_7b_L,Lingual_L,Thal_MDm_R,Frontal_Sup_2_L,Thal_LP_L,OFCpost_L,Thal_PuA_L,Cerebellum_3_L,Cerebellum_7b_R,Thal_LGN_R,Red_N_L,Vermis_4_5,Temporal_Pole_Sup_L,Caudate_R,Frontal_Med_Orb_R,Thal_PuL_R,Thal_LGN_L,Cerebellum_6_L,Raphe_D,ACC_sup_L,Precuneus_L,Thal_PuM_L,Pallidum_L,Thal_PuA_R,Fusiform_L,Temporal_Pole_Sup_R,Precentral_R,Pallidum_R,Frontal_Inf_Tri_L,Angular_R,VTA_R,Precuneus_R,Precentral_L,OFCant_L,Olfactory_R,Temporal_Mid_L
N_Acc_L,1.0,0.5669795450352352,0.7430633144033297,-0.29746658590707353,0.4682735043908829,0.8040634180311628,-0.08005278271092518,0.44156593782018,0.22095290085151179,-0.43969892630525,0.4753645899699827,0.14826473873704704,-0.4098687219838706,0.17501840682528805,-0.6065228983908822,-0.5653580116776054,0.3176595361970711,0.47764823275028573,0.6558337542641626,0.7308476111720262,0.3349471727133465,-0.22830827558337963,-0.5831534213514213,0.7063305690194506,0.01841126171239346,0.6030558510654936,-0.3091750325021965,0.7349296592310016,-0.515568536511297,0.7514515325210733,0.138791350173653,-0.45535572755011855,0.7575253521245449,-0.06730863007990956,0.1285577464219807,0.22476720513265855,0.19958363346496658,-0.3762983438216276,-0.38541590628785116,0.1810584447835154,-0.5617138136512324,0.31686321125065386,0.10129686834702281,-0.19223745722943877,0.25886183664424967,-0.3445275804084889,0.5288514119059939,-0.6543793820463317,0.6565262125711319,0.07320317605862305,0.5874293686850499,-0.2060682261153982,-0.49671116254308273,-0.5880823001141062,0.5905423035073297,0.19719017835219793,-0.14611570517803343,0.6081872174068274,0.7401403558304025,0.48742318477914476,0.5319538710076344,0.5723685750686436,-0.20331105752508438,0.3490963557659911,-0.3837290725780159,0.1623131935851515,-0.3840943389064461,0.3538504794850375,0.6092014385138205,0.5523118777134546,0.20952656403515482,0.6159074336223102,-0.49215563889507175,-0.3732544046555187,-0.3935770565064266,0.17578048692815773,-0.03074014713896719,-0.3798693940658462,0.18182772828627006,0.24768572453927795,0.16122523929447768,-0.2883658542853101,0.5348611238908405,-0.3196405693606185,0.6416566437427361,0.5240121157514008,0.044749557746501904,-0.3600268350131088,0.25096909221729924,-0.38043693500986303,0.3513414565489924,-0.17105842867432836,-0.47756329226165045,0.15458615822653565,-0.412526485818842,-0.3691786103165091,0.6841959948174365,0.1706405533209739,0.6735937616289428,0.6706356447330426,-0.4019500750479596,-0.5178705711068978,-0.30870624437460525,0.5722421694732986,0.39049595005592297,0.509098467124259,0.031186375886581363,0.5391470999756345,-0.21773641476730135,0.5985077120327412,0.20920036496208042,-0.33257563472410834,-0.48944669128471235,0.6257749539353126,-0.37903717106972873,-0.5293310320815676,-0.07812959630486462,0.5689693399336688,-0.014142042413087322,0.12028080624431277,-0.151235676993209,0.10121972470352508,0.7121612599515124,-0.6108920684816025,0.5789593665233089,-0.35779766716621453,-0.20139988927806768,0.6669046521364306,0.8552872030778946,-0.2929473454357875
Thal_PuL_L,0.5669795450352352,1.0,0.4625465762416819,-0.309166094882145,0.243646712949358,0.6623906230494365,-0.13921021564899863,0.5122292131423658,0.16479013183415012,-0.45859930046004677,0.4441683329005097,0.045487750987269614,-0.39696145047298026,0.19583692423901192,-0.5379611980146858,-0.5780597585623753,0.3421495353011523,0.48891578931953267,0.43350037149091236,0.5797841158322055,0.04009563301146939,-0.17371065023692345,-0.5204780131289032,0.4819173338596667,-0.02734618764885331,0.645090333626308,-0.42622026080855874,0.48228221518998987,-0.5168436422372258,0.7443509062706478,0.09987908448248622,-0.47395986113410665,0.7399777170219202,-0.20963846491849958,0.12981510412063887,0.2959968184349964,0.14192751802524736,-0.3438571715122326,-0.45676773094737655,0.1285838065967802,-0.5219667043838453,0.27607580713381585,0.03885606956409571,-0.21295224660737325,0.4185208179882092,-0.25118692157109246,0.4734825362644322,-0.645258667683635,0.4872153182457601,0.1815785331576627,0.5271559238422378,-0.08587255679019389,-0.3720660898149949,-0.548016862329307,0.35575805016355105,0.019362571571290847,-0.13231483898363586,0.6357605007181371,0.6447313837820261,0.36728882541231805,0.500844558271586,0.3430038453920764,-0.32585249233346564,0.1581403575467327,-0.4314648879674402,0.22162922718948752,-0.3600344749767818,0.3604995717520092,0.23144503474411318,0.5415599507832283,0.09710738057581335,0.4510399326120274,-0.5875985278083994,-0.41392555549898213,-0.3582402952959299,0.22422260905812905,-0.19414940976005418,-0.48909427579723236,0.07308320341997944,-0.029494423558830255,0.204039859454187,-0.23255275563455505,0.620394945912719,-0.16794769449471902,0.49675972480068653,0.5641682219966706,-0.032556592619793295,-0.35089198208603495,0.1927417647895707,-0.31715133445250165,0.43148723665676647,-0.13644194829018497,-0.3759816276761663,0.03662849229488847,-0.35655966497527747,-0.4486679284421285,0.5462643274187378,0.1144851363201915,0.4717491141104033,0.2741978193986784,-0.3123661104284813,-0.4988971165918854,-0.37606597516907697,0.5806018933262295,0.3090572091679961,0.48087892725156295,-0.060066464961252605,0.3126788726142705,0.0032776114267810876,0.4966701049497712,0.05575720785082941,-0.34469031664537364,-0.364613439169091,0.5652189403859036,-0.46507956350000995,-0.41340217777141813,-0.10883088758017412,0.46204957863652896,0.09051578172138744,-0.06524112075360067,-0.10095687401308415,-0.17872103338249062,0.6390044538584356,-0.5904160905504825,0.5966938719865613,-0.36157568296933085,-0.20569509047779613,0.44564638934018935,0.47577125100307305,-0.18836207504758434
N_Acc_R,0.7430633144033297,0.4625465762416819,1.0,-0.3521037287196526,0.4308688122808921,0.6160357092574799,0.16582994749420799,0.4911068005126834,0.45156430461389013,-0.2596133086681894,0.45753692988014205,0.21098380464725464,-0.3855089412276134,-0.15183006013951889,-0.4829575285339039,-0.42405636725337736,0.5985741847814655,0.398837464490898,0.7983519431234265,0.5971175565357656,0.3514179861454725,-0.5039929699354655,-0.4874163042752507,0.764533796091014,-0.25193159492685085,0.43160525193805493,-0.21601561885203716,0.48258738059126516,-0.42052392992982096,0.5920174681909915,0.1591436383417578,-0.4025203213614105,0.5947752279935914,-0.15172457865831412,-0.07928603285596808,0.31354673936302047,0.25812401155582504,-0.22214330367841942,-0.2985382666989631,0.1295501247496718,-0.3828780124150557,0.2978720876713696,0.19171295716010725,-0.2951954790749567,0.3393086506327353,-0.3226382570204144,0.5353575349208249,-0.4600352037980455,0.5452007841059636,-0.11163015953054568,0.6574339670318889,-0.11781471546820833,-0.3088162817579205,-0.38649415058753994,0.6681213322532905,0.18390090691842081,-0.14344599556953272,0.5429939836004696,0.6913883024873266,0.5487469864067664,0.6428398093542399,0.6077817786703517,-0.09075691770295267,0.3870218883107036,-0.31331874855521813,0.17333763146588135,-0.3510943439022643,0.3058835610784108,0.6890104728975303,0.18367541867940088,0.15955687960044582,0.28506667896527493,-0.337868829061711,-0.17938880772621496,-0.32646098783149813,0.08810872734486706,-0.11710899471998402,-0.347068507869455,0.24896383118572804,-0.021208458512806717,0.15535616821709192,-0.2911804545357398,0.2957350627571649,-0.2208906478273913,0.48969248055449854,0.2903776259456162,0.2056739205215482,-0.48082151459065114,0.2533836122671275,-0.3330806327825034,0.19734484561065227,-0.0708935375917952,-0.43979949700973003,0.32085842981880075,-0.45084328072808766,-0.22540389153520216,0.6430681740653623,0.13287178486652823,0.3840578357261978,0.6348614261379119,-0.24291760576086713,-0.5217476100879748,-0.2779495610007573,0.5029305824775944,0.08692457813764964,0.38181133082534807,0.021266041404708336,0.6195757974927828,-0.24357388783297673,0.36787053175897333,0.21702089040251216,-0.27464790078978174,-0.26824226301021503,0.37656618333663205,-0.2967014379287636,-0.3017149937588117,0.10974079353374365,0.5271652819117851,-0.015692778690056353,0.1831360804551485,-0.26970990471509965,0.012816046800318986,0.5247888984338998,-0.499063888529715,0.6033433284847223,-0.3047113729805556,-0.1685082276217755,0.5865768119000173,0.8693544909557287,-0.27312594705426524
Cerebellum_9_R,-0.29746658590707353,-0.309166094882145,-0.3521037287196526,1.0,0.20689560545277072,-0.5209147782969343,0.4931515039653012,-0.3806275249944131,0.15895828239285215,0.5961077677535479,-0.114789968128565,-0.22105664745160847,0.5751898914049652,0.24321301909379017,0.745335408965772,0.6704435442994766,-0.17790832613115326,-0.08109895948234774,-0.4621188848615943,-0.5865200075188375,0.017382364417801433,0.2795880545061306,0.734219088052401,-0.209301025933269,-0.1412362307824411,-0.5852440625120116,0.5448769080481393,-0.4388073089902311,0.6911496594549386,-0.4539541579885955,-0.19946871739251773,0.13879818632029972,-0.4710654701180336,-0.17932574595778641,-0.002072936820081873,0.2014045404496172,0.16364482806491895,0.7068775494169777,0.5732700633040926,0.1096954161884748,0.6369816190747865,0.12138754099851029,0.10055257225901483,-0.06870650888723458,-0.009070234457593338,0.7097737747228319,-0.11306363849674458,0.6428967309984596,-0.5056008951934051,-0.12818182223743,-0.2918950595825018,0.46761964657260346,0.3763082491675835,0.6075944574302837,-0.35575920833377794,-0.03422821462706689,0.4027811818008059,-0.14525660167927287,-0.3450372953497051,-0.15635094860018478,-0.1800657913971024,-0.35373553839777094,0.5100081870800711,-0.19987457122158786,0.6531873940532452,-0.012294039023301997,0.6650003536697628,0.12010484450315476,-0.24164523272520844,-0.23881022123210952,-0.15676590093690213,-0.2886829890605587,0.19446973367767653,0.6090248095844158,0.12978771325277083,0.4300012251360603,0.17440936116434427,0.13413181799443163,0.2063852357891676,0.05015064169709861,0.07441608362284086,0.4663097039758668,-0.209827233291915,0.675194088401451,-0.238535091385321,-0.4566800953725586,0.02172534036909767,0.4257485534233246,-0.23860080278172638,0.5567100668677601,-0.035898691427196094,0.6518838159107024,0.2791900578020618,-0.2162705320167346,0.6724130955777706,0.633699446320728,-0.4966416263337359,0.1158388967922605,-0.4065994305223785,-0.2518915256777577,0.6883933549328545,0.6573578374076079,0.5268701006261678,-0.24422294666492927,-0.37997587777461295,-0.438260785722245,0.37510926907463144,-0.27881758534502205,-0.009775723617790224,-0.2574579573668507,-0.2649792078789079,0.6877711639800741,0.6394135486485806,-0.5363303438082628,0.3247726925519774,0.6606920983211998,0.21776908587531174,-0.401556338226226,0.5498412702122869,0.22751914204169077,-0.10796922329381793,0.19654049948488525,-0.36181657880590656,0.43882445991795904,-0.5779223622682113,0.1976860026423697,0.26927090406379467,-0.4246909905328886,-0.43702319526741656,0.5622846272409463
Insula_L,0.4682735043908829,0.243646712949358,0.4308688122808921,0.20689560545277072,1.0,0.35469926683946285,0.6200165807609777,0.115192458234557,0.7460238825099292,0.25685761958398695,0.5969132077574154,0.10337860904151128,0.1653579571792674,0.28818566452562583,-0.013833095445653218,0.021586646089301036,0.3653551633917294,0.6577096857374275,0.28769284900040965,0.2925797099101418,0.41963679442316004,-0.22443038671700824,-0.02718904599256798,0.7059903145229288,-0.061575477949041425,0.188495157016501,0.33077288842800656,0.2910556519469766,0.207371296124429,0.3220045893041067,-0.16591170952436957,-0.3703472521539376,0.33790899905553284,-0.29466569310762686,0.14225177739878558,0.6177641680025989,0.4841929133235833,0.24820529787103637,0.18398923940337805,0.4257881954293955,0.03403541662179866,0.4377492704699282,0.23564335643864986,-0.31931260164864683,0.1994779264988273,0.12704527977219782,0.6774627202653684,-0.056926191023329985,0.07192131771963878,0.2217731881906534,0.6246438281560456,0.48699436877027147,-0.0057470294250194145,-0.03913114960666124,0.24089331124707192,0.06128462250196457,0.5025278572060308,0.5135373708590592,0.3521743034486619,0.43710863648512255,0.6611369162728996,0.43509175459310545,0.38479408876163534,0.3621998490943069,0.3213351827195711,0.4277118629491535,0.20654868696379852,0.7080616678789173,0.39121797043842327,0.16452006910373052,0.5165532831709697,0.40807958613711587,-0.24200392368033277,0.3978190879598789,-0.31317550569777525,0.4067798907326811,0.19878872353204805,-0.21638276624832115,0.6015735331449027,0.3210113201135951,0.3865014847108633,-0.032813155897082474,0.4809997729965608,0.19244502770161462,0.3547872304072626,0.17615436011586116,0.12372709151353155,-0.03665954771477952,-0.10556739001777214,0.1639870930814559,0.49558703419961175,0.3977731911978943,-0.12838818638101926,0.007581291405480987,0.038703114685438376,0.32268053265133595,0.36076023245147687,0.29933686964859174,0.30439195871504915,0.38660649537096403,0.26356403108635,0.170318719183988,0.10111496053316898,0.49018099389559766,0.03721001062389302,0.3779815163642158,0.1651002380556183,0.49932358631247686,-0.3540049061131438,0.36071684550668687,0.12392337053405093,0.32312102635179024,0.21709706598248918,0.21438322145654484,-0.022263657048989537,0.18985225298624245,0.2640023387968736,0.31537875922441727,0.35806569129310045,0.54884706572832,-0.2614247428299401,0.3154093275613397,0.5531273307867555,-0.19006063687696448,0.12339669419666896,-0.08885038898418213,0.24479935250501342,0.14891998290624672,0.391083846578065,0.1586461279792711
Thal_VA_R,0.8040634180311628,0.6623906230494365,0.6160357092574799,-0.5209147782969343,0.35469926683946285,1.0,-0.20764039260047143,0.4378313107749635,0.23727299145250727,-0.6128587600790918,0.5333879040609528,0.13934337516217327,-0.5428446965771387,0.24566632601570756,-0.7929418951738723,-0.7451554386139653,0.3403147696270497,0.5469954262072205,0.7405235741758797,0.869242838286821,0.21369198145996288,-0.22511059344527745,-0.7985153984399846,0.6773716807610759,0.17156479519625528,0.7726263677873568,-0.45162922525946836,0.781436063410449,-0.6643951469859145,0.8709408360225429,0.15817747161713183,-0.5095473321388989,0.9027119164616626,-0.09760100323627915,0.2292828823982371,0.22835190925576684,0.18575558398076808,-0.584102025675196,-0.5355514883778308,0.20690291374238623,-0.7199709571550383,0.2707654520540685,0.08479061329404351,-0.19342820949444509,0.2246226293510721,-0.5394529669485818,0.5956236613370975,-0.8150006869722315,0.6706542731132175,0.18579393065407454,0.7120716641451152,-0.30383419201828316,-0.6122436812814872,-0.7279955471827139,0.5172239917575808,0.10098645845063534,-0.12779016226704898,0.6938134448513935,0.7877295664126509,0.5629678724838673,0.6142868839795437,0.6695012461134073,-0.3214148033879026,0.24332405447857688,-0.5550722322400626,0.21298225060637876,-0.5408608159265051,0.36880049774152207,0.37288488846904344,0.6495206889423654,0.3290019481816689,0.7879711397070327,-0.5468640960093705,-0.48885200001915996,-0.4465250467563126,0.13218277180890783,-0.2041700918834116,-0.41876867255145483,0.1804144148198507,0.17360388103481156,0.20600243955044953,-0.4928450130871272,0.7035723872910018,-0.4694531042861396,0.6207252932402304,0.6938907449808848,-0.13351535288888142,-0.4703797508100127,0.263044844052014,-0.4716074169467865,0.5158105004812056,-0.3133401976831989,-0.522126810482201,0.09138873308792812,-0.5723989695335915,-0.5838439584407272,0.7691348798549045,0.1444162837694793,0.7847926609144823,0.5235708486316856,-0.5507623978331629,-0.6742499670384695,-0.3972301576968817,0.7205585030960519,0.5031459406109763,0.66413516323525,-0.2657529669460502,0.47730366922912193,-0.14994252910625627,0.744576491224623,0.18488064429238418,-0.5082515231795208,-0.626186935190534,0.7650537523814513,-0.4701925716722275,-0.6678458857502796,-0.24474745370888432,0.6257521169442561,-0.167340241964177,0.06735997972087959,-0.12037077508694213,-0.062139917526826585,0.8330284862947028,-0.7139525709490631,0.785338989274832,-0.3662511419008885,-0.18961757760548992,0.6329948273574038,0.7194901569189865,-0.4754993638139764
Insula_R,-0.08005278271092518,-0.13921021564899863,0.16582994749420799,0.4931515039653012,0.6200165807609777,-0.20764039260047143,1.0,-0.2232195624841459,0.7333793152826735,0.6225705057657411,0.23368929627493787,-0.1189601136146547,0.5109191600751324,0.0955727456153202,0.4568682437884127,0.4182301404004409,0.15008991911202582,0.209826717622077,0.010109777696955865,-0.31301557061755425,0.15088298770996386,-0.13495125807928537,0.4225584881314869,0.32712462807691894,-0.3072852490063473,-0.3799266915742311,0.5286987614220149,-0.21735581057465642,0.6002841108280066,-0.26211710335143773,-0.2879605954975865,-0.1468836464888579,-0.2195710472370386,-0.33821223365327346,-0.09362303553167671,0.5073916891321946,0.3721424719405097,0.5682336896941036,0.569566557250281,0.16351565111216165,0.46882008741036,0.18055475731595969,0.19522318027187485,-0.40803822798000144,0.08696062750844279,0.40872613305139166,0.33417083505106066,0.45627903980156803,-0.37966520777780033,-0.0697628514632788,0.18039261357595612,0.5902171441642852,0.2972579380844866,0.4118391408049967,-0.06596138882559496,0.08582668185238322,0.4952834446655766,0.10318792117149926,-0.06557764866077372,0.13133205863325192,0.32199548101762165,0.023865479071681597,0.6487177052618847,0.022196017791937098,0.6497259018862894,0.15841431848687854,0.5513429237281086,0.35600485065078097,0.16252225259296546,-0.3117473641788517,0.3651119168116201,-0.11577180607261758,0.1043081315626305,0.7709059933982297,-0.1802747920887055,0.32796148234957184,0.16014323748984036,-0.034772221936274196,0.550460099914024,0.0211884914569606,0.11901138546572992,0.21632701750210553,-0.033715882279826304,0.4811828647087358,-0.14650318057524747,-0.3999196721969188,0.08839574247355017,0.1369651034061513,-0.16220716653741443,0.478110556935787,0.12151824003457946,0.6443354370546882,0.0112238029476361,-0.015287824718896502,0.3807546072522469,0.611086640687142,-0.1838744362558869,0.09680331101645916,-0.2840284141912096,0.14060867919284178,0.5224026650100779,0.49456940908118185,0.372359877607008,0.07762464288929065,-0.43287108078049824,-0.1756909814196906,0.17749685272100846,0.13078264306470763,-0.3991019433287947,-0.0575145301475891,-0.12181535945977381,0.6089773823745306,0.6529793062101003,-0.3456805613335518,0.2052508652891348,0.5881578375974483,0.28070864401036283,-0.16035052219510323,0.35278361450312046,0.6031489167679782,-0.44377609224516257,0.08234156224009619,-0.011283868612087848,0.1753004154478868,-0.2880149465467493,0.0546204546734791,0.2940431130044874,-0.2385569523992004,-0.04145243454628639,0.2933329975278749
SN_pr_R,0.44156593782018,0.5122292131423658,0.4911068005126834,-0.3806275249944131,0.115192458234557,0.4378313107749635,-0.2232195624841459,1.0,-0.005315842209961331,-0.3310410272718599,0.22367916510489852,0.640365172737738,-0.576243231678606,-0.030632245436126478,-0.3863069052321283,-0.3176885489888238,0.42084000426984614,0.3542901411223148,0.3699656753364649,0.5957056977057009,0.29188845179590617,-0.05826585651516334,-0.43221780001526783,0.4356931266960893,-0.02774439792507081,0.5854044719703132,-0.3354496261945036,0.32490844507314126,-0.45170126038240316,0.5837135491496548,0.31574196730565923,-0.03368362598904761,0.5139012005911929,0.13737318060071801,0.12320336192308394,0.14682818900560582,0.18719259463504398,-0.3570441164544825,-0.5859248837720823,0.3116787788576794,-0.2901847033298,0.3636149983420001,0.1559557367174244,0.1764015276257123,0.5135478265410458,-0.34100149864840984,0.42093201239550343,-0.40815803337553397,0.5877094708493994,0.21192526842484213,0.39448203827538614,-0.14410224306477903,-0.005686454562859382,-0.28322095898925803,0.35862513982504945,-0.14851332398639638,-0.04815102115142264,0.3300115621374748,0.4913822894567822,0.34794251186660785,0.45049133435883926,0.5149679751787667,-0.4407959116210931,0.4131660701754442,-0.48135370941298494,0.4585118607387089,-0.5472678024983513,0.29466741379466194,0.2024037921311815,0.36009656238116033,-0.012331928905000174,0.1960039729761175,-0.1840182168649692,-0.4969359768663167,0.06869028676566663,-0.01752229576098337,-0.10050076567334762,-0.0620051256671129,-0.1403783932617448,0.042287908074212455,0.3410340621643184,-0.31698454573499324,0.4344840591194183,-0.2850225820284725,0.607833998084282,0.45565758477519314,0.2450351042540694,-0.5271558376251286,0.2400509731539734,-0.5427779387284747,0.30174062846807476,-0.36097086461749844,-0.040923971155258955,0.24866348915220624,-0.46517183750188984,-0.3549344699540606,0.6908755966305924,0.2958366760288716,0.40304266176584097,0.2728505264588822,-0.2087867786271598,-0.5031318448580466,-0.45696665508627826,0.5004575809938787,0.43480784434131436,0.5419609706047823,-0.011359450235073313,0.3769370141131147,0.3036270731949054,0.2686773590513125,0.41016519605099344,-0.4592745908254082,-0.4334694493416943,0.45195833192260093,-0.11688725343610024,-0.3560758062595648,0.2904689404024736,0.6248749840817555,0.10054597777596498,-0.3651488978262438,0.24910708525258496,0.19592953084713038,0.45744306117203054,-0.23434345873526674,0.6001493017872225,0.021789816755186348,-0.052418740033088405,0.5279180969683687,0.4655865648613003,-0.013170706351465148
Temporal_Sup_R,0.22095290085151179,0.16479013183415012,0.45156430461389013,0.15895828239285215,0.7460238825099292,0.23727299145250727,0.7333793152826735,-0.005315842209961331,1.0,0.24402660087340777,0.5783390334602255,-0.024059273616752246,0.2464782696250953,0.1875215768695595,-0.015137299921356375,0.016209295310153016,0.44455448526674285,0.5596657742285628,0.3745843899499428,0.10944371831087618,0.28061297564691207,-0.45525946397674,-0.039879702479487585,0.5766920042380436,-0.2626495617282126,-0.010365532635474933,0.35825800783562817,0.16548114343582093,0.20595803917828784,0.14044587910565734,-0.2269438833039098,-0.48334337646224085,0.2698342200402465,-0.5427442448364623,-0.04303040344099919,0.6155938945701239,0.37587869637521687,0.33944554577911795,0.27527914582920304,0.17366856071649872,0.046666811058387096,0.1655767356511441,0.17579383897768042,-0.5813898601829868,0.050422372625177,0.10985568212742074,0.605056234555931,0.013111789326056333,-0.17864772698867276,-0.0076941581372660115,0.600639729968826,0.31104374924434186,0.030105560507310457,0.014965181578800557,0.1892615463726188,0.036512580466407665,0.422196012770461,0.5084831721031745,0.27482346691136844,0.39572978243777535,0.6347947457760131,0.39464199008021367,0.5715128236786309,0.14232015368635356,0.3330375414535854,0.24946199514426354,0.25723278043278575,0.6271183491092733,0.2760574701830549,-0.08768566606425277,0.4786903326448506,0.21542553588102317,-0.22131324762811108,0.5986908005988172,-0.4156293346916675,0.46770142777683826,0.09998550297489148,-0.3516292526182704,0.7404098637128417,0.10559263372553684,0.14246873962496961,-0.09729414104959584,0.26212571473104135,0.28338904531931536,0.12187614146888383,0.010980113617395738,0.07528542267840993,-0.07879586308849343,-0.12871453868991847,0.2643625075006367,0.3115234543680577,0.5438852612201188,-0.23462474355771704,-0.05460934933995715,0.07641048520895663,0.3185122136450752,0.1789266699765687,0.05336581718909119,0.09396732787106452,0.17143741595085196,0.26991509017992965,0.13013609784534855,0.12549467123166824,0.41011422478849185,-0.23322677358061902,0.17119802443101229,-0.13909792134105625,0.36355864333361954,-0.42686788102172074,0.3107698488090888,-0.0075472555499328286,0.3490249227545346,0.36573980613867907,-0.0278972934747241,-0.17220223589044226,0.31690887758222613,0.12722872386686215,0.14583021485567552,0.23341972263129598,0.702905211597354,-0.5120485108141204,-0.05739994416372997,0.3049213915305848,-0.22148957618213905,0.11917229381673539,-0.24620149505147423,0.0834317955142805,-0.09193898913490635,0.29140355045858335,-0.09345771088009622
Calcarine_L,-0.43969892630525,-0.45859930046004677,-0.2596133086681894,0.5961077677535479,0.25685761958398695,-0.6128587600790918,0.6225705057657411,-0.3310410272718599,0.24402660087340777,1.0,-0.03133313195872814,-0.1413301686305509,0.6099363954957872,-0.042172957576798335,0.8208225286927813,0.7886160980815585,0.039404318826415395,-0.005857965258353274,-0.40253130441849877,-0.5552828462741725,0.05083896035265051,0.15426318413798026,0.7929030945771278,-0.09838559659109651,-0.20113931604483734,-0.5268964171535876,0.7839945309166989,-0.4551898526039851,0.9195497514659515,-0.6474630399615828,-0.13069439081028705,0.32114021187132963,-0.653114923867333,0.10607971922919032,-0.16577730411249986,0.009756698339099088,0.04870300082627468,0.7492910576039367,0.6911681608537561,0.17678002251797503,0.8279300104594104,-0.01784666998170388,0.015541697549081525,0.11282656349482881,0.00128764906434974,0.6286242174497735,0.02528973730913632,0.8096422612151642,-0.5823050119933537,0.20944763486470408,-0.2093267135388316,0.6478581756748849,0.5379529027436669,0.7741744846577917,-0.24793339838060177,-0.07852334807101485,0.6085140249249275,-0.2673973215389003,-0.4308524217277199,-0.18118827571005303,-0.031705529100478316,-0.27959780263794337,0.5799996708430514,0.11625283319411882,0.8537891309182698,0.13534545421245633,0.6888366149439905,0.12898780258211853,0.05636865364436284,-0.5475718565244858,0.21416452255935747,-0.4662692641733952,0.48303659402482346,0.7297484164290639,0.3174505386041066,0.05895309182500152,0.2152617092516619,0.4313682703556724,0.3152489430525914,-0.12502840997632983,0.17692891422387724,0.43484020467112827,-0.25789293631439497,0.5308859690028753,-0.3008250661624008,-0.4420747645527104,0.13973442031317812,0.3642874536171998,-0.22411319273378497,0.5857220252617539,-0.12742856430437272,0.5468122231946204,0.5022360274504147,0.05166971400897232,0.6153569075208514,0.8654413058545973,-0.3566142970957691,0.07792750812220794,-0.45661576247441465,-0.1422793536735248,0.6469892047361665,0.8002370247055848,0.49375577972415563,-0.38154087927244373,-0.4810863556611561,-0.24598025929750217,0.3014593537201161,-0.12930553381510038,-0.13370701326113482,-0.5169428158846662,0.05594542567116157,0.7973407387904808,0.605739937524246,-0.42615642823852756,0.584825470239095,0.7948228697587433,0.39765388394036655,-0.29162978678268897,0.4244002063919049,0.20695824174165284,0.059003925641173835,0.45195084765484833,-0.30204296891381377,0.6359727214418746,-0.6207470890764253,0.40582367294463506,0.5524610247094283,-0.4358933783947646,-0.3606665098608042,0.6454571481082937
