,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pc_R,1.0,0.05997095506184033,-0.45775284362479746,0.030105560507310457,-0.5669196180696876
Thal_MDl_L,0.05997095506184033,1.0,-0.0017803331868210058,-0.04303040344099919,0.15947943116885768
OFCpost_R,-0.45775284362479746,-0.0017803331868210058,1.0,0.3745843899499428,0.5860084714150395
Temporal_Sup_R,0.030105560507310457,-0.04303040344099919,0.3745843899499428,1.0,-0.17864772698867276
OFClat_L,-0.5669196180696876,0.15947943116885768,0.5860084714150395,-0.17864772698867276,1.0
