,Thal_PuL_L,ACC_sub_L,OFCmed_L,Red_N_R,Occipital_Mid_L,Heschl_R,Thal_PuA_L,N_Acc_R,ACC_pre_R,Thal_LGN_R,Temporal_Sup_L,Hippocampus_R,Angular_R,Paracentral_Lobule_R,Putamen_L,Temporal_Pole_Mid_R,Olfactory_R,Cerebellum_4_5_R,Cerebellum_9_L,Thal_VL_L,Temporal_Sup_R,Rolandic_Oper_L,ACC_pre_L,Precentral_R,Hippocampus_L,Frontal_Sup_Medial_R,Cingulate_Mid_R,Frontal_Inf_Oper_R,Thal_MGN_L,Thal_VA_R,Frontal_Sup_2_L,LC_L,Thal_PuM_L,Parietal_Sup_L,Temporal_Mid_R,Olfactory_L,Cerebellum_8_L,Precentral_L,Rectus_L,Fusiform_R
Thal_PuL_L,1.0,0.6021297746057513,0.4161676360996574,0.3429149198167459,0.013239811190382809,0.577786563524558,0.8566578598433767,0.6232798358654706,0.686300955144783,0.5599053643244291,0.5727073317209855,0.8029511443014655,-0.5662797051892968,0.5128282543923474,0.828552120571053,-0.183896464204765,0.7764378044825306,-0.5043723080374399,-0.025917514899811214,0.5877364851748892,-0.09381659378660959,0.6638875986395325,0.696981556058539,0.5266630697230852,0.7806479125539151,0.7590135079515906,0.6060654200690496,0.38935136541576143,0.3621660774560083,0.35559673562897626,0.7201928478082856,0.5282717505422148,0.7183024608311782,0.2305111706914564,-0.6279367529237289,0.8141933798604485,0.1985954605103812,0.27078107335139007,0.8006810390884151,-0.3994286617294737
ACC_sub_L,0.6021297746057513,1.0,0.7039797022106549,0.1633746258829572,-0.23880513369587864,0.410774708045816,0.5913988567266717,0.7273582600744737,0.6913487470305025,0.44385634991226086,0.5325743504880811,0.613112393779251,-0.48942456920845673,0.5445392288933942,0.7503580060604265,-0.29087770392399875,0.6562768414441745,-0.6138320787509093,0.1279335993378282,0.49913421761248195,-0.19654009536721376,0.6465134490035104,0.720037899939333,0.41660747237209456,0.5220546058302502,0.6512324151099402,0.4492224585297175,0.2485500625741105,0.2062364914605443,0.24579577529050153,0.6647905395230074,0.3113140746906721,0.46877075720483957,0.25789585421239114,-0.5977311411857851,0.6564962526244144,0.1039966112569482,0.3319364396998827,0.7240008707215106,-0.5357762661231158
OFCmed_L,0.4161676360996574,0.7039797022106549,1.0,0.22804165431344553,-0.07365624340387036,0.23145691726517442,0.4600491405344404,0.5888031880884154,0.3470969471094769,0.34418978025699737,0.499913172628989,0.47521981057796137,-0.41664344135072046,0.42270439663977105,0.5822835117916546,-0.2210438994295799,0.4115385641200425,-0.33091588811897893,-0.1117414918572586,0.5696291021649275,-0.025455512107904425,0.5185754340468675,0.43516655407718646,0.3836284418751544,0.42705778718343923,0.39553909989246716,0.3992415926041021,0.19553841339368594,0.13545457893344717,0.16524063093519817,0.4492675625152478,0.37302564496978113,0.5108113208971419,0.1521615093572584,-0.40233687011367464,0.44646691584877324,0.23438735714107106,0.29606458780221984,0.6002298464076326,-0.27403018588071004
Red_N_R,0.3429149198167459,0.1633746258829572,0.22804165431344553,1.0,0.06678140719760865,0.5272797263682383,0.562417381060214,0.3675700482130926,0.21888727824290016,0.6051593939681438,0.579169796565958,0.6650194422542794,0.04810212522479387,0.5870316595448355,0.49173135949034535,-0.10344455832768183,0.3277269941170133,0.02744206820034706,-0.03491904880962013,0.5728222830089151,0.5725204253588858,0.5407210651813564,0.33303827785432155,0.7751894067595753,0.6828093691544967,0.4170888054014688,0.780454819565121,0.626488880210734,0.4583172871430673,0.5925106599526971,0.5914919161343545,0.3104948123055683,0.5676025458208604,0.33209697239688796,0.05487502430936256,0.4215370397927253,0.24483537305504563,0.5610673498487454,0.4691508550140131,0.20816243522524902
Occipital_Mid_L,0.013239811190382809,-0.23880513369587864,-0.07365624340387036,0.06678140719760865,1.0,-0.21474999563108302,-0.033109460975588687,-0.08133029744934461,-0.16196451634261197,-0.16571434192309906,-0.04681638818200874,-0.033669425438152524,0.17132004625349673,-0.09333268533752954,-0.11731973068165097,0.04323447784946995,-0.12736532009376,0.15931946450632545,-0.37875608519536835,-0.018172416576719884,0.03619481395224338,-0.2271924955293926,-0.23357850971857855,-0.14182399752953706,-0.011179328544474692,-0.2346337297798642,-0.07690747170236382,-0.12665130164709437,-0.11654782438054781,-0.05604421961846599,-0.2525129861301383,0.06603862785746391,-0.06559090735251,0.13085495403735495,-0.005721642003014571,-0.07469055552561486,0.43627280998178797,-0.3422666540863674,-0.14112872260062084,0.12933943714980545
Heschl_R,0.577786563524558,0.410774708045816,0.23145691726517442,0.5272797263682383,-0.21474999563108302,1.0,0.615504156747598,0.4654139576373328,0.6074124996190894,0.6525653107560159,0.4867378068122432,0.7643665106061489,-0.1538157857156779,0.655108877204214,0.6880395295467651,-0.13188088919095187,0.5730738930766096,-0.42859319983344013,0.32650135612924175,0.5043184449565903,0.14995020524196379,0.6876302308850561,0.6110835361166257,0.7595223762793648,0.6840126717803052,0.7661005002620266,0.7526249783908145,0.5536861940137066,0.6677517210695412,0.5990578792838738,0.8139030988147137,0.15062855625915977,0.6011499315090078,0.37608937192415015,-0.2921045408018132,0.5979479911318745,0.2201817777809991,0.662270689634304,0.6156914970032303,-0.3007204495389026
Thal_PuA_L,0.8566578598433767,0.5913988567266717,0.4600491405344404,0.562417381060214,-0.033109460975588687,0.615504156747598,1.0,0.6767839931966492,0.6213434302948777,0.7270639472610829,0.7089765646459288,0.8626711674433881,-0.46875987042989675,0.6499209981834299,0.8551329627981861,-0.20857060787935683,0.7850978328549629,-0.336515611069483,-0.06138696769574074,0.7771955976110231,0.17032939254908652,0.7957346885168257,0.6898510086732429,0.6932978402598604,0.891952616232645,0.7398019458552676,0.8249102111365771,0.6418761296652873,0.45788797995749675,0.5382407462233842,0.8010687495267765,0.6060519616701129,0.8601848617820665,0.2805013557298902,-0.4429058756595253,0.8289407686669252,0.16139348413359897,0.47976505387551316,0.8154487933823759,-0.18830940481715308
N_Acc_R,0.6232798358654706,0.7273582600744737,0.5888031880884154,0.3675700482130926,-0.08133029744934461,0.4654139576373328,0.6767839931966492,1.0,0.6666380818652888,0.6098628405798595,0.6253612300205338,0.7233991446753298,-0.4811013361895055,0.5488427857556032,0.789414022966336,-0.34729464008710936,0.6989651759769674,-0.47660806709362347,0.0001712988192453523,0.5692315075465871,-0.03980407596086328,0.6968810270370145,0.6973529701989877,0.5210444670129736,0.6760922360872451,0.6130567973105677,0.5653871741073496,0.41087278347717493,0.26545702215893496,0.4122642435865621,0.6938847868496426,0.47835286591046705,0.5112401188997603,0.2631184005753072,-0.5350680287091638,0.7966520356471959,0.13466419216033604,0.37059830512997977,0.7240762190592879,-0.37549949197507915
ACC_pre_R,0.686300955144783,0.6913487470305025,0.3470969471094769,0.21888727824290016,-0.16196451634261197,0.6074124996190894,0.6213434302948777,0.6666380818652888,1.0,0.5562402093861293,0.4017344775718884,0.752588018650467,-0.366724180576283,0.5454437040873953,0.7871530651141312,-0.3269747123602483,0.7575937623727634,-0.8204031652501683,0.3306352788907037,0.31378120655988645,-0.3634116352940361,0.6117823713224987,0.8564502977369309,0.4480166905392185,0.6237468579095699,0.8305155159669316,0.4895089655125741,0.2811345942288793,0.43701304341744257,0.4701621731433894,0.7618220260678671,0.14382066920944395,0.3628365395513565,0.46838559179375117,-0.7510411897226843,0.8123989459436022,0.09991886921415913,0.24340557757877315,0.7382966878154885,-0.7085139990118924
Thal_LGN_R,0.5599053643244291,0.44385634991226086,0.34418978025699737,0.6051593939681438,-0.16571434192309906,0.6525653107560159,0.7270639472610829,0.6098628405798595,0.5562402093861293,1.0,0.631313723476036,0.7850878816570788,-0.3073559863725196,0.6424467691857834,0.7000850294143259,-0.27158704364295494,0.5500143999003738,-0.28518267713278994,0.18659163953039878,0.6160527017793453,0.24595339425258347,0.7095575254288768,0.6125740442453439,0.7230886449331793,0.787052962069019,0.6410663774800923,0.7855104519510336,0.6144950104515149,0.5622475462377939,0.6108654396008676,0.7394590829801214,0.4055567968832673,0.6375831659735465,0.2676296137697824,-0.28718300639297983,0.6437372936500587,0.029819416382895047,0.5997661714890249,0.6281182424468262,-0.12395468594260672
Temporal_Sup_L,0.5727073317209855,0.5325743504880811,0.499913172628989,0.579169796565958,-0.04681638818200874,0.4867378068122432,0.7089765646459288,0.6253612300205338,0.4017344775718884,0.631313723476036,1.0,0.6999854592190523,-0.27227426520970066,0.648241900343123,0.7632728132668191,-0.18810558666905486,0.5078736469222486,-0.10628699553843952,-0.07349209795109893,0.8049422162762759,0.20942150274462037,0.8245930875756101,0.47948400139648717,0.7527513251661978,0.8155075452123376,0.5489351140835067,0.7413000002857366,0.5038850452141522,0.385522614552378,0.5263377079218859,0.6645155047498787,0.5859607372057084,0.7468800103392415,0.2850131803321358,-0.34563751171406815,0.5916745373945563,0.259613104982052,0.5576571535981726,0.6723866940788726,-0.04576143268178095
Hippocampus_R,0.8029511443014655,0.613112393779251,0.47521981057796137,0.6650194422542794,-0.033669425438152524,0.7643665106061489,0.8626711674433881,0.7233991446753298,0.752588018650467,0.7850878816570788,0.6999854592190523,1.0,-0.36086257269990424,0.7586334312519489,0.9051036559412434,-0.26612479091771785,0.7779683907770246,-0.5227895669096411,0.10744247521694332,0.6935780148801549,0.08972557801534721,0.7980320828980176,0.7608158519309971,0.7702987497375702,0.9106460034647221,0.818197499886071,0.8420463154074984,0.5433679096913936,0.5960566798684284,0.6298540171287135,0.876080454978737,0.4163098990194792,0.7350197666795777,0.47349218637263935,-0.5370192727831691,0.837654279532912,0.2997015140820143,0.5153623291281314,0.8421976352802439,-0.3443178976544874
Angular_R,-0.5662797051892968,-0.48942456920845673,-0.41664344135072046,0.04810212522479387,0.17132004625349673,-0.1538157857156779,-0.46875987042989675,-0.4811013361895055,-0.366724180576283,-0.3073559863725196,-0.27227426520970066,-0.36086257269990424,1.0,-0.005247483205339421,-0.519222237614601,0.3065829980946285,-0.5595762895530345,0.3721308014612022,0.05654871158599093,-0.2751515045193058,0.2346645931751489,-0.4333893232633344,-0.5112035070364624,-0.041367952771803204,-0.3648719711364685,-0.3742849598031438,-0.17876695135122192,-0.12042472493719691,0.06465988648448066,0.024360850380199937,-0.35586567442685874,-0.6271039573498387,-0.37440750568325054,0.44778983691466634,0.4817477220032699,-0.548083218389481,0.016405028384075013,-0.052594118300605404,-0.5686588338438348,0.31903763252929596
Paracentral_Lobule_R,0.5128282543923474,0.5445392288933942,0.42270439663977105,0.5870316595448355,-0.09333268533752954,0.655108877204214,0.6499209981834299,0.5488427857556032,0.5454437040873953,0.6424467691857834,0.648241900343123,0.7586334312519489,-0.005247483205339421,1.0,0.7200291816500644,-0.18584922867623316,0.512988987821765,-0.4321265137418264,0.20705921573270222,0.6841341778677611,0.13659552833783303,0.6854386992042343,0.5932090401532287,0.7957482537104758,0.681130071367225,0.6506473799826132,0.7512799312491049,0.44132543986244516,0.5938464084451957,0.537188380954816,0.7460046802717478,0.07673895248017738,0.6800340869984072,0.6974744984064387,-0.385913382798924,0.5561779038452568,0.19569381321225043,0.6986204369637227,0.6574440762053998,-0.3305992626198227
Putamen_L,0.828552120571053,0.7503580060604265,0.5822835117916546,0.49173135949034535,-0.11731973068165097,0.6880395295467651,0.8551329627981861,0.789414022966336,0.7871530651141312,0.7000850294143259,0.7632728132668191,0.9051036559412434,-0.519222237614601,0.7200291816500644,1.0,-0.2518679149097454,0.8447236746700922,-0.5891975069042581,0.0774203490924307,0.7063213861208848,-0.06424593687464505,0.8584490099852148,0.8063613199478137,0.7035495363334087,0.8722602839903165,0.84308665205644,0.7659256743731934,0.4648284309066688,0.47142952465255555,0.5152790354694301,0.8744003823905053,0.47251775838646787,0.7406117910445833,0.3773823337559983,-0.6694763859294813,0.8864761301681205,0.2565699253258462,0.4962844740231155,0.9143552591844561,-0.46436185507334427
Temporal_Pole_Mid_R,-0.183896464204765,-0.29087770392399875,-0.2210438994295799,-0.10344455832768183,0.04323447784946995,-0.13188088919095187,-0.20857060787935683,-0.34729464008710936,-0.3269747123602483,-0.27158704364295494,-0.18810558666905486,-0.26612479091771785,0.3065829980946285,-0.18584922867623316,-0.2518679149097454,1.0,-0.34782389238266037,0.28563959912359926,0.020788779635361982,-0.12434578314474215,0.12831971928008892,-0.23849740084352256,-0.43473740588972154,-0.08760376771645534,-0.19371568212252135,-0.11646893581380388,-0.16104619609143103,-0.08834386693352513,0.05780752115279086,-0.07346620374308513,-0.21432805464743274,-0.242427349516979,-0.09453984861731694,-0.03051744088138692,0.2532365004925065,-0.3677530683695475,-0.04668243621332242,-0.10491874253472605,-0.34986763875298726,0.22559381628507155
Olfactory_R,0.7764378044825306,0.6562768414441745,0.4115385641200425,0.3277269941170133,-0.12736532009376,0.5730738930766096,0.7850978328549629,0.6989651759769674,0.7575937623727634,0.5500143999003738,0.5078736469222486,0.7779683907770246,-0.5595762895530345,0.512988987821765,0.8447236746700922,-0.34782389238266037,1.0,-0.5744610130520383,0.013285760642865038,0.4932155821234157,-0.0915682853806328,0.6970089727206721,0.8048968242250121,0.5164280606467422,0.7340324064348005,0.7418820778187741,0.6227436425441402,0.3968907956793178,0.30314683290379624,0.3245801672741491,0.766874321523965,0.46805789963092087,0.5898835171737195,0.2359896544941108,-0.5875737992087966,0.923896753707298,0.11369817441838909,0.30657623992904287,0.8549986091464216,-0.4502209821191456
Cerebellum_4_5_R,-0.5043723080374399,-0.6138320787509093,-0.33091588811897893,0.02744206820034706,0.15931946450632545,-0.42859319983344013,-0.336515611069483,-0.47660806709362347,-0.8204031652501683,-0.28518267713278994,-0.10628699553843952,-0.5227895669096411,0.3721308014612022,-0.4321265137418264,-0.5891975069042581,0.28563959912359926,-0.5744610130520383,1.0,-0.4265380246753649,-0.04827194942569108,0.6420791372490458,-0.32874622760758015,-0.7181521437992879,-0.1718806243475009,-0.28352719320314024,-0.627747921475668,-0.1770745223614019,0.12455827209421808,-0.2722333122905967,-0.18400851889323394,-0.510499931771421,0.13025159485381396,-0.11457930371160831,-0.40642020091464826,0.8356626881871086,-0.6000747791802347,-0.16365826477039758,-0.07183254322913629,-0.5978834960100025,0.9464957591617983
Cerebellum_9_L,-0.025917514899811214,0.1279335993378282,-0.1117414918572586,-0.03491904880962013,-0.37875608519536835,0.32650135612924175,-0.06138696769574074,0.0001712988192453523,0.3306352788907037,0.18659163953039878,-0.07349209795109893,0.10744247521694332,0.05654871158599093,0.20705921573270222,0.0774203490924307,0.020788779635361982,0.013285760642865038,-0.4265380246753649,1.0,-0.12231844921221113,-0.26539803788914906,0.06357567736611103,0.24604786914829252,0.16642870454534256,-0.0019761518552798025,0.38369597967145,0.017977220607696444,0.051722835359869344,0.42840343359669975,0.180551108116148,0.26624388499889295,-0.48155402478879544,-0.07140862546046449,0.22621594799610098,-0.16564804362999472,0.016200338006036017,-0.26563147123021785,0.35545508125950087,0.02397676512540939,-0.42433664704439195
Thal_VL_L,0.5877364851748892,0.49913421761248195,0.5696291021649275,0.5728222830089151,-0.018172416576719884,0.5043184449565903,0.7771955976110231,0.5692315075465871,0.31378120655988645,0.6160527017793453,0.8049422162762759,0.6935780148801549,-0.2751515045193058,0.6841341778677611,0.7063213861208848,-0.12434578314474215,0.4932155821234157,-0.04827194942569108,-0.12231844921221113,1.0,0.3516605796825903,0.7772665058082413,0.42092712289094825,0.7306405614412297,0.7596492785547148,0.541061371489206,0.7714513767025173,0.6025600503548791,0.46233411678737457,0.48199513645338704,0.6517528732790824,0.5002765345902053,0.8987771725926714,0.2809851333927072,-0.19316453469160066,0.5392141699604109,0.17958999968222747,0.6340544533738047,0.6341607599346712,0.0533472873684622
Temporal_Sup_R,-0.09381659378660959,-0.19654009536721376,-0.025455512107904425,0.5725204253588858,0.03619481395224338,0.14995020524196379,0.17032939254908652,-0.03980407596086328,-0.3634116352940361,0.24595339425258347,0.20942150274462037,0.08972557801534721,0.2346645931751489,0.13659552833783303,-0.06424593687464505,0.12831971928008892,-0.0915682853806328,0.6420791372490458,-0.26539803788914906,0.3516605796825903,1.0,0.1708558550228323,-0.1675035265072687,0.43905566620822967,0.23298277131597003,-0.06063043611968744,0.41637320108940207,0.6068942861717785,0.042814565977820504,0.23835688735196264,0.13897541369043107,0.27549061040916784,0.3521741129209946,-0.1412934247970462,0.71749025999248,-0.07916602369802175,-0.1559957725283273,0.3885962713103132,-0.03295772441774335,0.777953308840837
Rolandic_Oper_L,0.6638875986395325,0.6465134490035104,0.5185754340468675,0.5407210651813564,-0.2271924955293926,0.6876302308850561,0.7957346885168257,0.6968810270370145,0.6117823713224987,0.7095575254288768,0.8245930875756101,0.7980320828980176,-0.4333893232633344,0.6854386992042343,0.8584490099852148,-0.23849740084352256,0.6970089727206721,-0.32874622760758015,0.06357567736611103,0.7772665058082413,0.1708558550228323,1.0,0.6688224813223064,0.7677669369064711,0.8249846404407734,0.748187571090081,0.8010479505084338,0.6068549768602559,0.4775143590167673,0.5727814768000777,0.8509862606408233,0.549907488172681,0.7912564237149234,0.21083475291033382,-0.3802931213618472,0.728140808126866,0.1483153478548123,0.6323102698682618,0.7842798651274433,-0.21114520687127378
ACC_pre_L,0.696981556058539,0.720037899939333,0.43516655407718646,0.33303827785432155,-0.23357850971857855,0.6110835361166257,0.6898510086732429,0.6973529701989877,0.8564502977369309,0.6125740442453439,0.47948400139648717,0.7608158519309971,-0.5112035070364624,0.5932090401532287,0.8063613199478137,-0.43473740588972154,0.8048968242250121,-0.7181521437992879,0.24604786914829252,0.42092712289094825,-0.1675035265072687,0.6688224813223064,1.0,0.5497509832571882,0.6764290598185411,0.8270121919922157,0.5912791473373648,0.4031586273281136,0.38337758367859676,0.425460292632785,0.8335698967563999,0.29366606252930566,0.49584487223361384,0.30143795518600264,-0.642010350413625,0.8526344628549561,0.026378085105775363,0.3957549233445008,0.8633661424000839,-0.5898972698896118
Precentral_R,0.5266630697230852,0.41660747237209456,0.3836284418751544,0.7751894067595753,-0.14182399752953706,0.7595223762793648,0.6932978402598604,0.5210444670129736,0.4480166905392185,0.7230886449331793,0.7527513251661978,0.7702987497375702,-0.041367952771803204,0.7957482537104758,0.7035495363334087,-0.08760376771645534,0.5164280606467422,-0.1718806243475009,0.16642870454534256,0.7306405614412297,0.43905566620822967,0.7677669369064711,0.5497509832571882,1.0,0.8069716038284884,0.7141279114498387,0.9012839726596638,0.7294729552195376,0.65205607521515,0.6716674784625514,0.8418514119449745,0.2964240669226498,0.7707568282331095,0.4421801180395015,-0.1505155872177627,0.5762308380973035,0.14456493183343536,0.8111170716186032,0.6675444989759957,-0.03936555235776457
Hippocampus_L,0.7806479125539151,0.5220546058302502,0.42705778718343923,0.6828093691544967,-0.011179328544474692,0.6840126717803052,0.891952616232645,0.6760922360872451,0.6237468579095699,0.787052962069019,0.8155075452123376,0.9106460034647221,-0.3648719711364685,0.681130071367225,0.8722602839903165,-0.19371568212252135,0.7340324064348005,-0.28352719320314024,-0.0019761518552798025,0.7596492785547148,0.23298277131597003,0.8249846404407734,0.6764290598185411,0.8069716038284884,1.0,0.7641418461827136,0.8595041288585823,0.6387199145728508,0.5561165654951499,0.6392453876502782,0.8421871581871091,0.575684552030075,0.8101652364657607,0.32825063937409293,-0.42040676511825575,0.8135715681207856,0.20495383211841625,0.5344765308186513,0.8071770814662595,-0.1416797890885485
Frontal_Sup_Medial_R,0.7590135079515906,0.6512324151099402,0.39553909989246716,0.4170888054014688,-0.2346337297798642,0.7661005002620266,0.7398019458552676,0.6130567973105677,0.8305155159669316,0.6410663774800923,0.5489351140835067,0.818197499886071,-0.3742849598031438,0.6506473799826132,0.84308665205644,-0.11646893581380388,0.7418820778187741,-0.627747921475668,0.38369597967145,0.541061371489206,-0.06063043611968744,0.748187571090081,0.8270121919922157,0.7141279114498387,0.7641418461827136,1.0,0.699656117260544,0.5348680851702717,0.6110391196383609,0.5628776775559131,0.91879646497277,0.2315400715739966,0.6419718002652967,0.38697171161549904,-0.5652600659305769,0.7801409584537098,0.07436219256515203,0.5454700013203508,0.8050235710146149,-0.5050945228680359
