,Thal_PuL_L,ACC_sub_L,OFCmed_L,Red_N_R,Occipital_Mid_L,Heschl_R,Thal_PuA_L,N_Acc_R,ACC_pre_R,Thal_LGN_R,Temporal_Sup_L,Hippocampus_R,Angular_R,Paracentral_Lobule_R,Putamen_L,Temporal_Pole_Mid_R,Olfactory_R,Cerebellum_4_5_R,Cerebellum_9_L,Thal_VL_L,Temporal_Sup_R,Rolandic_Oper_L,ACC_pre_L,Precentral_R,Hippocampus_L,Frontal_Sup_Medial_R,Cingulate_Mid_R,Frontal_Inf_Oper_R,Thal_MGN_L,Thal_VA_R,Frontal_Sup_2_L,LC_L,Thal_PuM_L,Parietal_Sup_L,Temporal_Mid_R,Olfactory_L,Cerebellum_8_L,Precentral_L,Rectus_L,Fusiform_R
Cingulate_Mid_R,0.6060654200690496,0.4492224585297175,0.3992415926041021,0.780454819565121,-0.07690747170236382,0.7526249783908145,0.8249102111365771,0.5653871741073496,0.4895089655125741,0.7855104519510336,0.7413000002857366,0.8420463154074984,-0.17876695135122192,0.7512799312491049,0.7659256743731934,-0.16104619609143103,0.6227436425441402,-0.1770745223614019,0.017977220607696444,0.7714513767025173,0.41637320108940207,0.8010479505084338,0.5912791473373648,0.9012839726596638,0.8595041288585823,0.699656117260544,1.0,0.7784007338523704,0.6206226824833028,0.6779284695052438,0.8341728422364411,0.4402148001460846,0.8125484873262357,0.3908695071316039,-0.19969555139503772,0.6661300519786726,0.21324527734392384,0.7109590882153889,0.7005000271481083,-0.005649414352382756
Frontal_Inf_Oper_R,0.38935136541576143,0.2485500625741105,0.19553841339368594,0.626488880210734,-0.12665130164709437,0.5536861940137066,0.6418761296652873,0.41087278347717493,0.2811345942288793,0.6144950104515149,0.5038850452141522,0.5433679096913936,-0.12042472493719691,0.44132543986244516,0.4648284309066688,-0.08834386693352513,0.3968907956793178,0.12455827209421808,0.051722835359869344,0.6025600503548791,0.6068942861717785,0.6068549768602559,0.4031586273281136,0.7294729552195376,0.6387199145728508,0.5348680851702717,0.7784007338523704,1.0,0.4891814974398203,0.647195589118456,0.667794600496894,0.3945874057146428,0.6387005353976557,0.13708432563300163,0.15546341878018657,0.46077134411877135,-0.09766984079040214,0.675862464343036,0.43996257736054334,0.29766072919684466
Thal_MGN_L,0.3621660774560083,0.2062364914605443,0.13545457893344717,0.4583172871430673,-0.11654782438054781,0.6677517210695412,0.45788797995749675,0.26545702215893496,0.43701304341744257,0.5622475462377939,0.385522614552378,0.5960566798684284,0.06465988648448066,0.5938464084451957,0.47142952465255555,0.05780752115279086,0.30314683290379624,-0.2722333122905967,0.42840343359669975,0.46233411678737457,0.042814565977820504,0.4775143590167673,0.38337758367859676,0.65205607521515,0.5561165654951499,0.6110391196383609,0.6206226824833028,0.4891814974398203,1.0,0.613561520612898,0.611794096159124,-0.08379044588613992,0.4794396863439835,0.5088653504974701,-0.23827756368261466,0.33838278564935564,0.18524353597399792,0.6506462393221728,0.35273546794825494,-0.21461699748947638
Thal_VA_R,0.35559673562897626,0.24579577529050153,0.16524063093519817,0.5925106599526971,-0.05604421961846599,0.5990578792838738,0.5382407462233842,0.4122642435865621,0.4701621731433894,0.6108654396008676,0.5263377079218859,0.6298540171287135,0.024360850380199937,0.537188380954816,0.5152790354694301,-0.07346620374308513,0.3245801672741491,-0.18400851889323394,0.180551108116148,0.48199513645338704,0.23835688735196264,0.5727814768000777,0.425460292632785,0.6716674784625514,0.6392453876502782,0.5628776775559131,0.6779284695052438,0.647195589118456,0.613561520612898,1.0,0.644016386430748,0.15833268040900678,0.44946016763743546,0.4082005648020153,-0.1634473766576356,0.47102866634722784,0.18959113780054726,0.5201544229055421,0.43469523565195095,-0.04254742626296757
Frontal_Sup_2_L,0.7201928478082856,0.6647905395230074,0.4492675625152478,0.5914919161343545,-0.2525129861301383,0.8139030988147137,0.8010687495267765,0.6938847868496426,0.7618220260678671,0.7394590829801214,0.6645155047498787,0.876080454978737,-0.35586567442685874,0.7460046802717478,0.8744003823905053,-0.21432805464743274,0.766874321523965,-0.510499931771421,0.26624388499889295,0.6517528732790824,0.13897541369043107,0.8509862606408233,0.8335698967563999,0.8418514119449745,0.8421871581871091,0.91879646497277,0.8341728422364411,0.667794600496894,0.611794096159124,0.644016386430748,1.0,0.3254108310650991,0.7258676982374371,0.3761269669957041,-0.4324715053899844,0.809806835500741,0.08425630912066957,0.7046523082019092,0.8370180465465019,-0.36179936240122423
LC_L,0.5282717505422148,0.3113140746906721,0.37302564496978113,0.3104948123055683,0.06603862785746391,0.15062855625915977,0.6060519616701129,0.47835286591046705,0.14382066920944395,0.4055567968832673,0.5859607372057084,0.4163098990194792,-0.6271039573498387,0.07673895248017738,0.47251775838646787,-0.242427349516979,0.46805789963092087,0.13025159485381396,-0.48155402478879544,0.5002765345902053,0.27549061040916784,0.549907488172681,0.29366606252930566,0.2964240669226498,0.575684552030075,0.2315400715739966,0.4402148001460846,0.3945874057146428,-0.08379044588613992,0.15833268040900678,0.3254108310650991,1.0,0.5538069257401849,-0.3553133371887053,-0.13500265782276658,0.5128592512376512,0.12115247689915187,0.089535513379124,0.5008224835053547,0.20431915938724138
Thal_PuM_L,0.7183024608311782,0.46877075720483957,0.5108113208971419,0.5676025458208604,-0.06559090735251,0.6011499315090078,0.8601848617820665,0.5112401188997603,0.3628365395513565,0.6375831659735465,0.7468800103392415,0.7350197666795777,-0.37440750568325054,0.6800340869984072,0.7406117910445833,-0.09453984861731694,0.5898835171737195,-0.11457930371160831,-0.07140862546046449,0.8987771725926714,0.3521741129209946,0.7912564237149234,0.49584487223361384,0.7707568282331095,0.8101652364657607,0.6419718002652967,0.8125484873262357,0.6387005353976557,0.4794396863439835,0.44946016763743546,0.7258676982374371,0.5538069257401849,1.0,0.20524945909376277,-0.2312612556670385,0.6130310829071545,0.12568461518520846,0.6486249703509173,0.7103443217969206,-0.012318224209047542
Parietal_Sup_L,0.2305111706914564,0.25789585421239114,0.1521615093572584,0.33209697239688796,0.13085495403735495,0.37608937192415015,0.2805013557298902,0.2631184005753072,0.46838559179375117,0.2676296137697824,0.2850131803321358,0.47349218637263935,0.44778983691466634,0.6974744984064387,0.3773823337559983,-0.03051744088138692,0.2359896544941108,-0.40642020091464826,0.22621594799610098,0.2809851333927072,-0.1412934247970462,0.21083475291033382,0.30143795518600264,0.4421801180395015,0.32825063937409293,0.38697171161549904,0.3908695071316039,0.13708432563300163,0.5088653504974701,0.4082005648020153,0.3761269669957041,-0.3553133371887053,0.20524945909376277,1.0,-0.38289693025904836,0.2815788499556699,0.30715606134502177,0.27742411469283823,0.28625998681599135,-0.35260173083034274
Temporal_Mid_R,-0.6279367529237289,-0.5977311411857851,-0.40233687011367464,0.05487502430936256,-0.005721642003014571,-0.2921045408018132,-0.4429058756595253,-0.5350680287091638,-0.7510411897226843,-0.28718300639297983,-0.34563751171406815,-0.5370192727831691,0.4817477220032699,-0.385913382798924,-0.6694763859294813,0.2532365004925065,-0.5875737992087966,0.8356626881871086,-0.16564804362999472,-0.19316453469160066,0.71749025999248,-0.3802931213618472,-0.642010350413625,-0.1505155872177627,-0.42040676511825575,-0.5652600659305769,-0.19969555139503772,0.15546341878018657,-0.23827756368261466,-0.1634473766576356,-0.4324715053899844,-0.13500265782276658,-0.2312612556670385,-0.38289693025904836,1.0,-0.6475754964414733,-0.30156262587863814,0.045012079110598686,-0.6361642837658735,0.8508389356729643
Olfactory_L,0.8141933798604485,0.6564962526244144,0.44646691584877324,0.4215370397927253,-0.07469055552561486,0.5979479911318745,0.8289407686669252,0.7966520356471959,0.8123989459436022,0.6437372936500587,0.5916745373945563,0.837654279532912,-0.548083218389481,0.5561779038452568,0.8864761301681205,-0.3677530683695475,0.923896753707298,-0.6000747791802347,0.016200338006036017,0.5392141699604109,-0.07916602369802175,0.728140808126866,0.8526344628549561,0.5762308380973035,0.8135715681207856,0.7801409584537098,0.6661300519786726,0.46077134411877135,0.33838278564935564,0.47102866634722784,0.809806835500741,0.5128592512376512,0.6130310829071545,0.2815788499556699,-0.6475754964414733,1.0,0.11600613420773646,0.3038242010819516,0.9085403032201457,-0.46112589242573104
Cerebellum_8_L,0.1985954605103812,0.1039966112569482,0.23438735714107106,0.24483537305504563,0.43627280998178797,0.2201817777809991,0.16139348413359897,0.13466419216033604,0.09991886921415913,0.029819416382895047,0.259613104982052,0.2997015140820143,0.016405028384075013,0.19569381321225043,0.2565699253258462,-0.04668243621332242,0.11369817441838909,-0.16365826477039758,-0.26563147123021785,0.17958999968222747,-0.1559957725283273,0.1483153478548123,0.026378085105775363,0.14456493183343536,0.20495383211841625,0.07436219256515203,0.21324527734392384,-0.09766984079040214,0.18524353597399792,0.18959113780054726,0.08425630912066957,0.12115247689915187,0.12568461518520846,0.30715606134502177,-0.30156262587863814,0.11600613420773646,1.0,-0.034626308305021294,0.15763022084529044,-0.19766394180079153
Precentral_L,0.27078107335139007,0.3319364396998827,0.29606458780221984,0.5610673498487454,-0.3422666540863674,0.662270689634304,0.47976505387551316,0.37059830512997977,0.24340557757877315,0.5997661714890249,0.5576571535981726,0.5153623291281314,-0.052594118300605404,0.6986204369637227,0.4962844740231155,-0.10491874253472605,0.30657623992904287,-0.07183254322913629,0.35545508125950087,0.6340544533738047,0.3885962713103132,0.6323102698682618,0.3957549233445008,0.8111170716186032,0.5344765308186513,0.5454700013203508,0.7109590882153889,0.675862464343036,0.6506462393221728,0.5201544229055421,0.7046523082019092,0.089535513379124,0.6486249703509173,0.27742411469283823,0.045012079110598686,0.3038242010819516,-0.034626308305021294,1.0,0.4149840532577579,0.004042362736410452
Rectus_L,0.8006810390884151,0.7240008707215106,0.6002298464076326,0.4691508550140131,-0.14112872260062084,0.6156914970032303,0.8154487933823759,0.7240762190592879,0.7382966878154885,0.6281182424468262,0.6723866940788726,0.8421976352802439,-0.5686588338438348,0.6574440762053998,0.9143552591844561,-0.34986763875298726,0.8549986091464216,-0.5978834960100025,0.02397676512540939,0.6341607599346712,-0.03295772441774335,0.7842798651274433,0.8633661424000839,0.6675444989759957,0.8071770814662595,0.8050235710146149,0.7005000271481083,0.43996257736054334,0.35273546794825494,0.43469523565195095,0.8370180465465019,0.5008224835053547,0.7103443217969206,0.28625998681599135,-0.6361642837658735,0.9085403032201457,0.15763022084529044,0.4149840532577579,1.0,-0.45497880472335533
Fusiform_R,-0.3994286617294737,-0.5357762661231158,-0.27403018588071004,0.20816243522524902,0.12933943714980545,-0.3007204495389026,-0.18830940481715308,-0.37549949197507915,-0.7085139990118924,-0.12395468594260672,-0.04576143268178095,-0.3443178976544874,0.31903763252929596,-0.3305992626198227,-0.46436185507334427,0.22559381628507155,-0.4502209821191456,0.9464957591617983,-0.42433664704439195,0.0533472873684622,0.777953308840837,-0.21114520687127378,-0.5898972698896118,-0.03936555235776457,-0.1416797890885485,-0.5050945228680359,-0.005649414352382756,0.29766072919684466,-0.21461699748947638,-0.04254742626296757,-0.36179936240122423,0.20431915938724138,-0.012318224209047542,-0.35260173083034274,0.8508389356729643,-0.46112589242573104,-0.19766394180079153,0.004042362736410452,-0.45497880472335533,1.0
