,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8
SN_pr_L,1.0,0.31657553835742147,0.15354598479643375,0.18112126414307056,-0.014956492008270577,0.045796836174279126,0.3231414452567696,0.011653455713850994,-0.04107409541332834,-0.020763252294089603
Thal_MDl_R,0.31657553835742147,1.0,-0.21130858299344144,0.2034296024665703,0.2646688171077121,0.6308403704993111,-0.1299600238646553,0.19407285905781535,0.00877843060560584,0.24009749563275418
OFCpost_R,0.15354598479643375,-0.21130858299344144,1.0,0.31610107463006154,-0.373870178770682,-0.32059552699482385,0.6580692186475968,-0.28516431904556827,0.46002070131064193,-0.4066209689736066
Temporal_Sup_R,0.18112126414307056,0.2034296024665703,0.31610107463006154,1.0,-0.26007236219883584,0.14995020524196379,0.6206181613906291,-0.19149012228456977,0.58023654624629,-0.4075849670215821
OFClat_L,-0.014956492008270577,0.2646688171077121,-0.373870178770682,-0.26007236219883584,1.0,0.33277368495478005,-0.5115765992283675,0.29491813869994027,-0.33465797372824574,0.3045018503996993
Heschl_R,0.045796836174279126,0.6308403704993111,-0.32059552699482385,0.14995020524196379,0.33277368495478005,1.0,-0.3282753917740242,0.1919232770024844,0.1712457261223316,0.32353117902983913
Cuneus_L,0.3231414452567696,-0.1299600238646553,0.6580692186475968,0.6206181613906291,-0.5115765992283675,-0.3282753917740242,1.0,-0.289780159282068,0.5409357233896831,-0.6734097272896993
Occipital_Inf_R,0.011653455713850994,0.19407285905781535,-0.28516431904556827,-0.19149012228456977,0.29491813869994027,0.1919232770024844,-0.289780159282068,1.0,-0.09006912399983179,0.12704104423400062
Temporal_Inf_R,-0.04107409541332834,0.00877843060560584,0.46002070131064193,0.58023654624629,-0.33465797372824574,0.1712457261223316,0.5409357233896831,-0.09006912399983179,1.0,-0.4671472341028799
Vermis_8,-0.020763252294089603,0.24009749563275418,-0.4066209689736066,-0.4075849670215821,0.3045018503996993,0.32353117902983913,-0.6734097272896993,0.12704104423400062,-0.4671472341028799,1.0
