,Temporal_Sup_L,OFCant_L,Precentral_L,Amygdala_L,Occipital_Sup_L,Occipital_Sup_R,Vermis_7,Frontal_Mid_2_R,Cuneus_L,Cerebellum_3_L,Thal_MDl_L,Angular_R,Temporal_Pole_Mid_L,N_Acc_R,Olfactory_L,Frontal_Sup_Medial_L,Cerebellum_4_5_L,Cerebellum_7b_L,Cerebellum_9_L,Thal_MDl_R,Thal_VL_R,Frontal_Inf_Orb_2_L,Thal_LP_R,Cerebellum_10_R,Thal_PuM_R,Cingulate_Mid_L,Cerebellum_Crus2_L,Frontal_Sup_Medial_R,Putamen_L,Supp_Motor_Area_L,SupraMarginal_R,SN_pc_R,Thal_VA_R,Cerebellum_4_5_R,Cerebellum_6_L,Thal_PuL_R,VTA_R,Temporal_Pole_Mid_R,OFCmed_R,Paracentral_Lobule_L,Thal_LP_L,Thal_MGN_R,Thal_LGN_R,VTA_L,Cerebellum_3_R,ParaHippocampal_R,Pallidum_R,Temporal_Mid_R,Frontal_Inf_Tri_L,Fusiform_R,Thal_PuL_L,Vermis_3,N_Acc_L,Precuneus_L,Heschl_L,Red_N_R,Precentral_R,Thal_VPL_L,ParaHippocampal_L,Angular_L,Thal_AV_L,Cerebellum_Crus2_R,Frontal_Inf_Tri_R,Thal_VA_L,Cerebellum_8_R,Hippocampus_R,OFCpost_L,Cuneus_R,Frontal_Mid_2_L,Temporal_Mid_L,Occipital_Inf_R,Postcentral_R,Rolandic_Oper_L,Fusiform_L,Thal_PuA_R,Cerebellum_Crus1_R,Pallidum_L,Vermis_10,Thal_MDm_R,Rectus_R,Postcentral_L,Frontal_Inf_Orb_2_R,Thal_AV_R,Thal_VPL_R,SN_pr_L,Cerebellum_10_L,Temporal_Pole_Sup_L,Temporal_Inf_L,Rectus_L,Occipital_Mid_R,LC_L,Insula_L,Parietal_Inf_R,Occipital_Inf_L,Paracentral_Lobule_R,Supp_Motor_Area_R,Thal_VL_L,Cerebellum_6_R,Cerebellum_7b_R,Thal_PuM_L,Frontal_Med_Orb_R,Cerebellum_8_L,Amygdala_R,Cingulate_Mid_R,Calcarine_R,Caudate_R,Occipital_Mid_L,Frontal_Inf_Oper_R,Hippocampus_L,SN_pr_R,Parietal_Sup_L,Thal_PuI_R,Thal_LGN_L,Caudate_L,SN_pc_L,ACC_sup_R,Temporal_Pole_Sup_R,Frontal_Inf_Oper_L,Temporal_Inf_R,Rolandic_Oper_R
Temporal_Sup_L,1.0,-0.005827305149182265,0.5576571535981726,0.7056164509851727,-0.21312294006773552,-0.30126737263666514,0.29387255273743335,0.7383739638987633,-0.14405661782477308,-0.0500733162574772,0.21058015226414722,-0.27227426520970066,0.2543354973886612,0.6253612300205338,0.5916745373945563,0.7287334651877581,-0.03255377270741593,-0.4351304649362222,-0.07349209795109893,0.6872978921713129,0.3504295611667455,0.2721685868806134,0.3396370075591856,0.1414444304116713,0.6323255270009944,0.7502845986517845,-0.2482890393852603,0.5489351140835067,0.7632728132668191,0.8085311128579743,0.27740170195761776,-0.1572944723097507,0.5263377079218859,-0.10628699553843952,-0.0947423794041099,0.5512258598522348,0.42912472943503704,-0.18810558666905486,-0.01928113525612034,0.6921100913187079,0.20072073136228863,0.6088660390087555,0.631313723476036,0.13416883649337527,0.2630498113021094,0.6370976786897666,0.6681458191923514,-0.34563751171406815,0.7403456105441399,-0.04576143268178095,0.5727073317209855,-0.21740367640431632,0.6477003866861809,0.555148469355374,0.6586512383104284,0.579169796565958,0.7527513251661978,0.7154102677422508,0.7851732204704108,-0.11760817408480005,0.36481287019605996,-0.32914310717212375,0.27109762294233153,0.7579942351591322,0.4833956715184299,0.6999854592190523,0.5609806062317394,-0.19291807118864207,0.7317815752800375,0.2513416541570575,0.18666182481253407,0.6199547337729876,0.8245930875756101,0.6806469372718406,0.2096138169825554,-0.3307946005165005,0.4235868028644948,0.27492180464348254,0.5925744901251733,0.6004184277014414,0.4873976768522872,-0.39328812756832976,0.21595331562688108,0.6418673345478025,0.4531469167596638,-0.1278387762687543,-0.2611313779810114,0.46227866037779036,0.6723866940788726,-0.05022349032183888,0.5859607372057084,0.8279747756811738,0.3361967797021579,-0.08907317662913725,0.648241900343123,0.7468975959687837,0.8049422162762759,-0.23488561902655494,-0.38580451955246914,0.7468800103392415,0.31918443760121534,0.259613104982052,0.6681078622309155,0.7413000002857366,-0.013341459729813387,0.6718388935828318,-0.04681638818200874,0.5038850452141522,0.8155075452123376,0.31277125148931995,0.2850131803321358,0.3985587015916652,0.4461421899987453,0.7908034690685667,0.6617749982654186,0.629018361975722,0.5611358765700909,0.8407955151800582,-0.24713420647152776,0.5438291682079331
OFCant_L,-0.005827305149182265,1.0,0.02626361098849487,0.06605254901095602,0.009406389326109411,0.05417873477826421,0.08815733177368518,0.11254815647103247,-0.06481203789600748,0.04369517095955245,0.00700275755522585,0.1289807534735886,0.035343171676772776,0.026957969970156048,0.11765546639815805,0.10489490452894547,-0.03578117006723798,-0.040949045958721515,0.0798302526353987,-0.09272193520120654,-0.12439485891784953,0.11548852529338884,0.2560700220997241,0.032563280201077766,-0.019894911159423274,0.06846387842254525,-0.0007228220298647806,0.05626500240954291,0.015391108202590953,0.07996790713532702,0.15133420477273507,-0.14616997987971664,0.12124992620612135,-0.0377572310952818,0.013661456319382544,-0.037009098764629364,-0.1047344128437155,-0.05551723789495191,0.1532398299055101,0.10958768358040429,-0.050440643184226884,0.14343453090596409,0.013331401892214358,0.18018881990707009,0.03593707206733096,0.02522970057039246,0.010941066264198494,0.04697174344543331,0.03276256786015859,0.009973812201979376,-0.008719806451827052,-0.00275236119045413,0.07861714831230883,0.1593614035057419,0.055039554917973646,0.234441775202856,0.07884180923749783,-0.10716405489119847,0.04551883185765064,0.19433546453444778,0.26567373777324294,-0.011773533938037484,0.1602239563452789,0.03581940178381854,0.035365450020809215,0.04822657093448271,0.04801385341167768,0.046836959701807894,0.10399486371650543,-0.046937030522230624,0.038563904755441254,0.12335260577076562,-0.11968225211519465,-0.0577932865805954,-0.1602888591224122,0.07724144461100109,0.11216755483061736,-0.044262993235740254,0.011144666378414115,0.03219410956668413,0.11693222263513883,0.35545807419951014,0.17675554961117765,0.012801040842463772,-0.07182165467833222,0.16826972218017194,-0.011876450016367474,-0.09928249288015897,0.07525014291895939,-0.0006013978156085584,-0.10392257132281876,0.1841241356227009,0.11921205652386185,0.006759939566571044,0.04265167990124292,0.07253160389072762,-0.1407612432250309,-0.05207853781496371,-0.016980101584289184,-0.10641508737321423,-0.21209446871608886,-0.09161622231965058,0.08757916626260566,0.040859582453731294,-0.02561752614461879,0.05463522788599363,0.06588185478476115,0.14537197301817315,0.07996086880167566,0.0460430636122079,0.13930693762567445,0.0354427266607911,0.24608738860413112,-0.04243815873952535,-0.042706889788029195,0.02433317635548065,-0.031061395318319716,0.06895663702958432,-0.057611271528848186,0.12720653381593183
Precentral_L,0.5576571535981726,0.02626361098849487,1.0,0.3135101701678072,0.033224321709107225,-0.06464392707365013,0.27205301656400727,0.7511665772303049,0.05900335411121514,0.16692815089949709,0.34357449547596675,-0.052594118300605404,0.18827502584462655,0.37059830512997977,0.3038242010819516,0.689125955127342,0.10231137793974285,-0.03575317506408159,0.35545508125950087,0.6797332572070778,0.4318850528784824,0.2987760013787114,0.25971674392836364,0.3223607830578151,0.6550452670833178,0.6784259052087498,0.29590036274136566,0.5454700013203508,0.4962844740231155,0.7491794041252093,0.3705266425138326,0.03370226569522835,0.5201544229055421,-0.07183254322913629,-0.07848656166785498,0.5069112221631309,0.2955814765722306,-0.10491874253472605,-0.04405748127291417,0.7732341024730557,0.034269600980733915,0.5311727902160626,0.5997661714890249,-0.07633762886999743,0.3143284708052699,0.47238521382358356,0.5575114707997403,0.045012079110598686,0.7509703086055951,0.004042362736410452,0.27078107335139007,0.11044453595141117,0.4394813064447398,0.6037148348665422,0.5937016595011493,0.5610673498487454,0.8111170716186032,0.5529651883146198,0.3443893709622675,0.028566337635163704,0.4358734459764861,0.0340200402656769,0.3892022599981945,0.5253323849413986,0.34336687788663706,0.5153623291281314,0.2384468014501379,0.07875238293314273,0.6105243774201013,0.05314079215065655,0.08063679587943161,0.4683956099298649,0.6323102698682618,0.14518771246090223,0.4032201297943457,0.0205975120908255,0.44713777486046247,0.21142470549913042,0.6373671269231117,0.3635019019688549,0.7544198000238216,-0.05047576620291276,0.22893391984489933,0.7051318689545079,0.26102940248373946,0.01299225147530809,-0.009642369261514941,0.0976775163611863,0.4149840532577579,-0.1823040222927528,0.089535513379124,0.5603990182693975,0.1047115015200713,0.035087735294395204,0.6986204369637227,0.7712047662303094,0.6340544533738047,-0.046505927603329715,-0.051506811528067936,0.6486249703509173,0.2969146272760463,-0.034626308305021294,0.3939820158626147,0.7109590882153889,0.05525059056590468,0.5419522633441993,-0.3422666540863674,0.675862464343036,0.5344765308186513,0.2499808186860966,0.27742411469283823,0.6865217048292235,0.26981955173838384,0.5476071697495073,0.3452028923414849,0.4054973347181533,0.34329928854441744,0.7393927767962645,0.24691241427013447,0.46104704499978133
Amygdala_L,0.7056164509851727,0.06605254901095602,0.3135101701678072,1.0,-0.5427344976728915,-0.7625873183459413,0.7044906940074629,0.6790641463144633,-0.7040095453848692,-0.5178449881894563,-0.11577913932617423,-0.5746733442107922,0.36733722148837805,0.7384584409738932,0.9173049906746296,0.81652489178617,-0.626594757229742,-0.8232830851225282,0.02347483247625258,0.5397187589681282,-0.028893913346973173,0.15144564946942812,0.23970536515696628,0.233234135962877,0.5934295732326423,0.7149616333880553,-0.23481748941358493,0.7991411154112263,0.938642399676707,0.6893997643306066,0.029130103023655263,-0.6461889112105552,0.45914818090117776,-0.6286413868189958,-0.6305774347788131,0.7957513020408896,0.5153988863427598,-0.3103567693465279,0.3194836510456357,0.6236633064162078,-0.11528855480943442,0.5941953259158261,0.6598628512201936,0.02346188318388554,-0.24226419123120924,0.8511136257333053,0.648200442293337,-0.7482732629680262,0.5728266582648508,-0.5051594172474838,0.8634036131104309,-0.7417322214975431,0.8825464442073895,0.4869456782947845,0.7398612388898239,0.4339198320618308,0.6167840590885039,0.5581072686361587,0.9375639835747429,-0.23559901430839197,0.20643682338429242,-0.7843131771916475,-0.0734519773619979,0.6756721947513766,0.26980735772839215,0.8767096187982496,0.733485244427444,-0.69373353368844,0.8603217394827376,-0.3747481117787766,0.2114281084135509,0.6803005090556664,0.7624621393688098,0.2765079911807813,-0.0009322757773511527,-0.7369827959826267,0.20383010159661333,0.5598107179077494,0.33467216246935416,0.885834426821381,0.28644316290488786,-0.5647318863630724,0.20000053505752144,0.5068234442487359,0.05926212571592987,0.2493693431214949,-0.7232458013302849,0.018141621443674264,0.9400662856473635,-0.28314365102964245,0.5310093605120731,0.8083061503948753,0.21879085094615122,-0.1730590169431402,0.6401226254642114,0.7251655943356237,0.6103759996190325,-0.7611719857208161,-0.8121770435840733,0.6834173695928193,0.5093666411758337,0.23586558077545813,0.8588535402167029,0.686302443956491,-0.5420570861599733,0.7987983242887505,-0.031412337172055355,0.37713691737692445,0.851602364193503,0.23479550150750006,0.33194419248711876,0.08016639157845637,0.5609234886196188,0.8824364000051643,0.5060952339572401,0.8801626183097954,0.6050677294178716,0.6920101609052441,-0.4473374794317464,0.6036156538962968
Occipital_Sup_L,-0.21312294006773552,0.009406389326109411,0.033224321709107225,-0.5427344976728915,1.0,0.7755458346674668,-0.23884642711680618,-0.20613331497255477,0.5601469284836259,0.3685321442653988,0.24869428528281712,0.8434321464416966,-0.018699813690379298,-0.47462903765118053,-0.5623561239664041,-0.27755467956448004,0.5162438778258661,0.6139663531313455,0.1224089435636896,-0.08555552422311076,0.2787119562807492,0.3055028276838671,0.2334961187081002,-0.1028702389267293,-0.20353119966544392,-0.23384172111224377,0.114076193817941,-0.31843640628638825,-0.4717199653870053,-0.1858447832363309,0.5284270405004939,0.5712489408465992,-0.04974164141827132,0.37567276185808246,0.4720588810481171,-0.5425684842815119,-0.24077613050378158,0.360686071296129,-0.18963840946601962,0.056150722512997034,0.07575324244015125,-0.4835260001531282,-0.31692797904526193,0.15087309135222923,0.18625069933216917,-0.4937723063545306,-0.22108954870078407,0.37391745726052167,-0.04445291798837425,0.24476013899890578,-0.46320292165696414,0.5901317264715032,-0.5333903930206395,0.30192553956426676,-0.29246643725607196,-0.09961295070412987,-0.06838694099178666,-0.28794614638185206,-0.47781158650396216,0.7238121637567024,0.09529168550716603,0.5461915371723377,0.19855083227822162,-0.19206397665528546,0.13018768684894808,-0.37884394915788533,-0.39479409208495514,0.8567303970673014,-0.3308044083530125,0.2714643065723045,0.0129536079737666,0.06437672067914504,-0.39165529782807423,0.015454898144476054,0.22545224534348107,0.5771518579589695,0.1680354779140351,-0.2864592032272715,0.0804228867273934,-0.5726155550868651,0.3642409663076541,0.5431165039965508,0.12905031486133658,0.0024294734328242943,0.27733676255224665,0.027186720042513688,0.5909883138280387,0.21505811535183214,-0.5570927171737733,0.19428401147251442,-0.600611287636777,-0.2621203895557243,0.4021466344852814,0.16118472990843344,0.02670540942087471,-0.26680271900446056,-0.14962577756716935,0.49587644697783845,0.5167334516807853,-0.2450575696612134,-0.1819045528552576,0.06353650904756286,-0.4602044822681555,-0.22148618681272988,0.4618322528250847,-0.3964271091606818,0.2361786518134093,-0.14823915815156277,-0.3167693459943732,-0.03204219348345804,0.41579075681061295,0.2720827809894046,0.010989593245350307,-0.4582949753990524,0.04671241568713629,-0.4921194718870626,-0.258153820956648,-0.19323876842653737,0.3634592643184783,-0.38470845639530576
Occipital_Sup_R,-0.30126737263666514,0.05417873477826421,-0.06464392707365013,-0.7625873183459413,0.7755458346674668,1.0,-0.6711697205350186,-0.31261573564422757,0.8749309709205818,0.7194629605948103,0.40869144285780057,0.7945761115806627,-0.14688839258210623,-0.6316863998725155,-0.7275389360860107,-0.5144799119128901,0.83213077100221,0.7147831113838803,-0.16531730677189274,-0.24341348722237882,0.3706677754632398,-0.018668772367233005,0.006447806325507348,-0.22950586548562904,-0.2657644980993361,-0.3439024400419056,0.05677869376913615,-0.627881714004165,-0.7160940489875407,-0.2688112393987004,0.4222861853268047,0.7336058738829659,-0.18806154667401648,0.794154836486019,0.784211936447584,-0.6925637202740862,-0.3649800558504309,0.34546911775949857,-0.3124312130704595,-0.18658259693206616,0.29131578931719904,-0.38123030883865694,-0.43043271474686834,0.2900565789824807,0.5068602541816245,-0.6076769510476033,-0.30255931617551546,0.7845093659893846,-0.24924010353278778,0.7121551697903263,-0.6762379431363671,0.887012116333886,-0.6604448013120259,-0.025709507062895265,-0.4904148216949422,-0.044930258699409586,-0.18851966431658487,-0.22720488894776844,-0.6095032589393499,0.4981938027954138,0.044773242980337746,0.8487085913401635,0.4728924355076327,-0.3468555397358341,-0.011862541232991733,-0.6016817682165635,-0.5794133455736042,0.9447741356758536,-0.5788551802513755,0.6103265482691856,-0.1750791663807604,-0.27249105971890253,-0.5189621017562307,0.1644123998202681,0.27587311317362395,0.8408435240500827,0.16732878657081313,-0.6157969859283806,0.08880452152728255,-0.7155826818961462,0.09497790692220519,0.6470275102960314,0.026842918149418898,-0.11280850056372728,0.23712161502623838,-0.3170645928299407,0.6590378978340137,0.1750769924214272,-0.7071428648276855,0.2979757982069862,-0.376257318024636,-0.4638077898312997,0.2611025763525579,0.07461618915355757,-0.275411765059162,-0.3643077520394995,-0.21998729872640974,0.8156362560371283,0.8395434630475156,-0.3102779474400988,-0.4550129857127141,-0.17406648474003425,-0.5244925805427302,-0.30367835085741857,0.7541802274971695,-0.4780987399717101,0.1440425661319661,-0.07227444083398504,-0.4658435795081906,0.02693204892797287,0.009638833894193816,0.15033549078337577,-0.2760337546789449,-0.5928290798454375,-0.19469434587803852,-0.6504224451439329,-0.3017175655145196,-0.3590203541866885,0.5233936682950444,-0.3056594439311623
Vermis_7,0.29387255273743335,0.08815733177368518,0.27205301656400727,0.7044906940074629,-0.23884642711680618,-0.6711697205350186,1.0,0.41070607871306486,-0.7853984144705801,-0.6613979031166461,-0.3485882896903451,-0.2984827725179063,0.2929722218617894,0.5102745935567118,0.6526533640565313,0.6330397474409679,-0.7696214458613576,-0.6072242362029175,0.5026235686955753,0.38869273092308815,-0.22559700044085426,0.3680607919871051,0.3502885436233436,0.26671681750389375,0.3139005928390123,0.4113089016975487,0.20644983701117214,0.7398215954367864,0.673509230939305,0.36926575499572856,0.08860373279292832,-0.6019893590225067,0.3709054181206692,-0.8397420413212051,-0.7389291278325281,0.5922778108676826,0.42829363797024356,-0.2444889855073007,0.43657491946403,0.5263520487163272,-0.40872967019626955,0.25019057712731224,0.4892556486179717,-0.09783385678277759,-0.5232009053536105,0.5268569410686395,0.3356971609511342,-0.7653401086637975,0.38891213032239236,-0.7823290080621607,0.5710541020631195,-0.7540800999748297,0.5772262662057495,0.49192155297892504,0.554341709368226,0.15423290477309123,0.3891850416064177,0.08224577348359897,0.5362898879993526,0.01541808781279272,0.19732728463405702,-0.6931911761632162,-0.39071264713376547,0.421804198060265,0.19700845455138405,0.6401767688802333,0.4944736264017958,-0.5559454854287698,0.6677105176033696,-0.6949133680916398,0.34816364066934874,0.6330712080969294,0.44303188959118944,-0.2372181393852276,-0.1778120145350961,-0.6398203177145182,0.052440682255153845,0.6203840984811574,0.07539338571287826,0.5741071285238522,0.33818192778382483,-0.40409623197911526,0.2278609121495173,0.3239372314524824,-0.14046815763004192,0.6203934244029885,-0.4700093118083433,-0.1768064035456669,0.638005949575742,-0.39365320632748996,-0.04667176853514031,0.5689391592340974,0.1644883912491783,0.04874143053405993,0.5505810156584017,0.43979505646747974,0.22176222852859087,-0.7885540357354984,-0.7847824759393839,0.30584262685458774,0.42547566182292157,0.09146759446506172,0.48040646347608,0.3816111294921297,-0.7045417318669758,0.47441095277851253,-0.16308241748176883,0.11145620525864615,0.513373407489365,0.02074446623511447,0.486103755850278,0.15434071527234217,0.5386636077691317,0.5067588797070547,0.3794221276683029,0.5899138033061863,0.3128435312119027,0.4165408075938514,-0.3301248937758284,0.21325034974733614
Frontal_Mid_2_R,0.7383739638987633,0.11254815647103247,0.7511665772303049,0.6790641463144633,-0.20613331497255477,-0.31261573564422757,0.41070607871306486,1.0,-0.20801821689766833,0.05918556029366794,0.24626020458983414,-0.20584950171287225,0.3761450419087346,0.6093315142421295,0.6910789124034401,0.9320820577334339,-0.08103834220775084,-0.39611967718903623,0.10420381021232017,0.6995433663195423,0.47342497883969353,0.3214389659750651,0.24160117588939797,0.24280136420044107,0.8324444833115219,0.8623863583122585,-0.03591927300064398,0.7903590166019214,0.7867959841756524,0.9428236772554083,0.3979544311875627,-0.13890627211969545,0.7163728951006212,-0.20265685488655324,-0.18449441199798217,0.6852169211579829,0.47187833496824455,-0.07630046780509035,0.1220197213745892,0.8286980469015934,0.0050462767230509825,0.6796495214508399,0.7091341119672346,0.1378977746899068,0.2251027769864369,0.7949853007433845,0.7840216543154036,-0.1986217112741045,0.8645358371151486,-0.05548095644978757,0.6412590174104796,-0.1423739861423188,0.7731820501714899,0.6731330110370946,0.8399101018332202,0.7312862797729892,0.9288375201936017,0.7021227561200803,0.7503219397180487,-0.03647751826282667,0.5259319417012097,-0.25074341905054204,0.4910112624464088,0.7645838408318273,0.39457777625716833,0.8152701360743708,0.4965084274485337,-0.18934149861796185,0.9067178177492048,-0.06496229625387803,0.11549090531460098,0.7102743402564713,0.8239231854341759,0.4082523480331301,0.3801265546054936,-0.20341121223955214,0.556694861217772,0.3393315203809724,0.7164342005323907,0.6424233195830749,0.6456962256949283,-0.13721174777605982,0.3956596215658097,0.7468834856641167,0.28785647047527924,0.04001261005238723,-0.36299871749621243,0.125615997364927,0.7232007026713902,-0.15940133988163163,0.4048937663570148,0.8330918189640374,0.3059526836065675,-0.06950436351571886,0.7045227481814607,0.9413037775824443,0.746324799883016,-0.2368347275061845,-0.3017135261116142,0.798332806637367,0.3928359197655428,0.14809983500135088,0.8071751723610535,0.8978565913290986,-0.06814156492779792,0.8439204622406342,-0.1393534767214447,0.8002504323255506,0.8689191826982886,0.4550888770162022,0.34693083099294747,0.5730326064224647,0.5549287461204477,0.8415098728034156,0.4532675539494758,0.7762813403921555,0.5750554104477942,0.873365293186386,0.05632719166320891,0.7842746489229695
Cuneus_L,-0.14405661782477308,-0.06481203789600748,0.05900335411121514,-0.7040095453848692,0.5601469284836259,0.8749309709205818,-0.7853984144705801,-0.20801821689766833,1.0,0.8258082113786919,0.5484899439499431,0.5315496469119211,-0.1620091760170645,-0.5561574780880852,-0.690324947693898,-0.45076035954671356,0.9317063986143083,0.7261429885179219,-0.2502820188089606,-0.1299600238646553,0.46863745277401636,-0.12021261056860226,-0.15699122971143073,-0.21671643072999458,-0.1226038610025697,-0.2365907455788744,0.06819136971673756,-0.6015626059308691,-0.6256985884597408,-0.16377826156723216,0.24550147923079021,0.7596772301216265,-0.17593997659288113,0.8991328840565558,0.8736494469390004,-0.5198458885020498,-0.3002940974755088,0.321522819578259,-0.39032183045496405,-0.21026509604053825,0.39948938753664187,-0.19104948323449022,-0.31166457206241177,0.2423472412279343,0.698472751209007,-0.4964723293641629,-0.16803106045027305,0.8713257003221427,-0.16159797635087908,0.8352610268774303,-0.5816502714752553,0.922672282886842,-0.5559898024372295,-0.15660868072415815,-0.42273188471269196,0.04991142507304586,-0.10905794934467022,0.031947066776571276,-0.5191692154334583,0.1707612020896816,-0.011639097912438355,0.8591023996676868,0.5530779125061611,-0.2764502956976655,0.06406371499299303,-0.5341069263727276,-0.5417505525251773,0.8337824417502211,-0.5313057519227473,0.7976452062624165,-0.289780159282068,-0.4035363005360265,-0.35223829392557254,0.32163613145108755,0.3740463903189079,0.8179122987643411,0.17516649356808067,-0.6232094823525128,0.1983134537779614,-0.6181958773192618,-0.00830177136923285,0.4887953666453244,-0.07461825625729182,-0.003016683697268827,0.3231414452567696,-0.5738321893043383,0.6189491622454114,0.2585119175462774,-0.6208097186768492,0.395649856609147,-0.08839389968783988,-0.39390006810226535,0.018606110990492662,0.08215245943925704,-0.3043596709911618,-0.23714885993155752,-0.04664096303941132,0.8861318354722676,0.8615091526906319,-0.12262249129874471,-0.43716054609876903,-0.11935697581298023,-0.4567763531073002,-0.19111673124848833,0.8853642409268224,-0.36659515494279127,0.11518395151679121,0.04611353579036766,-0.35643558758866384,0.0753800828539501,-0.28013609251486765,0.18445946384413212,-0.3789808502372972,-0.4505329301573251,-0.15796073610990202,-0.5729152386453402,-0.20232167012636598,-0.21304190718104643,0.5409357233896831,-0.18539457417658176
Cerebellum_3_L,-0.0500733162574772,0.04369517095955245,0.16692815089949709,-0.5178449881894563,0.3685321442653988,0.7194629605948103,-0.6613979031166461,0.05918556029366794,0.8258082113786919,1.0,0.5021122170990292,0.47504584132506045,-0.07293871545872738,-0.3605499363646502,-0.466199954287409,-0.19607051449263038,0.8994466313510018,0.5787682003100353,-0.23089567697921928,-0.027427718497796922,0.5516212340820424,-0.17669759034664093,-0.0733644455126212,-0.13186156086980444,0.12389999611997964,0.0523067171156233,0.0011992054081354734,-0.40050253813557996,-0.4157621389809954,0.07965387216791799,0.35701005138554676,0.7881103651589281,0.01974405171069852,0.8001754352728312,0.7688084669978894,-0.36585645898245334,-0.15824611294664906,0.26520074979739783,-0.2666493656463333,-0.06519720773575861,0.38398239850409105,0.02797027539666856,-0.08017046569387645,0.4189379051752469,0.6632317460459835,-0.17834218633033105,0.035922593278499164,0.8503959515753844,-0.013829235893199735,0.8560133128751217,-0.4170591638900937,0.8610077135592461,-0.3167376069193652,-0.044870552828324126,-0.13951395533272412,0.3527243480488993,0.12030367554420067,0.14434189892311156,-0.27800995878875123,0.18249738659263295,0.16921751282800818,0.7438179617752173,0.7028398054432456,-0.0914143935260779,0.1577258242123582,-0.2279942201487777,-0.3928340896745537,0.6879754170637636,-0.27880407955115544,0.6674380580428262,-0.27125197868024636,-0.21677769538237912,-0.16071337061151178,0.41230140636041435,0.44384158501145526,0.7757129684266293,0.4070710871779503,-0.46209592071142824,0.34624611575416414,-0.4303899657995076,0.15513180122177775,0.41911285317904223,0.04409620399429242,0.2207185512070413,0.25620235663950347,-0.4536929026659744,0.41989132407160035,0.12445433362749697,-0.43718382801271755,0.3131452780498124,-0.007429805495660981,-0.2407450597410856,0.14571829033324446,-0.02193569205153032,-0.15160462056645643,-0.008660648714701877,0.06410290951108283,0.77630094021496,0.7551851620619549,0.014434624765847016,-0.39119559572104207,-0.038705716549173576,-0.179053524673351,0.08768917620131825,0.7772438796797707,-0.09604854464742343,0.14104081921698602,0.2703528262794023,-0.12456940579731535,0.37346069777921215,-0.162435153979501,0.33203386959076087,-0.156229004281879,-0.21119897705812826,-0.18060138032830017,-0.3225024959681525,-0.04197214717647065,-0.04082156898497016,0.6974762679223522,0.10483093969815313
