,SN_pc_L,Thal_MDm_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Vermis_8,Thal_AV_L,Thal_LGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pc_L,1.0,0.3283701523096563,0.06491685681921826,-0.16937325564931519,0.11212490298860046,0.38859893671987905,0.20312455072321667,-0.27908412125978277,0.05697123830081524,0.3669766131034596,-0.11522152301390365,0.2016658808799208,0.18201817168584766,0.16259088531969199,0.23193294284379187,0.3243494380936646,0.227559396835369,-0.08565128684507908,0.03246565628567329,0.06837511003518577,0.41467987967074643,-0.10573428625221612,0.41267633014272087,0.2868308159192579,0.2408917291652182
Thal_MDm_R,0.3283701523096563,1.0,0.44157275717245964,0.3365619798663093,-0.15163988048722107,0.5181032214552592,-0.19671421882277415,-0.06251615937699688,0.2198318766286831,0.3631322299279797,-0.3133555544609812,0.5346135189678279,0.3089122387642327,0.48587725097254963,0.41276606977352864,0.47045071653878134,0.3869360573154887,0.24475973619254132,0.19150847184327116,0.4755431341587833,-0.24366975927737516,0.5396316076702515,0.4984201490064521,0.48803563924319837,-0.2813415382101991
OFCpost_R,0.06491685681921826,0.44157275717245964,1.0,0.20817166336526619,-0.4579400161739921,0.2654821258079534,-0.4187201747064455,0.05392885311665238,-0.3283999747547147,0.19659156698515937,-0.46221632682851155,0.45994775233005325,0.09298829694814192,0.2733206809239054,0.32492644145750593,0.5537981389284742,0.15677651117886773,0.19969000278771998,0.34831680659710645,0.28236338713268344,-0.3571460882087176,0.573030833339123,0.3381123958031432,0.19650454929683117,-0.38435235066226575
Temporal_Sup_R,-0.16937325564931519,0.3365619798663093,0.20817166336526619,1.0,0.041557437843478845,0.18652435545954693,0.013404441431786668,0.24467682458473403,0.25685317244138034,0.12144323051370308,-0.005061683078453791,0.3062254846020028,0.39670591056480853,0.5607637808312212,-0.047126810479879606,-0.03383056837539648,0.40831238744195597,0.4076996061559885,0.08206028313357548,0.5224411153076702,-0.27120564837363714,0.6495677264918384,0.23117759656047446,0.4685870442897681,-0.05032225830363649
OFClat_L,0.11212490298860046,-0.15163988048722107,-0.4579400161739921,0.041557437843478845,1.0,0.10883652670559722,0.4069996183572253,-0.047029743000881676,0.29171463968354466,0.41789299824106324,0.3782801327742963,-0.21467571735325283,0.34573783875571973,-0.1301136034734417,-0.1894269969695029,-0.441586688787346,-0.07223004448826417,0.02844734691504197,-0.24839383970744952,-0.16020050579370743,0.47217650542152206,-0.04791564555048452,0.2305730701760066,-0.061606217821234883,0.3066147317208318
Heschl_R,0.38859893671987905,0.5181032214552592,0.2654821258079534,0.18652435545954693,0.10883652670559722,1.0,0.1898592981245919,-0.14577494988153725,0.06626695973638956,0.3621253322909838,-0.33413733517726046,0.441695270173195,0.26935722982028876,0.4550088097095234,0.5335539145761866,0.2710978166989467,0.35972846207927317,-0.0005195905937403038,0.21997784554925243,0.27709567646210537,0.11320308279484813,0.3366505027139107,0.5158484210754598,0.4329876639828048,0.12423471275089411
Cuneus_L,0.20312455072321667,-0.19671421882277415,-0.4187201747064455,0.013404441431786668,0.4069996183572253,0.1898592981245919,1.0,0.00024411991776187209,0.24542072998782624,-0.07587940602544585,0.3937714065539453,-0.21832204769701985,0.07468097069530487,0.1416986036772491,-0.178012283503354,-0.22247589857696998,0.02243394306022657,-0.09123937050338744,-0.00421961679114279,-0.004147425265731219,0.5118425713105172,-0.2534531345129625,-0.022706942102711705,0.1718750573873966,0.4036309366956108
Occipital_Inf_R,-0.27908412125978277,-0.06251615937699688,0.05392885311665238,0.24467682458473403,-0.047029743000881676,-0.14577494988153725,0.00024411991776187209,1.0,0.08442665010248958,-0.2884107504783719,0.03158710334503013,-0.07344153002583301,-0.1612274408284803,-0.09551731645121637,-0.31671351851385,-0.05496753886066452,-0.21235530732584046,0.019505704978083405,-0.014416870984678958,-0.10341353672390667,-0.06458411887295358,0.1376250706071911,-0.23436831227285207,-0.19700867455162507,-0.009656128747126739
Temporal_Inf_R,0.05697123830081524,0.2198318766286831,-0.3283999747547147,0.25685317244138034,0.29171463968354466,0.06626695973638956,0.24542072998782624,0.08442665010248958,1.0,0.062073451422618296,0.3303812128411968,-0.21356091410365194,0.09737938571943404,-0.03595186320520754,-0.11301480182654895,-0.23503519596359504,0.062354947813899206,0.09995247208235579,-0.26824396546883056,-0.10093851400727549,-0.04487752435096924,0.08462709417462222,0.019060377498369894,-0.006886840298574964,0.3288744999246328
Red_N_R,0.3669766131034596,0.3631322299279797,0.19659156698515937,0.12144323051370308,0.41789299824106324,0.3621253322909838,-0.07587940602544585,-0.2884107504783719,0.062073451422618296,1.0,0.08127765898918876,0.13868396598400476,0.5441456744226407,0.09403446807850095,0.17399483989190137,-0.03253233383548856,0.16824094000245246,0.17579521222466038,-0.02946661305520543,0.15182563752439426,0.23564200392670243,0.29309146115864304,0.5333900359156148,0.1820902111813209,0.07969481875861613
Vermis_8,-0.11522152301390365,-0.3133555544609812,-0.46221632682851155,-0.005061683078453791,0.3782801327742963,-0.33413733517726046,0.3937714065539453,0.03158710334503013,0.3303812128411968,0.08127765898918876,1.0,-0.4805125066210878,0.07877459098971364,-0.2003522813495411,-0.602660186370921,-0.5201223045261892,-0.2241950017997239,0.04551654679396744,-0.21208322228905152,0.01914217306178197,0.34605291026182733,-0.2476774020568012,-0.28869727268492607,-0.040959380441686746,0.2884879204466628
Thal_AV_L,0.2016658808799208,0.5346135189678279,0.45994775233005325,0.3062254846020028,-0.21467571735325283,0.441695270173195,-0.21832204769701985,-0.07344153002583301,-0.21356091410365194,0.13868396598400476,-0.4805125066210878,1.0,0.357069655243214,0.5418823209683709,0.5227239056258085,0.5462628872515387,0.6265663606370896,0.16089762389407197,0.235694832931545,0.5278921785717544,-0.2600848379884216,0.44949294511338317,0.5847886168557055,0.6142408721539756,-0.27806809193911386
Thal_LGN_L,0.18201817168584766,0.3089122387642327,0.09298829694814192,0.39670591056480853,0.34573783875571973,0.26935722982028876,0.07468097069530487,-0.1612274408284803,0.09737938571943404,0.5441456744226407,0.07877459098971364,0.357069655243214,1.0,0.36069317120363287,0.15679367930409052,-0.0013350925711334096,0.6365256678900939,0.33863833063325754,-0.1465353184012504,0.3786011291366611,0.04378187513757246,0.2598669313000298,0.7272199492858,0.5208019013931471,0.12012178578902391
Paracentral_Lobule_R,0.16259088531969199,0.48587725097254963,0.2733206809239054,0.5607637808312212,-0.1301136034734417,0.4550088097095234,0.1416986036772491,-0.09551731645121637,-0.03595186320520754,0.09403446807850095,-0.2003522813495411,0.5418823209683709,0.36069317120363287,1.0,0.34417214472001123,0.3436930493556372,0.5551768585103274,0.13449088969920378,0.15448716019612035,0.7167889206834557,-0.08734501429254549,0.3737612743506031,0.37088977134006695,0.7566293796957769,-0.11243686350091898
Vermis_9,0.23193294284379187,0.41276606977352864,0.32492644145750593,-0.047126810479879606,-0.1894269969695029,0.5335539145761866,-0.178012283503354,-0.31671351851385,-0.11301480182654895,0.17399483989190137,-0.602660186370921,0.5227239056258085,0.15679367930409052,0.34417214472001123,1.0,0.4802897984261113,0.37659220628069756,-0.19279053511825328,0.15852457248706167,0.16530605839124374,-0.16381026008789687,0.2001620794082606,0.4044334393824717,0.28853647098467106,-0.18212248969979336
