,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,VTA_R,Postcentral_R
SN_pc_R,1.0,0.15486675814673076,0.35582763897391645,0.3945838545842557,0.37133952890232164,0.2129542403733101,0.46535637663379686,0.14056816087971422,0.12654416085383982,0.2778637984992954,0.09498495526994626,0.07603358756717456,0.38996652799620973,-0.11658280293392621,0.1435936082693337,0.07641649589462934,0.42852371542095935,0.40021508429147307,0.2579671815179693,0.20277713154274363,0.39711841578363755,0.2953860178621368,0.30127732958803205,0.13713019285215322,0.4270572780691612,0.23889272070007556,0.30867068730672537,0.010787781830539923,0.33403854065906374,0.31251677918447146,0.28894658823401825,0.06246320679851118,0.012525013359716933,0.3006776916772538,0.36069924738008646,0.278945616671056,0.327536298119819,0.4132615099628469,0.2297666823191964,0.0011900077024961818,0.41358850469942454,0.26160344475992137,0.14284272966265874,0.5135068962009288,0.0078913795467814,0.2390001286822185,-0.014620390129969473,0.3033608914517107,0.4242051218452526,0.0028902767099283516,0.30781756534924093,0.2446837476289846,0.3449079767278217,0.1131173517620123,0.2449782118236052,0.37433721433786415,0.39402640107850756,0.3765016303364376,0.2806611731646272,0.28393321771839863
Thal_MDl_L,0.15486675814673076,1.0,0.32187927687296347,0.344595944988492,0.088220817928729,0.1911380047736867,0.20984301837466207,0.36687587453083276,0.2832860707177097,-0.02700409068370457,0.10382194677235311,0.5020286733647772,0.2623171916970725,-0.046918780522675396,0.18678975207530407,0.2720073312731045,0.17072651103747916,0.21526044976133127,0.6682822157810744,0.056971258697546885,0.08598017285289633,0.3011795344271777,0.3176765701276549,0.03336445256816108,0.3476472510111277,0.33388166381467765,0.2988810211922774,0.09490622797009801,0.047490553801716885,0.3121257609961822,0.18783675721589366,0.2187397534326594,0.09057364070060778,0.2621699560214896,0.0863333485926202,0.19615268031209207,0.29412521951443327,0.31375590107416,-0.18959801353040037,0.21679185955361782,0.13724946344227162,-0.06525542592284483,0.5617519185143912,0.06681211703974027,-0.08323727199593915,0.2275012418984449,0.36518668117067715,0.11843911845642559,0.25593691174075667,-0.19013727794397303,0.27116495252115635,0.2577292109744086,0.07896209369613716,-0.12317595828785002,0.19878644534663883,-0.008163472330321586,0.045050858747139245,0.27397218338590784,-0.06698517268876858,0.3254918724430681
OFCpost_R,0.35582763897391645,0.32187927687296347,1.0,0.5270986111643818,0.4581648965666807,0.27905648845378245,0.4111988773590551,0.04430425725169354,0.2978052677195432,0.3999035150092994,0.3784704802714818,0.2642750003283003,0.23832752026451978,-0.10211379493882651,0.4233623531449279,0.37709075301532957,0.5420437280610158,0.690425363512128,0.17402719072714493,0.31866740070100413,0.3797681915870744,0.7660204435146104,0.5937875654901723,0.18620835875355582,0.37156195150982135,0.5458619212437846,0.44105326537531253,0.06948204782482933,0.27851896372518636,0.2501755106159792,0.35035460330628,0.43371743764058024,0.11343667750968231,0.4781356652082998,0.22710211401141725,0.2370122782359068,0.6971111800107335,0.3511697516122311,0.3919173939955319,0.3924491364448913,0.3725163276599807,0.31207184205419525,0.21840521842663616,0.40665419436224093,0.156437473716068,0.4370046394140839,0.10836829490721585,0.40113854343875144,0.4165344448024932,-0.0959402548205797,0.18151671392788693,0.4596326753766191,0.30492867227350684,-0.062492419853813506,0.591431873968944,0.46602983740541115,0.5481705538214271,0.5180429859914883,0.11412640626879568,0.21226568716657337
Temporal_Sup_R,0.3945838545842557,0.344595944988492,0.5270986111643818,1.0,0.6285929275654892,0.7406652144634348,0.5301664267160552,0.07858042998172497,0.21313433631877904,0.1047185041022316,0.3157531703645706,0.004503218454292561,0.03144854328118282,-0.06608168727183023,0.5014310284186503,0.024793253355747523,0.8423815357848025,0.5715935968309249,0.14810581934660935,0.5881611606794883,0.18252196757777522,0.7793841529602606,0.8177436969888937,0.46151892630536506,0.36550974394178737,0.27708196310710076,0.5651396733867421,0.11009741765674078,0.6043629199245323,0.6774322123479969,0.5729386762633578,-0.00631838442185209,-0.01116695542403523,0.11533424860976726,0.5911209444400948,0.28971565737710486,0.4383073786570927,0.7321279993840925,0.34268265849521395,0.31022577809254576,0.6632731829535707,0.4495065537518668,0.06994512819957828,0.4578144002046177,0.3687395992881515,0.8060690048858986,-0.09891511536300336,0.6782246669707801,0.19601413719287003,-0.12350838036204077,0.006614144658932701,0.6098364799001222,0.4983138561283895,-0.03788090300337604,0.3400473110652412,0.1283969044146775,0.4179386496835666,0.6885272539601599,0.4028781104598192,0.6943038920652719
OFClat_L,0.37133952890232164,0.088220817928729,0.4581648965666807,0.6285929275654892,1.0,0.6076130771722669,0.49952870536936933,-0.11875612239318721,0.34402750899403073,0.38671526607267337,0.43568377796372576,-0.2472248606322331,-0.16147668759423847,-0.07503155832546647,0.5465749468867868,0.0253726435841262,0.7565906720710098,0.6296800578486207,-0.18345974722373287,0.6447409375671537,0.23213031886595614,0.6012926711464499,0.6571966521802994,0.37274595113963477,0.32437524527715417,0.2455669983589416,0.4817403208464563,0.0887707128476543,0.6451498988436434,0.3815944238134451,0.5505249499064111,0.033830167356527135,-0.02714054527283667,0.2205518585289008,0.6136224110883072,0.29489476322045544,0.5480093265502984,0.5924399392074521,0.5059593021983412,0.2679550881802702,0.5407979327320024,0.7035100583300166,-0.18391864815905978,0.8144434829534407,0.5747195744147232,0.7199711643555156,-0.24506806206200632,0.69348508859056,0.3391010431429749,0.0468991392501345,0.11852591431586418,0.5455869367471462,0.7852781335601587,-0.07839488000363201,0.5974248237525848,0.498003541948194,0.7247207910068593,0.6566392322674985,0.5883355545772535,0.40719447304846845
Heschl_R,0.2129542403733101,0.1911380047736867,0.27905648845378245,0.7406652144634348,0.6076130771722669,1.0,0.4195725557655722,-0.15974623262822832,0.3350850929829967,0.21412364988444313,0.35939721208676173,-0.2002309074107183,-0.2755306204821251,0.009171092302954167,0.547441227748753,-0.08586674107105487,0.8012609789274204,0.4138089693875506,-0.0106959686931693,0.7647080564575426,0.07626377481241702,0.5553270735124294,0.6835192610240712,0.7111934507447012,0.30521978941562955,0.18962711754182923,0.4148956612186861,0.17878554615125666,0.5306813561927387,0.2694001315661891,0.5444983293197714,-0.01711660216294582,-0.06561362774627143,0.17054568947396456,0.48726207888236295,0.2562923927077078,0.3519595921956094,0.6948708877872362,0.3187841088808702,0.2178171134131414,0.27872459554943807,0.5778651789200333,-0.055390854216249986,0.34460360271334045,0.4947360086343773,0.8270676314316803,-0.12259290077397222,0.6694913876198516,0.11970806885949312,0.000858485238645377,9.584608711399059e-06,0.5161440228051917,0.5508676253204137,0.0784840274336164,0.3463078347393972,0.20819185695890235,0.3772158288088817,0.643933168639025,0.4382978537855993,0.3612922513014529
Cuneus_L,0.46535637663379686,0.20984301837466207,0.4111988773590551,0.5301664267160552,0.49952870536936933,0.4195725557655722,1.0,0.10499357107079477,0.40966610918012947,0.3207357114104036,0.4176500514903562,-0.0014011339118508055,0.0009921250449766103,-0.12276957884367368,0.4994353095226195,0.1185341560684933,0.5994338181208837,0.523664097361179,0.11251960952031263,0.599368748358166,0.37731877285409404,0.47362473505763397,0.5394417801888016,0.42253200431684307,0.6044534231196919,0.2728114871939994,0.595237200794893,0.17606988307302388,0.7599475505595991,0.40750841568693796,0.5256785238098435,0.059295149532733266,0.031260547378587154,0.20857155854762777,0.5680392321310299,0.3800144113673825,0.4265819104396424,0.6451667316458569,0.40505598079299104,0.25330536788753055,0.38278018126967084,0.5321496594734209,-0.07547601134786713,0.3496617432179881,0.3447949273354897,0.5312702661261959,0.30295671246434475,0.5880095683984019,0.14432165645488565,-0.1569995685532682,0.21023743478340473,0.512485689355467,0.4928916549062719,-0.12951052272217692,0.39128230794728763,0.25485470416527445,0.34293542825348733,0.6486641310699035,0.5099227619420944,0.3925135901037328
Occipital_Inf_R,0.14056816087971422,0.36687587453083276,0.04430425725169354,0.07858042998172497,-0.11875612239318721,-0.15974623262822832,0.10499357107079477,1.0,0.10507317406241108,-0.2460699277245837,-0.19838818994351232,0.22456022660837796,0.33584432040190515,-0.03104702501330489,-0.18753578874246865,0.14450315620363852,-0.07040151650945635,-0.03298667919827772,0.4908086227116308,-0.09761704200810871,-0.06939176953710831,0.09298267951506003,-0.029969784354607634,-0.14086520673897912,-0.010899549919147263,0.017851940332257135,0.2031018572503839,0.20983767437333878,-0.05852755345934573,0.23623559110709594,-0.1666509351499838,0.10274329735347303,0.2073938345033682,0.014042881977498686,0.05509198578728819,0.061033911697812686,-0.0006178568591229259,0.08953461199620205,-0.3030699180623519,-0.0024187554781653292,0.06923275835935327,-0.25031030189920783,0.4101175691332859,-0.12502214563217426,-0.10307685310528256,-0.04559870537353906,0.37056186964596555,-0.09931623018854782,0.31461115402452683,-0.1335199051339184,0.0592939484182118,-0.017519586147402868,-0.06979850560441354,-0.1953856110421953,-0.0581918911250042,0.02113067286866543,-0.12482067512506873,-0.06880856774560815,-0.02242632691548629,0.2339626030358351
Temporal_Inf_R,0.12654416085383982,0.2832860707177097,0.2978052677195432,0.21313433631877904,0.34402750899403073,0.3350850929829967,0.40966610918012947,0.10507317406241108,1.0,0.2451486836053602,0.44325865896499106,0.18500966290731546,0.10423153900081744,-0.05883298198780058,0.44498563709752137,0.42420338461396623,0.2567495396653684,0.5024239717642867,0.15742896071751145,0.40652356633416914,0.2883925394165361,0.35569459171274315,0.3473765709910322,0.36145470437778,0.3314183375116011,0.6626219245704092,0.23595302560318787,0.2142825053757359,0.42386249824187183,-0.19118950058728942,0.30432073719175523,0.49292897351654463,-0.08493125010191337,0.5836740470093352,0.32371333527403895,0.5940408564932994,0.6106162614751167,0.46662101426642527,0.3330931279796274,0.3535228952899142,0.038602553364211124,0.526233967687271,0.30441084067023694,0.3005976276461889,0.4057946851726525,0.23229484059565364,0.36110884182618386,0.1820118432715986,0.18243409784503656,-0.20835393194917606,0.45200731447431,0.45704633751120577,0.5677818624834495,-0.06264999438244843,0.5175189166801939,0.34140544296829617,0.31677357273504275,0.46837033480117785,0.4034288457703223,-0.13052621500101935
SN_pr_L,0.2778637984992954,-0.02700409068370457,0.3999035150092994,0.1047185041022316,0.38671526607267337,0.21412364988444313,0.3207357114104036,-0.2460699277245837,0.2451486836053602,1.0,0.39844216785757985,-0.0702823607905649,-0.22842808637593043,-0.027030209343709845,0.3152252042828971,0.2649452708903975,0.32879894777533003,0.4217598605513335,-0.09885367073622665,0.20734196874796781,0.4978045633509952,0.19658350335231428,0.3305246874951274,0.12858106500106453,0.3055909009895481,0.42464069035719526,0.2156507207240833,-0.0011754882066784425,0.23487526355540292,-0.10945750072895083,0.21280544020046677,0.30659814362384197,-0.12058950264022611,0.48923301223738896,0.08304666661965775,0.2683834762342947,0.4023651532854461,0.1607826188347746,0.34833540386958434,0.4587819942367702,0.13952784795288953,0.35704987568328883,-0.12330238057337378,0.399496263733591,0.34000309215270635,0.2328262871326052,-0.06083888456312444,0.23517489880731265,0.3373453410672551,0.0926536796452924,0.29237840225207484,0.2194906061268205,0.35948284662372265,0.3287763162424337,0.5736243587315754,0.5694468718688154,0.613618339470707,0.3334033974701552,0.22838854232481168,-0.08855775202049898
