,Thal_MGN_R,SN_pr_R,OFCmed_R,OFCpost_L,Thal_PuM_R,N_Acc_L,Pallidum_L,Precuneus_L,Frontal_Sup_Medial_L,Thal_PuI_L,Rectus_R,Cuneus_L,Rolandic_Oper_R,Cuneus_R,Vermis_6,Lingual_L,Thal_PuL_L,Temporal_Sup_L,Parietal_Inf_R,Lingual_R,SupraMarginal_L,Thal_PuI_R,Cerebellum_6_R,Cerebellum_10_R,Cingulate_Mid_R,Cerebellum_Crus1_R,Angular_L,Frontal_Mid_2_R,N_Acc_R,OFClat_R,Frontal_Mid_2_L,Occipital_Sup_R,Precentral_R,Supp_Motor_Area_L,Occipital_Inf_R,Frontal_Inf_Orb_2_R,Vermis_7,Cerebellum_7b_R,Thal_PuM_L,ACC_sup_R,Cingulate_Post_L,Temporal_Sup_R,Thal_IL_L,Thal_MDm_L,Thal_PuL_R,Vermis_3,ACC_sub_L,Temporal_Pole_Sup_R,Cerebellum_Crus2_R,Thal_VA_R,Temporal_Pole_Mid_L,Fusiform_L,Thal_LP_R,Frontal_Med_Orb_L,Parietal_Sup_R,Cingulate_Post_R,Thal_PuA_R,SN_pr_L,VTA_L,Thal_LP_L,Insula_L,Cerebellum_9_R,Red_N_L,Putamen_R,Thal_LGN_R,Calcarine_L,Occipital_Mid_R,Raphe_D,SN_pc_R,Frontal_Sup_2_R,Caudate_R,SN_pc_L,Precentral_L,Paracentral_Lobule_L,Paracentral_Lobule_R,Temporal_Mid_L,Thal_MGN_L,Thal_MDl_L,Temporal_Pole_Mid_R,Frontal_Inf_Tri_R,Temporal_Inf_R,Cerebellum_8_R,Parietal_Sup_L,Vermis_8,Fusiform_R,Cerebellum_4_5_R,Thal_VL_R,Hippocampus_R,ACC_pre_L,Insula_R,Cerebellum_7b_L,ACC_sub_R,ACC_sup_L,Cerebellum_3_L,Precuneus_R,Frontal_Inf_Orb_2_L,Cerebellum_10_L,Thal_PuA_L,Postcentral_R,Heschl_L,ACC_pre_R,Thal_LGN_L,Amygdala_R,Postcentral_L,Olfactory_R,VTA_R,Supp_Motor_Area_R,Pallidum_R,Cingulate_Mid_L,Cerebellum_Crus1_L,Frontal_Inf_Oper_L,Cerebellum_9_L,OFClat_L,Cerebellum_6_L,Hippocampus_L,Calcarine_R,ParaHippocampal_L,Temporal_Inf_L,Thal_Re_L,Cerebellum_8_L,Rolandic_Oper_L,Thal_AV_L,OFCpost_R,OFCmed_L,Red_N_R,Frontal_Med_Orb_R,Angular_R,Caudate_L,Thal_VPL_L,Thal_VPL_R,Occipital_Mid_L,Occipital_Inf_L,Cerebellum_3_R,SupraMarginal_R,Thal_VL_L
Thal_MGN_R,1.0,0.1398915015748986,0.10842762850200849,0.07934234552603248,0.09057390646195891,0.5361392142887151,0.5819715921666204,0.05275905418400458,0.06483287784679986,0.24976891471060467,0.34117673503219403,0.1880177724385116,0.15802789893733898,-0.06310296001181841,0.13893749685097512,0.1740382185219196,0.44123463792291234,0.13379596902185953,0.1120387530351097,0.21260323776775633,-0.10807717685788006,0.4207393796196334,0.23512791781580192,0.41508152491807987,0.05101587962350416,0.07887342238758767,0.3466915867025044,-0.09214745005047044,0.2778056579056566,0.16112021437185206,0.06743617683549939,0.2907657484148927,-0.06430297817595483,0.005961425141248882,0.3071481844816924,0.24743720980119496,0.1940802232361801,0.08370215704250798,0.17282769637162748,0.2055476466962629,0.09268848054793369,0.03367400500593685,0.10965895948017562,0.2603003028872547,0.07343591136361209,0.14163382015696255,0.2158904938787895,0.22003629295569094,0.1467886736971213,0.13842356318397822,0.3914840718738144,0.2265044913932618,0.2783145789159698,0.46991772932770487,0.07363212242578952,0.10137036257171268,0.3305274391005375,0.3263976297002056,-0.1310633447875979,0.2220660684984646,0.10160599932852747,0.2994643778745984,-0.007395814077035106,0.40455657162489617,0.06108520270359467,0.13411565518219098,0.09064934899628543,0.1879254250118342,0.06384997017895723,0.009490858206208366,0.25573199876289404,0.358662071304472,0.14369741317511953,0.15828104983020452,-0.07972890795157855,0.366007548769228,0.24455373253260015,0.18424686097432103,0.19177584201206624,0.08274854151417492,0.23514953972359462,0.14302884815989697,0.274387021946841,0.27059613469168803,0.19933258302009582,0.1241460465227012,0.33588968239479433,0.16965317660906332,0.2468804562912341,0.28738146812623316,0.09681759527102565,0.1394465081604105,0.18467941992998863,-0.033706148540989876,0.04111556662885737,0.19142852899362958,0.32995933751338286,0.20422543312840438,-0.0737109106394128,0.023952027164084407,0.24503659908723638,-0.07078736006499976,0.3195841288882276,-0.019566623069878546,0.2905967556138892,0.06658782840877639,-0.11955343309106828,0.2785203048580899,0.06458413499721462,0.17629205350007754,0.11714488072309122,0.2750523128142372,0.24836543691298912,0.2938523049812936,0.3886864171884274,0.11618075413237143,0.3863395423815558,0.19521103237264126,0.015775816307307323,0.14044642255240725,0.04415423348402667,0.03952272715790722,0.41798163904377655,0.12498977733154717,0.23015737858158566,0.5567981544913336,0.30321305051952696,0.5885562020583092,0.24626619264629726,0.16018208486309343,0.25322149846011976,-0.02149498602555335,0.16578748419663958,-0.014413871816343574,0.2777673966713552
SN_pr_R,0.1398915015748986,1.0,0.31466240403258705,0.4372462576674354,0.07111059148061118,0.4716031568506412,0.50269032039369,0.2848591708185777,0.40910435189995226,0.16561392176756556,0.2471672058493385,0.49361862530879375,0.2188723247858589,-0.008184723770019114,0.22585352837386027,0.325697840751008,0.1823802973687073,0.38134894039300105,0.07924154145160671,0.30008552226841456,0.10320509742453515,0.14487241129119025,0.3700102811191478,0.27146092355483203,0.26860539208763223,0.3919934942767187,-0.013561946420712697,0.21517097528575604,0.6205999156120222,0.3440914848397536,0.2871615977639338,-0.051136116290314525,0.10608886581190662,0.3187164985417316,-0.05105566357397241,0.29219230170387334,0.5136764734353488,0.42178752870455,0.2847012663227599,0.27844517614333925,0.36761889962274474,0.2522883300432388,0.16781156333473515,0.33068133718234494,0.2351133871776424,0.2868326008468171,0.20616889116571016,0.2730564369311961,0.4664596995289854,0.2516793134787663,0.5174756891855948,0.49763608710859564,0.25464556002016137,0.48007433182897075,0.013107108921545945,0.30418512889172755,0.16523698980670745,0.6698227612003013,0.2637644075532383,0.21093942575013244,0.3261483473782055,0.38790391853307293,0.2073082540762972,0.2387926400621967,0.14623951466345286,0.29140700548941595,0.19953136966799453,0.005544540487937917,0.7118388279464314,0.3871061984368446,0.3330446008090714,0.7507840154379656,0.27306146145020116,-0.02267932128662864,-0.054600394380018076,0.44092808549246115,0.4394236599112798,0.09778553768971568,0.6200622239847249,0.26495781821616493,0.3060766068064322,0.393240064563463,0.03008611311178919,0.23120747930130833,0.42626517880173437,0.38329907990740314,0.24133765731646817,0.38148894676222184,0.45773926144634103,0.35382559550399645,0.386886201720239,0.23457667424171866,0.44422969270080404,0.32568311713091735,0.31612667726616106,0.39650212445362437,0.48571361421171233,0.302426910206118,0.047725363271537515,0.31313938454935497,0.4309819980766912,0.4700077114630037,0.19210056464723432,0.23381151035035552,0.6087703333510195,0.26706720598445777,0.3309097378999391,0.12487988836254552,0.31341529807581675,0.38875639461307626,0.39911284249947393,0.3800064300742101,0.34769681521843465,0.3664158846992677,0.4712231987916609,0.2615519577858303,0.4857574048232623,0.3805316935241555,0.19824202571197944,0.3674723986808126,0.24882947320479962,0.029037707364025993,0.38502338115631013,0.16883209107345107,0.5048604836748928,0.37552829134369986,-0.07864716410875007,0.4086386904357661,0.3594851967955189,0.12399450175872823,0.2242047891892061,0.2957559571294181,0.32711541700233326,0.02426237592988088,0.23845318266010657
OFCmed_R,0.10842762850200849,0.31466240403258705,1.0,0.29252425244386576,0.4181602649055439,0.3688880282843056,0.347401698384243,0.40380296265804677,0.35068048567207183,0.030319090600478146,0.46090222674421943,0.24860481887762112,0.12174565471072525,0.26435760614065595,0.36670520505196574,0.438353190999738,-0.03479522530846832,0.25113302179504643,-0.10937097758717297,0.5265228845259831,-0.22311082441455093,0.389879347269482,0.4527366667324766,0.22035287369111348,0.2583345099020629,0.3223195143670041,-0.24520130184012814,0.5226837763456603,0.3309484888848881,0.41932604012076463,0.11071383600574283,-0.16791752096806958,0.21499213475826373,0.22515357299578462,-0.06273922197514353,0.3529508383840998,0.3861451160946192,0.37064339419237774,0.3897865600134578,0.33000047557644435,0.4096142029739593,0.31134724827143134,0.01960897182594769,0.554816166555896,0.2057684460818674,0.45139202056914823,0.22111330359456607,0.3464966872643733,0.2780908493172497,0.4078374601198888,0.5698792634167559,0.5831136645590262,0.2186017405278238,0.4752784519581828,0.15981759563664844,0.3582644194976584,0.3893526885119222,0.259037903708315,-0.012883381471899819,0.1601951148388528,0.26046312933388543,0.4683266227156932,1.3831742456134956e-06,0.23345696241742842,0.2948500819754623,0.4051672481015947,0.16673337210471587,0.3244601598572089,0.4146625605128362,0.5232001312603016,0.3135208516989665,0.45295018316623553,-0.07169294274052275,-0.039949219447755355,-0.025443128998220554,0.3949644673059978,0.36471975013109426,0.1711334185683711,0.39815374772731804,0.38858886893563466,0.2472127895218981,0.3714693721584749,-0.26521099923962016,0.41913360050196813,0.46605219808911286,0.4690731590424284,0.4655879961942804,0.48573403106423846,0.46682825679408074,0.3728057421103374,0.5520656098480554,0.3035813999531341,0.3113830947557253,0.43008903920728375,0.3567285434895378,0.29951398443015964,0.37613627351321566,0.022370052173699313,0.17520238158179896,0.1940420079472164,0.5483316245864338,0.07060525106817614,0.3227974419486333,-0.169832177968135,0.4488046534172002,0.3198975370440482,0.20629836077703465,0.26359145120159594,0.26122324912961353,0.534173001628049,0.1077598172926446,0.4584943602852337,0.3583285675803997,0.5275768190796528,0.48548664783870277,0.3552840218421415,0.3496003618625174,0.6196596156320793,0.004550583684943141,0.5249370171790709,0.15012207833327737,0.18141843472772826,0.5394202567838062,0.5854235254573803,0.3892227478992251,0.42583200868817467,-0.35218499064722497,0.2832669832261724,0.36997670909908803,0.48574048247324697,0.23867010948612274,0.4365083886144163,0.5006938719493403,0.2479644076828506,0.25608306303710054
OFCpost_L,0.07934234552603248,0.4372462576674354,0.29252425244386576,1.0,0.23031628144098823,0.1109749311436396,0.14372285759594164,0.21018348553262037,0.3382953962492871,0.09800124035403038,0.48633254550273525,0.4149172645607067,0.4583602266160956,0.19326111993851774,0.24987829245042645,0.3566295325338445,-0.011757677219011164,0.5393931817330451,-0.2523972571076118,0.2887131146083775,0.358664859978998,0.10004595770133193,0.4376238156371764,0.35704523295306234,0.4156565487849286,0.4517792570910874,0.14698104400577028,0.3697303125359429,0.3322972059030668,0.7154679271735914,0.27368272774382374,0.07890287312281948,0.37045157447670746,0.3791891541492978,0.11012129463678123,0.7453256119988672,0.3538763210726389,0.26267882141817683,0.28842994880282247,0.7176042808256149,0.2642187294455312,0.6375701780142179,0.40477432442723443,0.3655979403049212,0.4407692313503194,0.05236803288006972,0.5667471902886427,0.6477099423740101,0.30659470720631077,0.42480032378818267,0.3768032132551292,0.3546160074757792,0.4641389186736576,0.37653595935634004,-0.06617145475878469,0.36993365375018733,0.16143411833686108,0.27971562375376763,-0.0014170210141988952,0.3162168059049188,0.7425421909109182,0.39317168525270485,0.39750948063518404,0.3369699670675125,0.29372735418941087,0.23719234157514352,0.2773997839578646,0.03106935081188043,0.3501463432859157,0.39795694345147087,0.6520622027667741,0.3852071638904126,0.4066797593501595,-0.08443775125186836,-0.1277175846233357,0.3726522748405127,0.3836826949899107,0.46758404745498855,0.6185963306652631,0.434606074610346,0.3371215394134758,0.29887854511121664,0.1319442565377619,0.18139905789186642,0.5148045675209095,0.32093246531302255,0.3430108996340101,0.5584126341904191,0.6169067233725242,0.6113286367532911,0.21786638652014115,0.6204832434670442,0.5587562446323636,0.2735211206663085,0.31413824010430536,0.7485540130819981,0.4210996163695526,0.22566509869104928,0.37402451465402764,0.5752125411886563,0.6083160718034913,0.2906569826432655,0.2821170583412967,0.3574221304718309,0.4964378375081128,0.043679209440625345,0.3345916553827343,0.45285777150420986,0.3902948469816599,0.2481588800418943,0.4769849445116095,0.3955503947030244,0.3528080803112106,0.4162029156946512,0.6698046176445072,0.2726932510108999,0.3935255373983343,0.1715551194997465,0.44879810486705807,0.24124626149560682,0.5418975132417222,0.3708743389822257,0.7202663654462579,0.25890596059756027,0.2555607536975502,0.353090164383702,0.047789432996332114,0.21071805525012582,0.11304010038062069,0.21684327055383734,0.027700073807316556,0.017363251596907037,0.16370825421592333,0.3155887796783343,0.40721464527586987
Thal_PuM_R,0.09057390646195891,0.07111059148061118,0.4181602649055439,0.23031628144098823,1.0,0.20199164300649808,0.25551911095687824,0.42583781823333533,0.3682629203312473,0.2999781330546799,0.30762231162982273,0.1558578510302275,0.2318658864671627,0.08944390500208596,0.35547316262758577,0.44914474587197184,0.12485819547881091,0.314784614337107,-0.21158558139220165,0.545256255826254,0.20491708788899532,0.354932531109487,0.44328729619352053,0.11968107879728553,0.2605643147400553,0.3410141784751574,-0.024181532352140028,0.32606884011010145,0.3806933259854984,0.2972740730689446,0.35659928801655705,-0.252139575756799,-0.043367638685546016,0.09319527893267862,-0.09365899918813168,0.37340966412550747,0.21033780273617364,0.4440152757841846,0.6306249475055007,0.4514787402456175,0.4382691761933939,0.34741766093613,-0.046150794089424296,0.5080955945293955,0.5160890873885027,0.4255012733807413,0.21360388490116042,0.3518913007773188,0.38948641155312747,0.3649430887506552,0.23160624506669525,0.42206393205881804,0.560008106565532,0.3062324249996441,-0.018514370374619962,0.4346399789896614,0.6248249831068454,0.2840821208467829,0.06344454992010694,0.2029834580171695,0.30375616969311253,0.4860053585980267,-0.11949550444800877,0.37226887046099105,-0.10391487250860103,0.4902791908078482,-0.08332176816748296,0.5300406676464242,0.02344749765436961,0.415759200652915,0.30054576540579575,0.1966404224563487,0.21204473879651958,-0.13579907928313106,0.08777067882871768,0.4342850633786852,0.17050101058957728,0.2172041393205249,0.2663888760622956,0.42955925438599196,0.48574870411839016,0.4280418847872282,-0.0005455926364486095,0.5846357010149265,0.48668151748777605,0.6003665316419189,0.6771815859803052,0.5495876145707508,0.4623944944854502,0.42135890157222544,0.37260034743018905,0.24512895147679817,0.32214279929881445,0.506764324036065,0.38426138742862226,0.2182461325335334,0.2474004251935723,0.31013789255599833,-0.02027575074322768,0.22852549825016424,0.5284104229935861,0.29979416430557376,0.34871006249569014,0.2163292506372473,0.36770250556300055,0.3694715904965402,0.13802877120650323,0.23876643039779644,0.27796866770308465,0.29712217459781076,0.22134787353272387,0.4492294078766125,0.2749569468713536,0.49187313106118485,0.49652624677810164,0.48473588583502547,0.3958544968488758,0.3182380011368659,-0.06708745710787072,0.4735427399894183,0.18902297925963904,0.10255285631596339,0.35168201260806825,0.3686876913620945,0.3222677025368566,0.4484587965558226,-0.19799974402307643,0.09795378311309333,0.33362778667088017,0.7101221133533137,0.2639063621124541,0.2105338637488285,0.5522370895111123,-0.03905682738706868,0.21702408350242983
N_Acc_L,0.5361392142887151,0.4716031568506412,0.3688880282843056,0.1109749311436396,0.20199164300649808,1.0,0.8104813054630894,0.2420851564484915,0.38962898940247487,0.24531054037303335,0.5145982798510378,0.2432898635487088,0.18267221908156753,-0.03490581041063032,0.18716214514023896,0.3232288059066639,0.3529752694323533,0.2511766058093537,0.20695077576735144,0.3496804938415323,-0.17371877737498703,0.44644231104007776,0.2807321652970597,0.228333407285647,0.15470391711281448,0.09888931930192707,-0.013945868904362228,0.18772534366205865,0.6029646824223261,0.12097447092545562,0.29507991388381677,0.1346188529993497,-0.008295455985862054,0.14805321658048684,0.009819766705946711,0.24452404848022813,0.13849083416782798,0.22010643588608844,0.36468567606020336,0.3086323302667333,0.3276402355154556,0.04204588137651674,-0.08899810362970587,0.4389801358883109,0.1797822565092148,0.44254988912655446,0.29591658551682803,0.2429889683048481,0.20100031263501492,0.23704555979887373,0.6003142761820917,0.4615199677544772,0.20700723477157987,0.7311567270675545,0.1671661411344228,0.2597984932176198,0.38002378308708534,0.6369148538793863,-0.033305095904727876,0.2569287695822164,0.19327210661588917,0.3902918381140621,-0.24679462398490906,0.4249285943017735,0.07968688596195883,0.3184547713770934,0.09461107531556202,0.2768839796109413,0.3106631200797465,0.343351994766693,0.24254945252932644,0.6912280081013396,0.15837990884846237,0.13086306466692432,-0.03552665928713327,0.5263787342967772,0.32878225205044165,-0.07694839949663967,0.33055648071087296,0.256210272431905,0.2477496578031828,0.28162439450249255,0.11306994349067226,0.35025475500779313,0.28033622900326743,0.3514267614040609,0.3906090026040926,0.40815943992673626,0.44287641928860777,0.35353755811511023,0.3182171904503757,0.14194630933899421,0.4090454930416024,0.167466719224541,0.1856871282590942,0.297461937824381,0.3685580075908619,0.2981525774182106,-0.10556668313132113,0.17654311144106774,0.4333589330420249,0.12890885618886935,0.41986234570293035,0.004035085060685808,0.5215461034784676,0.2919681565178952,0.025742671142210013,0.21046842004617425,0.192107233629586,0.3538358902246012,0.2521191563127158,0.3549331597499489,0.4240670444916317,0.3837483988963782,0.5019090787435966,0.2368431271499997,0.5409982400663014,0.5008926866082957,-0.1849041086468423,0.3582998413288543,0.08946038023774154,-0.10569194550165464,0.4630030308569912,0.31094941996409087,0.45323949518529794,0.6785860369156868,-0.05416738900129148,0.5871002344115679,0.348467829122213,0.35357377124794237,0.32349409507208665,0.22678548194829692,0.4140616319850123,-0.050135313119028774,0.16088423808037194
Pallidum_L,0.5819715921666204,0.50269032039369,0.347401698384243,0.14372285759594164,0.25551911095687824,0.8104813054630894,1.0,0.27952747990353327,0.44326456164757183,0.33924871507374654,0.3964560600843002,0.25485470416527445,0.22460680536455715,-0.1288397923262168,0.28788300035338543,0.4015028934604276,0.5540525498623838,0.3881068919344017,0.1990709660642668,0.4052144282808499,-0.02896747577859004,0.3711101148248282,0.4163176428137371,0.3256768999761865,0.18413967973260234,0.25335960156655174,0.08119928047242221,0.10324551740609031,0.5385208094182194,0.21033767085941088,0.43617558726489475,0.18409688694411946,-0.06671026841537858,0.19708753089267125,0.02113067286866543,0.3068802165200279,0.2835645135648477,0.37500183786171204,0.4729701333504769,0.2803522102940403,0.3588030308375975,0.1283969044146775,-0.016584459516809574,0.40416502068446086,0.2216387290383899,0.4857885551625269,0.24103917666293495,0.3575232830884139,0.3985176773364542,0.29383516126362746,0.691191803855002,0.6038540778368258,0.23148774890192472,0.7411618431628064,0.16388770957900392,0.31242612955716365,0.3512638907019278,0.5694468718688154,-0.011439585936949418,0.3140841787442486,0.19699884694325778,0.47648236969796076,-0.19042565823265908,0.38116089439617357,0.021440837914663655,0.35090137633992097,0.09548317786722701,0.2593044573221065,0.37433721433786415,0.35123419685115015,0.38882305848638576,0.6192265734382312,0.3164862615939732,0.1622081241007892,-0.04129563381688873,0.6819654381696764,0.4114465684012841,-0.008163472330321586,0.4915406103829621,0.2552227716572094,0.34140544296829617,0.42829026277821003,0.1862664063616383,0.430577651789258,0.44065489407374375,0.46267174843390657,0.38444143550637455,0.37958862636096113,0.5499106211613396,0.4527834793904465,0.42309122829018236,0.20771403373976322,0.45911951940907136,0.27566647539566086,0.2103072769390084,0.38636612519710023,0.49391345218885174,0.4368923787305915,-0.2032299898098165,0.21031174551680668,0.46295220990962976,0.3038256727826736,0.37707518357568165,0.22266004044819132,0.47119257501211087,0.3116468480920312,0.11145603491434952,0.18649335730370944,0.23868951931532445,0.4528690061118938,0.35462448710901023,0.439062501609674,0.498003541948194,0.5008822433394762,0.5661542406590672,0.318332271153007,0.6597447376242953,0.5345391709070068,-0.06939640809869295,0.46372764942347633,0.14435807556639865,-0.14007365290527643,0.46602983740541115,0.2388961516020907,0.4167047191091143,0.7238728573539752,-0.03144045222363654,0.7602819640358396,0.5102635388001131,0.3527612145546543,0.41714222524790345,0.3069636878558578,0.5280047486581392,-0.15299728126582832,0.26623645724749967
Precuneus_L,0.05275905418400458,0.2848591708185777,0.40380296265804677,0.21018348553262037,0.42583781823333533,0.2420851564484915,0.27952747990353327,1.0,0.6818857588508058,0.15698815936489013,0.11501489645528956,0.7599475505595991,0.5666881673370849,0.24163611912684085,0.7576973869209428,0.8235607135538985,0.16245542023216317,0.6428119664724607,-0.16224712381907505,0.8507192081108629,0.31131277770631877,0.23749903780985246,0.8155810716456865,0.5219719315262582,0.7934645642575978,0.7761804688699558,-0.12620557834063031,0.5570174463345834,0.6017866909718091,0.41726099773696307,0.5942687142653422,-0.14351991354066201,0.3990254410418173,0.6316585253939848,-0.05852755345934573,0.4341469647522274,0.5664633562201548,0.7193346080135389,0.6322611017544463,0.4052622883173054,0.942604692634522,0.6043629199245323,-0.28738385932407134,0.46969729939422433,0.48416538435915685,0.5538088700699317,0.251684804101537,0.5416237073458341,0.7212941576606313,0.15697056611861862,0.46833272904815615,0.5469312063499823,0.38459178441010894,0.48501086062495785,0.03866197486115621,0.8606520475952962,0.1382330023551231,0.23487526355540292,-0.13035274493907997,0.6482221270074475,0.47963406403178094,0.7709478482583608,-0.1814601095813376,0.09055320027343035,-0.1772928997756543,0.9161070833725022,-0.056925122950023645,0.44090281548793836,0.33403854065906374,0.6691069319120895,0.14403511635393496,0.29690671088813486,0.5816001551158291,-0.12042115969074786,0.03847145954302999,0.6418977432110741,-0.05604883115424108,0.047490553801716885,0.4659466181402626,0.601414648679876,0.42386249824187183,0.8172486587875847,0.04236885100127755,0.6667067286026798,0.6741095887603612,0.7737286885389086,0.48159778562719596,0.31139694675293905,0.49306699746675114,0.5639137822174101,0.7925163647382166,0.2890526962009407,0.5691301438737577,0.5620161431775563,0.9109409969086738,0.37484293594402746,0.4382667590805084,0.4739031319447797,0.3928502398261801,0.4184649285731673,0.5832028989371785,0.3635587858758229,0.1100075707409317,0.4010956871519124,0.26802672236067726,0.8145251503863521,0.5366721692504551,-0.16843900998617226,0.848004519532059,0.7570394612098379,0.5732882238253674,0.785430806134874,0.6451498988436434,0.7563298862055161,0.4937148828282907,0.8718649455504565,0.18224536139813097,0.5823970400168207,-0.18440581275412724,0.8511646529574107,0.5281453961720518,-0.18228444041841385,0.27851896372518636,0.404756187032704,0.29394753178845495,0.42765431264821235,-0.12602289507312198,0.07846692766110519,0.2567180191214662,0.40175796231626953,0.3774546836422296,0.2986149438357857,0.5175347487452635,0.40585589647123455,-0.10577318641730891
Frontal_Sup_Medial_L,0.06483287784679986,0.40910435189995226,0.35068048567207183,0.3382953962492871,0.3682629203312473,0.38962898940247487,0.44326456164757183,0.6818857588508058,1.0,0.22408710641908602,0.37330340986815214,0.4928916549062719,0.5565470557007114,0.05669095437338857,0.40385971986128666,0.532249409685322,0.24116758791112522,0.6045433427452527,-0.07910459815664807,0.49856057889535105,0.254550469400976,0.23395820230306416,0.6055054954407745,0.3239854573077398,0.6846499111554087,0.6464170764906746,-0.15771520945386083,0.5803400921019278,0.646632394961183,0.4014470147977288,0.8136163754672102,-0.05003454916870582,0.34207642140172956,0.7749046700530255,-0.06979850560441354,0.4590271180077859,0.2652453633121267,0.6605786830702702,0.5758150609477695,0.4704159230482968,0.7505807781142132,0.4983138561283895,-0.15450209835331355,0.404525566317039,0.4529974136602402,0.7566541745778594,0.35182668918543375,0.5197099914465497,0.6454329970327397,0.20293890503215342,0.615901115529827,0.6934554157097575,0.26731961156015993,0.6963985521023648,0.0726018039931356,0.674788990950955,0.0979581280532502,0.35948284662372265,-0.06434414829234762,0.5333940207828444,0.5377033097277989,0.6372199595072671,-0.1435156630846449,0.27586961480597005,-0.06489280174828574,0.626792317362405,-0.031108801076553578,0.31930313331927634,0.3449079767278217,0.8846866267033892,0.4513770668544475,0.4364936348353623,0.6288269715630205,-0.15099614727660626,-0.0579828028212615,0.7055311005858321,0.15945602451144392,0.07896209369613716,0.6282655746289924,0.7637076093742918,0.5677818624834495,0.7339350179105945,0.15117169098166355,0.43794637108133944,0.6465013371933702,0.6746215305866138,0.3529555081612449,0.4097335237005006,0.6290630039485383,0.5889509538124337,0.6583893743389433,0.42521456146600506,0.6965606923823147,0.5293042764286595,0.6360811966348935,0.6403441946895726,0.4385093744381337,0.5350736285966209,0.27341093262092603,0.4886527277375597,0.714147195057471,0.41536915309393385,0.17051109304837037,0.4780299134824308,0.37692059390466737,0.6718013128662285,0.6614283112271088,0.07115174877300266,0.7341401346031061,0.5901587626768583,0.7828067553086707,0.643195728990186,0.7852781335601587,0.5829763787309511,0.5704348734607179,0.5783080722610121,0.3634259610496724,0.6981838983906165,-0.09499339778403472,0.7355916926683376,0.5189324585958516,-0.1504853925539204,0.30492867227350684,0.38085650285375017,0.29627829704093817,0.5852181333402815,-0.1752568172063495,0.2717306103156126,0.2895206987058612,0.3205180220972325,0.44809936788304544,0.33838725610509285,0.6170665603604181,0.2115189604477763,0.05562859867032196
Thal_PuI_L,0.24976891471060467,0.16561392176756556,0.030319090600478146,0.09800124035403038,0.2999781330546799,0.24531054037303335,0.33924871507374654,0.15698815936489013,0.22408710641908602,1.0,0.2519798818258421,0.11725736041387973,0.12495630308859398,-0.16984719739331466,0.1951554121626954,0.2439802215232185,0.3861418484860334,0.14885306728408038,0.18018182571206418,0.24368213971637698,0.1492454838083085,0.22285167882797138,0.2806171896942489,0.1609571341944044,0.04768709013153025,0.21152159988726474,0.20684765556991552,-0.0855682052986056,0.312609924942713,0.04909480484844186,0.31534584729446424,0.03165582202562603,-0.1958747069566541,0.0587534978875409,-0.028341759823627403,0.12418129818278939,0.1615513126158347,0.2554374016783783,0.319246001394361,0.2099210758900563,0.2050782830093758,0.04169765630208666,0.054966356022600284,0.20526652038289542,0.28922891382907706,0.2564207280604035,-3.0026485696339488e-05,0.14554870237013415,0.30124987203992504,0.09690035892724971,0.23367881200408738,0.2631200496891457,0.2799923217535679,0.33078378464540514,0.15489694532041268,0.1457753416880322,0.22363961977410948,0.27556900226373277,-0.03552290456910438,0.21453302101477204,0.09763300176080345,0.3061797341724824,-0.04895431406665835,0.3777401978200081,-0.0760344982739423,0.21953232759778019,-0.1074737674483629,0.14773345587231576,0.004601924836753279,0.13958171433040342,0.2542746600686604,0.18527914382757,0.24485940915233248,0.019648200907969253,0.21914228463712407,0.2846380275713107,0.22771712870465038,0.04663899630521898,0.3063626598550785,0.10407936656168595,0.37064063587637086,0.29518564905394173,0.3159124846009879,0.2975924637652707,0.30515287921193884,0.29691172387890724,0.2949958499964943,0.27947923888598647,0.28063906550861434,0.25715621988568016,0.12344629837655187,0.16211894938521754,0.2569771628245337,0.20472548000457824,0.1168216981207547,0.13640857600322823,0.19458970023387295,0.3006560128965462,-0.2399956251980166,0.10255197256533975,0.20684123732802157,0.3628207102041914,0.181397231723624,0.2553908043990479,0.2839645543910155,0.17268625961792008,0.01428549186150154,0.16182902319955042,0.11385362403883405,0.11995968812253816,0.2060376176040933,0.2880520243766962,0.1707618884143294,0.31972570611882556,0.2780729808328271,0.2116997659771031,0.4298562663136513,0.0960098524815629,-0.018628155540273757,0.2187347661243341,0.08324913968520388,-0.037314639859681725,0.1745396310709578,0.010573319246687743,0.08425251839112179,0.38092354230716263,0.10273258511272836,0.26122064867880507,0.2881761077951368,0.33479238181881243,0.23347247698277462,-0.037118853665567865,0.2372551094559496,-0.2740246808997349,0.20425930899110245
